fragment_smiles,occurences,example_ligands
Nc1cncs1,798,248:24800:0:PV-005535362215;248:24800:3:PV-005535467685;248:24800:3:PV-005535468687;
O=C1c2ccccc2-c2ccccc21,15,248:24800:7:PV-003511548607;248:24804:0:PV-002164667007;248:24811:9:PV-003512745937;
CC1NCCc2ccncc21,13,248:24800:7:PV-003511548663;248:24821:7:PV-003513807917;248:24838:4:PV-004036753431;
Cc1nnc[nH]1,197,248:24800:7:PV-003511548810;248:24800:9:PV-005535654874;248:24801:6:PV-003511633734;
Oc1ccnc2c(F)ccc(F)c12,38,248:24800:7:PV-002319896798;248:24801:7:PV-002268150810;248:24802:7:PV-004035710670;
CC1(C)OCCCO1,59,248:24800:7:PV-004035655282;248:24806:7:PV-005537528401;248:24807:9:PV-003512292898;
c1cn2c(n1)CNCC2,354,248:24800:7:PV-002889995916;248:24801:5:PV-004035670740;248:24801:9:PV-005535987761;
CC1(C)CNCC(=O)N1,39,248:24800:7:PV-003511550010;248:24802:1:PV-003511693001;248:24802:1:PV-002268153450;
FC1(F)C2CCCC1CC2,451,248:24800:7:PV-005535569359;248:24800:8:PV-005535618497;248:24800:8:PV-005535618498;
CC1CCn2ccnc2C1,802,248:24800:7:PV-005535570462;248:24800:9:PV-005535681647;248:24801:1:PV-004035659361;
Clc1cccc2c1OCCCO2,151,248:24800:7:PV-005535571488;248:24801:9:PV-005536018616;248:24804:0:PV-002268165089;
Clc1ccc2ccoc2c1Cl,16,248:24800:7:PV-005535572468;248:24820:9:PV-005542051073;248:24824:8:PV-005543295994;
Cn1ncc2c1CCSC2,416,248:24800:7:PV-005535572591;248:24800:7:PV-005535572592;248:24801:2:PV-005535742285;
Fc1cnc2ccccc2n1,7,248:24800:7:PV-005535572886;248:24800:7:PV-005535572887;248:24812:4:PV-002216468213;
O=C1NCCOC2CCCNC12,28,248:24800:7:PV-005535573661;248:24803:0:PV-004035717335;248:24812:8:PV-004036001012;
Clc1cnc2occc2c1,510,248:24800:7:PV-005535574345;248:24800:7:PV-005535574346;248:24800:7:PV-005535574347;
C1CCC2CCCCC2C1,257,248:24800:7:PV-005535575418;248:24801:3:PV-005535777639;248:24802:2:PV-005536057626;
c1ccc2c(c1)CCC1(CNC1)O2,11,248:24800:7:PV-005535577749;248:24811:1:PV-005538932311;248:24846:9:PV-005550371670;
FC1(F)CC2(CCOC2)C1,405,248:24800:7:PV-005535578471;248:24800:8:PV-005535608517;248:24801:3:PV-005535756401;
Cc1ccc2nonc2c1,302,248:24800:7:PV-005535580292;248:24801:1:PV-003511586633;248:24801:5:PV-003511616999;
CC1CCc2[nH]ccc2C1,28,248:24800:7:PV-005535581318;248:24813:1:PV-005539555118;248:24818:6:PV-005541367525;
OC1CSC1,60,248:24800:7:PV-005535581599;248:24808:2:PV-005537993619;248:24809:8:PV-005538536243;
CC12CCC(CC1)CC2,115,248:24800:7:PV-005535581733;248:24801:2:PV-005535739551;248:24801:2:PV-005535739552;
O=S1(=O)CCCc2ccccc21,186,248:24800:8:PV-005535582216;248:24805:2:PV-005537054726;248:24805:7:PV-005537195777;
Cc1csc2ccc(F)cc12,235,248:24800:8:PV-005535583927;248:24803:3:PV-005536419532;248:24803:4:PV-005536499299;
Cc1ccc2c(c1)CCC2,24,248:24800:8:PV-005535585077;248:24802:1:PV-002890049307;248:24803:9:PV-002890119556;
c1ncc2scnc2n1,8,248:24800:8:PV-005535585077;248:24819:9:PV-005541731969;248:24820:0:PV-005541755066;
c1cc2c(s1)COCC2,263,248:24800:8:PV-005535585696;248:24801:8:PV-005535942511;248:24801:9:PV-005535993586;
Cc1ccc2scnc2c1,17,248:24800:8:PV-005535586220;248:24806:6:PV-005537457262;248:24809:2:PV-005538342710;
FC1(F)CC12CCNC2,196,248:24800:8:PV-005535586290;248:24800:9:PV-005535667572;248:24801:0:PV-005535698768;
FC1(F)C2CCCOC21,187,248:24800:8:PV-005535586821;248:24801:4:PV-005535836741;248:24802:0:PV-005536030515;
CN1CCNc2ccc(F)cc21,50,248:24800:8:PV-005535589239;248:24801:5:PV-002890019969;248:24805:5:PV-002890189613;
CC1Cc2ccccc2NC1C,20,248:24800:8:PV-005535590855;248:24801:2:PV-002423400374;248:24808:4:PV-003512361822;
O=S1(=O)N=CNc2ccccc21,35,248:24800:8:PV-005535591187;248:24801:0:PV-005535699898;248:24801:4:PV-005535826820;
C1C2CC2C2CC12,96,248:24800:8:PV-005535592106;248:24800:8:PV-005535622788;248:24801:6:PV-003511636948;
Clc1ccc2cnncc2c1,6,248:24800:8:PV-005535592830;248:24803:3:PV-005536413676;248:24806:1:PV-005537304505;
O=C1Cc2cc(F)ccc2N1,106,248:24800:8:PV-005535594163;248:24800:8:PV-005535594164;248:24803:6:PV-002890113653;
C1CC2(CCN1)CNC1COCC12,151,248:24800:8:PV-005535595825;248:24800:9:PV-005535647043;248:24801:5:PV-004035670313;
FC1(F)CCCCNC1,22,248:24800:8:PV-005535596017;248:24802:5:PV-005536186479;248:24803:8:PV-005536559698;
Cc1cn2cc(Cl)nc2s1,110,248:24800:8:PV-005535596210;248:24800:8:PV-005535634102;248:24801:7:PV-005535886301;
Oc1n[nH]c2c1CCCC2,59,248:24800:8:PV-005535597182;248:24801:5:PV-005535877645;248:24802:6:PV-004035709119;
c1n[nH]c2c1CCNC2,45,248:24800:8:PV-005535597925;248:24801:1:PV-003511565386;248:24801:4:PV-005535845637;
Cc1cc(Cl)cn2ccnc12,32,248:24800:8:PV-005535599336;248:24804:6:PV-002164671689;248:24808:6:PV-002475195246;
Cn1ccc2c1CCNC2,51,248:24800:8:PV-005535600617;248:24803:0:PV-004035713120;248:24804:4:PV-005536817833;
CC1OC2CCC1CC2,59,248:24800:8:PV-005535600932;248:24802:0:PV-004035688119;248:24804:7:PV-005536858781;
O=C1CCSc2ccccc21,136,248:24800:8:PV-005535601602;248:24801:8:PV-005535953796;248:24803:3:PV-005536425452;
CC1CCc2ccsc2S1(=O)=O,10,248:24800:8:PV-005535607272;248:24813:6:PV-005539713593;248:24814:7:PV-005540116537;
c1ccc2c(c1)Cc1ccccc1-2,88,248:24800:8:PV-005535608764;248:24801:6:PV-003511626826;248:24805:1:PV-002890174541;
Clc1ccc2c(c1)CC1CC21,22,248:24800:8:PV-005535610421;248:24808:1:PV-005537938126;248:24810:6:PV-005538766696;
Clc1ccc2c(c1)C1CC1C2,37,248:24800:8:PV-005535610879;248:24802:3:PV-005536115296;248:24802:4:PV-005536177147;
Cc1cn2cc(C)sc2n1,390,248:24800:8:PV-005535612324;248:24800:8:PV-005535612325;248:24801:4:PV-005535860329;
C=C1Cn2cnnc2S1,213,248:24800:8:PV-005535612779;248:24801:3:PV-005535765362;248:24802:4:PV-005536154824;
Cn1cccc(O)c1=O,505,248:24800:8:PV-005535614189;248:24800:9:PV-005535652127;248:24801:2:PV-005535735139;
Oc1cccc2ccsc12,332,248:24800:8:PV-005535614538;248:24800:9:PV-005535669591;248:24801:9:PV-005535979260;
Cn1cnc2cc(Cl)ccc21,43,248:24800:8:PV-005535614655;248:24803:3:PV-005536423441;248:24803:8:PV-005536565723;
Cc1nccn2nccc12,17,248:24800:8:PV-005535617501;248:24807:7:PV-005537816904;248:24815:7:PV-005540419222;
Fc1cccc2c1CCC2,169,248:24800:8:PV-005535617501;248:24801:0:PV-002216394030;248:24801:0:PV-002319897017;
CN1CCCC(F)(F)C1,6,248:24800:8:PV-005535618579;248:24802:3:PV-005536112980;248:24820:6:PV-005541993393;
O=S1(=O)CCC2(CCNCCO2)C1,7,248:24800:8:PV-005535618976;248:24812:0:PV-005539181346;248:24814:5:PV-005540006018;
Clc1ccnc2ncccc12,21,248:24800:8:PV-005535619124;248:24805:4:PV-005537131565;248:24831:7:PV-005545485570;
CN1CCC(O)CC1,171,248:24800:8:PV-005535619312;248:24801:3:PV-005535768505;248:24801:8:PV-005535924779;
O=C1NCCCc2sccc21,226,248:24800:8:PV-005535621217;248:24800:9:PV-005535666819;248:24802:8:PV-005536246254;
Cc1nccc(O)n1,11,248:24800:8:PV-005535621563;248:24815:2:PV-002578734394;248:24831:1:PV-002527087645;
Clc1ccc2c(c1)NCCN2,8,248:24800:8:PV-005535621563;248:24816:2:PV-005540584897;248:24831:7:PV-005545482206;
Cc1csc2ncn(C)c(=O)c12,41,248:24800:8:PV-005535624230;248:24801:8:PV-005535920396;248:24801:8:PV-005535920397;
FC1CC12CCCCC2,572,248:24800:8:PV-005535624791;248:24801:0:PV-004035658921;248:24801:0:PV-004035658922;
O=C1CCC2CCCN12,203,248:24800:8:PV-005535625145;248:24800:8:PV-005535625146;248:24801:0:PV-005535723488;
O=S1(=O)C2CCCN1CC2,53,248:24800:8:PV-005535626660;248:24800:8:PV-005535626661;248:24801:5:PV-005535878839;
CC1NCCCC1(C)C,21,248:24800:8:PV-005535628952;248:24801:0:PV-003511559581;248:24802:6:PV-002890069035;
Cc1ncnc2c1NC(=O)C(C)N2C,42,248:24800:8:PV-005535633682;248:24800:8:PV-005535633683;248:24818:1:PV-005541180486;
OC1CCCOC12CNC2,14,248:24800:8:PV-005535634752;248:24804:1:PV-004035754386;248:24823:6:PV-003514002397;
Cc1nnc2n1CCC2C,271,248:24800:9:PV-005535639216;248:24800:9:PV-005535639217;248:24801:1:PV-004035665927;
Fc1cccc2c1CNCC2,109,248:24800:9:PV-005535642589;248:24801:6:PV-002890030442;248:24802:0:PV-004035685470;
CC1CCCc2[nH]nnc21,91,248:24800:9:PV-005535642943;248:24802:4:PV-005536131103;248:24805:5:PV-003512045325;
Cc1cc(=O)cco1,195,248:24800:9:PV-005535644847;248:24803:1:PV-000390187158;248:24803:1:PV-004035719445;
C1COCC2(C1)CCNCC2,150,248:24800:9:PV-005535645327;248:24801:4:PV-005535849266;248:24801:7:PV-004035681953;
Oc1cccc2c1CCCNC2,23,248:24800:9:PV-005535645362;248:24802:8:PV-005536259867;248:24808:2:PV-005538026631;
c1c2c(cc3c1CCC3)CCC2,50,248:24800:9:PV-005535645646;248:24801:3:PV-005535752323;248:24805:5:PV-003512046486;
FC1(F)CCOC1,103,248:24800:9:PV-005535645707;248:24801:0:PV-004035656082;248:24801:6:PV-002475149528;
OC1CCCc2occc21,196,248:24800:9:PV-005535650966;248:24800:9:PV-005535650967;248:24801:2:PV-004035669053;
Clc1nc2ccccn2n1,402,248:24800:9:PV-005535654348;248:24801:5:PV-005535879324;248:24801:9:PV-005535976189;
Cc1csc2ncccc12,40,248:24800:9:PV-005535656793;248:24800:9:PV-005535661342;248:24800:9:PV-005535661343;
Clc1ccc2ccncc2c1,312,248:24800:9:PV-005535656837;248:24801:7:PV-005535889044;248:24804:2:PV-005536708047;
O=C1CCc2cc(Cl)ccc2N1,4,248:24800:9:PV-005535657555;248:24800:9:PV-005535657556;248:24837:0:PV-005547184194;
NC1CCNC1,148,248:24800:9:PV-005535659825;248:24801:9:PV-005535972140;248:24802:8:PV-005536264925;
FC1(F)CC2CCCCC2C1,35,248:24800:9:PV-005535660101;248:24803:3:PV-005536398695;248:24805:7:PV-005537218707;
Cn1ncc2cc(F)ccc21,252,248:24800:9:PV-005535660634;248:24800:9:PV-005535660635;248:24801:5:PV-005535881359;
C1CCC2(CC2)NC1,100,248:24800:9:PV-005535660792;248:24801:1:PV-004035661858;248:24802:0:PV-003511658888;
C1COCC2(CCOCC2)CN1,8,248:24800:9:PV-005535663190;248:24822:6:PV-002890899429;248:24829:7:PV-005544846666;
O=S1(=O)CC2CC1C2,204,248:24800:9:PV-005535667642;248:24802:0:PV-005536033701;248:24802:8:PV-005536249139;
O=S1(=O)CCc2ncccc2C1,44,248:24800:9:PV-005535668040;248:24804:8:PV-005536945575;248:24810:1:PV-005538597137;
C1CC2CC(C1)N2,2,248:24800:9:PV-005535668043;248:24850:9:PV-005551655500;
c1ncsn1,466,248:24800:9:PV-005535668642;248:24800:9:PV-005535688757;248:24801:0:PV-005535706594;
CC1COc2ccnn2C1,40,248:24800:9:PV-005535669623;248:24805:4:PV-005537115238;248:24806:2:PV-005537346277;
c1cc2nccnc2cn1,31,248:24800:9:PV-005535671589;248:24801:1:PV-003511574201;248:24803:0:PV-002890081294;
OC1CNCCOC1,6,248:24800:9:PV-005535672126;248:24801:0:PV-002371653377;248:24821:9:PV-005542390899;
C1CC2(C1)CC1(CCC1)C2,322,248:24800:9:PV-005535672541;248:24802:1:PV-004035690427;248:24802:3:PV-005536111936;
O=C1CCCn2cccc21,235,248:24800:9:PV-005535673668;248:24800:9:PV-005535673669;248:24801:0:PV-002890000080;
Cc1ccc(Cl)cc1F,1292,248:24800:9:PV-005535673740;248:24800:9:PV-005535691272;248:24801:0:PV-002660245181;
FC1(F)CCC2(CC1)CNCCO2,24,248:24800:9:PV-005535674498;248:24803:7:PV-004035740390;248:24803:7:PV-004035740391;
Nc1cn[nH]c1,82,248:24800:9:PV-005535676198;248:24802:3:PV-005536094598;248:24802:5:PV-002890064458;
C1CC2OCCC2CO1,144,248:24800:9:PV-005535678390;248:24801:4:PV-005535858333;248:24802:0:PV-004035687973;
O=C1CC2CCCC2C1,664,248:24800:9:PV-005535680065;248:24800:9:PV-005535680066;248:24801:0:PV-004035656253;
O=S1(=O)CC(F)C2(CCC2)C1,76,248:24800:9:PV-005535680321;248:24801:4:PV-005535821135;248:24804:7:PV-005536865680;
OC1CCc2ccccc21,387,248:24800:9:PV-005535680753;248:24801:3:PV-005535750561;248:24801:7:PV-005535907812;
O=C1CCC2(CNC2)CN1,47,248:24800:9:PV-005535681170;248:24801:4:PV-005535859687;248:24803:4:PV-005536503481;
NC1CC2CCC1O2,7,248:24800:9:PV-005535681180;248:24801:5:PV-003511617711;248:24802:6:PV-004035705455;
O=C1CCNC2CCCCCN12,24,248:24800:9:PV-005535682741;248:24804:0:PV-002319916405;248:24805:5:PV-004035793244;
OC1CCC12CCOCC2,13,248:24800:9:PV-005535683291;248:24801:0:PV-002475145295;248:24805:5:PV-002475174057;
Cc1cc(N)[nH]n1,17,248:24800:9:PV-005535683650;248:24801:7:PV-002475150293;248:24802:0:PV-003511668650;
CC12CNC(C1)C2,23,248:24800:9:PV-005535683907;248:24801:0:PV-005535723710;248:24802:0:PV-005536028747;
CC1CNCCc2ccccc21,41,248:24800:9:PV-005535684448;248:24801:1:PV-002319897710;248:24802:6:PV-003511735763;
O=C1CNc2ccc(Cl)cc2N1,17,248:24800:9:PV-005535684605;248:24801:1:PV-002578644287;248:24803:2:PV-005536368565;
Oc1nc2ccccc2s1,380,248:24800:9:PV-005535689737;248:24801:4:PV-005535807839;248:24802:3:PV-005536084365;
CC1COC(C)(C)CO1,43,248:24800:9:PV-005535690350;248:24803:8:PV-005536613197;248:24804:7:PV-005536853243;
CC1NCCC1O,14,248:24800:9:PV-005535691487;248:24800:9:PV-005535691488;248:24801:3:PV-005535800605;
O=C1NCCCCNCC1(F)F,40,248:24800:9:PV-005535692094;248:24803:2:PV-005536378349;248:24804:2:PV-005536686889;
Cc1ccc2scnc2n1,9,248:24800:9:PV-005535692239;248:24805:3:PV-005537085621;248:24807:6:PV-005537779736;
Cn1c(=O)n(C)c2ccccc21,179,248:24800:9:PV-005535692621;248:24801:1:PV-003511575655;248:24801:1:PV-003511575656;
Cc1c(Cl)ccc2c1CNCC2,29,248:24800:9:PV-005535692800;248:24804:2:PV-005536698425;248:24813:6:PV-005539734950;
Cc1cncc2ccccc12,30,248:24800:9:PV-005535693561;248:24801:3:PV-005535785329;248:24803:9:PV-005536655852;
O=c1[nH]cnc2c1CNC2,24,248:24800:9:PV-005535694611;248:24801:1:PV-003511569469;248:24808:5:PV-004035880808;
Cc1cc(C)c2ccsc2n1,260,248:24800:9:PV-005535695393;248:24801:9:PV-005536019541;248:24802:0:PV-005536023964;
Fc1ccc2cccnc2c1,319,248:24800:9:PV-005535696462;248:24801:0:PV-004035657809;248:24801:2:PV-004035667463;
Fc1ccc2ccoc2c1F,61,248:24801:0:PV-005535696632;248:24801:0:PV-005535696633;248:24801:0:PV-005535696634;
OC1CNC2COCC12,2,248:24801:0:PV-005535696872;248:24870:8:PV-003519089389;
Cn1c2ccccc2c2ccccc21,13,248:24801:0:PV-005535697327;248:24805:7:PV-005537188141;248:24811:4:PV-002164715655;
Clc1cccc2sccc12,287,248:24801:0:PV-005535697588;248:24801:3:PV-005535788687;248:24801:4:PV-005535837533;
CC1NCCCC1O,31,248:24801:0:PV-005535698134;248:24804:6:PV-003511959512;248:24813:7:PV-003512925275;
Cc1n[nH]c2sccc12,139,248:24801:0:PV-005535698140;248:24801:9:PV-005535973525;248:24802:2:PV-005536043913;
CC1(C)COc2ccnn2C1,55,248:24801:0:PV-005535698506;248:24801:8:PV-005535935175;248:24802:4:PV-005536135907;
Cc1cc(Cl)cc2cc[nH]c12,243,248:24801:0:PV-005535698509;248:24801:0:PV-005535698510;248:24801:0:PV-005535698511;
CC1COCCN1,322,248:24801:0:PV-005535700405;248:24801:0:PV-005535711930;248:24801:0:PV-003511554473;
Clc1ccc2cccn2c1,411,248:24801:0:PV-005535700561;248:24802:0:PV-005536039504;248:24802:0:PV-005536039505;
N=S1(=O)CCCc2cc(F)ccc21,3,248:24801:0:PV-005535701562;248:24852:8:PV-005552247855;248:24895:4:PV-005565892809;
CC1Cn2nccc2CN1,30,248:24801:0:PV-005535702191;248:24804:7:PV-005536876829;248:24807:3:PV-005537749256;
O=C1C2CCCC1CC2,65,248:24801:0:PV-005535702191;248:24801:5:PV-004035670183;248:24801:5:PV-004035670184;
C1CC2CC(C1)C2,372,248:24801:0:PV-005535702929;248:24801:3:PV-005535783429;248:24801:4:PV-005535859702;
Fc1cc2ccncc2cc1F,3,248:24801:0:PV-005535703357;248:24810:0:PV-004035923161;248:24833:0:PV-003515015223;
Clc1cccc2nc[nH]c12,50,248:24801:0:PV-005535703781;248:24802:3:PV-005536088471;248:24803:4:PV-005536498262;
Cc1coc2cc(Cl)ccc12,158,248:24801:0:PV-005535706660;248:24802:0:PV-005536034263;248:24804:6:PV-005536828971;
O=C1CCOC1,9,248:24801:0:PV-005535706886;248:24822:5:PV-005542568401;248:24828:6:PV-003514533450;
Clc1ccc2ncsc2c1,16,248:24801:0:PV-005535706886;248:24801:4:PV-005535821925;248:24803:4:PV-005536493332;
CN1CCCNC1=O,19,248:24801:0:PV-005535706997;248:24802:9:PV-005536301834;248:24803:7:PV-005536523404;
FC12CCC(CNC1)C2,13,248:24801:0:PV-005535707922;248:24802:9:PV-005536295598;248:24813:3:PV-002890510153;
O=c1[nH]cnc2sccc12,497,248:24801:0:PV-005535709864;248:24801:4:PV-005535843756;248:24801:4:PV-005535843757;
Clc1ccc2[nH]cc(Cl)c2c1,52,248:24801:0:PV-005535710510;248:24801:0:PV-005535710511;248:24801:0:PV-005535710512;
O=c1ccs[nH]1,44,248:24801:0:PV-005535714707;248:24807:6:PV-005537793780;248:24807:6:PV-005537793781;
Cc1cnccc1F,1,248:24801:0:PV-005535714908;
Cc1cccc(F)c1Cl,1120,248:24801:0:PV-005535716490;248:24801:3:PV-005535760233;248:24801:5:PV-005535863234;
FC1(F)CC12CNC2,18,248:24801:0:PV-005535717892;248:24802:7:PV-004035710068;248:24810:2:PV-005538652696;
Cc1c(Cl)ccc2c1NCCC2,9,248:24801:0:PV-005535717892;248:24805:4:PV-005537136720;248:24837:2:PV-005547276028;
O=c1[nH][nH]c(=O)[nH]1,55,248:24801:0:PV-005535718122;248:24802:2:PV-002371662276;248:24803:0:PV-002216406816;
Cc1cc(C)c2c(Cl)csc2c1,23,248:24801:0:PV-005535719462;248:24806:8:PV-005537552859;248:24807:2:PV-005537685965;
Cc1c(F)ccn2ccnc12,153,248:24801:0:PV-005535720665;248:24801:8:PV-005535947928;248:24801:8:PV-005535947929;
CN1CCNc2cccc(F)c21,30,248:24801:0:PV-005535722378;248:24805:2:PV-005537009915;248:24811:9:PV-002890454910;
FC1CC2CNCCN2C1,19,248:24801:0:PV-005535724549;248:24803:3:PV-005536428896;248:24804:4:PV-004035756353;
Cc1cc(C)n2ccncc12,208,248:24801:0:PV-003511550631;248:24801:0:PV-003511550632;248:24801:0:PV-003511550633;
CN1CCC2CNCCC21,8,248:24801:0:PV-002889996557;248:24803:6:PV-002890116451;248:24813:0:PV-005539504159;
Oc1cnnc2c(F)cccc12,65,248:24801:0:PV-003511551649;248:24802:9:PV-005536314253;248:24802:9:PV-005536314254;
NC1CNCCc2ccccc21,16,248:24801:0:PV-003511552223;248:24815:4:PV-002890607269;248:24821:9:PV-005542390427;
CC1CC(=O)C1,35,248:24801:0:PV-004035656087;248:24803:2:PV-002890097598;248:24805:8:PV-005537271041;
Oc1nc2nc(Cl)ncc2[nH]1,6,248:24801:0:PV-002371653367;248:24846:7:PV-002268439634;248:24877:2:PV-002527384511;
C1OCC2CC1C2,444,248:24801:0:PV-004035656295;248:24801:1:PV-004035660384;248:24802:1:PV-004035690283;
Cc1ccc(=O)[nH]c1C,45,248:24801:0:PV-003511553654;248:24802:0:PV-003511665366;248:24803:1:PV-004035722983;
Cc1nc2cnccc2n1C,6,248:24801:0:PV-003511554473;248:24811:5:PV-003512697539;248:24822:6:PV-003513878137;
Cc1cccc2ncoc12,3,248:24801:0:PV-002319897124;248:24839:2:PV-005547916938;248:24883:0:PV-002893427401;
c1ncc2c(n1)CNC2,36,248:24801:0:PV-004035656728;248:24802:0:PV-005536035006;248:24807:9:PV-002890288428;
Cc1cn2nccc2c(=O)[nH]1,174,248:24801:0:PV-002889998054;248:24801:6:PV-002890027349;248:24801:6:PV-002890027350;
C1COC2(C1)CCOCC2,389,248:24801:0:PV-004035657101;248:24801:2:PV-005535736529;248:24801:2:PV-005535742092;
O=c1cnc2ccccc2[nH]1,487,248:24801:0:PV-003511556482;248:24801:1:PV-003511571751;248:24801:1:PV-003511571752;
O=C1NCC2CCCC1C2,58,248:24801:0:PV-003511556969;248:24801:2:PV-004035666613;248:24803:1:PV-003511800068;
Cc1ccnc2[nH][nH]c(=O)c12,89,248:24801:0:PV-002889998840;248:24801:0:PV-002889998841;248:24802:6:PV-003511748740;
CC1COCC2CCCN12,50,248:24801:0:PV-003511557731;248:24801:0:PV-003511557732;248:24803:5:PV-003511822144;
Oc1ccc2cc(O)ccc2c1,21,248:24801:0:PV-003511557731;248:24801:0:PV-003511557732;248:24802:0:PV-002890037976;
O=c1cn[nH]c(=O)[nH]1,399,248:24801:0:PV-004035657475;248:24801:2:PV-004035666352;248:24801:2:PV-004035666353;
Nc1ccc2ccccc2n1,152,248:24801:0:PV-003511558164;248:24801:2:PV-005535747282;248:24802:6:PV-003511727031;
Cc1ncnc2c1CCCC2,150,248:24801:0:PV-004035657724;248:24802:6:PV-003511748077;248:24804:1:PV-004035748946;
Cc1ccc(O)nc1,457,248:24801:0:PV-004035657843;248:24801:0:PV-004035657844;248:24801:3:PV-005535790457;
c1c2c(cc3c1CCNC3)CCCC2,14,248:24801:0:PV-002112899464;248:24813:4:PV-003512901474;248:24830:1:PV-002527080499;
Cc1cnc2ncccc2c1,133,248:24801:0:PV-003511560714;248:24801:0:PV-003511560715;248:24801:0:PV-003511560716;
CN1CCC2(CC1)CNC1COCC12,9,248:24801:0:PV-004035658620;248:24817:0:PV-005540782083;248:24844:4:PV-005549536473;
Cc1cc(O)cc(=O)[nH]1,515,248:24801:0:PV-002578643543;248:24801:1:PV-002890002655;248:24802:1:PV-004035692454;
C1CCC2(CC1)CCOC2,457,248:24801:0:PV-004035659083;248:24801:2:PV-004035666606;248:24801:8:PV-005535938318;
O=C1NCCCn2cccc21,218,248:24801:1:PV-003511564375;248:24801:7:PV-004035683953;248:24802:2:PV-004035697352;
O=C1CCOc2ccc(Cl)cc21,56,248:24801:1:PV-002319897710;248:24802:9:PV-005536330884;248:24803:0:PV-005536346727;
Cc1ccc(F)c2occc12,186,248:24801:1:PV-000573190490;248:24801:5:PV-002890018307;248:24802:7:PV-002890077417;
CC12CCCNC1CCC2,12,248:24801:1:PV-002216394875;248:24807:4:PV-003512244780;248:24810:0:PV-002319956784;
O=C1CCOCCN1,34,248:24801:1:PV-002890003021;248:24802:9:PV-005536335493;248:24804:2:PV-005536704712;
Cc1cc(C)c(C)c(C)c1C,223,248:24801:1:PV-002578643878;248:24802:6:PV-003511744080;248:24802:9:PV-005536302300;
O=c1cc[nH]c2cc(Cl)c(Cl)cc12,7,248:24801:1:PV-002578643898;248:24812:7:PV-005539465117;248:24815:9:PV-002164745027;
Cc1cn2ncccc2n1,34,248:24801:1:PV-002890003190;248:24802:0:PV-003511661922;248:24802:5:PV-005536188007;
Cc1cccc2c1CCN2,39,248:24801:1:PV-003511569418;248:24801:5:PV-002890022501;248:24804:5:PV-003511951947;
O=C1NCCc2[nH]ncc21,262,248:24801:1:PV-003511569452;248:24801:7:PV-005535892934;248:24802:0:PV-004035687788;
Nc1ncc2ccccc2n1,133,248:24801:1:PV-004035660573;248:24802:1:PV-003511694367;248:24802:1:PV-003511694368;
O=c1[nH][nH]c(=O)c2ccccc12,105,248:24801:1:PV-004035660641;248:24801:7:PV-005535896301;248:24802:1:PV-003511693001;
NC1COc2ccccc2C1,10,248:24801:1:PV-003511570610;248:24804:5:PV-003511942044;248:24807:9:PV-003512300837;
Cc1ccc2nccc(O)c2c1,83,248:24801:1:PV-002112900081;248:24802:2:PV-002371662663;248:24804:6:PV-003511957916;
CC1(C)Cc2cccc(O)c2O1,64,248:24801:1:PV-003511571767;248:24801:6:PV-004035678445;248:24801:6:PV-004035678447;
CC12CNCC1C1CCC2C1,11,248:24801:1:PV-004035661214;248:24819:8:PV-003513601816;248:24833:1:PV-005545936962;
Fc1ccc2cccnc2c1F,99,248:24801:1:PV-002371654510;248:24804:9:PV-003511978221;248:24805:7:PV-005537188606;
c1ccc2c(c1)oc1ccccc12,127,248:24801:1:PV-004035661423;248:24801:6:PV-002890026622;248:24801:6:PV-002890026623;
CC1CCC(C)NC1,44,248:24801:1:PV-004035661476;248:24803:0:PV-004035715475;248:24803:0:PV-004035715476;
O=C1CCCc2ncccc21,190,248:24801:1:PV-003511574067;248:24801:1:PV-003511574068;248:24801:1:PV-003511574070;
Fc1cc(F)c2c(c1)CCC2,36,248:24801:1:PV-002216395344;248:24802:6:PV-004035707421;248:24804:3:PV-005536739769;
CC12CCC(CC1)N2,24,248:24801:1:PV-002890005518;248:24804:6:PV-002890154861;248:24821:2:PV-004036253105;
Cc1ncc2c(n1)CCCC2,136,248:24801:1:PV-002890005647;248:24801:2:PV-004035669027;248:24801:6:PV-002890027507;
c1cc2c3c(cccc3c1)CC2,75,248:24801:1:PV-003511575493;248:24801:1:PV-003511575494;248:24803:1:PV-003511799710;
CN1CC(=O)Nc2cccnc21,87,248:24801:1:PV-003511575575;248:24801:7:PV-002268150549;248:24804:1:PV-003511900861;
Cc1ccc2sccc2c1,660,248:24801:1:PV-000269599666;248:24801:3:PV-005535771410;248:24801:7:PV-005535895028;
Fc1cccc2cnccc12,192,248:24801:1:PV-003511575738;248:24801:6:PV-003511632031;248:24802:1:PV-003511697166;
CC1(C)CCC2(CCN2)CC1,25,248:24801:1:PV-003511575900;248:24803:3:PV-005536421022;248:24806:9:PV-003512190117;
Cc1cc(C)c2c(c1)NCCO2,15,248:24801:1:PV-004035662236;248:24806:9:PV-003512187178;248:24810:9:PV-004035951287;
CN1Cc2ccccc2NC1=O,124,248:24801:1:PV-003511576571;248:24801:1:PV-003511576572;248:24802:2:PV-004035696265;
C1CN2CCC1CC2,108,248:24801:1:PV-004035662837;248:24803:0:PV-004035712432;248:24805:0:PV-001542997368;
c1ccc2c(c1)ccc1occc12,68,248:24801:1:PV-002890007301;248:24801:5:PV-003511612408;248:24803:0:PV-003511783489;
C1=COCCN1,41,248:24801:1:PV-004035663341;248:24806:4:PV-002890223852;248:24806:7:PV-005537530203;
