fragment_smiles,occurences,example_ligands
Nc1cncs1,798,248:24800:0:PV-005535362215;248:24800:3:PV-005535467685;248:24800:3:PV-005535468687;
Cc1cc2n(n1)CCCC2,432,248:24801:1:PV-004035663355;248:24802:4:PV-005536127211;248:24802:4:PV-005536165717;
CC1Nc2ncccc2NC1=O,11,248:24801:1:PV-002890007477;248:24810:0:PV-005538557741;248:24821:8:PV-005542327837;
Cc1c[nH]c(=O)c2ccccc12,70,248:24801:1:PV-002475146389;248:24801:1:PV-004035665742;248:24801:3:PV-005535758202;
C1CCC2CNCCC2C1,84,248:24801:1:PV-003511580018;248:24801:8:PV-005535958518;248:24804:5:PV-003511951947;
OC1C2COC1CN2,15,248:24801:1:PV-003511580040;248:24801:1:PV-003511580041;248:24802:6:PV-003511727281;
O=C1NCCCc2ccccc21,39,248:24801:1:PV-002423399760;248:24805:5:PV-002112928657;248:24810:8:PV-005538850975;
O=C1COc2ccc(F)cc2N1,34,248:24801:1:PV-002890007849;248:24803:1:PV-003511796360;248:24806:7:PV-005537522892;
Cc1ccc(F)c2[nH]ccc12,273,248:24801:1:PV-003511581629;248:24801:6:PV-002268149649;248:24801:9:PV-005535976689;
C1=CCNC1,107,248:24801:1:PV-003511581648;248:24803:9:PV-002112917970;248:24806:3:PV-005537383668;
c1cnc2nc[nH]c2c1,16,248:24801:1:PV-002890008057;248:24801:1:PV-003511581662;248:24804:7:PV-005536883847;
C1CCC2NCC2C1,27,248:24801:1:PV-003511582655;248:24803:5:PV-003511836356;248:24809:8:PV-003512508602;
C1CCc2nnnn2CC1,99,248:24801:1:PV-000251866589;248:24805:2:PV-005537053428;248:24805:4:PV-001591091225;
Cc1nnc2n1CCNC2,4,248:24801:1:PV-002890008903;248:24824:6:PV-002371806078;248:24837:9:PV-002320136264;
C1=CCOCC1,110,248:24801:1:PV-003511584073;248:24801:6:PV-003511644210;248:24802:0:PV-003511657358;
CN1CCCC(C)(C)C1,36,248:24801:1:PV-002890009049;248:24804:6:PV-002890153147;248:24806:1:PV-002890219908;
Fc1ccc2c(c1)CCC1(CCC1)O2,46,248:24801:1:PV-003511585235;248:24801:1:PV-003511585236;248:24807:1:PV-004035838906;
Cc1c(F)ccc2[nH]ccc12,245,248:24801:1:PV-004035664851;248:24801:2:PV-003511594208;248:24801:2:PV-002890012887;
CC1CCCCCN1,19,248:24801:1:PV-003511586000;248:24810:9:PV-002319961668;248:24812:9:PV-002890504633;
Fc1ccc2c(c1)CNCC2,123,248:24801:1:PV-002890009923;248:24801:6:PV-003511631676;248:24801:7:PV-005535888120;
CC1(C)CCc2oncc2C1,240,248:24801:1:PV-000506200757;248:24801:1:PV-000510410346;248:24801:1:PV-000461420589;
O=c1cc[nH]nc1,56,248:24801:1:PV-002890010022;248:24802:0:PV-002216400714;248:24803:6:PV-003511841224;
CC1(C)CCc2scnc21,11,248:24801:1:PV-002216396114;248:24807:4:PV-005537765066;248:24819:2:PV-002164764764;
Cc1ccc2c(c1)CNC(C)(C)C2,11,248:24801:1:PV-002578645060;248:24811:4:PV-003512695138;248:24814:3:PV-002890555461;
Cc1ccc2nccnc2c1,224,248:24801:1:PV-004035665801;248:24801:1:PV-004035665803;248:24801:1:PV-004035665805;
CC1CNCCCO1,34,248:24801:1:PV-002112901191;248:24806:3:PV-005537424166;248:24806:3:PV-005537424167;
Cc1cc2ccccc2nc1C,76,248:24801:1:PV-003511589608;248:24805:6:PV-003512066703;248:24808:4:PV-003512347457;
Cn1c(=O)[nH]c(=O)c2[nH]cnc21,10,248:24801:2:PV-002112901209;248:24806:6:PV-002890240941;248:24810:9:PV-002319961611;
O=C1NCCCNC12CC2,10,248:24801:2:PV-004035666069;248:24802:6:PV-003511737969;248:24802:6:PV-002890069325;
Cc1cnc2[nH]ncc2c1,157,248:24801:2:PV-000418768371;248:24804:9:PV-005536965201;248:24805:7:PV-005537199692;
CC1CCc2ccccc2C1,218,248:24801:2:PV-002423400349;248:24801:2:PV-002660250485;248:24801:6:PV-001777633806;
Cc1nc2c(o1)CCNC2,5,248:24801:2:PV-003511591097;248:24842:5:PV-005548936581;248:24859:2:PV-005554304705;
Cn1ccc2ccc(Cl)cc21,29,248:24801:2:PV-002475147043;248:24802:9:PV-005536339222;248:24804:2:PV-005536706627;
O=S1(=O)CCc2cc(Cl)ccc21,4,248:24801:2:PV-002423400443;248:24805:1:PV-005536994216;248:24810:0:PV-002268203779;
O=c1cc[nH]c2cc(F)c(F)cc12,29,248:24801:2:PV-004035666750;248:24801:8:PV-005535910327;248:24806:2:PV-005537345703;
Cc1n[nH]c(=O)[nH]1,107,248:24801:2:PV-004035666898;248:24802:3:PV-005536095856;248:24803:3:PV-005536429793;
CC1(C)CCCc2ccccc21,85,248:24801:2:PV-002890012564;248:24803:3:PV-005536400753;248:24803:6:PV-003511843451;
Cn1ccc(=O)n(C)c1=O,261,248:24801:2:PV-001591049269;248:24801:2:PV-005535733316;248:24801:4:PV-005535818503;
Cc1ccc2c(O)ccnc2n1,55,248:24801:2:PV-003511594307;248:24807:4:PV-004035843205;248:24807:4:PV-004035843206;
Fc1ccc(F)c2ncccc12,67,248:24801:2:PV-004035667406;248:24801:2:PV-004035667407;248:24801:2:PV-004035667408;
Cc1ncnc2ccccc12,43,248:24801:2:PV-002890013459;248:24804:9:PV-005536950701;248:24806:1:PV-002890219094;
CN1C(=O)CCc2ccccc21,274,248:24801:2:PV-003511595735;248:24801:4:PV-005535807415;248:24803:1:PV-003511785606;
CC1CCCCC1=O,7,248:24801:2:PV-002890013704;248:24832:1:PV-002527093475;248:24840:9:PV-004036830244;
Cc1cc2ccccc2n1C,249,248:24801:2:PV-003511596481;248:24801:3:PV-005535777461;248:24801:3:PV-005535777462;
Cc1ccc2cnn(C)c2n1,219,248:24801:2:PV-003511597397;248:24801:2:PV-003511597398;248:24801:2:PV-003511597399;
Oc1cn2ccccc2n1,3,248:24801:2:PV-003511597497;248:24821:0:PV-005542084510;248:24821:2:PV-003513725391;
CC1CC2CCC(C1)N2,6,248:24801:2:PV-002475147453;248:24807:5:PV-002890277844;248:24809:9:PV-002371711930;
O=C1CCC1,313,248:24801:2:PV-002890014687;248:24801:4:PV-005535827070;248:24801:5:PV-002890018621;
CC1CNc2ccccc2C1,42,248:24801:2:PV-003511598889;248:24801:2:PV-003511598890;248:24801:2:PV-003511598891;
Cc1cn2nccc(C)c2n1,212,248:24801:2:PV-003511598905;248:24802:6:PV-003511738332;248:24802:7:PV-005536213668;
Cc1cc(=O)[nH][nH]1,5,248:24801:2:PV-003511599141;248:24814:8:PV-004036060697;248:24871:1:PV-005558141285;
Cc1cc2ncccc2[nH]1,572,248:24801:2:PV-004035668446;248:24801:4:PV-005535849130;248:24801:7:PV-003511653311;
Cc1cc(F)c2c(c1)CCCN2,12,248:24801:2:PV-002890014915;248:24834:7:PV-005546491938;248:24838:8:PV-002891577641;
Cc1c[nH]cc(C)c1=O,14,248:24801:2:PV-002526895452;248:24808:7:PV-005538185706;248:24812:9:PV-002890497945;
Cc1coc2c(C)cccc12,252,248:24801:2:PV-003511599752;248:24804:5:PV-002890143283;248:24805:5:PV-002890193198;
CN1CC(=O)Nc2ccccc21,101,248:24801:2:PV-004035668731;248:24802:6:PV-003511740164;248:24805:6:PV-004035795928;
Cc1cc(O)cc(=O)o1,4,248:24801:2:PV-002890015340;248:24836:4:PV-003515368779;248:24860:9:PV-002892497520;
c1cc2ncncc2cn1,512,248:24801:2:PV-002890015412;248:24801:7:PV-002890034272;248:24802:1:PV-002890044367;
Cc1ccc2cn[nH]c2n1,168,248:24801:2:PV-004035669075;248:24802:5:PV-003511711306;248:24802:5:PV-003511711307;
C1Cc2[nH]nnc2CN1,10,248:24801:2:PV-002890016180;248:24804:1:PV-002164669128;248:24816:3:PV-002423497612;
Cc1cc(O)ncn1,14,248:24801:2:PV-003511602919;248:24803:6:PV-003511846140;248:24815:9:PV-002890627197;
CN1CCCC12CCCNC2,137,248:24801:2:PV-002890016411;248:24801:4:PV-005535831863;248:24802:4:PV-005536179846;
OC1CCc2cc(F)ccc21,21,248:24801:2:PV-002112902034;248:24806:6:PV-002890240831;248:24809:4:PV-002112953410;
Cc1cc2c(=O)[nH]cnc2o1,123,248:24801:2:PV-000492188433;248:24802:6:PV-003511727015;248:24804:6:PV-003511966586;
Cc1cc(C)c(C)cc1C,560,248:24801:2:PV-003511603927;248:24801:2:PV-003511603928;248:24802:1:PV-003511692318;
Clc1cccc2nsnc12,7,248:24801:2:PV-005535728022;248:24819:9:PV-005541730957;248:24828:9:PV-005544626438;
CC1COC(C)(C)OC1,29,248:24801:2:PV-005535728597;248:24806:3:PV-005537387388;248:24806:8:PV-005537557749;
O=c1ccc2c([nH]1)CCSC2,125,248:24801:2:PV-005535729449;248:24801:2:PV-005535731383;248:24801:4:PV-005535821182;
FC1(F)CCCCCC1,58,248:24801:2:PV-005535730383;248:24802:0:PV-002526899009;248:24802:5:PV-002216404149;
O=C1CCC(O)CC1,40,248:24801:2:PV-005535730663;248:24801:7:PV-005535890924;248:24806:8:PV-005537580533;
Oc1ccnc2ccc(Cl)cc12,98,248:24801:2:PV-005535731300;248:24802:4:PV-005536129988;248:24803:8:PV-005536561680;
FC1(F)CCc2ccccc21,34,248:24801:2:PV-005535731749;248:24806:6:PV-005537455675;248:24811:6:PV-005539065224;
CC1(C)CCc2ccsc2C1,183,248:24801:2:PV-005535734733;248:24801:4:PV-005535814983;248:24802:9:PV-005536294301;
CC1OCCc2ccccc21,203,248:24801:2:PV-005535734821;248:24801:6:PV-002371658269;248:24802:1:PV-002890044854;
Clc1ccc2c(c1)OCCO2,93,248:24801:2:PV-005535734821;248:24801:8:PV-005535965554;248:24804:4:PV-005536817878;
O=C1CCNc2ccccc2N1,136,248:24801:2:PV-005535734928;248:24801:5:PV-002890019923;248:24802:2:PV-004035695572;
O=C1COc2ccncc2N1,38,248:24801:2:PV-005535737242;248:24801:3:PV-005535755736;248:24802:9:PV-005536333876;
Cc1nc2ccccc2nc1C,90,248:24801:2:PV-005535740020;248:24802:1:PV-003511688578;248:24806:1:PV-003512126071;
O=S1(=O)CCOCC1,5,248:24801:2:PV-005535741231;248:24808:4:PV-002475192895;248:24841:5:PV-005548623715;
O=c1ccoc2cnccc12,153,248:24801:2:PV-005535746461;248:24801:6:PV-004035674401;248:24801:6:PV-004035674402;
C1CC2(C1)NCCS2,7,248:24801:2:PV-005535746748;248:24849:8:PV-002268460414;248:24855:1:PV-002113249443;
c1cnc2c(c1)NCC21CCC1,5,248:24801:3:PV-005535755420;248:24813:3:PV-002890516676;248:24837:8:PV-002891532301;
Clc1ccc2c(c1)CCN2,15,248:24801:3:PV-005535755808;248:24809:8:PV-005538525625;248:24810:1:PV-005538614147;
CC1CCC(C)(C)N1,21,248:24801:3:PV-005535757807;248:24801:6:PV-002890028689;248:24804:1:PV-002890139874;
Fc1cccc2scc(Cl)c12,11,248:24801:3:PV-005535758456;248:24801:3:PV-005535758457;248:24801:3:PV-005535758458;
O=c1ccnc2sccn12,176,248:24801:3:PV-005535760528;248:24801:3:PV-005535760529;248:24801:3:PV-005535787952;
CC1CSCCO1,17,248:24801:3:PV-005535760914;248:24808:8:PV-005538199619;248:24810:7:PV-005538820552;
c1cn2c(n1)CCC21CNC1,223,248:24801:3:PV-005535761637;248:24801:7:PV-004035682672;248:24802:0:PV-004035687280;
C1CCC2(C1)CCCO2,104,248:24801:3:PV-005535762551;248:24801:7:PV-002268150944;248:24802:9:PV-005536292755;
CN1CCOCC1=O,56,248:24801:3:PV-005535762914;248:24807:5:PV-003512272339;248:24808:9:PV-004035889135;
CC1(C)CCCS1,27,248:24801:3:PV-005535764266;248:24804:3:PV-005536734519;248:24816:3:PV-002216494367;
C1=NNCC1,38,248:24801:3:PV-005535764266;248:24805:1:PV-005536991730;248:24805:7:PV-005537214507;
O=c1ccoc2cc(F)ccc12,62,248:24801:3:PV-005535764847;248:24802:0:PV-004035687346;248:24802:0:PV-004035687347;
Cc1nnc2scc(N)c2c1C,48,248:24801:3:PV-005535765068;248:24805:2:PV-005537038628;248:24805:2:PV-005537038629;
CC1Sc2ccccc2NC1=O,59,248:24801:3:PV-005535766220;248:24801:3:PV-005535768804;248:24801:4:PV-005535832348;
Clc1ncc2c(n1)COCC2,3,248:24801:3:PV-005535767029;248:24875:9:PV-005559621629;248:24882:7:PV-005561856120;
Cc1cc(C)n2[nH]c(=O)cc2n1,38,248:24801:3:PV-005535770613;248:24809:8:PV-003512506256;248:24811:8:PV-004035971291;
O=c1[nH]ccc2ccc(Cl)cc12,122,248:24801:3:PV-005535770724;248:24801:8:PV-005535955955;248:24804:2:PV-005536689069;
Oc1ccc2c(c1)CCCO2,29,248:24801:3:PV-005535770749;248:24801:3:PV-005535770750;248:24804:0:PV-003511876881;
O=c1[nH]cnc2ccsc12,33,248:24801:3:PV-005535771112;248:24804:5:PV-002112922279;248:24804:7:PV-005536853356;
OC12CCCCC1(O)CNCC2,16,248:24801:3:PV-005535771865;248:24802:8:PV-005536255508;248:24808:0:PV-003512329012;
CC1(O)CCNCC1O,13,248:24801:3:PV-005535772662;248:24814:6:PV-005540041166;248:24819:4:PV-005541550428;
Cc1ccc2scnc2c1C,162,248:24801:3:PV-005535773184;248:24801:3:PV-005535773185;248:24801:3:PV-005535773186;
OC1CCc2ccccc2C1,235,248:24801:3:PV-005535774342;248:24801:8:PV-005535961374;248:24802:1:PV-003511676982;
Fc1cccc2c1CNC2,21,248:24801:3:PV-005535776186;248:24801:7:PV-002890036483;248:24804:0:PV-004035742088;
Fc1cc(Cl)cc2ccoc12,140,248:24801:3:PV-005535777746;248:24802:5:PV-005536183558;248:24802:7:PV-005536203407;
Cc1ccc2c(c1)OC1CC2NC(=O)N1,2,248:24801:3:PV-005535784193;248:24847:4:PV-005550515411;
CN1CCn2nccc2C1=O,25,248:24801:3:PV-005535785329;248:24803:2:PV-005536358757;248:24805:1:PV-002890177696;
CC12CCCN1S(=O)(=O)CC2,125,248:24801:3:PV-005535785792;248:24801:3:PV-005535785793;248:24801:3:PV-005535785794;
FC12CC3CC(CC(C3)C1)C2,12,248:24801:3:PV-005535786588;248:24801:5:PV-004035670112;248:24801:7:PV-005535887034;
Oc1cccc(Cl)c1Cl,25,248:24801:3:PV-005535786828;248:24804:4:PV-005536790908;248:24806:3:PV-005537427380;
C1CC2CC(C2)N1,11,248:24801:3:PV-005535793229;248:24811:6:PV-005539076583;248:24822:8:PV-005542635312;
O=c1[nH]c2ccc(Cl)cc2[nH]1,44,248:24801:3:PV-005535793684;248:24804:4:PV-005536799317;248:24809:8:PV-005538523504;
Cc1c[nH]nc1C,34,248:24801:3:PV-005535793977;248:24804:0:PV-003511876342;248:24804:0:PV-001974324061;
O=S1(=O)CCC(O)C1,31,248:24801:3:PV-005535793986;248:24804:8:PV-005536948064;248:24807:7:PV-005537809624;
Cn1ccc(Cl)c1Cl,141,248:24801:3:PV-005535795323;248:24801:9:PV-005535997817;248:24802:2:PV-005536066159;
O=C1CC2(CCNCC2)CN1,16,248:24801:3:PV-005535799850;248:24805:0:PV-003511991463;248:24810:3:PV-002319957380;
O=C1CCNCC1,64,248:24801:3:PV-005535799926;248:24803:3:PV-005536410887;248:24805:6:PV-005537159637;
OC12CCC(CC1)CC2,263,248:24801:3:PV-005535800631;248:24801:3:PV-005535800632;248:24801:3:PV-005535800633;
Fc1ccc2c(Cl)n[nH]c2c1,16,248:24801:3:PV-005535800664;248:24803:9:PV-005536649571;248:24804:2:PV-005536694345;
Fc1ccc(Cl)c2ncccc12,86,248:24801:3:PV-005535802176;248:24801:3:PV-005535802177;248:24801:3:PV-005535802178;
Cc1ccncc1Cl,313,248:24801:3:PV-005535804450;248:24801:3:PV-005535804451;248:24801:3:PV-005535804452;
Cc1cc2cc[nH]c2cc1Cl,227,248:24801:3:PV-005535804575;248:24802:3:PV-005536097149;248:24802:3:PV-005536097150;
CN1CCC(=O)NC2CNCCC21,3,248:24801:3:PV-005535804775;248:24805:7:PV-005537201790;248:24838:9:PV-003515650719;
c1ccc2c(c1)COCCN2,318,248:24801:4:PV-005535807227;248:24802:1:PV-004035692230;248:24802:2:PV-005536064942;
Cc1ccc2c(n1)NCC(=O)N2,15,248:24801:4:PV-005535807232;248:24803:1:PV-002890091077;248:24805:1:PV-002890180148;
Cn1ncc2c1CCC(F)(F)C2,59,248:24801:4:PV-005535809149;248:24804:2:PV-005536687450;248:24807:2:PV-005537673683;
Cc1nc2ccccc2cc1O,19,248:24801:4:PV-005535809210;248:24804:0:PV-002890127666;248:24805:6:PV-002890201658;
Clc1cccn2cnnc12,15,248:24801:4:PV-005535809210;248:24812:9:PV-002526970059;248:24817:0:PV-005540822709;
O=S1(=O)CCNCCN1,7,248:24801:4:PV-005535809336;248:24820:4:PV-005541884577;248:24865:5:PV-005556304442;
O=C1CC2CCCC1C2,34,248:24801:4:PV-005535811975;248:24811:2:PV-005538993034;248:24811:8:PV-005539171759;
Cc1nc2c(O)cccc2[nH]1,110,248:24801:4:PV-005535813906;248:24803:0:PV-004035712960;248:24803:0:PV-003511776644;
CC1CSCCCN1,14,248:24801:4:PV-005535820985;248:24813:7:PV-002475227139;248:24815:2:PV-005540244405;
Cc1cccc2c1NCCN2,18,248:24801:4:PV-005535821721;248:24804:0:PV-002890127152;248:24812:4:PV-002890476303;
Cc1nc2c(s1)CCCC2,374,248:24801:4:PV-005535821770;248:24801:4:PV-005535821771;248:24801:4:PV-005535859434;
O=S1(=O)CC2(CCN2)C1,7,248:24801:4:PV-005535821836;248:24801:8:PV-005535960633;248:24809:7:PV-005538473757;
CC1(C)CNCC1F,34,248:24801:4:PV-005535823129;248:24803:5:PV-005536510443;248:24803:5:PV-003511819773;
Nc1csc2nccnc12,121,248:24801:4:PV-005535823158;248:24801:4:PV-005535823159;248:24802:4:PV-005536166775;
CC1CNC2(CC2)C(=O)N1,15,248:24801:4:PV-005535824789;248:24803:7:PV-005536519394;248:24813:3:PV-002890513277;
c1ccc2c(c1)C1CCC2O1,76,248:24801:4:PV-005535825636;248:24801:4:PV-005535836299;248:24801:9:PV-005536002681;
CN1CCCCC12CC2,6,248:24801:4:PV-005535826820;248:24817:8:PV-002890702172;248:24827:5:PV-002891106427;
CC1(C)CC=NO1,43,248:24801:4:PV-005535828728;248:24802:0:PV-002890039114;248:24803:8:PV-005536572048;
Nc1ccnc2ncnn12,4,248:24801:4:PV-005535830163;248:24827:7:PV-005544197546;248:24859:9:PV-002892459390;
Clc1ccc2cnccc2c1,211,248:24801:4:PV-005535830171;248:24801:4:PV-005535830172;248:24801:4:PV-005535830173;
OC1COC2(CNC2)CC1O,17,248:24801:4:PV-005535830553;248:24802:4:PV-005536162964;248:24804:0:PV-004035747752;
Cn1nc2ccccc2n1,12,248:24801:4:PV-005535830630;248:24807:8:PV-005537877999;248:24814:1:PV-005539899954;
Fc1cc(Cl)c2cc[nH]c2c1,205,248:24801:4:PV-005535831031;248:24802:4:PV-005536149356;248:24802:4:PV-005536149357;
Cc1cc(C)nc(N)c1,11,248:24801:4:PV-005535831234;248:24801:9:PV-005535968137;248:24836:8:PV-002891490418;
CC1(C)CCCS1(=N)=O,4,248:24801:4:PV-005535833013;248:24819:1:PV-005541510892;248:24841:1:PV-005548536203;
C1=NCCC1,25,248:24801:4:PV-005535835468;248:24819:3:PV-002475264232;248:24819:7:PV-002527013025;
C1CC2(CN1)COC2,23,248:24801:4:PV-005535835468;248:24802:6:PV-002890067637;248:24809:7:PV-005538484569;
C1CC2(CCN1)CCSCC2,12,248:24801:4:PV-005535838805;248:24818:6:PV-005541332239;248:24835:7:PV-005546775536;
O=c1ccc2cccnc2[nH]1,44,248:24801:4:PV-005535839355;248:24801:6:PV-003511640783;248:24801:7:PV-005535904282;
CC1CCS(=O)(=O)C1,130,248:24801:4:PV-005535839859;248:24802:9:PV-005536302306;248:24804:7:PV-005536844529;
O=c1[nH]ccc2nccn12,422,248:24801:4:PV-005535840310;248:24801:7:PV-003511650225;248:24802:1:PV-002890043993;
CC1(C)NC(=O)C2(CCNCC2)O1,10,248:24801:4:PV-005535841786;248:24807:2:PV-005537652224;248:24826:7:PV-005543915375;
O=S1(=O)NCCN1,67,248:24801:4:PV-005535843316;248:24808:6:PV-005538083677;248:24809:3:PV-005538352356;
O=C1CCS(=O)(=O)c2ccccc21,27,248:24801:4:PV-005535843396;248:24804:9:PV-005536981329;248:24807:2:PV-005537698556;
c1ccc2c(c1)COCO2,402,248:24801:4:PV-005535844958;248:24801:4:PV-005535844959;248:24801:4:PV-005535844960;
Cc1ccnc(F)n1,3,248:24801:4:PV-005535845891;248:24807:3:PV-005537753362;248:24868:4:PV-005557233340;
N=S1(=O)CCC2(CC1)CNC2,3,248:24801:4:PV-005535846167;248:24801:4:PV-005535846168;248:24850:5:PV-005551560391;
CC12CNCCC1C2(F)F,24,248:24801:4:PV-005535846422;248:24812:7:PV-005539455825;248:24829:2:PV-005544703110;
CC1Cc2ccc(F)cc2C1,11,248:24801:4:PV-005535850021;248:24815:4:PV-002164740980;248:24833:6:PV-002475355902;
CC1CC(O)CN1C,282,248:24801:4:PV-005535851298;248:24802:3:PV-005536102019;248:24802:5:PV-004035702546;
OC1CCCCCC1,91,248:24801:4:PV-005535852213;248:24801:6:PV-004035677184;248:24801:7:PV-005535905740;
O=C1CCC2CCCCC2N1,106,248:24801:4:PV-005535852681;248:24802:2:PV-004035696219;248:24802:2:PV-005536052393;
C1CCN2CC3CNCC(C3)C2C1,19,248:24801:4:PV-005535855127;248:24803:3:PV-005536421999;248:24811:9:PV-003512735499;
Cn1c2ccccc2c2ccsc21,11,248:24801:4:PV-005535857063;248:24802:0:PV-005536031165;248:24810:2:PV-005538668684;
FC1(F)CNC2CCCCC2C1,15,248:24801:4:PV-005535857093;248:24810:1:PV-005538604903;248:24826:4:PV-005543810719;
CC1CCC1C,183,248:24801:4:PV-005535857437;248:24801:4:PV-005535857438;248:24802:2:PV-005536052626;
Cc1nc[nH]c(=O)c1C,23,248:24801:4:PV-005535858859;248:24801:9:PV-005535978810;248:24804:8:PV-005536915812;
O=S1(=O)CCNCCC12CCC2,8,248:24801:4:PV-005535862183;248:24813:3:PV-002371733498;248:24822:4:PV-005542526898;
O=c1[nH]cc(Cl)c(=O)[nH]1,153,248:24801:5:PV-005535866601;248:24802:8:PV-005536249978;248:24802:8:PV-005536277264;
Cn1cc2c(n1)CCS(=O)(=O)C2,23,248:24801:5:PV-005535868761;248:24804:2:PV-005536677839;248:24820:0:PV-005541753144;
CC1(C)CCOCCN1,13,248:24801:5:PV-005535870128;248:24813:8:PV-004036033539;248:24817:8:PV-002890702947;
Cn1cnc2c1CCNC2,19,248:24801:5:PV-005535870881;248:24825:1:PV-003514147135;248:24825:5:PV-005543558840;
CC1CCOC(C)CN1,15,248:24801:5:PV-005535872237;248:24804:4:PV-005536804595;248:24809:0:PV-003512434605;
C1CC2(CCSC2)CN1,15,248:24801:5:PV-005535875370;248:24816:7:PV-002475246812;248:24826:0:PV-005543705403;
Clc1cccc2c1OCC2,17,248:24801:5:PV-005535876202;248:24806:3:PV-005537409030;248:24812:5:PV-001934421203;
Clc1csc2ncccc12,348,248:24801:5:PV-005535878011;248:24802:2:PV-005536055510;248:24802:2:PV-005536055511;
C1CCC2(CC1)COCCO2,159,248:24801:5:PV-005535878609;248:24803:1:PV-002164661313;248:24803:3:PV-005536436848;
C1CNC2CCC2C1,73,248:24801:5:PV-005535879503;248:24802:9:PV-005536310720;248:24802:9:PV-005536343894;
c1ccc2c(c1)OCC21CCNCC1,12,248:24801:5:PV-005535879989;248:24801:9:PV-005536004178;248:24807:9:PV-002890284866;
Fc1ccncc1Cl,24,248:24801:5:PV-005535881156;248:24805:3:PV-005537072990;248:24807:0:PV-002216433318;
Nc1ncc(F)cn1,42,248:24801:5:PV-005535881248;248:24806:7:PV-005537495595;248:24807:7:PV-005537835837;
C1CCONC1,12,248:24801:5:PV-004035669792;248:24802:0:PV-002578649999;248:24805:6:PV-005537145791;
FC1(F)COC1,13,248:24801:5:PV-004035669889;248:24802:8:PV-005536271770;248:24815:7:PV-005540431147;
Clc1cccc2c1CNCC2,12,248:24801:5:PV-002371656482;248:24805:6:PV-005537159648;248:24815:2:PV-005540269083;
C1CNCCC2(C1)CCC2,14,248:24801:5:PV-002423401311;248:24804:1:PV-004035754816;248:24805:2:PV-005537021468;
Cc1cc(=O)n2nccc2[nH]1,34,248:24801:5:PV-002890018271;248:24803:5:PV-004035731114;248:24803:6:PV-003511838518;
CC1CCOCCN1,9,248:24801:5:PV-004035670756;248:24839:3:PV-002216640618;248:24855:2:PV-005553001952;
CC1(C)NCC(O)C1O,16,248:24801:5:PV-004035670827;248:24813:0:PV-005539500320;248:24813:4:PV-003512905263;
CC1CC=NNC1=O,2,248:24801:5:PV-004035670856;248:24829:0:PV-002891171402;
Cc1ccc2[nH]nnc2c1,34,248:24801:5:PV-002216397371;248:24803:2:PV-003511809884;248:24804:0:PV-002268164694;
Cc1ccc(=O)[nH]c1,44,248:24801:5:PV-002475148154;248:24807:7:PV-005537813216;248:24807:7:PV-005537860581;
Cc1ccc2cccnc2c1Cl,86,248:24801:5:PV-002112902415;248:24802:4:PV-005536151663;248:24802:8:PV-005536269338;
Cn1cnc2cn[nH]c2c1=O,65,248:24801:5:PV-004035671467;248:24804:4:PV-005536824196;248:24813:8:PV-004036033645;
OC1CC2CCC2C1O,15,248:24801:5:PV-004035671652;248:24802:1:PV-003511691842;248:24813:5:PV-005539655353;
O=C1CCCCc2ccccc21,141,248:24801:5:PV-003511611435;248:24802:0:PV-002890038752;248:24804:0:PV-003511886446;
Cc1cccn2c(=O)ccnc12,104,248:24801:5:PV-002526896202;248:24801:5:PV-002578646472;248:24805:5:PV-003512047131;
c1cnn2cnnc2c1,338,248:24801:5:PV-004035671930;248:24801:6:PV-002890027984;248:24801:6:PV-004035680661;
Nc1nc(N)c2c(n1)CCNC2,7,248:24801:5:PV-004035671999;248:24810:4:PV-003512568823;248:24810:4:PV-002890395870;
Cc1ccc(C)c2c(C)coc12,58,248:24801:5:PV-002890020105;248:24806:0:PV-003512102319;248:24806:9:PV-003512200447;
Cn1cc2n(c1=O)CCCC2,184,248:24801:5:PV-004035672398;248:24802:7:PV-001503035982;248:24803:2:PV-004035725543;
C1=CCCC1,352,248:24801:5:PV-004035672562;248:24801:7:PV-000515880766;248:24803:2:PV-005536392489;
Fc1ccc2ncoc2c1,11,248:24801:5:PV-003511614426;248:24817:3:PV-004036135869;248:24840:9:PV-002268402776;
Cc1nc(C)c2c(C)csc2n1,84,248:24801:5:PV-002371657094;248:24802:2:PV-005536042900;248:24802:2:PV-005536042901;
O=c1nc[nH]c2ccccc12,29,248:24801:5:PV-002112902743;248:24804:0:PV-002164666420;248:24804:2:PV-005536690370;
CN1CCOCc2ccccc21,2,248:24801:5:PV-003511615142;248:24801:7:PV-002890034053;
Cc1ccc2c(c1F)NCCC2,10,248:24801:5:PV-004035673009;248:24821:2:PV-002890841507;248:24824:3:PV-005543140699;
c1ccc2c(c1)OCc1cncn1-2,33,248:24801:5:PV-002890021438;248:24804:6:PV-003511961895;248:24804:9:PV-002890161335;
c1ccc2c(c1)CC1CCCCC1N2,4,248:24801:5:PV-003511617349;248:24807:5:PV-003512260396;248:24809:5:PV-003512501019;
OC1C2CCC(C2)C1O,44,248:24801:5:PV-003511617968;248:24804:8:PV-005536939010;248:24806:6:PV-005537458351;
Cc1ncnc2c1CNCC2,4,248:24801:5:PV-004035673622;248:24839:7:PV-005548074987;248:24854:0:PV-002892207814;
