fragment_smiles,occurences,example_ligands
O=S1(=O)CCOCC1,341,20:02000:3:Z1731263112;20:02000:8:Z3187780519;20:02000:9:Z1864372512;
Clc1nc[nH]c1Cl,59,20:02000:3:Z4187790426;20:02000:4:Z1654705812;20:02004:6:Z1654704643;
C1CNCCC2(C1)CCC2,249,20:02000:3:Z3611175321;20:02000:4:Z4107326144;20:02001:1:Z4143071560;
Oc1nc2ccccc2[nH]1,27,20:02000:3:Z3347153289;20:02001:3:Z4217055464;20:02001:3:Z4217055423;
C1CC2CCC(C1)OC2,312,20:02000:3:Z2966174388;20:02000:4:Z2966175085;20:02000:9:Z2966174806;
Cc1cc2[nH]c(C)cc(=O)n2n1,4,20:02000:3:Z2905018250;20:02043:5:Z1828616652;20:02078:4:Z1983602000;
c1nc2n(n1)CCNC2,510,20:02000:3:Z2823375261;20:02000:4:Z1716871015;20:02000:5:Z1719639900;
Clc1cncc2sccc12,138,20:02000:3:Z4460035344;20:02000:7:Z3060669972;20:02003:0:Z3700956452;
Cc1c(Cl)cnn1C,830,20:02000:3:Z2372343792;20:02000:5:Z2372234687;20:02000:5:Z2371069225;
CC1(C)Cc2ccsc2CN1,102,20:02000:3:Z2372343792;20:02002:1:Z2287474292;20:02002:6:Z4644033526;
CC1CNCC(=O)C1,293,20:02000:3:Z4150191792;20:02000:4:Z4489897089;20:02000:9:Z4129410482;
CC12CNCC1(C)CS(=O)(=O)C2,153,20:02000:3:Z3877979367;20:02000:5:Z2804651244;20:02005:5:Z2804651234;
C1CNc2nn[nH]c2C1,242,20:02000:3:Z2070798329;20:02003:1:Z2409185992;20:02003:3:Z4400783825;
O=C1CCOCC1,952,20:02000:3:Z4226261471;20:02000:6:Z3950196935;20:02000:6:Z3907858056;
Clc1cc2cc[nH]c2cc1Cl,135,20:02000:3:Z2485383679;20:02002:1:Z3652279291;20:02002:1:Z3652288723;
CN1CCNC(=O)C12CCNCC2,62,20:02000:3:Z4457675053;20:02000:5:Z4448984872;20:02000:8:Z4472780398;
c1ccc2c(c1)CC1CC21,398,20:02000:3:Z2715703472;20:02000:5:Z2905495690;20:02000:5:Z2700789552;
Oc1ccc2ccccc2c1,323,20:02000:3:Z4146619183;20:02000:6:Z1433587725;20:02001:5:Z2020216916;
CC1CCCn2ccnc21,514,20:02000:3:Z4144475995;20:02000:5:Z3852474933;20:02000:6:Z4140445477;
CC1NCC1O,507,20:02000:3:Z4142505111;20:02000:4:Z4181101781;20:02000:4:Z4142496633;
O=c1[nH]cc(Cl)c(=O)[nH]1,142,20:02000:3:Z4303110148;20:02004:2:Z4302340036;20:02004:3:Z4303364414;
Cc1cccc2c1CNCC2,219,20:02000:3:Z4246430223;20:02000:4:Z1865558748;20:02000:6:Z1865560403;
Cc1ccnc(=O)[nH]1,123,20:02000:3:Z1953663984;20:02002:9:Z4225533052;20:02003:4:Z2679095498;
Cc1ccc2[nH]c(=O)[nH]c(=O)c2c1,10,20:02000:3:Z4080784287;20:02012:9:Z4080792232;20:02019:1:Z4080767952;
c1cn2c(n1)CCC21CNC1,7,20:02000:3:Z3267776021;20:02008:0:Z3267797728;20:02016:6:Z3267815519;
OC1CNC2(CCOCC2)C1,171,20:02000:3:Z3518554990;20:02001:0:Z3626466525;20:02001:2:Z3795063044;
CC1CCC2CCCNC2C1,61,20:02000:3:Z3641463630;20:02001:0:Z3641469084;20:02008:6:Z4973858777;
O=S1(=O)C2CCNCC1CC2,254,20:02000:3:Z3576205289;20:02000:7:Z2870822595;20:02000:7:Z2717599765;
CC1(C)CNCC2(CNC2)O1,101,20:02000:3:Z3133274373;20:02000:6:Z3550737826;20:02000:6:Z4054711797;
CN1CCC2NCCCC2C1,151,20:02000:3:Z2362752981;20:02000:7:Z2708168638;20:02001:5:Z1451643558;
CC1CCc2n[nH]cc2C1,290,20:02000:3:Z2834809503;20:02000:5:Z3610445471;20:02000:6:Z2839278389;
CC1CNCC(C)C1=O,224,20:02000:3:Z4051680377;20:02001:3:Z4051681770;20:02001:6:Z4034708206;
OC1CCCOC12CNC2,289,20:02000:3:Z3822576197;20:02000:5:Z3911700382;20:02000:8:Z3911736814;
Oc1ncccc1Cl,62,20:02000:3:Z4212711140;20:02001:3:Z3173952473;20:02001:3:Z2466874152;
CC1(C)CCC(N)C1,204,20:02000:3:Z3100810159;20:02000:4:Z3385700261;20:02000:6:Z3101967434;
Clc1cccn2nccc12,270,20:02000:3:Z3370198195;20:02000:3:Z3370247237;20:02000:3:Z3370166558;
CC1CCCC2(C1)OCCO2,63,20:02000:3:Z3807279649;20:02002:8:Z3639955699;20:02003:9:Z3639826574;
Cc1csc(N)c1,265,20:02000:3:Z4058680293;20:02001:6:Z3888709866;20:02002:0:Z3888622726;
O=C1CC2(CCOCC2)CN1,150,20:02000:3:Z2926820739;20:02000:5:Z2289660228;20:02000:6:Z3167498975;
CN1C(=O)CNCc2ccccc21,78,20:02000:3:Z3648206189;20:02001:5:Z2691247631;20:02002:6:Z2691244392;
CC1CCCc2nccn21,499,20:02000:3:Z4137448290;20:02000:9:Z4392908726;20:02001:0:Z2478116584;
C1CCC2(CCNCC2)NC1,112,20:02000:3:Z3143770730;20:02000:4:Z3143778296;20:02001:2:Z4886297662;
Fc1ccc2ocnc2c1,574,20:02000:3:Z1205156899;20:02000:5:Z1205154203;20:02000:7:Z4154175991;
CC1(C)OCc2ccccc2O1,52,20:02000:3:Z1704469922;20:02001:3:Z2226902484;20:02002:3:Z3394403037;
CC1(C)CCCC(F)(F)C1,251,20:02000:3:Z4370026263;20:02000:7:Z3506882053;20:02001:2:Z3506329452;
Nc1c[nH]c(=O)[nH]c1=O,75,20:02000:3:Z1269823521;20:02001:0:Z1428959865;20:02001:0:Z2637826634;
C1CCC2(C1)CC1CCOC12,156,20:02000:3:Z4391574308;20:02001:3:Z1912453044;20:02003:7:Z3515170983;
Cn1nncc1N,226,20:02000:3:Z4285083999;20:02000:9:Z4280950116;20:02001:6:Z4284029619;
O=c1[nH][nH]c(=O)[nH]1,153,20:02000:3:Z2910452235;20:02001:3:Z2890866624;20:02001:5:Z2890149650;
O=C1CCC2CNCC2N1,320,20:02000:3:Z3519208633;20:02000:6:Z3597576589;20:02000:7:Z3597598701;
Cc1ccncc1O,208,20:02000:3:Z4466981509;20:02000:4:Z4228644432;20:02000:7:Z3367552771;
Oc1cnsn1,299,20:02000:4:Z3711461819;20:02000:4:Z2801425040;20:02000:5:Z2801387794;
CC1CCC2(CCN(C)CC2)O1,48,20:02000:4:Z2927665623;20:02008:2:Z2927992938;20:02010:6:Z3509493960;
Fc1ccc2c(c1)CCCN2,244,20:02000:4:Z4181101781;20:02001:2:Z3468368261;20:02001:7:Z1361641003;
CC1CCCC(=O)C1,455,20:02000:4:Z1686708057;20:02000:4:Z4090096089;20:02000:5:Z1680154840;
c1ccc2c(c1)CC1(CCOCC1)C2,18,20:02000:4:Z2170045016;20:02002:6:Z2365812503;20:02016:1:Z2170039687;
c1cc2ccncn2c1,250,20:02000:4:Z4562866258;20:02000:4:Z3009436696;20:02000:4:Z4562858731;
c1ccc2nncnc2c1,203,20:02000:4:Z3172627195;20:02000:4:Z3172779036;20:02001:2:Z4034200224;
O=c1[nH]ncc2conc12,1,20:02000:4:Z1238927393;
Fc1cc2[nH]cnc2cc1Cl,85,20:02000:4:Z4421537886;20:02001:0:Z3558325157;20:02002:7:Z4391263728;
O=c1[nH]ccc2ccncc12,83,20:02000:4:Z4303968187;20:02000:8:Z4303958778;20:02002:8:Z2169458274;
O=S1(=O)CCNC2CCCC21,159,20:02000:4:Z2292368557;20:02000:6:Z2778625456;20:02001:2:Z2298751717;
Cc1cncc(=O)[nH]1,57,20:02000:4:Z3499854050;20:02000:6:Z2898081860;20:02001:6:Z4236502197;
OC1COC2CC1C2,231,20:02000:4:Z4457480427;20:02000:4:Z4445326563;20:02000:8:Z4454926654;
O=C1CCCC2(CCC2)N1,313,20:02000:4:Z2017620080;20:02001:3:Z4061044058;20:02001:3:Z4061045472;
Cn1cnc2c1c(=O)[nH]c(=O)n2C,33,20:02000:4:Z4234343231;20:02000:6:Z1378382118;20:02002:2:Z3832761950;
C1CCC2(CCNC2)NC1,440,20:02000:4:Z4055010892;20:02000:6:Z2923167458;20:02000:8:Z3794524205;
Fc1cc(F)c2occc2c1,58,20:02000:4:Z3356090350;20:02001:0:Z3384366689;20:02001:0:Z3384365996;
O=C1NC2CCNC1C2,447,20:02000:4:Z3621542747;20:02000:9:Z3612652385;20:02001:5:Z3596312339;
C1CC2(CCN1)CCSCC2,220,20:02000:4:Z2775385664;20:02000:6:Z2838619722;20:02001:3:Z2782625576;
C1CNCC2(C1)CCCN2,181,20:02000:4:Z3139969762;20:02001:3:Z3891189905;20:02001:8:Z3139957355;
C1CNC2(C1)CCOC2,473,20:02000:4:Z4105791476;20:02000:4:Z2349103172;20:02000:4:Z2820280316;
CN1C(=O)CC2CNCCC21,211,20:02000:4:Z4313260184;20:02000:6:Z3878338320;20:02001:1:Z3176056048;
Cc1cc(=O)cn[nH]1,340,20:02000:4:Z4013284929;20:02000:6:Z4770281000;20:02000:6:Z4770777375;
Oc1nccc2cccnc12,113,20:02000:4:Z4127375581;20:02002:4:Z4318473190;20:02002:5:Z4127228136;
NC1CC2CCCC(C1)N2,142,20:02000:4:Z3104078760;20:02002:2:Z2825649403;20:02003:2:Z3365039597;
C1CNCNC1,18,20:02000:4:Z3208606305;20:02007:6:Z3208608460;20:02011:4:Z4490135989;
Cc1nc2ccccc2n1C,289,20:02000:4:Z968683282;20:02001:1:Z3191516221;20:02001:8:Z1952415642;
O=c1cc[nH]cn1,444,20:02000:4:Z4341698924;20:02000:5:Z1137184568;20:02000:6:Z4330838524;
CC1(C)CC(C)(C)O1,225,20:02000:4:Z4518278297;20:02000:5:Z4518362297;20:02001:2:Z4517229222;
O=C1NCC2(CCNCC2)C1O,95,20:02000:4:Z4231240321;20:02001:3:Z3623165944;20:02002:6:Z3623162080;
C1CCC2(CCNC2)CNC1,151,20:02000:4:Z3510640548;20:02001:6:Z2860805069;20:02002:4:Z2860801982;
Fc1ccc(F)c2c1CCC2,145,20:02000:4:Z1508400741;20:02000:4:Z1508397688;20:02000:4:Z1508397666;
O=C1CNCC2COCCN12,245,20:02000:4:Z3714197979;20:02000:4:Z3714194816;20:02000:5:Z3650229085;
Clc1cscc1Cl,427,20:02000:4:Z3807988813;20:02000:7:Z3504030460;20:02000:7:Z3503085138;
CN1CCCC12CCNCC2,188,20:02000:4:Z1681663799;20:02000:4:Z4058334261;20:02002:2:Z3344878862;
Cc1nc2ccccc2c(=O)n1C,23,20:02000:4:Z4520437155;20:02002:1:Z4453235728;20:02004:4:Z4387173292;
Cc1csc2cncnc12,498,20:02000:4:Z3297300404;20:02000:6:Z1957483621;20:02001:2:Z3908070469;
CC1CNCC(C)(C)CO1,344,20:02000:4:Z3060653319;20:02000:4:Z4194024460;20:02000:9:Z3583955522;
O=c1ccocc1,1170,20:02000:4:Z4187666226;20:02000:4:Z1955533381;20:02000:4:Z4194024460;
Fc1ccc2scnc2c1,422,20:02000:4:Z1832051079;20:02000:4:Z3819948427;20:02000:4:Z4263303212;
Cc1ccc(F)cn1,182,20:02000:4:Z4614807152;20:02002:1:Z4614896896;20:02003:1:Z4614869194;
Cc1nc2cccnc2c(=O)[nH]1,22,20:02000:4:Z4076655733;20:02026:5:Z4076661231;20:02027:5:Z4075961929;
O=C1CC2NCCCC2N1,355,20:02000:4:Z3569788516;20:02000:5:Z3750746640;20:02000:7:Z3569970440;
C1CC2CC1C1CNC21,276,20:02000:4:Z3842538415;20:02000:8:Z5000501545;20:02001:6:Z2497108799;
CC1NCC2CCCCC21,166,20:02000:4:Z4466655474;20:02000:6:Z4466658451;20:02001:2:Z4413102469;
Clc1ccc2c(c1)CCNC2,172,20:02000:4:Z4910352217;20:02000:4:Z4643108768;20:02000:6:Z3105124732;
Clc1ccc2c(c1)CC1CC21,162,20:02000:4:Z2708243839;20:02000:6:Z3059604278;20:02001:3:Z2814359592;
Clc1cccc2ccoc12,209,20:02000:4:Z3384976712;20:02000:5:Z4599715071;20:02000:5:Z4474003868;
Cc1ccc2ccsc2c1,119,20:02000:4:Z4201121097;20:02001:4:Z3506453266;20:02001:5:Z1958681103;
Cn1ncc2c1CCC(F)(F)C2,110,20:02000:4:Z4963986911;20:02000:8:Z4963995139;20:02001:3:Z4963926881;
C1COC2(CCSC2)CN1,366,20:02000:4:Z2436088023;20:02000:6:Z4165374525;20:02000:7:Z2454179016;
CN1CCCNCC1=O,607,20:02000:4:Z4191156332;20:02000:5:Z1817868661;20:02000:6:Z2701642334;
O=S1(=O)Cc2ccoc2C1,117,20:02000:4:Z3313164103;20:02001:1:Z3367423518;20:02001:7:Z3367988603;
NC1CNC2(CCOCC2)C1,95,20:02000:4:Z3521564087;20:02001:5:Z4205022130;20:02003:9:Z3364739438;
NC1COC2CC1C2,155,20:02000:4:Z5017473899;20:02000:4:Z5017626747;20:02002:7:Z5017455533;
O=C1CCOCCN1,513,20:02000:4:Z4407879718;20:02000:5:Z4466230008;20:02000:6:Z4378655979;
FC1(F)CC2CNCCN2C1,195,20:02000:4:Z2483335652;20:02000:4:Z2457001855;20:02001:0:Z2435941683;
Cc1nnc2ccccn12,394,20:02000:4:Z3875672786;20:02000:4:Z3817015894;20:02000:7:Z4340855348;
Fc1cnc2c(c1)NCCC2,127,20:02000:4:Z4648985380;20:02000:9:Z4648985400;20:02001:6:Z4648984190;
OC1CCNCC12CCOCC2,143,20:02000:4:Z3646943330;20:02001:6:Z3591330935;20:02002:8:Z3521313109;
c1ccc2c(c1)CNCC21CC1,188,20:02000:4:Z1727054232;20:02000:6:Z2277393577;20:02000:7:Z1727150174;
C1CC2(C1)CC1(CCC1)C2,304,20:02000:4:Z3521614684;20:02000:5:Z3838835245;20:02001:5:Z3049743823;
Fc1cccc2[nH]cnc12,645,20:02000:4:Z3627210752;20:02000:4:Z4113523180;20:02000:5:Z3363574561;
Nc1ccns1,150,20:02000:4:Z4324655452;20:02002:2:Z4256911677;20:02003:8:Z4320215610;
C1NCC2C1C1COCC21,247,20:02000:4:Z4324655452;20:02000:4:Z2717820632;20:02001:0:Z2705619009;
Cc1[nH]ncc1F,453,20:02000:4:Z2998239187;20:02000:5:Z4054502723;20:02000:6:Z2999362621;
OC1COc2ccnn2C1,98,20:02000:4:Z4313433155;20:02000:4:Z4311859881;20:02000:4:Z4313441396;
O=C1NC2CC(N1)c1ccccc1O2,9,20:02000:4:Z3547879710;20:02009:0:Z4212818275;20:02011:2:Z3547878798;
c1cc2c(cn1)NCCC2,248,20:02000:4:Z4492235581;20:02000:6:Z4228723818;20:02000:8:Z4132336255;
Clc1cnc2c(c1)CCCN2,56,20:02000:4:Z4338746959;20:02001:8:Z4338747012;20:02002:3:Z4338744757;
C1CC2COCC(C1)N2,430,20:02000:4:Z4451190176;20:02000:7:Z2872098587;20:02001:3:Z4265205609;
Cc1ccc(Cl)cc1Cl,168,20:02000:4:Z4505894039;20:02000:4:Z4505918772;20:02000:7:Z4504177996;
C1COCC2(C1)CCOCC2,275,20:02000:4:Z2849751611;20:02000:6:Z3570689455;20:02000:8:Z2852149953;
O=C1CC2CCCC2N1,231,20:02000:4:Z4195560711;20:02000:8:Z4191992591;20:02000:9:Z4199465570;
c1ncc2c(n1)CNCC2,331,20:02000:4:Z2598962437;20:02000:7:Z1139582156;20:02000:9:Z2833706919;
Fc1cncc2ccccc12,186,20:02000:4:Z3558403686;20:02000:8:Z3536283018;20:02001:1:Z3537172692;
NC1CCC12CCC2,850,20:02000:4:Z3433713199;20:02000:9:Z4910499801;20:02001:0:Z3829334103;
C1COCC2(CCOCC2)N1,175,20:02000:4:Z3622396253;20:02000:5:Z3519940451;20:02001:1:Z4601680068;
CC1COC2CCCCC12,179,20:02000:4:Z4906457829;20:02001:4:Z4906546432;20:02003:3:Z4906694314;
Fc1cc(Cl)cc2ccoc12,68,20:02000:4:Z3671211979;20:02001:0:Z3670660048;20:02001:2:Z3697788548;
Cc1ccn2cncc2c1,181,20:02000:4:Z2627161506;20:02000:8:Z4453208660;20:02001:2:Z3889484406;
Oc1cccc2c1CCCCN2,39,20:02000:4:Z4470984044;20:02001:3:Z4470983041;20:02007:1:Z4470984533;
CC1OCCc2ccccc21,121,20:02000:4:Z2833108859;20:02001:9:Z2974242656;20:02005:0:Z2893344377;
Cc1ccnc2cc(O)ccc12,35,20:02000:4:Z4228331949;20:02007:8:Z4227848974;20:02014:3:Z4233736393;
CC1CCC2(CC1)OCCO2,172,20:02000:4:Z3019774525;20:02000:9:Z3056612810;20:02001:5:Z3056614163;
Fc1ccc2oncc2c1,175,20:02000:4:Z2357824523;20:02000:8:Z2777460884;20:02001:9:Z3360574471;
FC1CCC2CCC12,322,20:02000:4:Z4563040363;20:02000:5:Z4610895901;20:02001:3:Z4610271061;
CC1NCCc2ccc(O)cc21,78,20:02000:4:Z4826593081;20:02002:7:Z2614353507;20:02004:7:Z2643579325;
O=C1NCC2NCCCC12,340,20:02000:4:Z2989258754;20:02000:8:Z3008892041;20:02001:0:Z2989251392;
O=c1cc2c(n[nH]1)CCNC2,189,20:02000:4:Z3051026582;20:02000:4:Z1855788289;20:02000:4:Z3527339920;
CC1NC(C)C(C)NC1=O,192,20:02000:4:Z2851333807;20:02001:6:Z2950569718;20:02001:6:Z2913122942;
C1CCC2CCCC2CC1,104,20:02000:4:Z3385678323;20:02000:4:Z3385678322;20:02001:4:Z3215319697;
Cc1ccc(C)c2c1CCCO2,104,20:02000:4:Z3366251100;20:02000:4:Z3366253216;20:02001:5:Z4101162420;
FC1(F)CC2CNCC2C1,382,20:02000:4:Z4152538922;20:02000:6:Z4152555113;20:02001:0:Z4183584140;
Cn1nnc2c(=O)[nH]ncc21,8,20:02000:4:Z4379722636;20:02004:0:Z4379721832;20:02027:4:Z4379722312;
C1CNC2(C1)COC2,261,20:02000:4:Z4214599282;20:02001:5:Z4247406503;20:02002:3:Z3520586580;
Cc1nc2c(s1)CNC2,64,20:02000:4:Z3474270683;20:02000:5:Z4614852670;20:02001:6:Z2775377481;
NC1CCCC2CC12,250,20:02000:4:Z3550745276;20:02000:6:Z3549770540;20:02001:0:Z3831464057;
OC1C2CCC(O2)C1O,77,20:02000:4:Z4291349832;20:02001:2:Z4293895425;20:02003:0:Z4290472558;
Clc1cnn2c1CNCC2,372,20:02000:4:Z3607285536;20:02000:4:Z3385504838;20:02000:4:Z3607279569;
Clc1cccc2c1CCCN2,10,20:02000:4:Z2146110101;20:02008:8:Z2235295679;20:02032:3:Z1881713687;
c1ccc2n[nH]cc2c1,629,20:02000:4:Z3057333392;20:02000:5:Z3807238296;20:02000:6:Z1486321793;
c1nc2c([nH]1)CNCC2,443,20:02000:4:Z2613236729;20:02000:6:Z3312137834;20:02000:7:Z4961968832;
O=C1NCNC12CCNCC2,151,20:02000:4:Z4225692341;20:02002:8:Z4644084882;20:02003:6:Z4225695695;
FC1(F)CC2(CCNC2)C1,352,20:02000:4:Z4352907514;20:02000:7:Z4347736624;20:02000:7:Z4352900200;
CC1CCC2(CC2)NC1,256,20:02000:4:Z4094130605;20:02000:5:Z4094130317;20:02000:6:Z4094132708;
CC1NCCCC12CCC2,264,20:02000:4:Z3864008806;20:02000:7:Z3916563449;20:02001:3:Z4456008028;
O=C1NCc2ccccc2N1,227,20:02000:4:Z1154533758;20:02000:5:Z4491575618;20:02000:6:Z3347311057;
OC1CCOc2ccccc21,429,20:02000:4:Z2828356236;20:02000:5:Z2303123378;20:02000:6:Z4477727828;
CN1CCNC(C)(C)C1=O,296,20:02000:4:Z2234831768;20:02001:2:Z2834220499;20:02003:3:Z2371804279;
Clc1cc2[nH]ccc2s1,228,20:02000:4:Z3650957630;20:02000:6:Z3630378041;20:02000:6:Z3838570418;
Fc1cc(F)cc(Cl)c1,261,20:02000:4:Z1587417381;20:02001:0:Z2371386706;20:02001:1:Z1590833996;
Cc1c(Cl)cnc2ccccc12,27,20:02000:4:Z1665262506;20:02011:5:Z2369558934;20:02020:3:Z2369553359;
Nc1ncncc1Cl,254,20:02000:4:Z2615820591;20:02000:4:Z2615827818;20:02000:6:Z2368528687;
CC1CCC2(CCNC2)C1,281,20:02000:4:Z2103346714;20:02000:9:Z1641305746;20:02001:0:Z4959780968;
OC1CNCCNC1,490,20:02000:4:Z3139119520;20:02000:7:Z3518490030;20:02001:6:Z3347127916;
CC1CCNCC(C)C1,302,20:02000:4:Z3518113598;20:02001:0:Z4193704331;20:02001:3:Z2898520390;
OC1CNCC2(CCCC2)CC1O,57,20:02000:4:Z4285677704;20:02003:6:Z3711660406;20:02004:3:Z3652957651;
Fc1cccc2cncnc12,230,20:02000:4:Z3342363136;20:02001:4:Z4138634300;20:02001:5:Z2218213078;
Clc1cc(Cl)c2nc[nH]c2c1,30,20:02000:4:Z2218974024;20:02002:5:Z2218479016;20:02009:8:Z2219783146;
Cc1ncncc1F,605,20:02000:4:Z1665913401;20:02000:5:Z4961608475;20:02000:5:Z2614971329;
C1CCOC2(CC1)CCNC2,214,20:02000:4:Z4156012309;20:02000:7:Z4156012481;20:02001:0:Z4187055322;
CC1CCNC2(CC2)C1,231,20:02000:4:Z4094121913;20:02000:9:Z4094124700;20:02001:3:Z4094119670;
Cc1csc(F)c1,484,20:02000:4:Z3516357134;20:02000:5:Z3554419359;20:02000:6:Z3867167657;
Oc1ncnc2c1CCC2,41,20:02000:4:Z1607522342;20:02001:8:Z2217498845;20:02003:3:Z2274555815;
Cc1ccnc(F)n1,211,20:02000:4:Z4026698630;20:02000:9:Z3394603272;20:02001:2:Z2861099902;
CC1(C)OC2C3CNC(C3)C2O1,90,20:02000:4:Z4026698630;20:02000:5:Z4008836162;20:02000:9:Z4285847794;
CC1(C)CCS1(=O)=O,936,20:02000:4:Z3393147468;20:02000:4:Z2975282576;20:02000:4:Z3605555572;
OC1C2CC(NN2)C1O,153,20:02000:4:Z4269348125;20:02001:9:Z4269373259;20:02002:6:Z4269367879;
C1CC2(CCO1)CCO2,524,20:02000:4:Z4267162389;20:02000:6:Z4351910425;20:02000:7:Z4216262959;
Fc1cccc2ncncc12,144,20:02000:4:Z1272664187;20:02000:7:Z2479787635;20:02002:9:Z3395120474;
FC1(F)CCC2(CCNC2)CC1,138,20:02000:4:Z3807789837;20:02000:5:Z3393639352;20:02000:8:Z3321213665;
CC1CN2CCCC2CN1,361,20:02000:4:Z4970560661;20:02000:4:Z3076126219;20:02000:7:Z2906033544;
Oc1ccn[nH]1,171,20:02000:4:Z4970560661;20:02000:4:Z2881710804;20:02000:7:Z4298617064;
CC1(C)CCCC(=O)C1,281,20:02000:4:Z5000034821;20:02000:4:Z5001200326;20:02001:1:Z5001562236;
CC1(C)CS(=O)(=O)CCN1,93,20:02000:4:Z3514893581;20:02001:6:Z4264564680;20:02003:3:Z3804700484;
CN1CCC(=O)NC2CNCCC21,74,20:02000:4:Z4194312894;20:02001:8:Z4194312836;20:02002:1:Z4194315848;
Nc1nc2c(c(=O)[nH]1)CCNC2,36,20:02000:4:Z5035873676;20:02003:7:Z5035886283;20:02003:7:Z5035886529;
OC1CC2CNCCN2C1,408,20:02000:4:Z4401237200;20:02000:4:Z4451229637;20:02001:1:Z3203167393;
CC1CN(C)C(C)CN1,383,20:02000:4:Z4655893789;20:02000:5:Z4666551971;20:02001:2:Z4667559760;
O=C1COc2ccccc2CN1,4,20:02000:4:Z2898782197;20:02015:9:Z4213098828;20:02052:4:Z4275575325;
Cc1cc(=O)ccn1C,252,20:02000:4:Z2931644554;20:02001:0:Z2486356149;20:02001:1:Z2457972451;
C1CN2CC3(CC3)CC2CN1,199,20:02000:4:Z4274929320;20:02000:7:Z3883115816;20:02000:8:Z4095617144;
OC1CC2(CNC2)C1,367,20:02000:4:Z3390375516;20:02000:6:Z3254916037;20:02001:8:Z4304603244;
CN1C=NCC1=O,245,20:02000:4:Z2882951649;20:02001:0:Z2882948637;20:02001:3:Z2960848501;
Cc1cc(C)c2cc[nH]c2c1,173,20:02000:4:Z2657202719;20:02000:7:Z2975057834;20:02000:8:Z1730129855;
CC1CC(O)CC(C)N1,130,20:02000:4:Z4194148873;20:02000:4:Z1865255800;20:02000:8:Z1824118097;
CC1Cc2ccccc2C1,645,20:02000:4:Z2794260626;20:02000:4:Z1564093424;20:02000:4:Z1564531022;
CC1CC2CNCCN2C1,344,20:02000:4:Z4232078741;20:02000:9:Z4077818497;20:02001:0:Z4031924670;
NC1CNCC12CCS(=O)(=O)CC2,33,20:02000:4:Z3385329004;20:02000:8:Z3364783693;20:02001:0:Z4004844477;
C1COCC2(C1)CCNCC2,336,20:02000:4:Z4621398027;20:02001:2:Z4615249814;20:02001:7:Z4621620329;
Fc1ccc(Cl)c2c1CNCC2,85,20:02000:4:Z4023767395;20:02001:3:Z4003883816;20:02002:0:Z4008712077;
CN1CCC(=O)N1,220,20:02000:4:Z1613916906;20:02000:5:Z1614499068;20:02000:6:Z2273217118;
Nc1ncc2c(n1)CNCC2,152,20:02000:4:Z2691679250;20:02001:4:Z2691673478;20:02001:6:Z2691672517;
Cc1n[nH]c(=O)[nH]1,345,20:02000:4:Z3340407505;20:02000:7:Z3381498142;20:02000:9:Z4469283501;
CC12CNCC1(C)CNC2,283,20:02000:4:Z2899018015;20:02000:6:Z2791368808;20:02000:8:Z2722543673;
C1CC2(CCSC2)CN1,502,20:02000:4:Z3321682240;20:02000:6:Z3785007283;20:02001:1:Z3344401446;
Cn1c(=O)n(C)c2ccccc21,140,20:02000:4:Z2492275529;20:02000:6:Z2214135307;20:02001:5:Z4964012073;
CC1COC2(CCCC2)CN1,158,20:02000:4:Z4117418991;20:02001:0:Z2752879634;20:02001:2:Z2960908983;
CC1CC2CCC1C2,922,20:02000:4:Z4023604994;20:02000:4:Z4329746163;20:02000:5:Z2811475116;
c1cn2nccc2cn1,1081,20:02000:4:Z5036872436;20:02000:6:Z4329667688;20:02000:7:Z1951678907;
Cc1cc(C)c(C)s1,234,20:02000:4:Z2917681388;20:02000:7:Z3294703726;20:02001:8:Z4393516251;
Cn1c(=O)c2ccsc2n(C)c1=O,10,20:02000:4:Z2720887185;20:02004:0:Z4466848423;20:02048:2:Z4503493272;
Cc1cc(Cl)cn2ccnc12,39,20:02000:4:Z3683962834;20:02000:5:Z3362424884;20:02001:5:Z4910405131;
Cc1ncc2ccccc2n1,134,20:02000:4:Z2199064101;20:02000:5:Z3078924168;20:02002:3:Z127623426;
c1noc2c1CCC2,153,20:02000:4:Z4213795550;20:02001:6:Z3652985734;20:02001:8:Z3362729941;
Clc1cc2cc[nH]c2s1,188,20:02000:4:Z2640703199;20:02000:5:Z2228004378;20:02000:9:Z2180857368;
Cc1cn(C)nc1C,249,20:02000:4:Z1144427662;20:02000:4:Z3667348193;20:02000:5:Z3339482645;
CC1CCc2nccn21,429,20:02000:4:Z2714243710;20:02000:7:Z3471410836;20:02000:7:Z2703695567;
CC1(C)CCCc2cccnc21,41,20:02000:4:Z4455298999;20:02009:6:Z4455185641;20:02011:1:Z4455313261;
Cc1csc2cccc(F)c12,112,20:02000:4:Z1229819218;20:02003:2:Z2184867708;20:02003:9:Z3653503691;
C1=NOC2(C1)CNC2,330,20:02000:4:Z4153660101;20:02000:5:Z4232976404;20:02001:1:Z4217924381;
NC1CC2CC2C1,551,20:02000:4:Z3520368827;20:02001:1:Z3830503393;20:02001:1:Z2784074249;
Cc1cnc2c(c1)NCCO2,95,20:02000:4:Z4113066970;20:02000:8:Z1884026841;20:02003:3:Z1884042936;
Cc1nc2cncnc2s1,239,20:02000:4:Z4456068386;20:02000:5:Z3392889610;20:02002:5:Z3391940527;
