fragment_smiles,occurences,example_ligands
O=c1[nH]ncc2ccccc12,4647,197:19700:0:Z5026143894;197:19700:0:Z2169299405;197:19700:0:Z4310472838;
CC1CCCCC1,13369,197:19700:0:Z5026143894;197:19700:0:Z4576339928;197:19700:0:Z4388476157;
Cc1ccccc1Cl,6096,197:19700:0:Z1666845148;197:19700:0:Z2186315064;197:19700:0:Z270256064;
CC1CCCCC1=O,231,197:19700:0:Z3091584461;197:19700:0:Z1546622912;197:19700:3:Z1546555319;
FC1(F)CNCCNC1,200,197:19700:0:Z3091584461;197:19700:8:Z3145188018;197:19700:9:Z3091584306;
c1nnc2n1CCCC2,9993,197:19700:0:Z4930749431;197:19700:0:Z4405747881;197:19700:0:Z3819018945;
CC1CCCc2ccnn21,451,197:19700:0:Z4149609971;197:19700:1:Z3818531404;197:19700:1:Z3775788808;
O=C1CNCCN1,20217,197:19700:0:Z4149609971;197:19700:0:Z4346359637;197:19700:0:Z3203488983;
C1CNC2(C1)CCC2,3898,197:19700:0:Z5054372364;197:19700:0:Z5001361011;197:19700:0:Z4004196963;
O=C1NCCOc2ccccc21,800,197:19700:0:Z5054372364;197:19700:1:Z3590062035;197:19700:3:Z4437516919;
Cc1cn[nH]n1,2717,197:19700:0:Z3613602381;197:19700:0:Z4163911731;197:19700:0:Z4159960288;
Cc1ccc2c(cnn2C)n1,248,197:19700:0:Z3838693687;197:19701:1:Z3844657360;197:19702:9:Z3844146403;
Clc1cccnc1,19400,197:19700:0:Z3838693687;197:19700:0:Z2768944667;197:19700:0:Z1886584255;
Clc1ccccc1Cl,11627,197:19700:0:Z2163953673;197:19700:0:Z2719972099;197:19700:0:Z2715499105;
CC1CCC(C)O1,595,197:19700:0:Z2347724319;197:19700:4:Z2474945771;197:19700:4:Z2335131836;
Fc1cncnc1,1659,197:19700:0:Z3796643420;197:19700:1:Z3861298881;197:19700:2:Z3356993152;
Cc1cccc2ccccc12,455,197:19700:0:Z3407677854;197:19700:0:Z3620791568;197:19700:1:Z3639711340;
c1ccc2c(c1)CCCO2,15392,197:19700:0:Z3806631441;197:19700:0:Z3893077755;197:19700:0:Z1234219200;
CC1CCN(C)CCN1,242,197:19700:0:Z2057238921;197:19700:5:Z1191983184;197:19701:8:Z3842052918;
Fc1cccnc1,25990,197:19700:0:Z3310108370;197:19700:0:Z3177521179;197:19700:0:Z3892794659;
Cc1cccc(F)c1,12515,197:19700:0:Z1665021769;197:19700:0:Z3060158194;197:19700:0:Z2361621183;
Cc1ccc2nc(C)ccc2c1,380,197:19700:0:Z1129297806;197:19700:0:Z3093788031;197:19700:1:Z4241450311;
CC1(C)CCCC(C)(C)O1,974,197:19700:0:Z3382924348;197:19700:0:Z4142211968;197:19700:2:Z4007673499;
O=C1CCc2sccc21,169,197:19700:0:Z5001458028;197:19701:5:Z5000726863;197:19701:9:Z5000240009;
O=C1CCOC1,291,197:19700:0:Z3843308859;197:19700:2:Z4017592846;197:19700:9:Z3541553106;
OC1CCCNC1,9885,197:19700:0:Z4421997804;197:19700:0:Z4308363257;197:19700:0:Z3878123711;
C1CCC2(CC1)CNC2,708,197:19700:0:Z3383773665;197:19700:3:Z4403609328;197:19700:5:Z3623102496;
Cc1ccn[nH]1,39775,197:19700:0:Z4455610355;197:19700:0:Z3544983947;197:19700:0:Z2109409382;
CN1CCCCC1,26737,197:19700:0:Z4455610355;197:19700:0:Z4141718819;197:19700:0:Z3324049656;
Cc1nc[nH]c1C,3023,197:19700:0:Z2148018945;197:19700:0:Z4292332444;197:19700:0:Z2394348046;
C1CC2CC1CO2,3056,197:19700:0:Z4933197275;197:19700:0:Z4888090662;197:19700:0:Z3578437231;
OC1CC2(CCC2)C1,563,197:19700:0:Z4294735015;197:19700:1:Z3693877732;197:19700:3:Z3711900558;
Fc1ccc2nccn2c1,439,197:19700:0:Z2774804623;197:19700:0:Z5023953239;197:19700:4:Z5014510611;
c1ncc2c(n1)COCC2,208,197:19700:0:Z3606306219;197:19700:6:Z3091025979;197:19700:9:Z3606310966;
c1cnc2c(c1)CCCCN2,118,197:19700:0:Z4126752360;197:19700:9:Z4274938458;197:19702:2:Z2791559917;
C1CSCN1,8236,197:19700:0:Z2002837496;197:19700:0:Z1416822904;197:19700:0:Z1090423000;
Oc1cccc2ccccc12,767,197:19700:0:Z109585238;197:19700:0:Z4149396113;197:19700:0:Z1090481148;
c1cn2ccsc2n1,3086,197:19700:0:Z1940787888;197:19700:0:Z3469813009;197:19700:0:Z2229671972;
c1ncc2cn[nH]c2n1,941,197:19700:0:Z1416497723;197:19700:0:Z4024979694;197:19700:1:Z1147628757;
c1n[nH]c2c1CCCC2,8714,197:19700:0:Z3637699609;197:19700:0:Z4962068188;197:19700:0:Z3440523263;
C1CC2CSCC2C1,325,197:19700:0:Z3708768321;197:19700:1:Z3997307698;197:19700:1:Z3997344271;
c1cn2c(n1)CCCC2,12403,197:19700:0:Z4245636708;197:19700:0:Z3652611648;197:19700:0:Z3558047599;
CC1=NNCC1,354,197:19700:0:Z1522320100;197:19700:0:Z1510627383;197:19700:2:Z929611622;
c1n[nH]c2c1CCC2,4936,197:19700:0:Z2205141872;197:19700:0:Z4026529116;197:19700:0:Z4328176305;
O=C1CCc2ccccc2N1,9852,197:19700:0:Z3554628401;197:19700:0:Z1725605358;197:19700:0:Z3565323091;
CC1(C)CCC(O)CN1,105,197:19700:0:Z3841390394;197:19700:0:Z4506240411;197:19700:5:Z3840246715;
c1ncncn1,1148,197:19700:0:Z4028333417;197:19700:0:Z2033614214;197:19700:0:Z1373447823;
Clc1ccc2c(c1)CCN2,295,197:19700:0:Z4118877488;197:19700:0:Z2186040798;197:19700:2:Z2077570362;
C1CC2(CCO1)CNC2,3207,197:19700:0:Z2961021114;197:19700:0:Z2679114646;197:19700:0:Z2605560353;
Cc1n[nH]c2ncccc12,1951,197:19700:0:Z2961021114;197:19700:0:Z1622278985;197:19700:0:Z4229078055;
c1cnc2ncnn2c1,3447,197:19700:0:Z3609946827;197:19700:0:Z643743060;197:19700:0:Z1357261771;
Cn1nccn1,1410,197:19700:0:Z2169299405;197:19700:2:Z2104682956;197:19700:3:Z3366413488;
Cn1c(=O)ccc2ccccc21,1270,197:19700:0:Z2873385156;197:19700:0:Z4090000882;197:19700:0:Z1896795628;
CC1(C)CCCCNC1,362,197:19700:0:Z2873385156;197:19700:0:Z4001607333;197:19700:3:Z4115026100;
Clc1ccc(Cl)cc1,3223,197:19700:0:Z3587465099;197:19700:0:Z1268406630;197:19700:0:Z911872320;
Cc1nnn[nH]1,2969,197:19700:0:Z3868143903;197:19700:0:Z4179217648;197:19700:0:Z4028817320;
CC1CC2CNCCN2C1=O,259,197:19700:0:Z3868143903;197:19700:6:Z3840897210;197:19700:9:Z4048733396;
c1ccc2sccc2c1,6731,197:19700:0:Z2307020322;197:19700:0:Z4344071257;197:19700:0:Z2919148686;
C1CCC2(CCSCC2)OC1,413,197:19700:0:Z2307020322;197:19700:2:Z2957842524;197:19700:3:Z1466714500;
Cc1cocn1,7576,197:19700:0:Z4250397818;197:19700:0:Z1724167503;197:19700:0:Z3358258208;
C1CNC2CCOCC2C1,588,197:19700:0:Z4250397818;197:19700:0:Z1401769226;197:19700:1:Z1401755045;
O=C1CC2(CCNCC2)CCN1,332,197:19700:0:Z3382150831;197:19700:2:Z3444094402;197:19700:2:Z3444072684;
C1CC2COC(C1)C2,1958,197:19700:0:Z3313459860;197:19700:1:Z3570903140;197:19700:1:Z3516697987;
O=S1(=O)CC2CNCC21,836,197:19700:0:Z5049726625;197:19700:0:Z5049571984;197:19700:2:Z5059807537;
C1CCC2(CC1)COCCO2,930,197:19700:0:Z3620791568;197:19700:1:Z3504383295;197:19700:2:Z3602926205;
CC1(C)CCCN1,6608,197:19700:0:Z4117321270;197:19700:0:Z3655100127;197:19700:0:Z2714627987;
CC1CCCC(C)O1,1712,197:19700:0:Z1846646962;197:19700:0:Z2076760579;197:19700:0:Z3613659930;
C1CC2CC(CN2)N1,175,197:19700:0:Z4296382210;197:19700:3:Z4109497733;197:19700:4:Z4029279037;
Clc1c[nH]c2ncncc12,49,197:19700:0:Z4254171587;197:19708:3:Z4492480175;197:19711:5:Z4254174720;
Cn1cnnn1,3715,197:19700:0:Z2020772813;197:19700:0:Z2822748807;197:19700:0:Z1265632732;
Clc1ccc2ccccc2c1,547,197:19700:0:Z1378123923;197:19700:1:Z4414901061;197:19700:2:Z1697392554;
Cc1cc(C)on1,10702,197:19700:0:Z4263666953;197:19700:0:Z375643028;197:19700:0:Z2287290184;
CC1CC1(F)F,1481,197:19700:0:Z4263666953;197:19700:1:Z3169379026;197:19700:5:Z2854434498;
C1COC2COCC2N1,1246,197:19700:0:Z3040483890;197:19700:0:Z4330092680;197:19700:1:Z3041533245;
CC1(C)CNCC(O)C1,138,197:19700:0:Z4324842859;197:19700:0:Z2802974687;197:19701:1:Z2836327806;
c1nc2c([nH]1)CNCC2,533,197:19700:0:Z4324842859;197:19700:0:Z4317341658;197:19700:1:Z2227111930;
c1ncc2c(n1)CCNCC2,443,197:19700:0:Z4228054609;197:19700:1:Z1785955569;197:19700:1:Z2774058873;
OC1CNCCOC1,230,197:19700:0:Z4228054609;197:19700:0:Z2291138811;197:19700:4:Z2276580584;
Cc1cnn[nH]1,13346,197:19700:0:Z4591149845;197:19700:0:Z2446580584;197:19700:0:Z3380496175;
CC1CCCNC1,22490,197:19700:0:Z5039691942;197:19700:0:Z3381852437;197:19700:0:Z2371142066;
Cc1cc(C)c2c(C)c[nH]c2c1,65,197:19700:0:Z3368026821;197:19700:2:Z4250057793;197:19701:8:Z3385189480;
O=C1Cc2ccccc2N1,5155,197:19700:0:Z2631815957;197:19700:0:Z1333875002;197:19700:0:Z2844825444;
C1CC2CCC1N2,4417,197:19700:0:Z4022947352;197:19700:0:Z3602388668;197:19700:0:Z2827821476;
OC1CCCc2ccccc21,606,197:19700:0:Z1563526147;197:19700:1:Z1644767999;197:19700:3:Z1583223764;
O=S1(=O)N=Cc2ccccc21,2193,197:19700:0:Z1563526147;197:19700:0:Z3641525221;197:19700:0:Z2588544433;
O=C1NCCCN1,3738,197:19700:0:Z1725605358;197:19700:0:Z2636916338;197:19700:0:Z4172787490;
Cc1cc(C)nc(C)c1,502,197:19700:0:Z3595190447;197:19700:1:Z2352698983;197:19700:3:Z3723935728;
O=S1(=O)CCCc2cc(F)ccc21,247,197:19700:0:Z3595190447;197:19702:1:Z1592667918;197:19702:7:Z3649113928;
c1cnc2c[nH]nc2c1,149,197:19700:0:Z4768899231;197:19700:6:Z4769313347;197:19700:7:Z4771521005;
CN1CCOCC1=O,578,197:19700:0:Z3809390499;197:19700:0:Z3538990133;197:19700:5:Z2589749580;
OC1CCOCC1,5613,197:19700:0:Z2636916338;197:19700:0:Z3607927450;197:19700:0:Z4771236520;
Fc1cc2cccnc2cc1F,129,197:19700:0:Z4400114610;197:19701:0:Z4573500542;197:19702:4:Z4578368930;
Fc1ccc2c(c1)OCCC2,810,197:19700:0:Z2711130908;197:19700:3:Z2622631399;197:19700:3:Z2705627064;
Cc1ccc[nH]1,3260,197:19700:0:Z4995756860;197:19700:0:Z2804771352;197:19700:0:Z1486518342;
Cc1ccn(C)n1,15321,197:19700:0:Z2480644958;197:19700:0:Z1722832657;197:19700:0:Z1090481148;
CN1CCCNCC1,1903,197:19700:0:Z2480644958;197:19700:1:Z4343560795;197:19700:2:Z4018011925;
Fc1cnc2c(c1)OCCN2,143,197:19700:0:Z5035215674;197:19700:2:Z5043794024;197:19701:1:Z5043788030;
c1cnn2cnnc2c1,3575,197:19700:0:Z2271390648;197:19700:0:Z1841413626;197:19700:0:Z1168169769;
c1ccc2c(c1)NCCO2,5824,197:19700:0:Z3364090078;197:19700:0:Z2303046413;197:19700:1:Z4591128490;
C1CCN2CCCC2C1,2025,197:19700:0:Z4129071139;197:19700:2:Z4621548900;197:19700:2:Z4125501260;
Nc1ncc2c(n1)CNCC2,118,197:19700:0:Z2691458179;197:19700:2:Z4064883837;197:19700:4:Z2691679113;
Fc1ccc(Cl)cc1,2829,197:19700:0:Z5053219925;197:19700:0:Z2453671306;197:19700:0:Z3613770054;
Clc1cccc2c1OCCCO2,1288,197:19700:0:Z920912406;197:19700:0:Z1334175044;197:19700:1:Z1595284626;
C1CC2CCC1CC2,2400,197:19700:0:Z3643952270;197:19700:1:Z4426502162;197:19700:1:Z4288068473;
Cc1cnc[nH]1,2378,197:19700:0:Z3370311548;197:19700:0:Z3723299856;197:19700:0:Z1953258015;
c1cn2c(n1)CNCCC2,946,197:19700:0:Z4264868183;197:19700:1:Z4125044408;197:19700:2:Z4264879285;
CC1CCCCN1,17153,197:19700:0:Z1411584467;197:19700:0:Z422678338;197:19700:0:Z3799003227;
O=c1ccnc[nH]1,5367,197:19700:0:Z3153097354;197:19700:0:Z2965967822;197:19700:1:Z3577331619;
Cc1cc(=O)[nH]n1C,735,197:19700:0:Z4454914671;197:19700:0:Z4010639128;197:19700:2:Z3201614194;
CC1CCCC1,4120,197:19700:0:Z1985640052;197:19700:0:Z2637312024;197:19700:0:Z3584668193;
c1ncc2ccsc2n1,1512,197:19700:0:Z2589113236;197:19700:1:Z951381540;197:19700:3:Z3078559178;
CN1CCCc2ccccc21,1809,197:19700:0:Z3177547571;197:19700:2:Z4214325742;197:19700:3:Z1495048480;
C1CNCC2(C1)CCNC2,832,197:19700:0:Z3723934616;197:19700:1:Z2801419864;197:19700:2:Z2639451305;
Nc1cc(=O)[nH]c(=O)[nH]1,828,197:19700:0:Z1492828435;197:19700:2:Z1666538272;197:19700:2:Z648985608;
Nc1ccncn1,2608,197:19700:0:Z1492828435;197:19700:1:Z2636032582;197:19700:1:Z3299353108;
Fc1cnc(Cl)nc1,140,197:19700:0:Z4246996602;197:19700:0:Z4246988792;197:19700:0:Z4246981858;
FC1(F)CCC2(CC1)CC2,582,197:19700:0:Z2293556676;197:19700:5:Z4879765016;197:19701:2:Z2299169926;
C1CNC2(C1)CCOCC2,3624,197:19700:0:Z3634202364;197:19700:0:Z4215537351;197:19700:0:Z4023306990;
CS(C)(=N)=O,3789,197:19700:0:Z3634202364;197:19700:0:Z3204845539;197:19700:0:Z3093829872;
Cc1c[nH]cn1,2529,197:19700:0:Z4319534472;197:19700:0:Z4318500530;197:19700:0:Z3168926953;
C1CC2(CCO1)CCOC2,1812,197:19700:0:Z3652070315;197:19700:0:Z4909539989;197:19700:0:Z4008308333;
c1cc2c(s1)CCNC2,4866,197:19700:0:Z2761377234;197:19700:0:Z5017902354;197:19700:0:Z3503694861;
Cc1cccc2c1CNCC2,223,197:19700:0:Z2602975834;197:19700:3:Z1865551836;197:19700:9:Z2627098522;
Cc1cccn2ccnc12,2285,197:19700:0:Z4155926764;197:19700:0:Z1179762482;197:19700:1:Z3585067429;
CC1=NOCC1C,108,197:19700:0:Z4934503391;197:19702:2:Z4934093513;197:19702:2:Z4934093507;
c1ccc2c(c1)NCC1(CC1)O2,174,197:19700:0:Z4277825976;197:19700:6:Z4244050265;197:19700:8:Z2966043613;
Cc1cnco1,10452,197:19700:0:Z1644048181;197:19700:0:Z1646809411;197:19700:0:Z2074230791;
C1CC2CCNC2C1,2498,197:19700:0:Z4060256673;197:19700:0:Z3792172487;197:19700:1:Z3046409803;
Fc1cccc(Cl)c1,17063,197:19700:0:Z4060256673;197:19700:0:Z1403950575;197:19700:0:Z1147920786;
C1CC2CC2CO1,1243,197:19700:0:Z4138916561;197:19700:0:Z4034220000;197:19700:1:Z3186160146;
O=c1[nH]c2ccccc2o1,5825,197:19700:0:Z1497463498;197:19700:0:Z1683330245;197:19700:0:Z2365314794;
OC1CCC12CCC2,1079,197:19700:0:Z4265510350;197:19700:2:Z2646360677;197:19700:2:Z4178315951;
FC1(F)CC1,10640,197:19700:0:Z4913620272;197:19700:0:Z3789538859;197:19700:0:Z3295891814;
Cc1cccc2c1OCCC2,1508,197:19700:0:Z1831902943;197:19700:0:Z1831915402;197:19700:2:Z1833130516;
c1ccc2c(c1)CCOC2,10924,197:19700:0:Z2609810253;197:19700:0:Z3908370408;197:19700:0:Z3908498542;
c1ccc2n[nH]cc2c1,2362,197:19700:0:Z1637622513;197:19700:0:Z4215583779;197:19700:0:Z3493121182;
CC1(C)CCCS1(=O)=O,696,197:19700:0:Z3381852437;197:19700:0:Z3323970863;197:19700:3:Z3549305198;
CN1C(=O)Cc2ccccc21,2368,197:19700:0:Z4392325713;197:19700:1:Z3105787240;197:19700:1:Z1928489690;
FC1(F)CNCCCCNC1,110,197:19700:0:Z4093679889;197:19701:6:Z3798030762;197:19701:7:Z3879886018;
Fc1cccc2c1OCCCC2,355,197:19700:0:Z2812194307;197:19701:2:Z1718924211;197:19701:3:Z1615934480;
CC1CCC1,4021,197:19700:0:Z3992250854;197:19700:0:Z1576367780;197:19700:0:Z4420691048;
c1ccn2ccnc2c1,11071,197:19700:0:Z1376841876;197:19700:0:Z1891073605;197:19700:0:Z3585766806;
C1COC2(CCN1)CCSCC2,334,197:19700:0:Z3648083705;197:19700:8:Z3648097589;197:19701:2:Z4117244855;
CC1CSc2ccccc2CN1,143,197:19700:0:Z1874261027;197:19700:4:Z1727179287;197:19701:2:Z2415992850;
c1ccc2ncncc2c1,3980,197:19700:0:Z1874261027;197:19700:0:Z2976554828;197:19700:0:Z4089169787;
Cc1ccc(C)s1,2039,197:19700:0:Z1418953762;197:19700:0:Z1681095175;197:19700:0:Z4205101915;
OC1CCCC1,9953,197:19700:0:Z3815279521;197:19700:0:Z2961194088;197:19700:0:Z4146560964;
C1CC2CCCC2C1,852,197:19700:0:Z4074209312;197:19700:0:Z4474122764;197:19700:0:Z4392785355;
c1cnccn1,32807,197:19700:0:Z2952133184;197:19700:0:Z1098551665;197:19700:0:Z3504607149;
O=C1CC2CCCCC2N1,323,197:19700:0:Z2970799266;197:19700:6:Z3189022251;197:19700:6:Z3085065107;
Cc1nncn1C,3325,197:19700:0:Z1618389678;197:19700:0:Z3568397597;197:19700:1:Z2114427887;
c1cnc2cccnc2c1,552,197:19700:0:Z3872437250;197:19700:1:Z2179255095;197:19700:2:Z2872425006;
O=S1(=O)CCCCC1,8184,197:19700:0:Z4192648137;197:19700:0:Z3996226172;197:19700:0:Z3587543524;
CN1C2CCCC1CC2,1620,197:19700:0:Z4490253041;197:19700:0:Z4490253015;197:19700:0:Z4490265543;
CC1(C)OCCO1,3136,197:19700:0:Z4490253041;197:19700:0:Z4490253015;197:19700:0:Z4490265543;
Cc1cc(Cl)[nH]n1,3274,197:19700:0:Z4095861394;197:19700:0:Z1611100006;197:19700:0:Z1569316706;
Nc1ccn[nH]1,2798,197:19700:0:Z2406876948;197:19700:0:Z3625352503;197:19700:0:Z4049342147;
Clc1ccc2[nH]cnc2c1,1059,197:19700:0:Z1172227483;197:19700:0:Z1101481248;197:19700:2:Z2295087269;
O=S1(=O)N=C2CCNCC2=CN1,47,197:19700:0:Z5034797248;197:19700:9:Z4448350544;197:19705:0:Z3583575362;
C1C2CC2C2CC12,55,197:19700:0:Z3908816580;197:19700:8:Z3787934018;197:19701:2:Z3908857714;
CC1CNCCc2ccccc21,452,197:19700:0:Z1874218470;197:19700:4:Z2481219606;197:19700:6:Z2474190760;
C1CCC2(C1)CCOCC2,1666,197:19700:0:Z2007926537;197:19700:1:Z4171545987;197:19700:1:Z3531898923;
c1ccc2ocnc2c1,8727,197:19700:0:Z3569618929;197:19700:0:Z1416059177;197:19700:0:Z3176155843;
FC1(F)CC12CCNC2,708,197:19700:0:Z3160095057;197:19700:0:Z4317724801;197:19700:2:Z4329622768;
CC1CCCC(=O)N1,1577,197:19700:0:Z1995154160;197:19700:2:Z3443408723;197:19700:2:Z3898602692;
c1ccc2nc3c(cc2c1)CCC3,104,197:19700:0:Z2230371144;197:19700:7:Z2289053514;197:19701:0:Z4049421384;
C1CC2(C1)CC2,4498,197:19700:0:Z3380550475;197:19700:0:Z3053858061;197:19700:0:Z2849832049;
Cc1coc2ccc(F)cc12,704,197:19700:0:Z1897213269;197:19700:1:Z1531725001;197:19700:2:Z838763614;
c1cc2sccc2cn1,526,197:19700:0:Z4474220335;197:19700:1:Z3578739895;197:19700:1:Z3577299973;
Cc1ccc2c(c1)CCO2,370,197:19700:0:Z3534751882;197:19700:3:Z3545153814;197:19700:6:Z1432680172;
CC1CCN1,1106,197:19700:0:Z3624832250;197:19700:0:Z4422956003;197:19700:0:Z3467159378;
O=c1ccc2ccccc2[nH]1,2900,197:19700:0:Z3624832250;197:19700:0:Z2209269851;197:19700:0:Z1703812443;
C1CC2CNCC2CN1,1115,197:19700:0:Z3555758175;197:19700:0:Z3607597521;197:19700:2:Z4203928204;
O=c1ccoc2ccccc12,920,197:19700:0:Z4166367622;197:19700:0:Z1997521268;197:19700:1:Z1993955572;
C1CC2COCC2C1,579,197:19700:0:Z4166367622;197:19700:1:Z3833135116;197:19700:1:Z4178691288;
c1cnc2sccc2n1,149,197:19700:0:Z1779176358;197:19700:2:Z3666657604;197:19703:1:Z3666820924;
c1noc2c1CCCCC2,889,197:19700:0:Z1779176358;197:19700:3:Z1764642400;197:19700:4:Z3612693618;
C1=NOCC1,8481,197:19700:0:Z2014688915;197:19700:0:Z2906346421;197:19700:0:Z3207333424;
C1CCC2CNCCC2C1,1997,197:19700:0:Z4482016876;197:19700:0:Z4199594443;197:19700:0:Z3795924501;
O=C1NCCN1,12287,197:19700:0:Z345745098;197:19700:0:Z927490528;197:19700:0:Z1329075109;
C1COC2CCC2C1,428,197:19700:0:Z3142748175;197:19700:0:Z3141981598;197:19700:2:Z3184931104;
C1COC2(C1)CNC2,1755,197:19700:0:Z4576339928;197:19700:0:Z3836655571;197:19700:0:Z2711438034;
Cc1cc(O)c2ccccc2n1,56,197:19700:0:Z1866812588;197:19700:5:Z1866815372;197:19704:2:Z1866815793;
O=C1Cc2ccc(Cl)cc2N1,444,197:19700:0:Z1866812588;197:19700:5:Z913766174;197:19701:3:Z4487640215;
Cc1nc2cccnc2[nH]1,703,197:19700:0:Z1660204837;197:19700:0:Z1746389042;197:19700:2:Z3361485042;
O=S1(=O)C2CCCC1CC2,1217,197:19700:0:Z2823238436;197:19700:0:Z4308121840;197:19700:2:Z4136385821;
Cc1ccc2ccccc2n1,2882,197:19700:0:Z246385590;197:19700:0:Z3831883297;197:19700:0:Z1409005306;
C1CCC2OCCNC2C1,633,197:19700:0:Z1515905089;197:19700:0:Z4768843091;197:19700:0:Z1537866674;
Cc1cn2c(n1)CCCC2,2086,197:19700:0:Z4288322918;197:19700:0:Z2912516643;197:19700:1:Z4179129624;
CN1CC2(CCCNC2)CC1=O,417,197:19700:0:Z3511186162;197:19700:2:Z3628538566;197:19700:3:Z3437438644;
C1COC2(CN1)CNC2,559,197:19700:0:Z3046384095;197:19700:2:Z2231181436;197:19700:3:Z2215858122;
c1cc2c(s1)CCOC2,1510,197:19700:0:Z2801493061;197:19700:0:Z3529751681;197:19700:0:Z2203042541;
O=C1COc2ccccc2N1,7732,197:19700:0:Z453778838;197:19700:0:Z1575732653;197:19700:0:Z1698112039;
O=c1[nH]cc[nH]1,883,197:19700:0:Z1411208742;197:19700:1:Z2455523452;197:19700:1:Z3712336915;
C1CC2OCCNC2CN1,780,197:19700:0:Z4215583779;197:19700:2:Z4215583124;197:19700:3:Z4256576755;
c1ccn2cncc2c1,2624,197:19700:0:Z4320716920;197:19700:0:Z3612953542;197:19700:0:Z3055219899;
C1CCCNCCC1,1487,197:19700:0:Z5018906253;197:19700:0:Z3569703100;197:19700:0:Z2812270070;
c1cn2ccnc2cn1,785,197:19700:0:Z3600354492;197:19700:0:Z1280062661;197:19700:3:Z1279173253;
CC1CC(O)C(C)CN1,134,197:19700:0:Z3206092988;197:19702:4:Z3206080811;197:19702:8:Z4345097922;
C1CCC2CCC(C1)N2,36,197:19700:0:Z4593654358;197:19700:4:Z3803817408;197:19702:4:Z3607661509;
Cc1cccc(Cl)c1,4876,197:19700:0:Z2455432694;197:19700:0:Z1677549723;197:19700:0:Z4151644175;
CC1COCCN1,5944,197:19700:0:Z1239667240;197:19700:0:Z2460356286;197:19700:0:Z4639248208;
c1ccc2c(c1)CCCCO2,1235,197:19700:0:Z1635210952;197:19700:0:Z4408220915;197:19700:1:Z983986786;
C1CCC2(CC2)NC1,2190,197:19700:0:Z4448447291;197:19700:1:Z3804099129;197:19700:2:Z3380518344;
Cn1ccc2ccccc21,5098,197:19700:0:Z2008722772;197:19700:0:Z2922137628;197:19700:0:Z4597680016;
O=C1c2ccccc2CC12CCNCC2,336,197:19700:0:Z3598417697;197:19700:1:Z3593134300;197:19700:2:Z3443408723;
c1cnc2c(c1)CCCC2,4984,197:19700:0:Z3927607421;197:19700:0:Z2844825444;197:19700:0:Z2844824758;
Cn1cc(Cl)cn1,2929,197:19700:0:Z2292092623;197:19700:1:Z3052482704;197:19700:1:Z2845639346;
Clc1cccc2cccnc12,437,197:19700:0:Z1627555257;197:19700:0:Z1415311976;197:19700:3:Z874501968;
Fc1ccc2[nH]cnc2c1,1117,197:19700:0:Z2460356286;197:19700:0:Z1651933468;197:19700:1:Z2229016502;
Cn1ncc2c(c1=O)CCNC2,642,197:19700:0:Z3868210019;197:19700:0:Z3911488237;197:19700:1:Z3817730643;
c1cnc2cc[nH]c2c1,1450,197:19700:0:Z1997922132;197:19700:3:Z2893184932;197:19700:3:Z2912827371;
OC1CC2CCC(C1)N2,1145,197:19700:0:Z3313953744;197:19700:0:Z3627227660;197:19700:0:Z4575056568;
CC1(C)CNCc2cn[nH]c21,127,197:19700:0:Z3370682486;197:19701:8:Z3370689286;197:19702:0:Z3370678910;
Cc1ccc(C)o1,3160,197:19700:0:Z1601714452;197:19700:0:Z1411894455;197:19700:1:Z2601102317;
CN1c2ccccc2C(C)(C)S1(=O)=O,297,197:19700:0:Z2709529742;197:19700:1:Z3060114952;197:19700:1:Z3180028950;
C1CCC2(C1)OCCO2,1817,197:19700:0:Z1584172494;197:19700:0:Z3559194598;197:19700:0:Z3535103808;
Oc1cn[nH]c1,2431,197:19700:0:Z1280736325;197:19700:0:Z1025668966;197:19700:1:Z3867482735;
Cn1cncc1Cl,1719,197:19700:0:Z1280736325;197:19700:1:Z3574744450;197:19700:2:Z1471294379;
Cc1coc2ccccc12,2298,197:19700:0:Z2298938066;197:19700:0:Z3362305874;197:19700:1:Z3723935204;
c1cnsn1,860,197:19700:0:Z4349567885;197:19700:0:Z4556465854;197:19700:2:Z4598148710;
Fc1ccc2[nH]cc(Cl)c2c1,141,197:19700:0:Z1670373399;197:19700:1:Z1275637164;197:19700:8:Z2099062927;
CC1CCCN1,17557,197:19700:0:Z3723934634;197:19700:0:Z2090872918;197:19700:0:Z3602997379;
CC1CNCCN1,15747,197:19700:0:Z3191151589;197:19700:0:Z3191151587;197:19700:0:Z3053858061;
Cc1c[nH]c(C)c1,2501,197:19700:0:Z1337841104;197:19700:0:Z2911759584;197:19700:0:Z3496226742;
Cc1ncsn1,1169,197:19700:0:Z1337841104;197:19700:0:Z1644705532;197:19700:1:Z1318111481;
CC1CCNCC1O,345,197:19700:0:Z1581892478;197:19700:0:Z3601716653;197:19701:0:Z3697174116;
CC1(C)CCCCO1,3091,197:19700:0:Z1581892478;197:19700:0:Z3601716653;197:19700:0:Z5054970762;
c1nc2cc3c(cc2s1)OCO3,13,197:19700:0:Z3519338718;197:19705:3:Z3603161019;197:19722:9:Z4344877221;
Cc1ccsc1,6982,197:19700:0:Z1385384197;197:19700:0:Z3721064956;197:19700:0:Z1329075109;
C1=NCCC1,243,197:19700:0:Z2907175323;197:19700:1:Z2892380653;197:19700:7:Z2892452339;
O=C1NCCCC12CCCNC2,435,197:19700:0:Z2907175323;197:19700:2:Z1764953341;197:19700:4:Z1765361450;
