fragment_smiles,occurences,example_ligands
Cc1cnn2c1CNCC2,175,103:10300:6:Z4152401604;103:10301:2:Z3777908114;103:10301:2:Z3777981424;
c1ccc2c(c1)OC1(CCCCC1)O2,40,103:10300:7:Z2618730769;103:10301:5:Z2724614133;103:10304:8:Z1916040679;
C1NCC2CC1CO2,159,103:10300:7:Z2620460815;103:10300:8:Z1658130194;103:10302:3:Z4769565992;
CC1(C)CCCCNC1,875,103:10300:7:Z2740586947;103:10300:9:Z4385007200;103:10301:1:Z4447838845;
C1OC2CC3CC1C2C3,124,103:10300:7:Z2995708610;103:10301:6:Z2783048685;103:10301:8:Z2779095128;
CC1(C)CC(=O)c2ccc(=O)oc2C1,87,103:10300:7:Z3647847902;103:10300:7:Z3581484054;103:10301:4:Z3609220267;
Cc1ccnc2ccnn12,486,103:10300:7:Z3363317339;103:10301:1:Z3946022891;103:10301:2:Z4122115210;
Oc1cc(F)c2c(c1)CCNC2,122,103:10300:7:Z4623045290;103:10301:1:Z3519749512;103:10301:3:Z3624613188;
CC1(C)CCC(N)CC1,48,103:10300:7:Z4878829826;103:10302:3:Z4878831293;103:10303:9:Z4878822804;
c1nc2c([nH]1)C1(CCOCC1)NCC2,39,103:10300:7:Z3516336392;103:10301:1:Z3651308751;103:10306:6:Z2877209143;
OC1CC2CCC(C1)C2,109,103:10300:7:Z3652120089;103:10301:4:Z3784869434;103:10301:7:Z3819456204;
Clc1ccc2nc[nH]c2c1,201,103:10300:7:Z2175411369;103:10300:7:Z3316961145;103:10300:8:Z4917729219;
c1ccc2c(c1)CNC1(CC1)C2,50,103:10300:7:Z3715751539;103:10300:8:Z4191488978;103:10302:5:Z3715746460;
NC1CNCCC1F,81,103:10300:7:Z2596027945;103:10301:2:Z2605519846;103:10301:2:Z2596032169;
Cn1cnc2c1CCNC21CCNC1,61,103:10300:7:Z3795168368;103:10305:4:Z3505402550;103:10305:9:Z3494897465;
N=S1(=O)CCNCC1,200,103:10300:7:Z3682435379;103:10300:7:Z3604137561;103:10300:7:Z2868974983;
C1NCC2COCC1C2,337,103:10300:7:Z3385815682;103:10300:7:Z1349164912;103:10301:2:Z3323157281;
Cc1noc2ncncc12,88,103:10300:7:Z2973696418;103:10300:8:Z2000032735;103:10301:0:Z1999895096;
CC1COc2ccccc2N1,140,103:10300:7:Z1300971026;103:10301:3:Z4111903550;103:10301:3:Z1882408752;
c1ccc2c(c1)cc1n2CCCNC1,92,103:10300:7:Z4006073934;103:10300:9:Z4061721655;103:10301:2:Z2141641893;
c1ccc2c(c1)CC1(CCCC1)C2,56,103:10300:7:Z4424061661;103:10301:6:Z4352933837;103:10302:5:Z4352932267;
OC1CC2CCCC(C1)N2,210,103:10300:7:Z3345482294;103:10300:7:Z4205089621;103:10300:9:Z3816069830;
C1CC2COCC12,466,103:10300:7:Z4006044061;103:10300:9:Z3138408104;103:10301:0:Z3574263853;
O=C1CSCN1,915,103:10300:7:Z27673861;103:10301:1:Z3611689516;103:10301:7:Z809303622;
C1CNC2CCNC2C1,1425,103:10300:7:Z4084599397;103:10301:0:Z4029401574;103:10301:0:Z4029412528;
CC1=Nc2ccccc2C12CCNCC2,54,103:10300:7:Z2775792768;103:10301:1:Z2881733774;103:10301:7:Z2771686726;
CC1CCNc2ccccc21,210,103:10300:7:Z1883074711;103:10300:9:Z3470847418;103:10300:9:Z1883074361;
Cc1ccc2nonc2c1,190,103:10300:7:Z4274648700;103:10302:3:Z4274654432;103:10303:0:Z4274660206;
FC1CNCC1F,207,103:10300:7:Z5004240566;103:10301:2:Z2284001818;103:10301:9:Z5004782003;
O=S1(=O)CCNC2(CCC2)C1,95,103:10300:7:Z4255299912;103:10301:0:Z4255301909;103:10301:8:Z4255334939;
Clc1cccc2c1CNC2,120,103:10300:7:Z2701964098;103:10300:9:Z2107393504;103:10302:4:Z2639452328;
c1cc2c(o1)CNC2,301,103:10300:7:Z3566416665;103:10300:8:Z4125810003;103:10300:9:Z4143112263;
Cc1nccc(O)c1Cl,315,103:10300:7:Z1461747979;103:10302:8:Z4026238591;103:10302:8:Z1579400775;
C1COCN1,103,103:10300:7:Z4262471019;103:10301:8:Z4264151219;103:10302:0:Z2960721826;
CC1Cc2ncsc2C(C)O1,165,103:10300:7:Z3176654378;103:10300:7:Z3059206667;103:10300:8:Z3347408882;
Cc1c[nH]c2c1C(=O)CC(C)(C)C2,108,103:10300:7:Z2224537245;103:10301:6:Z2911910956;103:10301:6:Z3209388285;
Cc1cccc2c1CC(C)(C)NC2,52,103:10300:7:Z3356133021;103:10300:9:Z2696321519;103:10304:4:Z3356133041;
C1COC2(CCC3(CC2)OCCO3)CN1,71,103:10300:7:Z3641347749;103:10301:5:Z3533475129;103:10302:3:Z4199067536;
CC1(C)CNCc2ccoc2C1,129,103:10300:7:Z3590292814;103:10300:8:Z3590290966;103:10300:9:Z3590298242;
Cc1nnc2ccccc2c1C,157,103:10300:7:Z3051665411;103:10300:8:Z3051083120;103:10301:5:Z4242489414;
c1[nH]nc2c1COC2,118,103:10300:7:Z5000695870;103:10300:8:Z5001600575;103:10301:6:Z5000930896;
Clc1ccc2c(c1)CCCC2,251,103:10300:7:Z3360530678;103:10300:7:Z3360542578;103:10300:7:Z3361259458;
CN1CNC(=O)C12CNC2,153,103:10300:7:Z3614827975;103:10301:0:Z4350786731;103:10301:1:Z3621727025;
NC1CCNCC12CCC2,106,103:10300:7:Z3519710236;103:10300:8:Z3498537182;103:10301:2:Z3519708018;
Cc1csc2ncccc12,286,103:10300:7:Z4608405860;103:10300:7:Z2394929800;103:10300:7:Z3056989821;
c1cnc2c(c1)COC2,437,103:10300:7:Z4484686331;103:10300:9:Z4418723285;103:10301:2:Z4423258741;
CC1=NOCC1C,1130,103:10300:7:Z4934017000;103:10300:7:Z4934017005;103:10301:1:Z4934124622;
Oc1ncnc2c1CNC2,64,103:10300:7:Z3393406544;103:10301:1:Z3474839946;103:10302:4:Z3364692020;
Cc1cc(Cl)ccc1F,550,103:10300:7:Z1952793351;103:10301:2:Z4421931133;103:10302:1:Z1934466259;
O=C1CCNC2CCCN12,147,103:10300:7:Z2964505634;103:10301:3:Z3987830426;103:10302:2:Z3054206351;
OC1CNCCC1F,160,103:10300:7:Z4772558007;103:10301:4:Z3207817806;103:10301:7:Z3185411491;
c1cc2cnccc2cn1,175,103:10300:7:Z4276159036;103:10300:7:Z4232450361;103:10300:8:Z4590334261;
Cc1cc(Cl)c2c(c1)CCNC2,87,103:10300:7:Z3060368935;103:10301:6:Z3174811917;103:10301:9:Z3060368635;
CC1CC(C)(C)c2ccccc2N1,34,103:10300:7:Z1885055506;103:10306:2:Z1885050427;103:10308:4:Z1743768505;
c1ccc2c(c1)COC21CCNC1,157,103:10300:7:Z1744772260;103:10300:7:Z2122331089;103:10300:7:Z3196311172;
CC1CCOCN1,55,103:10300:7:Z3055068398;103:10301:6:Z3618427595;103:10301:7:Z3618426567;
NC1CCC12CC2,48,103:10300:7:Z3806977285;103:10301:1:Z3807160692;103:10301:1:Z3807134014;
C1CC2COCC1N2,170,103:10300:7:Z2334604736;103:10301:2:Z2305243068;103:10301:4:Z2311878381;
O=c1[nH]c2cc(F)ccc2o1,172,103:10300:7:Z4645176992;103:10300:9:Z2960788527;103:10301:1:Z2436436971;
Cc1nn2c(c1N)NCCC2,50,103:10300:7:Z4448473118;103:10302:5:Z4448471647;103:10303:6:Z4448473658;
C1COC2COCCC2N1,128,103:10300:7:Z2964861417;103:10301:9:Z3054217380;103:10301:9:Z3054217452;
Oc1ccc2cccc(O)c2c1,86,103:10300:7:Z2879680711;103:10302:9:Z3054988509;103:10302:9:Z2907406816;
FC1(F)CCCOCC1,243,103:10300:7:Z3598050326;103:10300:9:Z3598052390;103:10300:9:Z4642508591;
Cc1ncn2ccccc12,248,103:10300:7:Z4574146934;103:10300:8:Z2962520870;103:10302:2:Z2637237051;
CC1CNCC(=O)C1,53,103:10300:7:Z4136581634;103:10300:7:Z3060333094;103:10301:0:Z4150192054;
Cc1nc(Cl)n[nH]1,3,103:10300:7:Z2918730873;103:10372:5:PV-002447376958;103:10398:1:PV-002240831602;
CC1NCCn2nccc21,123,103:10300:7:Z5007011416;103:10301:0:Z5017697882;103:10301:4:Z5007013308;
OC1CCC2CC1CN2,129,103:10300:7:Z3987993225;103:10300:7:Z2946520335;103:10301:0:Z2953562962;
CC1(C)CCNCC2CCOC21,192,103:10300:7:Z3611164316;103:10301:0:Z3611169286;103:10301:1:Z3611169276;
CC1(C)CC(C)(C)C1O,139,103:10300:7:Z4257455767;103:10301:9:Z3662373119;103:10302:4:Z3662367023;
O=S1(=O)CC2(CNC2)C1,156,103:10300:7:Z3176637329;103:10301:3:Z3175209337;103:10301:6:Z2911910956;
Cc1cn(C)nn1,83,103:10300:7:Z3362096917;103:10303:6:Z3382606309;103:10305:2:Z3363022865;
CC1C2CNC1C2,30,103:10300:7:Z4576304466;103:10301:2:Z2610102401;103:10302:9:Z3568843535;
Nc1cnns1,31,103:10300:7:Z2449390595;103:10304:8:Z4061184698;103:10309:2:Z2448429580;
Cc1nc2[nH]ccc(=O)n2n1,61,103:10300:7:Z4127785441;103:10301:4:Z3254898977;103:10301:5:Z4128654566;
CC1CCCC(=O)NC1,35,103:10300:7:Z3781667959;103:10302:6:Z3639411622;103:10302:7:Z3639993465;
C1CCC2(C1)CCN2,126,103:10300:7:Z2483676332;103:10301:1:Z2476596001;103:10301:2:Z3201794473;
C1CC2(CCN1)OC1CC2C1,33,103:10300:7:Z3414407314;103:10301:9:Z4210091435;103:10303:5:Z3414278180;
CN1CC2CNCCN2C1=O,297,103:10300:7:Z1905671207;103:10301:2:Z3558433831;103:10301:2:Z1903707550;
C1CCCCCNCCCC1,31,103:10300:7:Z3518695209;103:10303:1:Z3687331843;103:10308:3:Z5007791740;
CN1CCNc2ncccc2C1,132,103:10300:7:Z4126847313;103:10300:9:Z4654411160;103:10301:7:Z4126858209;
CN1CCC2(CCCCC2)CC1,90,103:10300:7:Z3355960847;103:10301:1:Z4323938358;103:10301:7:Z2909253212;
Cn1ccn(C)c1=O,673,103:10300:7:Z3640686572;103:10300:7:Z2892843543;103:10300:9:Z2918491428;
CN1C(=O)CNCc2ccccc21,152,103:10300:7:Z3575718600;103:10301:3:Z2691259819;103:10301:4:Z4000307701;
CC1(C)CNCC(O)C(O)C1,185,103:10300:7:Z4423918246;103:10300:8:Z4492528716;103:10301:0:Z3912818292;
N=S1(=O)CC2(CNC2)C1,33,103:10300:7:Z4199903244;103:10302:5:Z4138775399;103:10307:0:Z4186555094;
OC1CCC2CCNC12,387,103:10300:7:Z2723084916;103:10300:7:Z3716068742;103:10301:3:Z3696203441;
Cc1cc2c(=O)[nH]cnc2s1,59,103:10300:7:Z1011220888;103:10302:2:Z281808334;103:10302:8:Z1533164216;
Cc1ccc2ccoc2n1,83,103:10300:7:Z1740145717;103:10301:6:Z2607290478;103:10302:3:Z1657812245;
Cc1nc(N)c2c(C)csc2n1,105,103:10300:7:Z1728039635;103:10300:9:Z1614674280;103:10301:6:Z3598023480;
CC1(C)CC(O)CO1,219,103:10300:7:Z4310680901;103:10301:0:Z4271844737;103:10301:0:Z4310914123;
O=S1(=O)N=C2CCNCC2=CN1,51,103:10300:7:Z3583579983;103:10302:4:Z3583576902;103:10302:7:Z3583576993;
CC1(C)OC2CCC1CC2,197,103:10300:7:Z4206415374;103:10301:1:Z5042976610;103:10302:0:Z3643089376;
CC1CCSC1,730,103:10300:7:Z3085339129;103:10300:8:Z3443854181;103:10300:9:Z2077806851;
CN1CCC2CCC(C1)N2,126,103:10300:7:Z3987552071;103:10301:5:Z2952323454;103:10301:6:Z2983454917;
O=C1CCc2cc(Cl)ccc21,158,103:10300:7:Z2443824919;103:10301:2:Z2011240363;103:10301:2:Z2011247947;
NC1CCNCCC1(F)F,123,103:10300:7:Z3520082208;103:10301:3:Z4055646371;103:10301:6:Z3520082472;
Clc1cccc2c1CC1CC21,171,103:10300:7:Z2705020634;103:10300:9:Z3119020393;103:10300:9:Z3119004059;
CC1(C)CCc2ccc(=O)[nH]c2C1,122,103:10300:7:Z3358146418;103:10301:1:Z3370658782;103:10301:6:Z3991014933;
Cc1csc(N)c1,49,103:10300:7:Z3864301776;103:10305:0:Z3865441451;103:10305:6:Z3888552408;
Cn1cc2c(n1)CCSC2,394,103:10300:7:Z3652378566;103:10301:0:Z2842153443;103:10301:0:Z4184018366;
O=C1NCCCc2ncsc21,53,103:10300:7:Z3708992317;103:10301:7:Z4150813200;103:10301:9:Z3244359203;
c1cc2c(nn1)CCCC2,295,103:10300:7:Z3838257923;103:10301:0:Z3833494992;103:10301:2:Z4166213718;
O=c1cc[nH]c2ccc(F)cc12,104,103:10300:7:Z3982974343;103:10301:0:Z3899563396;103:10301:3:Z4317463037;
Clc1ccc2c(c1Cl)CCNC2,80,103:10300:7:Z1015876428;103:10301:0:Z1653819633;103:10301:0:Z1168583727;
Cn1cc[nH]c1=O,2797,103:10300:7:Z2626169630;103:10300:8:Z2636889913;103:10301:1:Z2764226435;
CC1(C)NCCCNC1=O,110,103:10300:7:Z4111186451;103:10300:7:Z3894899720;103:10301:0:Z3060542215;
O=S1(=O)NCc2ccccc21,195,103:10300:7:Z3652474501;103:10301:9:Z3609426861;103:10303:8:Z3652477743;
Cc1nccc(Cl)n1,68,103:10300:7:Z1324015028;103:10301:0:Z1039065332;103:10302:0:Z1900724572;
C1NC2CC1C1CC21,53,103:10300:7:Z3694692120;103:10301:4:Z3694004126;103:10305:9:Z3655726419;
c1ccc2nc3c(cc2c1)CCCCC3,10,103:10300:7:Z2017020864;103:10307:0:Z2156844161;103:10307:0:Z2157287155;
CC1NCCc2cc(O)ccc21,221,103:10300:7:Z3788555722;103:10300:9:Z3678994304;103:10301:4:Z3443248400;
c1ncc2c(n1)CCCCC2,209,103:10300:7:Z3603013529;103:10301:2:Z4141579422;103:10301:2:Z1486478312;
CC1(C)CNCC(N)C1,102,103:10300:7:Z3890668115;103:10305:6:Z3140461766;103:10306:7:Z3347108262;
C1CNC2CCOCC2C1,365,103:10300:7:Z3667925758;103:10301:3:Z4114493211;103:10301:3:Z4303164455;
c1cn2c(n1)NCCCC2,56,103:10300:7:Z4335761515;103:10301:0:Z4335754509;103:10301:3:Z4335761929;
Cc1ncncn1,100,103:10300:7:Z1798463023;103:10301:6:Z2273309442;103:10303:1:Z3830776329;
O=C1CC2CCC(CN1)N2,217,103:10300:7:Z1335724348;103:10300:8:Z1335782372;103:10301:2:Z1335422196;
c1ccc2c(c1)CCC1CNC21,73,103:10300:7:Z4465828975;103:10301:2:Z4478534155;103:10301:4:Z4478527608;
CN1CCC2CCNC2C1,184,103:10300:7:Z3694225679;103:10300:9:Z4775522905;103:10301:3:Z3618105915;
CC1(C)CNc2cccnc21,152,103:10300:7:Z4132321012;103:10300:9:Z4051708512;103:10301:1:Z4051703498;
Cc1n[nH]c2nc(O)ccc12,71,103:10300:7:Z2204194939;103:10300:9:Z2087681768;103:10301:6:Z2457315247;
CC1(C)CNc2cccnc2N1,71,103:10300:7:Z4870425814;103:10300:8:Z4870427307;103:10301:1:Z4870432035;
Cc1cc2cccc(C)c2s1,45,103:10300:7:Z2370657907;103:10301:1:Z2370625557;103:10302:2:Z2370623832;
CC1CCCCC1(C)C,75,103:10300:7:Z3788216256;103:10302:7:Z3652700916;103:10302:9:Z3652701571;
C1CCC2=C(C1)CCCO2,19,103:10300:7:Z4251843198;103:10302:2:Z4251480876;103:10303:8:Z4257584059;
Cc1nc2cc(Cl)ccc2s1,74,103:10300:7:Z5057640559;103:10303:4:Z1964917849;103:10303:7:Z1971494839;
Nc1cnn2c1NCCC2,39,103:10300:7:Z4421229549;103:10301:9:Z4421228630;103:10302:0:Z4421240043;
Oc1ccc2c(c1)NCC2,88,103:10300:7:Z4252287859;103:10303:3:Z4232063169;103:10304:0:Z4268463365;
C1CC2(CCN1)CCO2,115,103:10300:7:Z4971890216;103:10301:0:Z4971936234;103:10301:0:Z4971939503;
Cc1ccc2c(c1F)CCCN2,65,103:10300:7:Z4132547094;103:10302:3:Z4132544880;103:10302:4:Z4132547886;
CN1CCNc2ccccc2C1,141,103:10300:7:Z3840957481;103:10300:8:Z2226713629;103:10301:6:Z2190300121;
CC1(C)NCCc2ccccc21,135,103:10300:7:Z4324952187;103:10301:3:Z3299386746;103:10301:4:Z1584420741;
OC1COc2ccccc2C1,299,103:10300:7:Z4959938118;103:10300:7:Z4959938062;103:10303:3:Z4929646715;
Cc1ccc2n[nH]cc2c1,158,103:10300:7:Z3642626373;103:10300:9:Z4472717285;103:10301:5:Z4050929453;
c1ccc2c(c1)CC1(CCNC1)C2,105,103:10300:7:Z1840565715;103:10302:1:Z4175629635;103:10303:4:Z2834845789;
CN1CC2CCC1CN2,39,103:10300:7:Z4202388907;103:10301:8:Z4276737072;103:10304:0:Z4221949527;
Clc1ccc2c(c1)CNCCO2,102,103:10300:7:Z4347558378;103:10301:2:Z4412743603;103:10301:2:Z4353731163;
NC1CCCOC1,295,103:10300:7:Z4063402859;103:10301:0:Z4116105390;103:10301:3:Z2872970685;
Cc1ccc2c(c1)CNC(C)(C)C2,51,103:10300:7:Z2232179548;103:10301:1:Z3795242847;103:10301:8:Z3551641643;
c1ncc2c(n1)NCCN2,50,103:10300:7:Z4335664579;103:10302:7:Z4335662839;103:10303:9:Z4923195771;
Nc1ccncc1F,540,103:10300:7:Z4312578768;103:10300:7:Z4311651097;103:10301:1:Z4309937692;
Cc1cncc(O)c1,114,103:10300:7:Z1943639109;103:10301:0:Z2646993603;103:10301:2:Z1746427590;
Cc1nn2c(c1Cl)NCCC2,46,103:10300:7:Z3086721781;103:10302:6:Z3086719174;103:10303:1:Z3086722313;
O=S1(=O)CCC12CCCC2,107,103:10300:7:Z4076952013;103:10301:0:Z3404733301;103:10301:1:Z4199037936;
c1ccc2c(c1)NCC21CCC1,82,103:10300:7:Z2358839910;103:10301:1:Z4114810902;103:10302:4:Z1921273788;
Cc1cc2ccc(Cl)cc2cn1,19,103:10300:7:Z4872221931;103:10304:4:Z4872221825;103:10310:9:Z4872210174;
C1CNC2CCOC2C1,264,103:10300:7:Z4578479319;103:10300:7:Z2485646227;103:10300:7:Z2477255100;
Clc1cccc2nonc12,79,103:10300:7:Z2214057835;103:10302:5:Z2214047048;103:10303:8:Z2352705926;
O=c1c2ccccc2nc2n1CCC2,115,103:10300:7:Z4042204745;103:10301:4:Z2298301314;103:10302:3:Z1416540223;
Cc1cc2[nH]c(=O)ccn2n1,154,103:10300:7:Z1005579808;103:10300:7:Z2989311506;103:10301:6:Z1712873710;
c1cn2c(n1)SCCC2,35,103:10300:7:Z3167177649;103:10301:1:Z3167179172;103:10301:7:Z3167180736;
NC1CC(F)(F)C1,66,103:10300:7:Z3514391974;103:10300:9:Z3515955308;103:10306:4:Z3515297920;
CC1Cc2ccccc2C(C)N1,63,103:10300:7:Z1639756760;103:10300:8:Z2474382141;103:10301:5:Z2600056359;
Cc1cc(N)[nH]n1,313,103:10300:7:Z4105119555;103:10300:9:Z3208293438;103:10301:1:Z3865873261;
Cc1cc(O)c2ccccc2n1,54,103:10300:7:Z2637278644;103:10302:4:Z4350019218;103:10304:1:Z4070760589;
CC1(C)CCCCS1(=O)=O,150,103:10300:7:Z4608692940;103:10301:1:Z3393775190;103:10301:3:Z5045099501;
c1cc2n(c1)CCC2,879,103:10300:7:Z4021827254;103:10301:3:Z2594663085;103:10301:3:Z2594619792;
CC1CN(C)C(C)CN1,129,103:10300:7:Z4666528937;103:10300:8:Z4665495588;103:10301:9:Z4667553711;
CC1CCNC2C(=O)NCC12,162,103:10300:7:Z3797727055;103:10301:1:Z3882210021;103:10301:4:Z3809494714;
O=S1(=O)CCNCCCCN1,205,103:10300:7:Z3713488764;103:10301:7:Z3658522141;103:10302:0:Z3656960735;
CC12CCCC(CN1)C2,135,103:10300:7:Z4780943207;103:10301:1:Z3259464906;103:10301:8:Z3620383381;
O=C1COc2cccnc2N1,297,103:10300:7:Z4991677870;103:10300:9:Z4991924259;103:10300:9:Z4992047863;
Cc1cc(C)c(C)c(C)c1C,271,103:10300:7:Z4289602319;103:10300:8:Z1437282044;103:10300:9:Z2370824991;
CC1CNC2CCCCC12,104,103:10300:7:Z1643929857;103:10300:9:Z1644980955;103:10301:9:Z1644305947;
CN1Cc2ccccc2C1,499,103:10300:7:Z4277869796;103:10300:8:Z3829995799;103:10301:1:Z4348880903;
Cc1csc2cc(F)ccc12,103,103:10300:7:Z3602223599;103:10303:9:Z3610283477;103:10307:1:Z2110153365;
c1cn2c(n1)CCNCCCCCC2,155,103:10300:7:Z4344507455;103:10301:1:Z4347473479;103:10301:6:Z4347470892;
Cc1coc2c1C(=O)CC(C)(C)C2,107,103:10300:7:Z1222686067;103:10301:5:Z2312761317;103:10302:5:Z3831242161;
CC1CSc2ccccc2CN1,95,103:10300:7:Z1730493494;103:10301:5:Z4320541096;103:10301:9:Z5020007429;
CC12CC(C1)C2,777,103:10300:7:Z4130370086;103:10301:3:Z3845185584;103:10302:4:Z3997459105;
Cc1csc(Cl)n1,90,103:10300:7:Z1331947891;103:10301:3:Z1335166510;103:10302:4:Z1383828334;
CN1CCCC2CCCC21,17,103:10300:7:Z2071885858;103:10305:9:Z2071756805;103:10312:0:Z2071739817;
NC1CCCNC1=O,119,103:10300:7:Z4063232031;103:10301:4:Z3495661162;103:10301:9:Z3518795699;
CC1(C)CCC1=O,154,103:10300:7:Z4313123906;103:10300:7:Z3309332508;103:10301:0:Z3950214504;
c1ccc2c(c1)C1CNC2C1,58,103:10300:7:Z3867609532;103:10301:5:Z3788079716;103:10302:6:Z3787967852;
OC1CCOC2(CCNCC2)C1,194,103:10300:7:Z2919322415;103:10301:2:Z2952371992;103:10301:7:Z2919169678;
O=C1CCSc2ccccc21,175,103:10300:7:Z3405857434;103:10300:9:Z3702267781;103:10301:1:Z4577700412;
Cc1cc(F)ccc1Cl,57,103:10300:7:Z1783511293;103:10301:3:Z1781069720;103:10301:9:Z5024924616;
CC1CCN(C)CC1,924,103:10300:7:Z1885059245;103:10300:7:Z2800860011;103:10300:8:Z3352065981;
Cc1nc2cc(F)c(F)cc2[nH]1,151,103:10300:7:Z3856164707;103:10301:2:Z1950094338;103:10302:0:Z2963616429;
CC1(C)NCCC1=O,94,103:10300:7:Z4003788601;103:10301:1:Z4204925346;103:10301:9:Z4203733172;
O=C1CCCc2cc(Cl)ccc2N1,69,103:10300:7:Z4003788601;103:10302:5:Z3820677174;103:10302:8:Z2792451172;
CC1(O)CC2(CNC2)C1,191,103:10300:7:Z4185939170;103:10300:8:Z4157786170;103:10301:1:Z4152781974;
Cc1nnc2cnccn12,113,103:10300:7:Z1341630745;103:10301:2:Z2143537305;103:10302:2:Z1343173898;
Fc1cccc2c1CCN2,252,103:10300:7:Z1689980348;103:10301:2:Z1689901783;103:10301:4:Z1689981913;
NC1CC2CNC(C1)C2,80,103:10300:7:Z3137810324;103:10301:0:Z2997633097;103:10301:0:Z2997817586;
CC1CC2CCC(C1)S2(=O)=O,118,103:10300:7:Z3569966778;103:10300:8:Z3053297591;103:10301:0:Z3053285675;
Cn1c(=O)c2ccccc2n(C)c1=O,73,103:10300:7:Z2932337995;103:10302:8:Z3580936203;103:10306:5:Z4216725639;
O=S1(=O)CC2(CC2)CN1,41,103:10300:7:Z4761275470;103:10300:8:Z3634210898;103:10302:1:Z3634046143;
O=C1CC2CCCC(CN1)N2,222,103:10300:8:Z3612855967;103:10300:8:Z3612855022;103:10301:0:Z3597411878;
Fc1ccc2c(c1)CCN2,183,103:10300:8:Z3669650164;103:10301:4:Z3983925244;103:10301:7:Z2013403251;
c1ncc2c(n1)CCOC2,523,103:10300:8:Z2475760810;103:10301:1:Z3390884024;103:10301:2:Z4234381737;
c1ccc2c(c1)CNCC1(CNC1)O2,77,103:10300:8:Z4212161241;103:10301:0:Z4212147959;103:10301:6:Z4212164794;
Cc1c(Cl)cc(Cl)c2nccc(=O)n12,45,103:10300:8:Z1882484139;103:10302:6:Z974976940;103:10302:7:Z1728812680;
Clc1cc2c(s1)C1(CCNCC1)OCC2,59,103:10300:8:Z3892853597;103:10302:0:Z4274117156;103:10303:3:Z4506215931;
NC1CCC2CCNC12,54,103:10300:8:Z3868989036;103:10301:2:Z3868989531;103:10301:3:Z3889442316;
CC1CCC2CCCNC2C1,25,103:10300:8:Z3641456083;103:10302:4:Z3641467814;103:10305:5:Z3551408181;
CC1(C)NCCC1N,51,103:10300:8:Z5005124786;103:10302:7:Z5005122822;103:10306:0:Z5005139088;
Cc1ccc(F)c2c1CCCN2,83,103:10300:8:Z1167293967;103:10301:8:Z5024419700;103:10302:3:Z1882456613;
O=C1NC2CC(N1)c1c(F)cccc1O2,4,103:10300:8:Z3630520674;103:10305:5:Z4212881596;103:10339:1:Z4212848807;
Oc1cccc2occc12,293,103:10300:8:Z3589062488;103:10301:5:Z1890004695;103:10301:5:Z3868432837;
Cn1ccc(=O)c(O)c1,82,103:10300:8:Z1498738849;103:10301:0:Z3843577998;103:10301:9:Z1348326062;
Clc1ccc2nn[nH]c2c1,9,103:10300:8:Z229373908;103:10302:7:Z1329169414;103:10317:2:Z1329169422;
CC1(C)CNc2cc(F)ccc21,108,103:10300:8:Z4613390422;103:10301:5:Z3554429854;103:10301:9:Z3517144551;
Cc1ccnc2c1CCN2,108,103:10300:8:Z4666331140;103:10300:8:Z4929287316;103:10301:7:Z4126700338;
C1CC2OC1C1CCC21,29,103:10300:8:Z4399184351;103:10300:8:Z4399302486;103:10303:1:Z4399315651;
O=S1(=O)CCNCC12CCCCC2,207,103:10300:8:Z1416759926;103:10301:2:Z4289302839;103:10301:7:Z2222846193;
CC1CC(=O)NC(=O)N1,35,103:10300:8:Z3211170821;103:10300:8:Z3211170823;103:10300:8:Z3211170825;
Fc1cc(F)c2c(c1)CCNC2,127,103:10300:8:Z3209417077;103:10300:9:Z3209548917;103:10302:4:Z4409851059;
O=S1(=O)CC2(CCCC2)CN1,57,103:10300:8:Z3796898094;103:10302:9:Z3796900430;103:10303:0:Z4151357286;
CC1C(=O)Nc2ccccc2N1C,155,103:10300:8:Z4317672909;103:10300:8:Z4317554247;103:10300:8:Z2440172398;
CC1(N)CCNCC1,99,103:10300:8:Z4053758320;103:10300:9:Z2440974749;103:10301:9:Z2440977436;
OC1CCCCCC1O,113,103:10300:8:Z2862961602;103:10301:1:Z3204774203;103:10301:6:Z4311964285;
CC1(C)CNCC2CCOC2C1,206,103:10300:8:Z3323959481;103:10300:8:Z4023007428;103:10300:9:Z4511273132;
C1CC2CNOC2C1,81,103:10300:8:Z3048836927;103:10302:5:Z4060355018;103:10303:9:Z4521251327;
c1cnc2ncncc2n1,21,103:10300:8:Z1502756449;103:10312:9:Z1837796337;103:10315:5:Z1502703718;
Cc1cc(C)c2ccccc2n1,260,103:10300:8:Z2232062858;103:10301:0:Z4049705523;103:10301:3:Z2298989445;
CC1(O)CCS(=N)(=O)CC1,52,103:10300:8:Z4477417897;103:10301:1:Z4477421811;103:10301:5:Z4477420232;
CN1CCCNc2cc(Cl)ccc21,57,103:10300:8:Z4263261176;103:10301:6:Z5000553700;103:10302:2:Z4400792628;
Nc1ccnc(O)c1Cl,164,103:10300:8:Z4291384999;103:10311:6:Z4296553405;103:10311:9:Z4238740010;
c1ccc2c(c1)ncc1cncn12,31,103:10300:8:Z2699758565;103:10301:6:Z2699634507;103:10302:4:Z2699837767;
Cc1nscc1Cl,55,103:10300:8:Z2109661539;103:10301:9:Z1721298699;103:10302:6:Z2109687787;
Cc1ccnc2c(Cl)cccc12,109,103:10300:8:Z2773459847;103:10301:2:Z2772332436;103:10303:0:Z2782963518;
