fragment_smiles,occurences,example_ligands
Cc1cnc[nH]1,3472,16:01600:0:Z3613159113;16:01600:0:Z2702223024;16:01600:0:Z2791613815;
CC12CCC(=O)N1CCCN2,83,16:01600:9:Z4227056390;16:01603:8:Z4378561302;16:01604:5:Z4227061105;
Cc1cc(C)c2c(c1)NCCC2,75,16:01600:9:Z1881652576;16:01602:7:Z3101213535;16:01603:6:Z2493406206;
Cc1ccc2nc(C)ccc2c1,93,16:01600:9:Z3539119620;16:01602:1:Z3831281315;16:01602:1:Z3831722847;
O=c1ccoc2ccc(Cl)cc12,21,16:01600:9:Z2088104872;16:01610:2:Z2610805649;16:01617:6:Z450808250;
Clc1c[nH]c(Cl)n1,86,16:01600:9:Z4203360556;16:01602:2:Z4210451731;16:01602:8:Z4209240522;
CC1(C)CCCS1(=N)=O,70,16:01600:9:Z3520597750;16:01601:5:Z3520596441;16:01601:7:Z4055676360;
O=c1[nH]cnc2ccncc12,93,16:01600:9:Z4228513341;16:01601:3:Z4391016062;16:01602:4:Z4224312035;
CN1CCc2ccccc2CC1=O,24,16:01600:9:Z4031299080;16:01601:8:Z4031299439;16:01602:2:Z4004394684;
CC1CCCC(C)N1C,128,16:01600:9:Z3802647142;16:01603:1:Z3805547725;16:01603:2:Z3805025282;
O=C1CSc2ncccc2N1,104,16:01600:9:Z4138520048;16:01602:2:Z2350238769;16:01602:3:Z2232756397;
OC1CNCC2(CCCC2)C1,241,16:01600:9:Z3601762836;16:01601:4:Z4204046665;16:01602:6:Z4101251956;
CC1(C)CNCc2cccc(F)c21,48,16:01600:9:Z4329427296;16:01602:6:Z4315688496;16:01603:6:Z4317583722;
Clc1cccc2c1OCCC2,116,16:01600:9:Z2228881502;16:01602:1:Z4482418576;16:01604:1:Z2350982458;
c1nnc2n1CC1CC21,10,16:01600:9:Z3773590369;16:01600:9:Z3773590519;16:01615:5:Z3773590111;
O=c1[nH]cnc2c1CNCC2,121,16:01600:9:Z2069145494;16:01601:0:Z3832288483;16:01601:1:Z1610062558;
O=C1Nc2ccccc2C12CCCCC2,6,16:01600:9:Z3641877910;16:01615:9:Z3246763141;16:01642:9:Z3497127413;
O=C1CCCc2ccncc21,145,16:01600:9:Z2771734336;16:01600:9:Z2771725967;16:01600:9:Z2478990957;
NC1CC2(C1)CC1(CCC1)C2,44,16:01600:9:Z3831121916;16:01601:5:Z3516932836;16:01604:8:Z4317854087;
Cc1cc(=O)cco1,226,16:01600:9:Z1981128559;16:01601:3:Z2960905899;16:01603:0:Z3522662587;
NC1CCNCC12CCC2,252,16:01600:9:Z3795034726;16:01601:0:Z4740335987;16:01601:5:Z3519706290;
O=c1[nH]cnc2cnccc12,161,16:01600:9:Z1742867387;16:01601:2:Z1778723929;16:01602:6:Z2506222983;
Clc1csc2sccc12,163,16:01600:9:Z4181417278;16:01601:7:Z1954381131;16:01602:2:Z3522206441;
C1CCC2(CC1)CNCCN2,123,16:01600:9:Z3795398797;16:01601:3:Z2229852978;16:01602:0:Z4056037980;
C1NC2CC3CC1CC(C3)C2,29,16:01600:9:Z905884452;16:01602:7:Z2353461054;16:01605:6:Z2255148274;
Oc1ncnc2ncccc12,75,16:01600:9:Z3636846764;16:01604:6:Z3636882967;16:01606:1:Z3824450315;
CC1CCCCNC1,598,16:01600:9:Z1724739333;16:01601:0:Z4349885676;16:01601:2:Z2636451929;
Oc1cccc(Cl)c1Cl,10,16:01600:9:Z2303014652;16:01609:2:Z1146449554;16:01632:3:Z1146448442;
O=C1CNC2(CNC2)C1,30,16:01600:9:Z4205212121;16:01608:0:Z4205211676;16:01610:4:Z3622012510;
c1occ2c1CCCC2,341,16:01600:9:Z2594528955;16:01601:2:Z2672740671;16:01601:4:Z2661145231;
O=S1(=O)CCCC2(CCN2)C1,180,16:01600:9:Z3628720473;16:01601:2:Z3521629669;16:01601:7:Z3628737052;
CC12CCCCC1CCC2,20,16:01600:9:Z4347699715;16:01607:2:Z3360270157;16:01613:4:Z3360001397;
CC12CNCC1(C)CNC2,252,16:01600:9:Z2700177334;16:01601:9:Z2722539628;16:01602:7:Z2791368214;
CC1(C)CNc2cccnc2N1,47,16:01600:9:Z4870419668;16:01602:3:Z4870420548;16:01602:3:Z4870427359;
OC1CCNC2(CCC2)C1,244,16:01601:0:Z2928643548;16:01601:0:Z4274913939;16:01601:3:Z2779126044;
Oc1cccc2cccc(O)c12,13,16:01601:0:Z4311935746;16:01607:9:Z4309612310;16:01632:3:Z4310807383;
Cc1cnn2ccccc12,185,16:01601:0:Z3944139035;16:01601:1:Z3831047988;16:01601:2:Z4045765877;
C1CC2(C1)CNCCN2,242,16:01601:0:Z4643168575;16:01601:6:Z4055462023;16:01603:1:Z3385159236;
C1CC2CC3CC1CC2C3,76,16:01601:0:Z2840453836;16:01601:4:Z2803276517;16:01604:8:Z2840454181;
Cn1nnc2cncnc21,252,16:01601:0:Z4138870093;16:01601:1:Z4343827610;16:01603:2:Z3394023413;
O=S1(=O)CCC2(CC1)CNCCO2,50,16:01601:0:Z3079148696;16:01609:2:Z4269003819;16:01612:0:Z4508192680;
CC1CC(C)n2ncnc2N1,93,16:01601:0:Z3651355990;16:01601:1:Z4364795028;16:01601:3:Z4364794306;
OC1CC2CC1CC21OCCO1,5,16:01601:0:Z4264077502;16:01626:7:Z4263564060;16:01640:4:Z4268655679;
C1CNC2(C1)COC2,278,16:01601:0:Z4247400997;16:01601:7:Z3640458362;16:01601:7:Z4214489234;
Cc1n[nH]c(C)c1Cl,362,16:01601:0:Z2454263761;16:01601:2:Z1767791941;16:01601:2:Z2357257275;
C1CC2(CNC2)N1,385,16:01601:0:Z3104110026;16:01601:4:Z4028665878;16:01601:6:Z4028668996;
C1CNCNC1,19,16:01601:0:Z4285347815;16:01604:5:Z3208606473;16:01606:9:Z4101125598;
Cc1noc2ccncc12,239,16:01601:0:Z4228278356;16:01602:0:Z4230068429;16:01602:2:Z4191932906;
C=C1CCOC(C)C1,89,16:01601:0:Z4188621751;16:01603:0:Z4630189844;16:01603:4:Z4188624939;
Cc1ncc2c(C)csc2n1,158,16:01601:0:Z1724453222;16:01602:2:Z2607192590;16:01602:2:Z2358781953;
C1=NCC2(CCOCC2)N1,43,16:01601:0:Z4001750997;16:01601:0:Z4001752252;16:01601:3:Z4001753070;
Cc1cc(=O)n2[nH]c(C)nc2n1,8,16:01601:0:Z2898282178;16:01609:3:Z2898283857;16:01625:0:Z2898283180;
Cc1ccc(O)cc1F,14,16:01601:0:Z4223443501;16:01612:7:Z4223443104;16:01616:7:Z4703591758;
Cc1cccc2cccnc12,453,16:01601:0:Z2371580176;16:01602:0:Z2770325996;16:01602:0:Z1493429096;
CC1CNc2cnccc2O1,84,16:01601:0:Z4556810583;16:01602:2:Z4526031759;16:01602:7:Z4651294353;
Cc1c(F)cc(F)cc1Cl,93,16:01601:0:Z2474301718;16:01601:7:Z4665684143;16:01604:5:Z4384175070;
c1cnc2sccc2n1,54,16:01601:0:Z3665233431;16:01602:9:Z3712603435;16:01602:9:Z3671307687;
Cc1ccc2ccc(O)cc2n1,30,16:01601:0:Z4226920920;16:01602:1:Z4233757609;16:01605:5:Z4228521813;
Cc1cc2ccccc2n(C)c1=O,23,16:01601:0:Z2210485132;16:01604:6:Z3633630914;16:01612:7:Z2201748726;
Nc1ncnc2[nH]cnc12,184,16:01601:0:Z2719965514;16:01602:4:Z1432340322;16:01602:9:Z1352235777;
Cn1ncc2cnc(N)nc21,117,16:01601:0:Z3395932779;16:01601:8:Z2506415826;16:01602:0:Z2506320805;
O=C1CCSc2ccccc21,67,16:01601:0:Z3516385657;16:01601:4:Z3441805043;16:01604:2:Z3553328596;
C1CCC2(CCNC2)CNC1,146,16:01601:0:Z4204602253;16:01601:0:Z2872933008;16:01601:3:Z2904701740;
Cc1nc2ccccc2n(C)c1=O,19,16:01601:0:Z4241069108;16:01609:6:Z4280134978;16:01609:6:Z4147494401;
Cc1ccc(F)c2[nH]ccc12,68,16:01601:0:Z2708929240;16:01602:6:Z4221445073;16:01602:6:Z4220693211;
c1cc2c(cn1)CNC2,244,16:01601:0:Z2226432307;16:01601:1:Z3549782956;16:01601:3:Z2502079481;
Cn1ncc2c(=O)[nH]ncc21,25,16:01601:0:Z3827857732;16:01601:8:Z3339877714;16:01605:5:Z3254956127;
Oc1nccc2ccccc12,6,16:01601:0:Z4922804863;16:01617:2:Z2763551959;16:01662:2:Z3347544979;
CC1(C)OC2C3CCC(C3)C2O1,52,16:01601:0:Z4186449601;16:01606:3:Z4186454613;16:01606:3:Z4186454615;
c1nc2cc3c(cc2s1)OCCCO3,4,16:01601:0:Z3533828596;16:01601:0:Z3721181569;16:01601:0:Z735392782;
O=S1(=O)CCNC2CCCC21,132,16:01601:0:Z2266392661;16:01601:3:Z2601282369;16:01601:4:Z4601492828;
O=c1ccoc2cc(Cl)ccc12,17,16:01601:0:Z2373267130;16:01602:5:Z2373337156;16:01602:5:Z2373335474;
CC12CNCC1(C)CSC2,300,16:01601:0:Z4295325466;16:01602:4:Z4406985007;16:01602:5:Z3639766324;
C1CNCC2CC2C1,265,16:01601:0:Z4204794760;16:01601:0:Z4315462875;16:01601:6:Z3518662082;
Fc1cc(F)cc(Cl)c1,305,16:01601:0:Z4884999998;16:01601:6:Z3633611768;16:01601:9:Z2190141945;
CC1CNCCCN1,239,16:01601:0:Z4272617869;16:01601:1:Z4063814764;16:01601:2:Z5017605083;
NC1CCC2(CCC2)CC1,127,16:01601:0:Z3141781514;16:01601:7:Z3522446432;16:01602:0:Z3386233258;
OC12CCNCC1COCC2,248,16:01601:0:Z4427548006;16:01601:1:Z4427556366;16:01602:2:Z4448671533;
O=C1CC2CCC1O2,220,16:01601:0:Z5045177799;16:01601:2:Z5055224213;16:01601:3:Z5044091662;
FC1(F)CCC2(CCCO2)CC1,34,16:01601:0:Z4451294844;16:01602:3:Z4451413236;16:01605:0:Z4451224303;
O=c1cc[nH]c2cc(F)c(F)cc12,8,16:01601:0:Z2959667829;16:01632:5:Z2947304097;16:01645:9:Z4023803807;
C1COC2(CCN1)CCSCC2,142,16:01601:0:Z3521482068;16:01601:0:Z4101532315;16:01601:0:Z3521476375;
O=c1[nH]c(=O)c2cc(Cl)c(F)cc2[nH]1,6,16:01601:0:Z4080778974;16:01601:0:Z4080697530;16:01601:0:Z4080779055;
Nc1cc(Cl)ccn1,72,16:01601:0:Z4614619731;16:01603:6:Z4614603441;16:01606:1:Z4614600785;
CS1(=O)=NCc2ccccc21,31,16:01601:0:Z4611070963;16:01602:9:Z4623178961;16:01605:2:Z4611068482;
OC1CCc2ccccc2NC1,34,16:01601:0:Z3715496338;16:01603:8:Z4295633654;16:01606:1:Z3715504110;
O=c1[nH]cnc2c1CCNC2,3,16:01601:0:Z1762941622;16:01601:2:Z2168989017;16:01643:5:Z1638734085;
Cc1c[nH]cc(C)c1=O,105,16:01601:0:Z3369072031;16:01601:6:Z3369070057;16:01601:8:Z3618185200;
c1ccc2c(c1)CC1(CCCN1)C2,35,16:01601:0:Z2840281511;16:01606:8:Z2840279446;16:01609:6:Z2803034373;
O=c1[nH]cnc2ncccc12,85,16:01601:0:Z4196987037;16:01601:3:Z1999654447;16:01601:6:Z4313130384;
Cc1csc(C)c1C,77,16:01601:0:Z1557459059;16:01601:4:Z1651218811;16:01601:7:Z2720878211;
C1CCC2(CC1)CCCCC2,209,16:01601:0:Z1680660138;16:01602:2:Z4025896482;16:01602:6:Z4285779112;
Nc1nc[nH]c(=O)n1,73,16:01601:0:Z4346884328;16:01602:5:Z4261683857;16:01602:6:Z4238120561;
c1n[nH]c2c1C1CCCC(C2)N1,78,16:01601:0:Z4271064269;16:01603:1:Z4271067412;16:01604:2:Z4261593038;
C1CC2(CCC3(CC2)OCCO3)CN1,23,16:01601:0:Z3775361275;16:01608:7:Z3773754949;16:01608:9:Z3790027498;
Cn1cc(F)c(=O)[nH]c1=O,29,16:01601:0:Z4216335300;16:01601:0:Z4216336644;16:01604:5:Z4216334266;
NC1CCc2ccccc2C1,106,16:01601:0:Z4429690910;16:01601:0:Z4429702269;16:01601:0:Z4429564243;
C1CC2(CCN1)CCSCC2,231,16:01601:0:Z2838624463;16:01601:0:Z2782625890;16:01601:2:Z2827613924;
C1CN2CCN1CC2,364,16:01601:0:Z3399277759;16:01601:2:Z4289196292;16:01601:2:Z4293464718;
O=c1[nH]cnn2cccc12,26,16:01601:0:Z4385296665;16:01602:8:Z2613949096;16:01611:7:Z2613950453;
C1CC2CCC1C1CNCC21,30,16:01601:0:Z4983934893;16:01609:3:Z2602231978;16:01609:4:Z2602470643;
NC1CCC12CCNCC2,228,16:01601:0:Z4116170292;16:01601:2:Z4113556459;16:01601:3:Z4113557736;
CC1CCC2(CCNC2)C1,308,16:01601:0:Z3516834022;16:01601:5:Z4504518494;16:01602:0:Z2627581920;
Cc1cc(F)cc2c1NCC2,140,16:01601:0:Z4910646319;16:01601:3:Z4906464068;16:01601:8:Z4907370335;
O=C1CCCC2CCCN12,170,16:01601:0:Z4421403088;16:01601:9:Z4563084345;16:01602:5:Z4423692212;
Cc1ccc2scnc2n1,91,16:01601:0:Z4620914730;16:01601:4:Z4612012052;16:01606:3:Z4620927929;
O=c1[nH]c2c(s1)CCCC2,44,16:01601:0:Z1674920644;16:01604:8:Z991581700;16:01606:0:Z1126753682;
Fc1cc(Cl)cc2ccoc12,58,16:01601:0:Z3668174694;16:01601:0:Z3697886437;16:01602:2:Z3669029229;
NC1CC(F)(F)C1,293,16:01601:0:Z3518336813;16:01601:8:Z3517574631;16:01601:8:Z4215464005;
N=S1(=O)CCNc2ccccc21,48,16:01601:0:Z3368769163;16:01601:5:Z3314445081;16:01604:7:Z4541618393;
FC1(F)CCC2(CCN2)CC1,132,16:01601:0:Z3657638005;16:01601:1:Z3657660253;16:01601:2:Z4491571084;
O=c1[nH]c2cc(F)ccc2o1,81,16:01601:0:Z4505201419;16:01601:0:Z4149455304;16:01601:0:Z4149455285;
NC1CCC(O)C1O,95,16:01601:0:Z4214972383;16:01603:5:Z4206105755;16:01603:6:Z4211184297;
Cc1nc2ccc(Cl)cc2[nH]1,55,16:01601:0:Z4349607402;16:01602:4:Z4466858386;16:01605:9:Z4350607083;
Cn1ccc2c(c1=O)CCNC2,85,16:01601:0:Z5063569451;16:01601:0:Z5063572121;16:01601:8:Z5063568915;
Clc1cccc2nccnc12,52,16:01601:0:Z3177588827;16:01601:8:Z4378381232;16:01603:4:Z4344470815;
CC1CCc2ncccc2N1,56,16:01601:0:Z4649900191;16:01601:1:Z4649907076;16:01601:6:Z4649900117;
Cc1nc2cnccc2[nH]1,105,16:01601:0:Z4145169007;16:01602:0:Z4935366569;16:01603:4:Z4476780483;
NC1CC2CCCC2C1,130,16:01601:0:Z4386849130;16:01602:2:Z4422383596;16:01602:4:Z4422379654;
Fc1c(Cl)ccc2cc[nH]c12,46,16:01601:0:Z3049991581;16:01604:0:Z3052089674;16:01604:3:Z3049381250;
Cc1cnc(C)c(=O)[nH]1,36,16:01601:0:Z4526240126;16:01606:5:Z4526238723;16:01612:9:Z4526240786;
CC1CC2NCCC2O1,279,16:01601:0:Z4576380694;16:01601:5:Z3511309541;16:01601:5:Z3700642232;
O=c1[nH]c(=O)c2ccccc2[nH]1,139,16:01601:0:Z2350952214;16:01602:1:Z4306222100;16:01602:2:Z2981782338;
c1ccc2c(c1)Cc1ccccc1-2,60,16:01601:0:Z3236505013;16:01602:5:Z1623599725;16:01603:8:Z1468338640;
CN1CCc2ncsc2C1,260,16:01601:0:Z5043357844;16:01601:1:Z5045459485;16:01601:1:Z5043390691;
Oc1cnnc2c(F)cccc12,18,16:01601:0:Z4307154186;16:01602:1:Z4307563908;16:01620:7:Z4308993331;
Cc1scnc1O,248,16:01601:1:Z3186207283;16:01601:2:Z3188520357;16:01605:5:Z4471368057;
O=S1(=O)CCCc2ccccc21,152,16:01601:1:Z3380412622;16:01601:2:Z3696745730;16:01602:2:Z1941299414;
Fc1cccc2c1CSCC2,66,16:01601:1:Z4080714845;16:01604:8:Z3888969541;16:01605:4:Z3888919314;
Fc1cc(F)c2c(c1)CCCN2,38,16:01601:1:Z4315298726;16:01601:1:Z4315298727;16:01601:1:Z2447258315;
Cc1cc(F)c2c(c1)CCNC2,120,16:01601:1:Z4249957669;16:01601:5:Z4294414244;16:01602:2:Z3141281737;
Fc1cccc2occc12,86,16:01601:1:Z3337572140;16:01601:1:Z3808925499;16:01602:6:Z3505405309;
c1nc2cc3c(cc2s1)OCO3,20,16:01601:1:Z3385626081;16:01601:8:Z3385626212;16:01602:4:Z3385626515;
Fc1cc2c(cc1F)NCC2,170,16:01601:1:Z3185835542;16:01601:2:Z1879466918;16:01602:2:Z3836362928;
Cc1cccc2nn[nH]c12,154,16:01601:1:Z3516923347;16:01602:3:Z3538204280;16:01602:4:Z3550774979;
c1cc2n(c1)CCNC21CCC1,60,16:01601:1:Z4207344363;16:01607:9:Z4214029333;16:01608:6:Z3864411851;
CN1CCC=N1,290,16:01601:1:Z4468693461;16:01601:6:Z4468665270;16:01602:0:Z4468667774;
Cn1cccc(N)c1=O,5,16:01601:1:Z3347696768;16:01616:0:Z3777191458;16:01623:8:Z3548851481;
Cc1ccnc(Cl)n1,78,16:01601:1:Z4929661054;16:01602:7:Z4226634377;16:01604:4:Z4234454627;
Cn1ccn2cnnc2c1=O,140,16:01601:1:Z4932068910;16:01601:4:Z3313893006;16:01602:0:Z3313892109;
CC1CN(C)C=N1,141,16:01601:1:Z3301892267;16:01602:1:Z3861842943;16:01602:1:Z3301893390;
C1CC2(CCN1)COCCN2,171,16:01601:1:Z4004869337;16:01601:7:Z3609318192;16:01602:3:Z4056010984;
O=c1[nH]cccc1F,89,16:01601:1:Z2442475393;16:01603:3:Z4959474389;16:01605:4:Z2442477510;
CN1CC2(CCNC2)C1,341,16:01601:1:Z4105634375;16:01601:6:Z4485831362;16:01602:2:Z2776073707;
OC1CSC1,67,16:01601:1:Z3497438652;16:01601:1:Z3497453862;16:01601:5:Z3637635012;
Cc1cc(F)cc2c1CNCC2,134,16:01601:1:Z3570003359;16:01601:1:Z4733477786;16:01602:0:Z4265578713;
CC1CCN2C=NCC2C1,69,16:01601:1:Z3301925705;16:01602:2:Z4133898121;16:01603:3:Z3301925541;
O=C1NCCCc2occc21,175,16:01601:1:Z3297886427;16:01601:2:Z3296717619;16:01601:8:Z3356345382;
O=C1CCNCCCCCN1,237,16:01601:1:Z3618214175;16:01601:1:Z2967443635;16:01602:6:Z2975759421;
Cc1n[nH]c(N)n1,63,16:01601:1:Z3870532174;16:01605:2:Z3651373209;16:01605:8:Z3621329007;
C1CC2CC2O1,137,16:01601:1:Z4013820501;16:01602:0:Z4013818289;16:01602:2:Z4013820579;
Cc1sc2nn[nH]c(=O)c2c1C,24,16:01601:1:Z1708144083;16:01602:9:Z1465172642;16:01604:5:Z1983242394;
OC1CC2CCC1NC2,257,16:01601:1:Z2884790939;16:01601:2:Z3651090799;16:01601:5:Z2861814981;
Clc1ncc2ccccc2n1,128,16:01601:1:Z2769867099;16:01601:6:Z2770111079;16:01601:6:Z4130841888;
Fc1cccc2c1SCCC2,167,16:01601:1:Z2171671023;16:01601:5:Z3599363762;16:01602:2:Z804175978;
Cn1cnc2cnc(Cl)nc21,104,16:01601:1:Z3718854641;16:01601:6:Z3718891882;16:01601:6:Z3718898291;
CC1Sc2ccccc2NC1=O,38,16:01601:1:Z3208609041;16:01601:1:Z1276156335;16:01602:1:Z3857655000;
Cc1cc(Cl)cc2[nH]ccc12,35,16:01601:1:Z3640791388;16:01604:3:Z3356141273;16:01604:3:Z3358260968;
c1cc2cnsc2cn1,165,16:01601:1:Z4227912325;16:01601:4:Z4436002427;16:01601:7:Z4227565660;
C1CCCCNCCCC1,164,16:01601:1:Z3641761186;16:01601:1:Z3641769023;16:01601:9:Z3641763787;
Fc1ccncc1Cl,296,16:01601:1:Z3294834101;16:01602:2:Z4232321306;16:01602:6:Z4929668704;
NC1CCNCC1(F)F,294,16:01601:1:Z3145009249;16:01601:3:Z3144998571;16:01601:6:Z3145009244;
O=C1Nc2ccccc2C1O,10,16:01601:1:Z3378492167;16:01608:5:Z4100703279;16:01609:3:Z2961489200;
Cc1ccc2ncncc2c1,225,16:01601:1:Z2348376459;16:01601:2:Z3830967053;16:01601:8:Z4562083796;
O=c1[nH]ccc2ccc(F)cc12,24,16:01601:1:Z3631492294;16:01602:8:Z2144491520;16:01608:8:Z4000235548;
Cc1ccc2scc(C)c2c1,48,16:01601:1:Z1900101257;16:01601:3:Z1892401200;16:01606:4:Z2645922272;
CC1(C)CC(C)(C)C12OCCO2,49,16:01601:1:Z4258427232;16:01601:6:Z4256439289;16:01603:7:Z4253363340;
O=C1Cc2ccc(Cl)cc2N1,106,16:01601:1:Z1312690985;16:01601:3:Z4406890765;16:01601:3:Z1507228313;
O=S1(=O)NCC2CNCCN21,209,16:01601:1:Z2963137134;16:01601:3:Z2954795488;16:01601:4:Z3475578011;
O=C1COC2(CCNC2)C1,124,16:01601:1:Z4278845738;16:01602:0:Z4049330681;16:01603:4:Z4034622323;
CC1(C)CNc2cc(Cl)ccc21,38,16:01601:1:Z2610953820;16:01601:9:Z3383192397;16:01608:8:Z3383192437;
Clc1ccc2c(c1)cc1n2CCNC1,20,16:01601:1:Z2949279220;16:01604:4:Z1862877892;16:01605:5:Z1855788888;
Cc1cccc(C)c1C,121,16:01601:1:Z3346436276;16:01601:5:Z4313234188;16:01602:3:Z4081735780;
O=c1[nH]cnc2c1SCCC2,41,16:01601:1:Z4187810039;16:01603:7:Z3638919434;16:01607:7:Z4238020556;
CC1CCC(=O)CN1,492,16:01601:1:Z4130022540;16:01601:1:Z2954413211;16:01601:2:Z2945687244;
Cc1ccc2c(c1)CC(C)C2,122,16:01601:1:Z4021603522;16:01602:0:Z1628082208;16:01603:6:Z1627636163;
O=S1(=O)CCNC2CCCCN21,97,16:01601:1:Z4101315981;16:01601:6:Z4101316000;16:01602:4:Z3566979474;
Oc1ccnc2ccccc12,109,16:01601:1:Z1343232992;16:01603:9:Z4139975731;16:01604:8:Z1096968922;
CC1=Nc2ccccc2C12CCNCC2,11,16:01601:1:Z2775792804;16:01612:0:Z2881725410;16:01624:8:Z4266961714;
Cc1csc2c(Cl)cccc12,26,16:01601:1:Z2225527874;16:01606:1:Z2481752568;16:01612:5:Z2219241225;
C1CC2(CN1)CNC2,208,16:01601:1:Z4078762540;16:01601:3:Z4078765389;16:01602:0:Z4078759581;
Cn1cnc2ncncc21,212,16:01601:1:Z3829078058;16:01602:7:Z3829247749;16:01602:7:Z3829260476;
O=S1(=O)Cc2ccoc2C1,130,16:01601:1:Z3857133353;16:01602:7:Z3595817486;16:01603:5:Z3711491767;
Oc1cccc2c1NCCC2,90,16:01601:1:Z1558498012;16:01601:3:Z1619851602;16:01601:6:Z4310915118;
Cc1coc2ccc(Cl)cc12,107,16:01601:1:Z2187676931;16:01601:2:Z1827665379;16:01601:3:Z4217952162;
FC12CC3CC(CC(C3)C1)C2,44,16:01601:1:Z1456465975;16:01602:3:Z4329280233;16:01602:6:Z1440571026;
O=c1cc2c(n[nH]1)CCC2,86,16:01601:1:Z3086082667;16:01601:3:Z3082513458;16:01602:0:Z3914424203;
CC1CCC2CCC1N2,152,16:01601:1:Z2827814590;16:01601:1:Z3133437637;16:01601:4:Z3133438266;
Fc1ccc2c(c1)CCN2,286,16:01601:1:Z2015576546;16:01601:4:Z2016056597;16:01601:7:Z2012543611;
c1cc2n(n1)CC1(CC1)C2,202,16:01601:1:Z3634085830;16:01602:5:Z3670330637;16:01602:6:Z3629016520;
Nc1cc2ncccc2s1,56,16:01601:1:Z3696907666;16:01602:0:Z4059380449;16:01602:5:Z4064429996;
CC1(C)CNCCC(=O)C1,188,16:01601:1:Z2704478120;16:01601:4:Z3203549215;16:01601:8:Z2718588440;
O=c1nc[nH]c2cc(Cl)ccc12,15,16:01601:1:Z2274320322;16:01601:8:Z1268435587;16:01613:0:Z4236264536;
Fc1ccc(F)c2c1CCC2,151,16:01601:1:Z1504333854;16:01601:3:Z2176324076;16:01603:7:Z1547598344;
CC1(C)CNc2cccc(Cl)c21,50,16:01601:1:Z4110981264;16:01602:5:Z2436171710;16:01604:2:Z4690251304;
Nc1cnc(Cl)c(O)n1,34,16:01601:1:Z4294323284;16:01603:1:Z1558405162;16:01606:8:Z4286727403;
CC12CCCNC1CCOC2,166,16:01601:1:Z4367158860;16:01601:1:Z3871026136;16:01601:3:Z3916624103;
CC1(O)CNOC1,546,16:01601:1:Z3587235234;16:01601:3:Z3587238044;16:01601:5:Z3188502779;
c1cc2[nH]ccn2n1,301,16:01601:1:Z1676755106;16:01601:2:Z3590983389;16:01601:3:Z2781899497;
O=C1CCCc2scnc21,209,16:01601:1:Z3391205117;16:01601:3:Z3392301810;16:01601:4:Z3093262602;
c1ccc2c(c1)CC1(CCNC1)C2,60,16:01601:1:Z1542775427;16:01603:0:Z1542776532;16:01604:4:Z2702059707;
O=S1(=O)NCCC12CC2,476,16:01601:1:Z4262479106;16:01601:4:Z3831008339;16:01601:8:Z4151346734;
Cc1cc2[nH]c3c(=O)[nH]ncc3c2s1,2,16:01601:1:Z3492906230;16:01620:8:Z3492891215;
Cn1ncnc1N,80,16:01601:1:Z4275616480;16:01602:0:Z3600355984;16:01604:1:Z3600346280;
Cn1ncc2c(=O)cc[nH]c21,27,16:01601:1:Z1981110112;16:01605:4:Z1911201825;16:01606:2:Z2613675332;
O=C1CC2OCCC2CN1,152,16:01601:1:Z3671935909;16:01601:2:Z4314620270;16:01601:3:Z3666620054;
CN1CCC2(CC1)CNCCO2,118,16:01601:1:Z2492029599;16:01601:2:Z2436566084;16:01602:4:Z4022314043;
O=C1CCc2ccccc2CN1,64,16:01601:1:Z4312934227;16:01604:0:Z4329413689;16:01606:0:Z4313984623;
CC1(C)CNCCc2ccccc21,50,16:01601:1:Z2595935908;16:01605:1:Z2568524363;16:01608:2:Z2614382386;
Cc1n[nH]c2nc(O)ccc12,36,16:01601:1:Z2202819052;16:01602:4:Z2718866261;16:01602:8:Z1827710542;
Cn1c(N)cc(=O)n(C)c1=O,12,16:01601:1:Z195951890;16:01602:3:Z2840555365;16:01602:3:Z1120900140;
CN1C(=O)CCOc2ccccc21,60,16:01601:1:Z4257638263;16:01601:1:Z4257701147;16:01604:0:Z3626825536;
O=C1COC2(CNC2)CN1,154,16:01601:1:Z4228467954;16:01601:2:Z4278522580;16:01601:7:Z5001438755;
OC1CCCc2occc21,187,16:01601:1:Z4055505382;16:01602:1:Z3711741181;16:01602:4:Z3555135904;
Cc1[nH]nc2ncccc12,164,16:01601:1:Z2407871826;16:01601:4:Z2181788725;16:01602:3:Z2781377911;
O=S1(=O)CCC12CCOCC2,135,16:01601:1:Z3611374792;16:01601:7:Z3611380853;16:01601:9:Z4285502167;
Nc1ccc2cncnc2n1,104,16:01601:1:Z3870610210;16:01603:2:Z3831465936;16:01606:7:Z3562175910;
Oc1ncnc2ccccc12,15,16:01601:2:Z1685458155;16:01622:7:Z1685464864;16:01631:1:Z1685462558;
O=c1[nH]ccn2ccnc12,109,16:01601:2:Z2979056251;16:01602:0:Z4999649684;16:01603:6:Z4219264173;
Clc1ccc2c(c1)CNCCO2,102,16:01601:2:Z4347892408;16:01602:9:Z4343932211;16:01604:2:Z4421901711;
C1CN2CCOCC2CO1,110,16:01601:2:Z4095543385;16:01602:0:Z4095541318;16:01602:2:Z3360895394;
Cc1ccoc(=O)c1,212,16:01601:2:Z4264624759;16:01601:4:Z4259803001;16:01602:1:Z4261447330;
CC1(C)CCc2occc2C1=O,27,16:01601:2:Z4018764695;16:01606:7:Z4018816742;16:01611:8:Z3844135394;
