fragment_smiles,occurences,example_ligands
C1C2CC1C2,619,434:43400:0:PV-004840021354;434:43400:5:PV-004840148522;434:43400:8:PV-002512882359;
CC1(C)CC1(F)F,2341,434:43400:0:PV-004840021556;434:43400:0:PV-004840025779;434:43400:1:PV-004840026414;
Cc1ccn2nc(C)c(C)c2n1,236,434:43400:0:PV-004840021594;434:43400:6:PV-004840173927;434:43401:0:PV-004840271005;
O=c1[nH]nc2ccccn12,2666,434:43400:0:PV-004840021793;434:43400:0:PV-004840021794;434:43400:1:PV-004840041616;
CC1(F)CCCCC1,3885,434:43400:0:PV-004840021803;434:43400:0:PV-004840021804;434:43400:0:PV-004840023105;
CC1(C)OC2CCC1CC2,181,434:43400:0:PV-004840021961;434:43400:2:PV-004840066946;434:43400:2:PV-004840066947;
Cc1ccc2ccc(C)nc2c1,297,434:43400:0:PV-004840022057;434:43400:0:PV-004840022058;434:43400:0:PV-004840022059;
Fc1ccc2nc[nH]c2c1,1545,434:43400:0:PV-004840022109;434:43400:0:PV-004840022110;434:43400:0:PV-004840022111;
OC1CNCC1O,1689,434:43400:0:PV-004840022264;434:43400:1:PV-004840035062;434:43400:1:PV-004840039815;
C1CC2CCC1CNC2,1155,434:43400:0:PV-004840022384;434:43400:2:PV-004840059450;434:43400:2:PV-004840062467;
Cn1ccc(O)n1,3144,434:43400:0:PV-004840022561;434:43400:1:PV-004840027596;434:43400:1:PV-004840041618;
Fc1cccc2cc[nH]c12,3493,434:43400:0:PV-004840022621;434:43400:0:PV-004840024511;434:43400:0:PV-004840024512;
O=C1NCCCc2occc21,1016,434:43400:0:PV-004840022626;434:43400:0:PV-004840022627;434:43400:0:PV-004840022628;
CC1CC(F)(F)CN1,1461,434:43400:0:PV-004840022671;434:43400:1:PV-004840030231;434:43400:1:PV-004840044535;
Cc1noc2ccccc12,1542,434:43400:0:PV-004840022681;434:43400:1:PV-004840032493;434:43400:1:PV-004840049972;
O=c1[nH]ccn2nccc12,2391,434:43400:0:PV-004840022686;434:43400:0:PV-004840023742;434:43400:4:PV-004840101584;
C1COCOC1,4358,434:43400:0:PV-004840022748;434:43400:1:PV-004840027583;434:43400:1:PV-004840035702;
OC1CC2(CCCCC2)C1,1413,434:43400:0:PV-004840022783;434:43400:1:PV-004840053347;434:43400:4:PV-004840115500;
C1CC2COCC(C1)C2,1832,434:43400:0:PV-004840022785;434:43400:1:PV-004840038922;434:43400:1:PV-004840048829;
Cc1cc2ccccc2[nH]1,2645,434:43400:0:PV-004840022860;434:43400:1:PV-004840033942;434:43400:1:PV-004840033943;
Cc1ccc(N)cn1,2470,434:43400:0:PV-004840022866;434:43400:1:PV-004840035012;434:43400:1:PV-004840045671;
O=c1[nH]nc2n1CCCC2,876,434:43400:0:PV-004840022938;434:43400:4:PV-004840109997;434:43400:6:PV-004840160942;
C1CCC2(CC1)CCCOC2,531,434:43400:0:PV-004840022949;434:43400:3:PV-004840090110;434:43400:4:PV-004840114059;
c1cc2c3c(cccc3c1)CC2,192,434:43400:0:PV-004840023025;434:43400:0:PV-004840023026;434:43400:2:PV-001668335263;
Fc1ccc2cc[nH]c2c1,4633,434:43400:0:PV-004840023150;434:43400:1:PV-004840045240;434:43400:1:PV-004840048851;
C1CCC2(CNC2)OC1,1803,434:43400:0:PV-004840023164;434:43400:1:PV-004840043046;434:43400:1:PV-004840043047;
Cc1ccc2c(c1)CCO2,2715,434:43400:0:PV-004840023175;434:43400:0:PV-004840023176;434:43400:0:PV-004840023177;
Cc1ccn2cncc2c1,843,434:43400:0:PV-004840023202;434:43400:2:PV-000509906074;434:43400:2:PV-000505696298;
O=c1ccn2[nH]ccc2n1,860,434:43400:0:PV-004840023454;434:43400:0:PV-004840023455;434:43400:3:PV-004840080721;
Cc1cc2nccc(C)n2n1,723,434:43400:0:PV-004840023490;434:43400:0:PV-004840023491;434:43400:1:PV-004840031154;
CC1(O)CCCCC1,1527,434:43400:0:PV-004840023617;434:43400:1:PV-004840027532;434:43400:1:PV-004840039213;
C1CCC2CCC2C1,2158,434:43400:0:PV-004840023853;434:43400:1:PV-004840032530;434:43400:1:PV-004840033621;
Cn1ccc2c1CCOC2,1362,434:43400:0:PV-004840023904;434:43400:0:PV-004840023905;434:43400:2:PV-004840062083;
Cc1cc(F)ccc1F,4173,434:43400:0:PV-004840023956;434:43400:0:PV-004840023957;434:43400:0:PV-004840023958;
Oc1ccc2c(c1)CCCC2,925,434:43400:0:PV-004840024086;434:43400:2:PV-004840065739;434:43400:7:PV-004840190610;
CN1CCc2[nH]c(=O)ccc2C1,319,434:43400:0:PV-004840024101;434:43400:3:PV-004840080864;434:43401:1:PV-004840296586;
Cc1coc2ccccc12,4040,434:43400:0:PV-004840024183;434:43400:1:PV-004840029812;434:43400:1:PV-004840048610;
Fc1cnc2cccnc2c1,405,434:43400:0:PV-004840024199;434:43400:1:PV-004840046779;434:43401:1:PV-004840308203;
Cc1[nH]nc2ncccc12,1233,434:43400:0:PV-004840024202;434:43400:0:PV-004840024203;434:43400:2:PV-001662956135;
Cc1ccc2c(n1)CCCC2,921,434:43400:0:PV-004840024491;434:43400:3:PV-004840078024;434:43400:5:PV-004840152530;
c1cnc2[nH]nnc2c1,933,434:43400:0:PV-004840024557;434:43400:0:PV-004840024558;434:43400:2:PV-001695360878;
O=C1CC2(CCC2)CCN1,880,434:43400:0:PV-004840024575;434:43400:0:PV-004840024576;434:43400:0:PV-004840024577;
O=C1CNc2cccnc2N1,264,434:43400:0:PV-004840024645;434:43400:5:PV-004840158585;434:43400:7:PV-004840213301;
Cc1cc(=O)ccn1C,2316,434:43400:0:PV-004840024833;434:43400:1:PV-004840035051;434:43400:2:PV-000275056095;
c1cc2ccncn2c1,2747,434:43400:0:PV-004840024833;434:43400:1:PV-004840029376;434:43400:1:PV-004840034462;
O=c1ccocc1,2480,434:43400:0:PV-004840024908;434:43400:1:PV-004840034123;434:43400:1:PV-004840055663;
Cc1ccc(C)n1C,3575,434:43400:0:PV-004840024910;434:43400:1:PV-004840030279;434:43400:1:PV-004840036135;
CC1(C)CCCC(O)C1,1671,434:43400:0:PV-004840024921;434:43400:0:PV-004840024922;434:43400:0:PV-004840024923;
Cc1ccccc1Cl,322,434:43400:0:PV-004840024928;434:43400:0:PV-004840024929;434:43400:1:PV-004840028596;
FC1C2CCCC12,583,434:43400:0:PV-004840024985;434:43400:4:PV-004840118709;434:43400:4:PV-004840126828;
CN1CCc2ccccc2C1,819,434:43400:0:PV-004840025047;434:43400:0:PV-004840025048;434:43400:0:PV-004840025049;
Cn1ncc2c1CNC2,9,434:43400:0:PV-004840025345;434:43408:7:PV-004842345053;434:43410:4:PV-004842784725;
Cn1ccncc1=O,2721,434:43400:0:PV-004840025353;434:43400:1:PV-004840026614;434:43400:1:PV-004840036057;
CC1CCCC(C)O1,3053,434:43400:0:PV-004840025383;434:43400:1:PV-004840048753;434:43400:1:PV-004840048754;
CN1C(=O)CCc2ccccc21,1057,434:43400:0:PV-004840025544;434:43400:1:PV-004840032885;434:43400:2:PV-004840067698;
Cc1n[nH]c(C)n1,3485,434:43400:0:PV-004840025621;434:43400:1:PV-004840040202;434:43400:1:PV-004840050506;
Clc1cccnc1,561,434:43400:0:PV-004840025643;434:43400:5:PV-004840154306;434:43400:6:PV-004840172612;
Oc1cccc2[nH]ccc12,883,434:43400:0:PV-004840025983;434:43400:0:PV-004840025984;434:43400:3:PV-004840091267;
Fc1ccc2c(c1)OCO2,645,434:43400:0:PV-004840025996;434:43400:4:PV-004840124583;434:43400:4:PV-004840124584;
CC1CCOc2ccccc21,443,434:43400:0:PV-004840026166;434:43400:2:PV-000493901960;434:43400:6:PV-004840164246;
Cn1ncc2cc(F)ccc21,729,434:43400:1:PV-004840026282;434:43400:2:PV-004840056014;434:43400:4:PV-004840115654;
Cc1cnn(C)c(=O)c1,1393,434:43400:1:PV-004840026294;434:43400:1:PV-004840055388;434:43400:1:PV-004840055389;
CC1CCc2oncc2C1,884,434:43400:1:PV-004840026419;434:43400:1:PV-004840026420;434:43400:1:PV-004840026421;
Cc1n[nH]c(=O)c2ccccc12,106,434:43400:1:PV-004840026466;434:43400:1:PV-004840037743;434:43400:1:PV-004840037744;
Oc1n[nH]c2c1CCCC2,87,434:43400:1:PV-004840026589;434:43402:7:PV-004840736456;434:43402:7:PV-004840736457;
O=C1CCCC1,3725,434:43400:1:PV-004840026635;434:43400:1:PV-004840030598;434:43400:2:PV-004840057456;
Cc1coc2ccccc2c1=O,412,434:43400:1:PV-004840026862;434:43400:5:PV-004840155951;434:43400:5:PV-004840155952;
C1CC2CCC1O2,8103,434:43400:1:PV-004840026991;434:43400:1:PV-004840028944;434:43400:1:PV-004840028945;
O=C1CCNC(=O)N1,3357,434:43400:1:PV-004840026992;434:43400:1:PV-004840031051;434:43400:1:PV-004840037177;
C1CCC2(CCCC2)OC1,1046,434:43400:1:PV-004840027042;434:43400:2:PV-004840056799;434:43400:4:PV-004840111783;
Nc1nc[nH]n1,473,434:43400:1:PV-004840027181;434:43400:1:PV-004840042276;434:43400:2:PV-004840064619;
Cn1nccc1O,3406,434:43400:1:PV-004840027186;434:43400:1:PV-004840040381;434:43400:1:PV-004840054062;
c1cn2c(n1)CNCC2,599,434:43400:1:PV-004840027293;434:43400:1:PV-004840027294;434:43400:1:PV-004840027295;
O=c1cn[nH]c2ccccc12,753,434:43400:1:PV-004840027414;434:43400:1:PV-004840027415;434:43400:1:PV-004840027416;
CC1CC(O)CN1C,387,434:43400:1:PV-004840027422;434:43400:3:PV-004840085424;434:43400:4:PV-004840102458;
Cc1ccc(C)c(O)c1,1703,434:43400:1:PV-004840027446;434:43400:1:PV-004840041695;434:43400:1:PV-004840049146;
O=c1[nH]ncc2ccccc12,2481,434:43400:1:PV-004840027643;434:43400:1:PV-004840028968;434:43400:2:PV-004840068330;
Cc1ccc2nsnc2c1,38,434:43400:1:PV-004840027853;434:43400:5:PV-004840144686;434:43409:1:PV-004842441064;
Cc1ccc2cccnc2n1,1317,434:43400:1:PV-004840027886;434:43400:4:PV-004840114439;434:43400:4:PV-004840121606;
C1CNC2CCCNC2C1,975,434:43400:1:PV-004840027969;434:43400:2:PV-004840058352;434:43400:3:PV-004840080823;
Cn1ccn(C)c1=O,2610,434:43400:1:PV-004840027972;434:43400:1:PV-004840036768;434:43400:1:PV-004840040859;
Cc1cc2cccnn2n1,805,434:43400:1:PV-004840027983;434:43400:1:PV-004840027984;434:43400:1:PV-004840040687;
Cc1ccnc(N)c1,4511,434:43400:1:PV-004840028048;434:43400:1:PV-004840028690;434:43400:1:PV-004840030460;
Cc1cccc(C)c1O,2281,434:43400:1:PV-004840028058;434:43400:1:PV-004840040478;434:43400:1:PV-004840044427;
Cc1cc(C)c2cn[nH]c2n1,9,434:43400:1:PV-004840028099;434:43403:8:PV-004841033665;434:43420:7:PV-004845539068;
C1CCCCCC1,2006,434:43400:1:PV-004840028357;434:43400:3:PV-004840083107;434:43400:3:PV-004840096594;
Oc1nc2cccnc2[nH]1,452,434:43400:1:PV-004840028464;434:43400:1:PV-004840032610;434:43400:1:PV-004840032611;
CC1CCC(C)N1,449,434:43400:1:PV-004840028518;434:43400:1:PV-004840035565;434:43401:3:PV-004840356241;
Cc1coc2c(C)cccc12,698,434:43400:1:PV-004840028767;434:43400:1:PV-004840028768;434:43400:8:PV-004840227890;
Fc1cccc2[nH]cnc12,1394,434:43400:1:PV-004840028847;434:43400:2:PV-004840058772;434:43400:4:PV-004840122822;
Cc1ccc2c(=O)[nH]n(C)c2n1,227,434:43400:1:PV-004840028914;434:43400:1:PV-004840028915;434:43400:8:PV-004840232927;
OC1CC(F)(F)C1,674,434:43400:1:PV-004840028969;434:43400:2:PV-004840060792;434:43400:3:PV-004840092544;
CC1Cc2ccccc2O1,3119,434:43400:1:PV-004840028985;434:43400:1:PV-004840048225;434:43400:1:PV-004840048226;
O=C1CC2CCCCC2N1,734,434:43400:1:PV-004840029093;434:43400:1:PV-004840043494;434:43400:1:PV-004840043495;
C1=COCCC1,3559,434:43400:1:PV-004840029128;434:43400:1:PV-004840029129;434:43400:1:PV-004840029677;
FC1Cc2ccnn2C1,1434,434:43400:1:PV-004840029437;434:43400:1:PV-004840038271;434:43400:3:PV-004840082837;
O=c1oc2ccccc2o1,846,434:43400:1:PV-004840029464;434:43400:1:PV-004840029465;434:43400:1:PV-004840054741;
FC1CCC2CCC1N2,3943,434:43400:1:PV-004840029613;434:43400:1:PV-004840029853;434:43400:1:PV-004840033186;
Cn1ncc2[nH]c(=O)ccc21,399,434:43400:1:PV-004840029614;434:43400:1:PV-004840029615;434:43400:1:PV-004840029616;
Fc1ccc2[nH]cnc2c1,2541,434:43400:1:PV-004840029800;434:43400:1:PV-004840029801;434:43400:3:PV-004840082910;
C1CNCC2(C1)CCCO2,948,434:43400:1:PV-004840029889;434:43400:1:PV-004840041643;434:43400:1:PV-004840050901;
Fc1ccc2ccccc2c1,2375,434:43400:1:PV-004840029916;434:43400:3:PV-004840085236;434:43400:3:PV-004840085237;
c1cc2n(n1)CCNC2,3023,434:43400:1:PV-004840029977;434:43400:1:PV-004840053428;434:43400:2:PV-004840063951;
Nc1cc2c(cn1)CCC2,668,434:43400:1:PV-004840029979;434:43400:2:PV-004840075373;434:43400:5:PV-004840132295;
C1CCSCC1,53,434:43400:1:PV-004840030185;434:43400:8:PV-004840226491;434:43401:3:PV-004840356944;
Fc1cccc2ccncc12,790,434:43400:1:PV-004840030230;434:43400:5:PV-004840134331;434:43400:5:PV-004840134332;
C1CSCN1,33,434:43400:1:PV-004840030246;434:43401:9:PV-004840516076;434:43408:5:PV-002150678031;
O=c1[nH]ccc2ncccc12,610,434:43400:1:PV-004840030250;434:43400:1:PV-004840042547;434:43400:1:PV-004840042548;
Fc1ccc2c(c1)CCO2,2493,434:43400:1:PV-004840030329;434:43400:1:PV-004840039581;434:43400:1:PV-004840052106;
O=C1CNC(=O)c2ccccc2N1,210,434:43400:1:PV-004840030368;434:43400:2:PV-004840059776;434:43400:5:PV-004840145415;
CC1CNCC(C)C1,3635,434:43400:1:PV-004840030395;434:43400:1:PV-004840031485;434:43400:1:PV-004840032026;
C1=NOC2CNCC12,831,434:43400:1:PV-004840030435;434:43400:1:PV-004840042059;434:43400:2:PV-004840057707;
Cc1cscn1,650,434:43400:1:PV-004840030593;434:43400:1:PV-004840030594;434:43400:1:PV-004840038793;
Cc1cccc2ccnnc12,798,434:43400:1:PV-004840030608;434:43400:1:PV-004840030609;434:43400:1:PV-004840043608;
C1CC2CCC1CN2,1435,434:43400:1:PV-004840030670;434:43400:2:PV-004840071297;434:43400:3:PV-004840077337;
CC1COc2ccccc21,3747,434:43400:1:PV-004840030808;434:43400:1:PV-004840051020;434:43400:1:PV-004840051021;
Nc1ncnc2ccccc12,375,434:43400:1:PV-004840031092;434:43400:1:PV-004840031093;434:43400:1:PV-004840031094;
Cc1ccc(O)c(C)n1,1726,434:43400:1:PV-004840031187;434:43400:1:PV-004840031188;434:43400:1:PV-004840031189;
c1cc2ccncc2cn1,2856,434:43400:1:PV-004840031389;434:43400:1:PV-004840031390;434:43400:1:PV-004840032224;
c1ccc2nncnc2c1,1065,434:43400:1:PV-004840031496;434:43400:1:PV-004840042337;434:43400:2:PV-001472147134;
Cc1cnccc1Cl,54,434:43400:1:PV-004840031533;434:43404:8:PV-004841295216;434:43410:2:PV-004842726156;
c1cc2c(cn1)OCCO2,799,434:43400:1:PV-004840031546;434:43400:2:PV-004840064862;434:43400:2:PV-001759294829;
CC1CCC(C)C1(C)C,1697,434:43400:1:PV-004840031563;434:43400:2:PV-000416052145;434:43400:3:PV-000491031025;
Cc1ccc2ccnn2c1C,844,434:43400:1:PV-004840031760;434:43400:2:PV-004840066918;434:43400:2:PV-004840066919;
Cc1cc(C)c2[nH]ccc2c1,944,434:43400:1:PV-004840031761;434:43400:1:PV-004840031762;434:43400:1:PV-004840031763;
Oc1cccc2c1CCCC2,906,434:43400:1:PV-004840031806;434:43400:4:PV-004840109787;434:43400:4:PV-004840125960;
C1CNCC2CC2C1,2068,434:43400:1:PV-004840031914;434:43400:1:PV-004840049269;434:43400:1:PV-004840049691;
C1COC2COCC2N1,842,434:43400:1:PV-004840031985;434:43400:1:PV-004840036567;434:43400:1:PV-004840043661;
C1CNCC2(C1)CCOCC2,1139,434:43400:1:PV-004840032054;434:43400:2:PV-000355837868;434:43400:4:PV-004840105908;
Cc1ccnc2ccnn12,2202,434:43400:1:PV-004840032324;434:43400:1:PV-004840054153;434:43400:2:PV-004840060413;
c1cnc2c(n1)CCCC2,1554,434:43400:1:PV-004840032420;434:43400:1:PV-004840040887;434:43400:3:PV-004840095090;
C1CCC2NCCCC2C1,1016,434:43400:1:PV-004840032479;434:43400:1:PV-004840037710;434:43400:1:PV-004840042158;
Cc1cc2cccc(C)n2n1,704,434:43400:1:PV-004840032599;434:43400:4:PV-004840116918;434:43400:4:PV-004840118046;
CC1(C)Oc2ccccc2O1,528,434:43400:1:PV-004840032614;434:43400:1:PV-004840046151;434:43400:2:PV-002409381713;
Cc1ccc2nc(C)n(C)c2n1,335,434:43400:1:PV-004840032829;434:43400:1:PV-004840032830;434:43400:1:PV-004840032831;
Cc1cncc(N)c1,2624,434:43400:1:PV-004840033145;434:43400:1:PV-004840041901;434:43400:1:PV-004840048985;
O=C1NCCCCC1(F)F,7,434:43400:1:PV-004840033272;434:43427:3:PV-004847310762;434:43439:3:PV-004850516271;
Cc1ccc2cnccc2c1,1551,434:43400:1:PV-004840033440;434:43400:1:PV-004840039263;434:43400:1:PV-004840039264;
c1ccc2c(c1)CCCCC2,2665,434:43400:1:PV-004840033761;434:43400:2:PV-004840070402;434:43400:2:PV-004840070403;
c1ccc2c(c1)Cc1ccccc1-2,380,434:43400:1:PV-004840033764;434:43400:1:PV-004840033765;434:43400:1:PV-004840033766;
c1ncc2c(n1)CCC2,2108,434:43400:1:PV-004840033834;434:43400:2:PV-004840057176;434:43400:2:PV-004840057177;
Cc1cccc2c1CCCN2,605,434:43400:1:PV-004840033865;434:43400:1:PV-004840033866;434:43400:1:PV-004840033867;
Cc1nc2cnccc2[nH]1,1218,434:43400:1:PV-004840034020;434:43400:1:PV-004840049185;434:43400:4:PV-004840104503;
c1n[nH]c2c1CNCC2,1775,434:43400:1:PV-004840034083;434:43400:2:PV-004840076602;434:43400:2:PV-004840076603;
Cc1ccc2[nH]ccc2c1C,931,434:43400:1:PV-004840034325;434:43400:2:PV-004840068468;434:43400:2:PV-004840068469;
CC1CCc2ncccc2C1,497,434:43400:1:PV-004840034713;434:43400:1:PV-004840034714;434:43400:1:PV-004840034715;
Cc1cc(C)nc(N)n1,650,434:43400:1:PV-004840034825;434:43400:1:PV-004840035625;434:43400:1:PV-004840035626;
O=C1CNCC2COCCN12,287,434:43400:1:PV-004840034858;434:43400:3:PV-004840086219;434:43400:9:PV-004840239716;
CC1CC2CC12,4913,434:43400:1:PV-004840034888;434:43400:1:PV-004840034889;434:43400:1:PV-004840034890;
O=C1CCC2(CNC2)CN1,17,434:43400:1:PV-004840034931;434:43402:4:PV-004840649954;434:43409:5:PV-004842555584;
Cc1cccc(N)n1,2726,434:43400:1:PV-004840035015;434:43400:1:PV-004840050121;434:43400:1:PV-004840050122;
Cc1cccc2c1OCC2,1149,434:43400:1:PV-004840035182;434:43400:1:PV-004840046064;434:43400:1:PV-004840046065;
C1CCC2OCCC2C1,2159,434:43400:1:PV-004840035348;434:43400:1:PV-004840045554;434:43400:1:PV-004840049148;
CC1(C)CC(C)(C)O1,2451,434:43400:1:PV-004840035452;434:43400:2:PV-004840056160;434:43400:2:PV-004840056161;
Cc1ccsn1,723,434:43400:1:PV-004840035481;434:43400:1:PV-004840046830;434:43400:2:PV-004840063623;
Cn1ccc(=O)n(C)c1=O,339,434:43400:1:PV-004840035562;434:43400:5:PV-004840132573;434:43400:8:PV-000252107367;
CC1=CCc2ccccc2O1,834,434:43400:1:PV-004840035590;434:43400:3:PV-004840100216;434:43400:5:PV-004840136581;
Cc1ncnc2c1CCCC2,457,434:43400:1:PV-004840035659;434:43400:2:PV-004840074108;434:43400:6:PV-004840177318;
Cc1cc2cccc(C)c2[nH]1,831,434:43400:1:PV-004840035769;434:43400:1:PV-004840035770;434:43400:1:PV-004840035771;
Cn1cc(N)cn1,1975,434:43400:1:PV-004840035769;434:43400:1:PV-004840035770;434:43400:1:PV-004840035771;
CC1CCCCC1(F)F,486,434:43400:1:PV-004840035780;434:43400:2:PV-004840076447;434:43400:6:PV-004840169069;
Fc1ccc2[nH]ccc2c1F,799,434:43400:1:PV-004840035862;434:43400:1:PV-004840036929;434:43400:3:PV-004840081681;
Cn1ncc2ccc(F)cc21,381,434:43400:1:PV-004840035864;434:43401:2:PV-004840341049;434:43401:3:PV-004840376222;
O=c1ccoc2ccccc12,1713,434:43400:1:PV-004840035995;434:43400:3:PV-000584827045;434:43400:3:PV-000425741295;
O=c1[nH][nH]c2ccccc12,963,434:43400:1:PV-004840036112;434:43400:3:PV-004840085804;434:43400:3:PV-004840085805;
Cc1ccc2c(c1)CCCN2,491,434:43400:1:PV-004840036175;434:43400:6:PV-004840179071;434:43400:6:PV-004840179072;
C1COCC2(C1)CCNCC2,436,434:43400:1:PV-004840036403;434:43400:1:PV-004840051969;434:43400:3:PV-004840086925;
Cc1ncc(=O)[nH]c1C,2158,434:43400:1:PV-004840036637;434:43400:2:PV-000577971671;434:43400:3:PV-000576542227;
OC1CCc2ccccc2C1,555,434:43400:1:PV-004840036641;434:43400:1:PV-004840047823;434:43401:3:PV-004840351346;
CC1=CC(C)n2ncnc2N1C,68,434:43400:1:PV-004840036737;434:43401:1:PV-004840308526;434:43401:1:PV-004840312636;
CC1(O)CCNCC1O,15,434:43400:1:PV-004840036800;434:43404:8:PV-004841303701;434:43412:1:PV-004843226779;
Cc1cncnc1N,2,434:43400:1:PV-004840036804;434:43492:2:PV-004864632974;
C1CC2(CCO1)CCOC2,1048,434:43400:1:PV-004840036845;434:43400:4:PV-004840117320;434:43400:5:PV-004840133232;
Oc1ccc2c(n1)NCCC2,344,434:43400:1:PV-004840036862;434:43400:1:PV-004840036863;434:43400:1:PV-004840036864;
CC1CCCC1(F)F,1050,434:43400:1:PV-004840036900;434:43400:5:PV-004840147425;434:43400:7:PV-004840201941;
Cn1cnc2ccccc21,5997,434:43400:1:PV-004840037057;434:43400:1:PV-004840037058;434:43400:1:PV-004840037059;
OC1C2CCCC1CC2,1588,434:43400:1:PV-004840037096;434:43400:1:PV-004840043764;434:43400:1:PV-004840051335;
c1ncn2c1CCCCC2,907,434:43400:1:PV-004840037102;434:43400:2:PV-004840060092;434:43400:4:PV-004840114525;
c1cnc2ccsc2c1,1201,434:43400:1:PV-004840037321;434:43400:2:PV-004840063996;434:43400:2:PV-004840063997;
Nc1ncccc1O,952,434:43400:1:PV-004840037637;434:43400:4:PV-004840117321;434:43400:4:PV-004840117322;
FC1(F)CCCOC1,702,434:43400:1:PV-004840037712;434:43400:5:PV-004840140667;434:43400:7:PV-004840214442;
c1nnc2n1CCCCC2,1635,434:43400:1:PV-004840037894;434:43400:1:PV-004840041723;434:43400:1:PV-004840041724;
Cc1nc2cc(F)c(F)cc2[nH]1,86,434:43400:1:PV-004840037901;434:43405:3:PV-004841419895;434:43405:5:PV-004841488590;
Cc1cncc2nccn12,294,434:43400:1:PV-004840037971;434:43400:1:PV-004840037972;434:43400:1:PV-004840037973;
O=C1CCCc2occc2N1,617,434:43400:1:PV-004840038050;434:43400:4:PV-004840121001;434:43400:4:PV-004840125135;
Cc1cc2n(n1)CCCC2,1077,434:43400:1:PV-004840038406;434:43400:1:PV-004840046351;434:43400:2:PV-004840069656;
FC1CCCOC1,2444,434:43400:1:PV-004840038437;434:43400:1:PV-004840038438;434:43400:1:PV-004840038439;
Cc1c[nH]nn1,1277,434:43400:1:PV-004840038601;434:43400:1:PV-004840049904;434:43400:2:PV-004840063272;
Cc1ccc2c(C)noc2n1,640,434:43400:1:PV-004840038714;434:43400:1:PV-004840038715;434:43400:8:PV-004840217469;
CN1CC(=O)Nc2ccccc21,626,434:43400:1:PV-004840038747;434:43400:3:PV-004840085988;434:43401:0:PV-004840285309;
C1NC2CC3CC1C2C3,289,434:43400:1:PV-004840038854;434:43400:3:PV-004840088791;434:43400:7:PV-004840199878;
O=C1CC2CCCC2C1,1048,434:43400:1:PV-004840038855;434:43400:1:PV-004840053207;434:43400:4:PV-004840103580;
CC1CNc2ccccc21,279,434:43400:1:PV-004840038863;434:43400:9:PV-004840255451;434:43400:9:PV-004840255452;
Cc1cc(O)no1,947,434:43400:1:PV-004840039015;434:43400:1:PV-004840044493;434:43400:1:PV-004840044494;
CN1CCCC(F)C1,1166,434:43400:1:PV-004840039154;434:43400:5:PV-004840137511;434:43400:5:PV-004840137512;
CC1(C)COc2ccccc2C1,245,434:43400:1:PV-004840039178;434:43401:0:PV-004840265062;434:43401:0:PV-004840265063;
C1CC2CCN(C1)C2,372,434:43400:1:PV-004840039345;434:43400:3:PV-001786162730;434:43400:5:PV-004840148269;
FC1(F)CCCNCC1,2612,434:43400:1:PV-004840039647;434:43400:1:PV-004840041291;434:43400:1:PV-004840048215;
FC1(F)C2CCCCC21,1082,434:43400:1:PV-004840039786;434:43400:1:PV-004840039787;434:43400:1:PV-004840039788;
FC1(F)C2COCC21,704,434:43400:1:PV-004840039855;434:43400:2:PV-004840059914;434:43400:2:PV-004840059915;
Cn1ccc(=O)[nH]c1=O,1222,434:43400:1:PV-004840039933;434:43400:1:PV-004840045127;434:43400:1:PV-004840053053;
Cc1cccc(F)c1F,3111,434:43400:1:PV-004840040137;434:43400:1:PV-004840051330;434:43400:2:PV-000530589760;
OC1CCCc2occc21,335,434:43400:1:PV-004840040159;434:43400:1:PV-004840040160;434:43400:1:PV-004840040161;
Oc1nc2cnccc2[nH]1,452,434:43400:1:PV-004840040228;434:43400:4:PV-004840124988;434:43400:4:PV-004840124989;
c1cc2ncncc2cn1,1088,434:43400:1:PV-004840040525;434:43400:1:PV-004840048894;434:43400:1:PV-004840050646;
Cc1ccc(F)c2c1NCCC2,4,434:43400:1:PV-004840040539;434:43406:6:PV-004841766868;434:43440:3:PV-004850765967;
Cc1ccc2cccc(F)c2n1,410,434:43400:1:PV-004840040544;434:43400:5:PV-004840130492;434:43400:6:PV-004840172854;
Nc1ccc[nH]c1=O,791,434:43400:1:PV-004840040635;434:43400:2:PV-004840058764;434:43401:0:PV-004840266110;
OC1CC2CC12,1712,434:43400:1:PV-004840040642;434:43400:1:PV-004840040643;434:43400:2:PV-004840067112;
CC1(C)COc2ccccc21,1686,434:43400:1:PV-004840040673;434:43400:1:PV-004840040674;434:43400:4:PV-004840126485;
Cc1ccc2ccoc2c1,2057,434:43400:1:PV-004840040694;434:43400:1:PV-004840040695;434:43400:2:PV-004840064724;
