fragment_smiles,occurences,example_ligands
CC1(C)CNCCO1,6308,15:01500:0:Z4005513694;15:01500:0:Z4312523508;15:01500:1:Z3799670833;
O=S1(=O)CC2(CCNC2)C1,372,15:01500:4:Z3577908334;15:01501:9:Z2792620114;15:01502:7:Z2804675193;
c1ccc2c(c1)NCCS2,255,15:01500:4:Z3344757056;15:01501:6:Z1993817074;15:01501:7:Z2671018246;
C1C2CC1C1(COC1)O2,60,15:01500:4:Z4208397030;15:01506:3:Z4316357059;15:01507:8:Z4208148405;
NC1CCOC2(CCC2)C1,81,15:01500:4:Z3104492328;15:01500:4:Z3104277512;15:01501:5:Z3139455505;
C1CCC2(CCNC2)NC1,425,15:01500:4:Z3144569514;15:01500:9:Z3144571234;15:01501:0:Z3144544068;
Cc1cnccc1O,240,15:01500:4:Z2647813764;15:01500:8:Z5052940577;15:01501:0:Z1614725983;
Cc1ccc(F)c2[nH]ccc12,50,15:01500:4:Z2707426103;15:01500:7:Z2715211532;15:01506:8:Z2713916403;
Fc1cc2c(cc1F)CNCC2,124,15:01500:4:Z4401320965;15:01500:7:Z2851523173;15:01500:9:Z4622247675;
c1cc2c3c(c1)OCCN3CCN2,53,15:01500:4:Z1578407004;15:01503:3:Z4506960355;15:01503:3:Z4506960372;
Cc1ccc2c(c1)CC(C)NC2,69,15:01500:4:Z4472079704;15:01502:6:Z4451437173;15:01503:0:Z4472079913;
c1cc2ncoc2cn1,145,15:01500:4:Z3558325506;15:01500:8:Z4026879714;15:01501:4:Z3557492299;
CC1(C)CNC(C)(C)C1O,266,15:01500:4:Z4175533987;15:01501:1:Z3692910583;15:01501:3:Z3712716057;
Fc1ccc2c(c1)OCC2,506,15:01500:4:Z3618712114;15:01500:9:Z4406499033;15:01500:9:Z4406618095;
CC1NCCc2sccc21,209,15:01500:4:Z3076831250;15:01500:6:Z2790197252;15:01500:8:Z2254520925;
Fc1ccc2ncccc2c1,516,15:01500:4:Z3213850977;15:01500:5:Z1883393008;15:01500:7:Z1273038969;
OC1CCC2(CCNC2)CC1,228,15:01500:4:Z3399730824;15:01500:5:Z4422330368;15:01500:5:Z3399732746;
CC1CNCCc2ccc(F)cc21,44,15:01500:4:Z2642319017;15:01503:2:Z2474345320;15:01505:2:Z3877612379;
Clc1cc(Cl)c2c(c1)CCO2,49,15:01500:4:Z4112436435;15:01501:9:Z4347228795;15:01506:2:Z4111739179;
Cc1ccc2cnccc2n1,89,15:01500:4:Z3339457180;15:01501:0:Z3870026944;15:01501:7:Z3869870125;
CN1CCC2NCCCC21,294,15:01500:4:Z4422844640;15:01501:5:Z4156509360;15:01502:2:Z4156886199;
CC12CCC(CNC1)C2(C)C,149,15:01500:4:Z3320320771;15:01500:5:Z4208955904;15:01500:8:Z3320320501;
O=S1(=O)CCC12CCOCC2,141,15:01500:4:Z4294993848;15:01501:8:Z3394858637;15:01502:2:Z3394858467;
CC1COc2ccccc2O1,248,15:01500:4:Z2966252644;15:01500:5:Z3132921316;15:01500:5:Z4859568256;
Cc1cc(N)no1,253,15:01500:4:Z2775646592;15:01500:8:Z2475933807;15:01501:2:Z1981671767;
O=C1COC2(CNC2)CN1,143,15:01500:4:Z4228486937;15:01501:1:Z4228491674;15:01501:6:Z4508422255;
CC1(C)CCNCCS1=O,284,15:01500:4:Z2274191159;15:01501:2:Z2601248667;15:01501:5:Z2278683393;
CC1(C)NCCNC1=O,583,15:01500:4:Z2676533887;15:01500:5:Z2274023852;15:01500:6:Z1745490523;
Cc1cccc2ccccc12,253,15:01500:4:Z1856955944;15:01500:7:Z3577552550;15:01500:8:Z3511215707;
c1cc2sccc2o1,667,15:01500:4:Z2477174261;15:01500:7:Z2962105012;15:01500:8:Z1249469706;
c1cc2c(cn1)OCO2,447,15:01500:4:Z2979465933;15:01500:5:Z2975889791;15:01500:8:Z1696323194;
Cc1cnc(Cl)s1,598,15:01500:4:Z1871051370;15:01500:6:Z4270428817;15:01500:8:Z4472454592;
Cc1ccc(Cl)cc1O,72,15:01500:5:Z4839240462;15:01501:0:Z4837477684;15:01502:3:Z5007063355;
Fc1cccc2c1OCCC2,436,15:01500:5:Z3105529503;15:01500:5:Z3102221762;15:01500:8:Z2994584702;
Cn1c2c(ccc1=O)CCCC2,64,15:01500:5:Z2479904447;15:01501:3:Z2642298161;15:01502:2:Z2606886321;
FC1(F)CCCCCCC1,115,15:01500:5:Z3603811053;15:01503:8:Z3621427482;15:01504:3:Z3611570348;
O=c1[nH]cnc2cccnc12,146,15:01500:5:Z2851988974;15:01501:6:Z3339872640;15:01501:9:Z3832639147;
Cc1nc2cnccc2[nH]1,123,15:01500:5:Z4148501102;15:01500:8:Z4148968283;15:01502:7:Z4149672096;
O=C1NCCCc2occc21,171,15:01500:5:Z4352152493;15:01501:0:Z3358526335;15:01501:1:Z3295782881;
c1ccc2c(c1)sc1ncncc12,41,15:01500:5:Z1994064610;15:01502:4:Z1994111438;15:01502:4:Z2479867366;
Oc1ccc2c(c1)CCCC2,400,15:01500:5:Z1883841324;15:01500:5:Z4283986340;15:01500:8:Z3778523800;
FC1(F)C2CCCC1CC2,340,15:01500:5:Z4907618338;15:01500:5:Z4909131801;15:01500:5:Z4907618590;
C1CC2CCOCC2CN1,373,15:01500:5:Z4192220006;15:01500:9:Z4961538316;15:01501:0:Z4200262347;
NC1C2CCCC1CC2,199,15:01500:5:Z4003534711;15:01501:3:Z4002239459;15:01501:6:Z4005441366;
CC1CCN(C)CCN1,464,15:01500:5:Z2954190718;15:01500:6:Z3189841647;15:01501:3:Z4118232043;
CN1C=NCC(O)C1,103,15:01500:5:Z4380607728;15:01500:8:Z3301837101;15:01501:4:Z3301838008;
NC1CCC(F)(F)CC1,119,15:01500:5:Z4878845813;15:01500:5:Z4878857574;15:01503:1:Z4474543282;
Oc1ccc2c[nH]nc2n1,58,15:01500:5:Z2640003377;15:01506:5:Z2640009255;15:01507:9:Z2227341095;
Cc1csc(N)n1,331,15:01500:5:Z3230315564;15:01500:6:Z2439712413;15:01500:8:Z2393680421;
CN1CCNc2cnccc21,144,15:01500:5:Z4870286867;15:01500:5:Z1892501880;15:01501:2:Z1390637453;
CC1(C)CCCCc2ccccc21,12,15:01500:5:Z3709193946;15:01506:0:Z3359299293;15:01515:5:Z3694252771;
FC12CCOCC1CNC2,132,15:01500:5:Z4002536359;15:01500:7:Z4027036816;15:01500:8:Z4062993376;
c1ccc2c(c1)COCCN2,338,15:01500:5:Z4224091223;15:01500:7:Z4126571369;15:01500:7:Z4126574546;
O=c1[nH]cnc2cc(Cl)ccc12,79,15:01500:5:Z105802286;15:01500:5:Z1778685563;15:01504:2:Z16699719;
CC1CCN2NC=NC2=N1,48,15:01500:5:Z3313594581;15:01505:4:Z3516544373;15:01505:5:Z3313598883;
Cc1nccc(=O)[nH]1,103,15:01500:5:Z4096492856;15:01503:6:Z4093427080;15:01503:6:Z4093443865;
Cc1ccc(Cl)nn1,87,15:01500:5:Z2873140178;15:01500:6:Z4733616072;15:01502:1:Z3085863927;
Fc1ccc2c(c1F)CCC2,198,15:01500:5:Z3503899364;15:01501:5:Z3780832489;15:01501:5:Z3780692981;
N=S1(=O)CCC1,163,15:01500:5:Z4598565365;15:01501:6:Z4598564330;15:01501:7:Z4598569977;
Cc1ncc2cn[nH]c2n1,211,15:01500:5:Z3393927059;15:01501:0:Z4026708506;15:01501:3:Z3561363289;
CC12CNCC1(C)CSC2,331,15:01500:5:Z3565683830;15:01500:6:Z3520516223;15:01500:9:Z3639761336;
c1cnc2c(c1)CCC1(CCOCC1)O2,4,15:01500:5:Z4255707413;15:01500:5:Z4258194195;15:01544:4:Z4256531694;
Cn1ccc(N)c1,311,15:01500:5:Z4215430544;15:01500:6:Z3780115749;15:01501:9:Z4207371345;
c1ccc2c(c1)NCC21CCCC1,43,15:01500:5:Z2702926970;15:01502:3:Z3562833028;15:01502:3:Z1575863381;
O=C1COC2CCNCC2N1,212,15:01500:5:Z3889147635;15:01500:6:Z3836894003;15:01501:1:Z3836898853;
c1cnc2nsnc2c1,23,15:01500:5:Z4082173432;15:01507:0:Z4223321188;15:01508:3:Z4082172356;
CC1(C)CNC2COCC21,348,15:01500:5:Z2274837164;15:01500:5:Z4284435022;15:01500:5:Z4324074263;
Fc1ccc(Cl)c2c1NCCC2,22,15:01500:5:Z1361999654;15:01501:8:Z1414825875;15:01507:3:Z1165472944;
O=C1CNCC2COCCN12,242,15:01500:5:Z3653885693;15:01501:2:Z3658411193;15:01501:2:Z3654862506;
CN1C=NCCC1,177,15:01500:5:Z3493170555;15:01501:2:Z4443097677;15:01502:4:Z4260351783;
Cc1noc2ncncc12,279,15:01500:5:Z1999997853;15:01500:9:Z2000056213;15:01501:5:Z3870727337;
Cc1ncc2c(n1)CCNC2,277,15:01500:5:Z4400458207;15:01500:7:Z2598710445;15:01500:7:Z1687435047;
Cn1c(=O)[nH]c(=O)c2nc(Cl)[nH]c21,14,15:01500:5:Z5022191706;15:01509:5:Z3814994138;15:01515:5:Z3814992573;
O=C1CCCC12CCNCC2,194,15:01500:5:Z2914599571;15:01501:2:Z2646731731;15:01502:4:Z2654920726;
Cc1cnc2ccccc2n1,329,15:01500:5:Z1696941990;15:01500:8:Z3079721387;15:01500:8:Z2409842743;
Cc1nn2ccnc2s1,215,15:01500:5:Z4199796849;15:01500:7:Z3353625848;15:01500:7:Z4469510795;
C1CNC2CCNC2C1,290,15:01500:5:Z4029408060;15:01500:6:Z4029408424;15:01501:3:Z4029392804;
C1CCC2(CCNC2)CNC1,140,15:01500:5:Z4054908812;15:01500:6:Z3501310367;15:01502:1:Z2860811279;
CC1CCCC1=O,395,15:01500:5:Z4948560501;15:01500:6:Z4947749043;15:01501:2:Z4948610246;
Cc1nccnc1C,295,15:01500:5:Z3392481397;15:01500:6:Z4175089125;15:01501:0:Z3392998088;
C1CC2CCNCC(C1)C2,253,15:01500:5:Z3436008969;15:01500:5:Z3682438082;15:01500:8:Z4107537417;
O=c1[nH]c2cccc(F)c2s1,25,15:01500:5:Z2442394497;15:01502:0:Z2720790596;15:01502:9:Z2851042060;
O=C1CC2CCCC2N1,232,15:01500:5:Z4191992291;15:01501:7:Z4199457733;15:01502:5:Z4188422841;
Cn1nc2c(c1O)CCNC2,143,15:01500:5:Z4227897393;15:01502:1:Z4227920928;15:01502:1:Z4227918867;
O=S1(=O)CCC2CNCC2C1,215,15:01500:5:Z3045878732;15:01500:6:Z3530164698;15:01500:8:Z3055325473;
NC1CCNCC12CCC2,230,15:01500:5:Z3498541945;15:01501:0:Z4210271467;15:01501:2:Z3519710128;
CC1OCCC1F,630,15:01500:5:Z3709317652;15:01500:7:Z3912257999;15:01500:8:Z3368051689;
Cc1cc(C)c2c(n1)CNC2,140,15:01500:5:Z4622494666;15:01500:5:Z4622494097;15:01500:5:Z4622494700;
Cn1ccc2sccc21,226,15:01500:5:Z3576867860;15:01500:7:Z3626728551;15:01500:9:Z3543207747;
CC12CNCC1(C)COC2,400,15:01500:5:Z3313041293;15:01500:7:Z3132301561;15:01500:8:Z2624035044;
Cn1cnc2c(F)cccc21,179,15:01500:5:Z2094478094;15:01500:8:Z2701269780;15:01502:0:Z4130352338;
Cc1cnc2ncsc2c1,76,15:01500:5:Z4316838330;15:01500:5:Z4316830470;15:01500:5:Z4316833198;
O=C1CCC2(CCNCC2)N1,226,15:01500:5:Z4217943085;15:01501:0:Z3574726165;15:01501:1:Z4117007731;
CC1Nc2cccnc2NC1=O,36,15:01500:5:Z4126875168;15:01500:5:Z4126875177;15:01501:6:Z4126863817;
c1cnc2c(c1)CNCCO2,128,15:01500:5:Z1688411398;15:01502:3:Z2092383269;15:01503:2:Z2773920780;
FC1(F)CCNCC12CCOC2,133,15:01500:5:Z3100231567;15:01501:1:Z3830294180;15:01502:2:Z3391188829;
C1CN2CCC(CC2)N1,332,15:01500:5:Z1819297834;15:01500:6:Z2044021373;15:01500:9:Z2043860635;
C1=NCCS1,686,15:01500:5:Z2959771218;15:01500:6:Z2097002800;15:01500:8:Z370178672;
C1=CCOCC1,332,15:01500:5:Z4223232365;15:01501:1:Z4177322469;15:01501:1:Z4177322374;
Cc1cc(=O)[nH]nc1C,176,15:01500:5:Z2346543006;15:01501:4:Z3857376232;15:01502:6:Z2439976798;
CC1(O)CNC1,560,15:01500:5:Z4289594123;15:01500:6:Z3298913573;15:01501:1:Z1875137540;
Cn1ccc2cccc(Cl)c21,69,15:01500:5:Z4424168706;15:01500:6:Z3698618316;15:01503:9:Z4042162323;
Cc1ccc2c(c1F)CNCC2,115,15:01500:5:Z4614232204;15:01501:1:Z3573272991;15:01501:8:Z3518696975;
OC1C2CNC(C2)C1O,472,15:01500:5:Z3322697200;15:01500:6:Z4124835935;15:01500:6:Z3609685291;
Cc1cnc2ccccc2c1,417,15:01500:5:Z3230805761;15:01500:6:Z1449890690;15:01500:8:Z1449735991;
CN1CNC(=O)C12CNC2,303,15:01500:5:Z3614830338;15:01501:4:Z3614840358;15:01501:6:Z3614834582;
Cc1cccc2c1CCCC2,196,15:01500:5:Z2648245687;15:01501:2:Z2607206635;15:01501:3:Z2869623881;
C1CCN2CCNC(C1)C2,196,15:01500:5:Z4249770899;15:01500:8:Z4270202908;15:01501:0:Z4450942590;
c1ccc2c(c1)OC1(CCNC1)O2,68,15:01500:5:Z3558639291;15:01500:6:Z2165567714;15:01502:0:Z3052006991;
Cc1cccn2ncnc12,122,15:01500:5:Z4232477310;15:01501:2:Z4230356692;15:01502:6:Z4228217452;
CC1(C)CNC2COCC2O1,202,15:01500:5:Z2481395588;15:01500:8:Z2844159644;15:01500:9:Z2474371715;
CC1CCCC(C)(C)N1,51,15:01500:5:Z4330773763;15:01501:4:Z4330770242;15:01503:5:Z4377964445;
Fc1ccc(F)c2c1CCNC2,122,15:01500:5:Z3539156924;15:01500:7:Z1822984761;15:01500:9:Z1367144779;
CN1Cc2ccccc2C1,368,15:01500:5:Z2802769044;15:01500:8:Z4271856520;15:01501:2:Z3803180617;
Nc1nccnc1Cl,158,15:01500:5:Z2969833131;15:01501:7:Z3649482023;15:01502:2:Z2967505261;
c1n[nH]c2c1CCSC2,215,15:01500:5:Z4051442911;15:01500:8:Z4141173701;15:01502:5:Z4150100811;
Cc1ccc2nccnc2c1,101,15:01500:5:Z4637329603;15:01502:9:Z4223319761;15:01503:0:Z3201707250;
Cc1cc(Cl)cs1,453,15:01500:5:Z3466501336;15:01500:6:Z3554585873;15:01500:7:Z3584930860;
Cc1ccc(=O)n(C)c1,310,15:01500:5:Z3082773019;15:01500:6:Z1443107967;15:01501:2:Z1443103351;
c1cc2c(nn1)CCCC2,220,15:01500:5:Z3873699808;15:01501:0:Z4018422114;15:01501:1:Z3829285029;
C1CC2NCCC2CN1,472,15:01500:5:Z3499110656;15:01501:3:Z4414605586;15:01501:6:Z4031328934;
CC1CCc2oncc2C1,503,15:01500:5:Z4436934471;15:01500:5:Z2721175982;15:01500:9:Z2454374474;
Cn1cnc2cc(F)ccc21,228,15:01500:5:Z1851158200;15:01501:1:Z4389151116;15:01501:7:Z4389733773;
C1CCN2CCSCC2C1,255,15:01500:5:Z3518111037;15:01500:9:Z4770832742;15:01502:1:Z2931698448;
Cc1cc2nccn2cc1C,68,15:01500:5:Z4142263313;15:01500:5:Z3780742267;15:01501:2:Z3794806960;
O=S1(=O)CCNCCCCN1,220,15:01500:5:Z3817596100;15:01500:8:Z3653287219;15:01501:3:Z3644473974;
O=C1CC2CCNCC2N1,366,15:01500:5:Z2994764632;15:01501:1:Z2989160262;15:01501:3:Z3314642744;
Cc1cc2c(o1)CC(C)(C)CC2,46,15:01500:5:Z453588554;15:01500:6:Z3047099934;15:01500:6:Z3078642828;
C1COCC2(C1)CNCCO2,334,15:01500:5:Z2085858197;15:01500:7:Z2069501336;15:01500:8:Z2177399261;
CC1CCC(=O)CC1,309,15:01500:5:Z2874756322;15:01501:0:Z2287758344;15:01501:2:Z3587253010;
Cc1c[nH]c(=O)[nH]1,450,15:01500:5:Z3056110018;15:01500:8:Z2923661686;15:01501:2:Z2804278269;
C1CNCCC2(C1)CCC2,220,15:01500:5:Z4575129254;15:01500:9:Z3611173493;15:01500:9:Z3683360846;
C1CC2CNC3(CC3)C2C1,203,15:01500:5:Z3635242912;15:01500:8:Z3711529381;15:01502:6:Z3878719700;
CN1CC2CCCCC2C1,187,15:01500:5:Z3054649249;15:01500:6:Z4272711142;15:01502:3:Z3054646982;
CC12CCCNC1CCC2,187,15:01500:5:Z3613934627;15:01500:9:Z3602403101;15:01501:5:Z3822940483;
CN1CCC(O)CC1,422,15:01500:5:Z1588146827;15:01500:5:Z4138331551;15:01500:7:Z4019437556;
C1COC2(CCN1)CCOCC2,134,15:01500:5:Z1708907100;15:01500:7:Z2224536420;15:01502:9:Z1708906793;
FC1(F)CCCCNC1,164,15:01500:5:Z3807383428;15:01502:1:Z4064191001;15:01502:2:Z3807424738;
CC1CC(C)(C)c2ccccc2N1,10,15:01500:5:Z1629253189;15:01528:5:Z1885051604;15:01532:0:Z1628651883;
Cc1nn(C)c2cnc(Cl)nc12,61,15:01500:5:Z4989464938;15:01504:6:Z4991707903;15:01507:2:Z4991721990;
N=S1(=O)CCCNCC1,63,15:01500:5:Z4229988286;15:01500:6:Z4229991169;15:01504:6:Z4229987555;
Cn1cc2c(=O)[nH]cnc2n1,23,15:01500:5:Z4236593471;15:01501:0:Z3513657750;15:01501:2:Z4137503547;
c1ccc2nncnc2c1,204,15:01500:5:Z2176298643;15:01500:7:Z2176285235;15:01503:3:Z5052347053;
c1cc2c3c(cccc3c1)CCC2,24,15:01500:5:Z4100775188;15:01507:3:Z3475205762;15:01522:5:Z2772194382;
CC1CC2CCC(C1)S2,462,15:01500:5:Z3433811079;15:01500:8:Z3049363673;15:01502:0:Z4225408249;
CC1(C)OCC(O)CO1,91,15:01500:5:Z4264310035;15:01500:6:Z4268605969;15:01501:5:Z4274554425;
O=S1(=O)CCNC2CCCCC21,108,15:01500:5:Z3525065844;15:01501:5:Z2707450682;15:01501:7:Z1376087149;
N=S1(=O)CCCc2ncncc21,62,15:01500:5:Z3829773985;15:01504:2:Z3827974583;15:01505:8:Z3827957502;
CC1(C)CC(C)(C)C1,179,15:01500:5:Z3754707413;15:01500:8:Z4258619986;15:01501:8:Z4117794110;
C1CCC2(CCCNC2)NC1,227,15:01500:5:Z3365667742;15:01500:6:Z3143662344;15:01500:8:Z3256565604;
Oc1ccc2c(c1)CNCCO2,142,15:01500:5:Z4221686971;15:01500:5:Z3816087722;15:01502:0:Z2647766018;
O=S1(=O)CCC2(CCCNC2)C1,115,15:01500:5:Z4214717793;15:01501:2:Z3135576739;15:01501:2:Z2292393145;
CC1(C)CCNCCS1,473,15:01500:5:Z1939410314;15:01500:5:Z3785931875;15:01500:9:Z1922553917;
Cc1cc(=O)n2cc[nH]c2n1,16,15:01500:5:Z2365412948;15:01501:3:Z2613947790;15:01502:7:Z2721895187;
CC1CCC2(CCNC2)CC1,150,15:01500:5:Z1691276542;15:01501:3:Z2629957020;15:01501:4:Z2833929808;
Cc1cscc1Cl,648,15:01500:5:Z2288604700;15:01500:8:Z1838323105;15:01500:9:Z1840182984;
Clc1cc2c(s1)CCNC2,288,15:01500:5:Z2436046767;15:01500:7:Z3865903397;15:01501:0:Z2873651143;
O=S1CC2CC1CN2,612,15:01500:5:Z4507622588;15:01501:0:Z2476255319;15:01501:0:Z4192692125;
CC1CNc2c(O)cccc2C1,36,15:01500:5:Z3384118762;15:01500:6:Z3055275239;15:01502:3:Z3055274932;
O=c1ccoc2ccc(Cl)cc12,34,15:01500:5:Z3056359415;15:01505:3:Z4005548195;15:01506:5:Z1319768517;
c1cnc2nn[nH]c2c1,246,15:01500:5:Z4055436243;15:01500:9:Z2781765634;15:01501:2:Z4935205343;
C1COC2(CN1)CC1CCC2C1,106,15:01500:5:Z1994979728;15:01501:4:Z1994211503;15:01505:2:Z4284072732;
O=S1(=O)CCC2(CCC2)C1,196,15:01500:5:Z4458968518;15:01501:7:Z4508506432;15:01502:3:Z4459059307;
CN1CCNc2cccnc21,189,15:01500:5:Z4126287260;15:01500:5:Z4126287263;15:01500:5:Z4126265661;
Clc1ncc2c(n1)COCC2,89,15:01500:5:Z3647502488;15:01500:5:Z3647943800;15:01501:1:Z3646982900;
Clc1cccc2ccccc12,60,15:01500:5:Z2371128561;15:01500:5:Z2371128401;15:01506:1:Z4779249246;
Cc1ncc(C)c(O)n1,127,15:01500:5:Z4227253185;15:01500:5:Z4229088232;15:01500:8:Z4227305366;
Nc1ccnc(O)c1Cl,86,15:01500:5:Z4295816546;15:01500:9:Z4288891210;15:01502:7:Z4293596087;
OC1CCNC2CCCCC12,97,15:01500:5:Z2784944363;15:01500:5:Z2784947582;15:01500:8:Z2916429373;
Cc1nccc2nncn12,155,15:01500:5:Z3293195482;15:01500:6:Z2346886911;15:01500:7:Z2701146068;
CN1C=NCCCC1,83,15:01500:5:Z3491057035;15:01501:0:Z3491055759;15:01501:8:Z3491057048;
c1cnc2c(n1)NCCO2,78,15:01500:5:Z4414811095;15:01500:9:Z4416300648;15:01505:1:Z4416325292;
Fc1cnc2ccccc2n1,112,15:01500:5:Z3560333871;15:01501:4:Z2770351440;15:01502:1:Z2770423081;
O=c1ccc2c([nH]1)CCCCC2,44,15:01500:5:Z2784605007;15:01500:5:Z2965370085;15:01502:0:Z2094689913;
Cc1cn2c(n1)CCC2,34,15:01500:5:Z3347512823;15:01501:9:Z3347826841;15:01502:9:Z4223853553;
c1cc2c(s1)CCCCN2,157,15:01500:5:Z3515287156;15:01503:6:Z1974883041;15:01503:9:Z1974335208;
Cn1ncc2cn[nH]c21,54,15:01500:5:Z4288738521;15:01502:9:Z3474652649;15:01506:2:Z1261291717;
O=c1[nH]ncc2[nH]cnc12,15,15:01500:5:Z4236536999;15:01510:7:Z4236537751;15:01520:1:Z4645322062;
Oc1cc2ccccc2cn1,74,15:01500:5:Z2709051899;15:01502:3:Z2709599890;15:01504:4:Z2709735135;
Fc1cc2ncsc2cc1F,158,15:01500:5:Z4184923609;15:01501:0:Z941540088;15:01501:4:Z3393729371;
O=S1(=O)CCCCCC1,457,15:01500:5:Z2793920258;15:01500:6:Z4666043351;15:01500:7:Z4221263764;
Cc1csc2ccccc12,371,15:01500:5:Z4422067006;15:01500:9:Z3521179628;15:01501:2:Z2231187675;
CC1CC1N,443,15:01500:5:Z4065058225;15:01500:6:Z4002052628;15:01500:8:Z3998600657;
Cc1ccc2sncc2c1,213,15:01500:5:Z3056349695;15:01501:5:Z2722658470;15:01501:6:Z2220698856;
CC1CCOC2(CCC2)C1,147,15:01500:5:Z3007707751;15:01500:5:Z2872243830;15:01502:1:Z2924674164;
O=c1[nH][nH]c(=O)[nH]1,137,15:01500:5:Z2908866002;15:01501:2:Z4091370208;15:01501:3:Z3168620311;
C1C2CC3CC1CC(C2)O3,61,15:01500:5:Z4101578773;15:01505:1:Z3645858271;15:01506:4:Z4101578738;
Cc1cc(N)[nH]n1,338,15:01500:5:Z4049738809;15:01500:8:Z4103768031;15:01501:4:Z4343291989;
O=c1[nH]ncc2c1CCNC2,196,15:01500:5:Z3650020801;15:01500:7:Z4253843538;15:01502:3:Z4232014555;
Cc1n[nH]c(=O)s1,75,15:01500:5:Z1899857526;15:01501:0:Z3513275399;15:01501:8:Z1899846328;
FC1(F)CCC2(CCNCC2)C1,135,15:01500:5:Z3878876267;15:01501:2:Z3878876164;15:01501:5:Z4910103314;
Cn1ccc2c1CCNC2,467,15:01500:5:Z5053642682;15:01500:6:Z5054516038;15:01500:7:Z5054519475;
Clc1cccc2c1OCCC2,125,15:01500:5:Z3435452505;15:01500:9:Z1653302235;15:01501:0:Z1542057197;
O=S1(=O)NCCCN1,383,15:01500:5:Z3634094468;15:01500:8:Z5060526970;15:01500:9:Z3819138313;
Cc1cc(C)c(O)c(C)c1,68,15:01500:5:Z4471994718;15:01501:0:Z4471993536;15:01501:7:Z4471998756;
CC1COCC(C)C1,115,15:01500:5:Z2928378222;15:01500:7:Z2927642396;15:01500:8:Z4455484024;
CC1CNCC2(CCOC2C)O1,113,15:01500:5:Z1934725899;15:01500:7:Z2011366068;15:01501:2:Z3600326086;
NC1CCC12CC2,200,15:01500:5:Z3806893215;15:01500:6:Z3807445774;15:01501:0:Z3807350679;
CC12CCC(CN1)C2,709,15:01500:5:Z5043107855;15:01500:6:Z5060192262;15:01500:7:Z3056785155;
CN1CCn2cnnc2C1=O,26,15:01500:5:Z3313899297;15:01503:6:Z3313898913;15:01506:8:Z3870348664;
C1CC2COCC(C1)C2,320,15:01500:5:Z3899040205;15:01500:6:Z3806107262;15:01501:2:Z3899042611;
Oc1ccc2c(c1)CNCCC2,116,15:01500:5:Z3809207174;15:01503:4:Z3808319808;15:01503:5:Z3821767878;
C1=NOC2CCCCC12,371,15:01500:5:Z4113403008;15:01500:7:Z4110594204;15:01501:1:Z4030446060;
ClC1=CCCNC1,786,15:01500:5:Z4123967383;15:01500:8:Z4274683832;15:01500:8:Z4324330551;
Oc1ccc2ccsc2n1,81,15:01500:5:Z4311221390;15:01501:4:Z4310549356;15:01501:4:Z4312391322;
NC1CCNc2ccccc21,46,15:01500:5:Z3007213335;15:01505:3:Z3232037279;15:01505:3:Z3365743195;
Cn1ccc2cc(Cl)ccc21,136,15:01500:5:Z4021392144;15:01501:5:Z3670657215;15:01503:8:Z4096939585;
c1ccc2c(c1)C1CCC2O1,276,15:01500:5:Z4166309249;15:01501:1:Z5033537953;15:01501:3:Z3865158222;
O=C1NCCc2c(F)cccc21,18,15:01500:5:Z2059625642;15:01510:4:Z4922810446;15:01515:8:Z4376132494;
CC1(N)CNC1,342,15:01500:5:Z3132558171;15:01500:7:Z3132556483;15:01501:2:Z3383167928;
c1cnc2c(c1)OCCNC2,249,15:01500:5:Z3203976780;15:01500:8:Z2791288265;15:01501:4:Z2791313870;
c1[nH]nc2c1CCNC2,247,15:01500:5:Z4029093338;15:01500:7:Z4211194905;15:01501:6:Z4029089882;
Clc1ccc2c(c1)OCO2,658,15:01500:5:Z3797525074;15:01500:8:Z3203764782;15:01501:0:Z1634992990;
FC1CCc2ccccc2C1,135,15:01500:5:Z2851985794;15:01501:0:Z3999561736;15:01501:5:Z4610905783;
CC1CC12NC(=O)CNC2=O,8,15:01500:5:Z4208581348;15:01511:1:Z4907794678;15:01543:5:Z4208581107;
c1cc2n(n1)CCN2,242,15:01500:5:Z3385677464;15:01500:9:Z2997867211;15:01501:0:Z3132217151;
CC1NCCS(=O)(=O)C1C,305,15:01500:5:Z1338202671;15:01500:8:Z3525123461;15:01501:7:Z4102026941;
C1CC2CCCC(C1)S2,138,15:01500:5:Z4197852250;15:01501:3:Z4358698634;15:01502:2:Z4216792139;
Cc1cc(C)cc(O)c1,386,15:01500:5:Z4912828120;15:01501:1:Z4147309103;15:01502:0:Z4913279711;
Clc1ccc2ccncc2c1,174,15:01500:5:Z3831300423;15:01500:5:Z3831708454;15:01501:9:Z3359088223;
C1=NNCC1,309,15:01500:5:Z3381864658;15:01502:0:Z4278929501;15:01502:5:Z3168361666;
Cc1ccc2c(c1)CC(C)C2,129,15:01500:5:Z2224204364;15:01502:8:Z1628104641;15:01503:4:Z1782533966;
CC12CCCC(C1)OC2,225,15:01500:5:Z3637576694;15:01500:5:Z3505034543;15:01501:2:Z4271813843;
OC1CCOCC1O,208,15:01500:5:Z4327083892;15:01500:6:Z4231363260;15:01500:9:Z4316702252;
Clc1cscc1Cl,402,15:01500:5:Z3808056554;15:01500:5:Z3496267828;15:01500:8:Z3530766199;
NC12CNC(C1)C2,271,15:01500:5:Z3807864956;15:01500:6:Z3807891083;15:01500:7:Z3807862393;
