fragment_smiles,occurences,example_ligands
Cc1cnnc(Cl)c1C,16,74:07400:8:PV-004995594729;74:07411:6:PV-005006687007;74:07412:5:PV-005007584279;
O=C1CCC2CCCN12,55,74:07400:8:PV-004995595204;74:07401:7:PV-004996603158;74:07404:9:PV-003986697597;
c1cnc2c(c1)OCO2,219,74:07400:8:PV-004995596440;74:07400:8:PV-004995617016;74:07400:9:PV-002567764596;
CN1CCCC12CCC2,106,74:07400:8:PV-004995597214;74:07401:5:PV-004996504456;74:07402:1:PV-003330168125;
Cc1ccn2ccnc2c1C,174,74:07400:8:PV-004995601956;74:07400:8:PV-003329730518;74:07401:8:PV-003330078959;
Cc1n[nH]c2c1CCCC2,162,74:07400:8:PV-004995602932;74:07401:0:PV-002819545732;74:07401:1:PV-002819558675;
Cc1cc(=O)[nH]c2ccccc12,83,74:07400:8:PV-004995603027;74:07402:1:PV-002819681627;74:07403:1:PV-003330539703;
C1=NCC2COCCN12,52,74:07400:8:PV-004995611062;74:07404:2:PV-002819972290;74:07406:8:PV-002820308796;
C1CC2(C1)CCOCCN2,35,74:07400:8:PV-004995612656;74:07401:8:PV-002819647659;74:07406:0:PV-002309122718;
Cn1ncc2c1CCS(=O)(=O)C2,62,74:07400:8:PV-004995612761;74:07400:8:PV-004995614875;74:07405:5:PV-005000473327;
C1CC2(CCN1)OCCO2,55,74:07400:8:PV-004995613335;74:07400:9:PV-002205517407;74:07401:0:PV-002257272365;
FC1(F)C2(CCC2)C12CC2,235,74:07400:8:PV-004995615596;74:07400:8:PV-004995616134;74:07401:3:PV-003329894317;
c1cnc2c(n1)CCNC2,88,74:07400:8:PV-004995618952;74:07401:1:PV-002102027038;74:07401:8:PV-002819639745;
CC1COCC(C)(C)N1,19,74:07400:8:PV-004995631948;74:07401:1:PV-003329830629;74:07403:7:PV-003330746994;
Cc1ccc(Cl)s1,194,74:07400:8:PV-004995633433;74:07401:2:PV-002819559863;74:07402:0:PV-004996883338;
O=S1(=O)CCC(O)CC1,119,74:07400:8:PV-004995638331;74:07400:8:PV-002516013025;74:07401:1:PV-002412525249;
CN1CCC2CCNCC21,214,74:07400:8:PV-004995642544;74:07400:8:PV-003329740438;74:07401:1:PV-003329841855;
CC12CCC(C1)NC2=O,277,74:07400:8:PV-004995646557;74:07400:8:PV-004995654348;74:07401:8:PV-004996774466;
Fc1cccc2ccsc12,126,74:07400:8:PV-004995647763;74:07401:1:PV-004995956201;74:07401:1:PV-004995971664;
Fc1cnc(Cl)nc1Cl,35,74:07400:8:PV-004995653443;74:07402:5:PV-002102054812;74:07403:4:PV-004998263938;
FC1(F)CNCc2ccccc21,65,74:07400:8:PV-004995657043;74:07404:6:PV-003331038002;74:07406:5:PV-002360886738;
Nc1ccc2cncnc2n1,39,74:07400:8:PV-004995657241;74:07400:9:PV-002819528275;74:07404:5:PV-002820009784;
c1nnn2c1CCC2,366,74:07400:8:PV-004995658738;74:07400:8:PV-004995681465;74:07400:9:PV-004995841432;
O=S1(=O)CC2CCC(C2)N1,95,74:07400:8:PV-004995664754;74:07402:9:PV-003330459720;74:07403:6:PV-003330691242;
c1noc2c1CSCC2,67,74:07400:8:PV-004995666351;74:07401:4:PV-003329948650;74:07402:4:PV-002819724287;
Nc1ncnc2ccccc12,213,74:07400:8:PV-004995668715;74:07401:0:PV-003329818942;74:07401:0:PV-003986335948;
O=c1nc[nH]c2[nH]ncc12,71,74:07400:8:PV-004995672764;74:07400:8:PV-004995678575;74:07402:3:PV-004997245026;
CC1CNCc2ccccc2O1,60,74:07400:8:PV-004995673084;74:07409:1:PV-005004114218;74:07411:2:PV-003333284130;
Cc1ccnc2c1CNC2,42,74:07400:8:PV-004995678372;74:07401:6:PV-003330019696;74:07404:8:PV-003331127598;
C1CCC2(C1)CCN2,54,74:07400:8:PV-004995679185;74:07401:3:PV-003329902024;74:07402:9:PV-002819792060;
FC1(F)CNCCNC1,76,74:07400:8:PV-004995679403;74:07402:5:PV-002819736504;74:07404:9:PV-003331149985;
FC1(F)CC2CNCC21,38,74:07400:8:PV-004995679946;74:07401:3:PV-002819573210;74:07406:4:PV-002820259688;
CN1CC2CCC1CN2,7,74:07400:8:PV-004995681299;74:07408:7:PV-002820561499;74:07409:6:PV-002820677997;
Clc1ccnc2cccnc12,31,74:07400:8:PV-004995694024;74:07404:5:PV-002820001268;74:07412:9:PV-005007953282;
FC1(F)CC2(C1)CC1(CCC1)C2,27,74:07400:8:PV-004995694791;74:07406:0:PV-005000931614;74:07415:3:PV-003334718043;
Clc1ncc2cc[nH]c2n1,52,74:07400:8:PV-004995698655;74:07403:2:PV-004998099141;74:07404:0:PV-004998858854;
C1C2CC3CC1CC(C2)C3,359,74:07400:8:PV-004995699724;74:07401:5:PV-002819610775;74:07401:5:PV-002819610776;
Nc1ncns1,43,74:07400:8:PV-004995701675;74:07404:1:PV-004999136491;74:07404:8:PV-004999738746;
Cn1ccc2c(c1=O)CCNC2,136,74:07400:8:PV-004995702247;74:07400:9:PV-004995775434;74:07401:2:PV-004996088954;
c1[nH]nc2c1CC1CC21,270,74:07400:8:PV-004995709567;74:07400:9:PV-004995727695;74:07401:2:PV-004996124736;
Cc1cc(C)n2nccc2n1,384,74:07400:8:PV-004995709749;74:07401:1:PV-004995999235;74:07401:5:PV-004996382508;
C1CC2(C1)CCC1(CC2)OCCO1,133,74:07400:8:PV-004995710262;74:07401:1:PV-004995930711;74:07401:7:PV-004996538325;
Fc1cc(Cl)cc(Cl)c1,206,74:07400:8:PV-004995717676;74:07401:6:PV-003330023279;74:07401:7:PV-004996541586;
FC1(F)CC12CCNC2,123,74:07400:8:PV-004995723450;74:07401:3:PV-003329918335;74:07402:4:PV-003330279690;
NC1CC(O)C12CCC2,105,74:07400:8:PV-003329723033;74:07400:8:PV-003329723034;74:07401:5:PV-003329962589;
Cc1ccc2scnc2c1,133,74:07400:8:PV-002819507416;74:07402:4:PV-002102053815;74:07403:9:PV-002819918108;
O=C1CC2CCC(C1)N2,43,74:07400:8:PV-002567761878;74:07404:9:PV-002820062797;74:07405:0:PV-002820077875;
c1cnc2c(c1)NCCS2,45,74:07400:8:PV-002819507899;74:07403:1:PV-004998029380;74:07403:3:PV-002567814192;
C1CC2CNCC1O2,108,74:07400:8:PV-002360767938;74:07402:3:PV-002819707640;74:07402:9:PV-004997858702;
c1nc2c([nH]1)CCOC2,51,74:07400:8:PV-002360767941;74:07401:9:PV-002360790334;74:07403:5:PV-002516068447;
CC1CC(F)CN1,27,74:07400:8:PV-003329725289;74:07401:5:PV-004996366535;74:07403:0:PV-003330495536;
c1cnc2c(c1)CNCCO2,70,74:07400:8:PV-003329725429;74:07402:4:PV-004997327036;74:07403:0:PV-002309061261;
c1ccc2nocc2c1,5,74:07400:8:PV-003329725472;74:07429:4:PV-003339515230;74:07433:2:PV-002154432087;
Fc1cc2nc[nH]c2cc1Cl,62,74:07400:8:PV-002205514495;74:07401:3:PV-002153778455;74:07403:1:PV-002412566808;
NC1CCCc2ccccc21,104,74:07400:8:PV-002819508464;74:07401:4:PV-004996225828;74:07401:5:PV-004996425589;
Fc1ccc2c(c1)CCCN2,213,74:07400:8:PV-002819508507;74:07400:8:PV-002819508508;74:07400:9:PV-004995733538;
Fc1cc(Cl)cc2cc[nH]c12,41,74:07400:8:PV-002153768623;74:07400:9:PV-003329781514;74:07404:3:PV-002360841026;
CN1CCNc2ncccc2C1,8,74:07400:8:PV-003329726026;74:07433:9:PV-002309694779;74:07435:9:PV-002102739271;
NC1CC2CC12,142,74:07400:8:PV-003329726028;74:07401:4:PV-003329945083;74:07401:4:PV-003329945084;
Cc1ccc(C)c(C)n1,402,74:07400:8:PV-003329726123;74:07400:9:PV-004995734554;74:07401:0:PV-003329799702;
CC1(C)CCc2nc[nH]c2C1,14,74:07400:8:PV-003329726215;74:07411:4:PV-002820924426;74:07416:7:PV-003335170743;
Clc1ccc2ncc3cncn3c2c1,37,74:07400:8:PV-002102020309;74:07408:3:PV-002820509445;74:07408:8:PV-003332467631;
Oc1ccc2c(c1)NCCC2,79,74:07400:8:PV-003329727022;74:07403:6:PV-002819889718;74:07403:7:PV-004998589039;
c1cnc2c(c1)NCC21CCC1,15,74:07400:8:PV-003329727137;74:07402:0:PV-004996964360;74:07407:3:PV-003331977156;
Cc1cccc2nn[nH]c12,246,74:07400:8:PV-002819509110;74:07400:8:PV-003329727411;74:07401:5:PV-002819601913;
Clc1cccc2c1CNC2,83,74:07400:8:PV-002309015690;74:07402:5:PV-002516047396;74:07403:1:PV-003330512980;
CC1NCCc2cc(Cl)ccc21,57,74:07400:8:PV-002102020460;74:07403:5:PV-004998471618;74:07405:9:PV-002309121004;
Cc1cccc2c1NCC(C)C2,4,74:07400:8:PV-002464263257;74:07406:7:PV-002820295005;74:07406:7:PV-002567883308;
Oc1ccc2ncncc2c1,103,74:07400:8:PV-002819510210;74:07401:3:PV-002819582619;74:07401:5:PV-002819606261;
Nc1ncc2c(n1)CCNC2,25,74:07400:8:PV-002819510241;74:07409:8:PV-005004873941;74:07412:1:PV-002821017684;
CC1CCc2ccsc2S1(=O)=O,16,74:07400:8:PV-003329730321;74:07405:0:PV-002820068675;74:07406:3:PV-003331623942;
NC1CNc2ccccc2C1,67,74:07400:8:PV-003329730367;74:07404:8:PV-004999754320;74:07405:6:PV-003986757951;
NC1CC2CCC1O2,156,74:07400:8:PV-003329730455;74:07401:1:PV-003329842476;74:07402:5:PV-003330308549;
CN1CC2(CCCNC2)CC1=O,22,74:07400:8:PV-002819510370;74:07401:4:PV-003329952462;74:07402:8:PV-004997711609;
Clc1cccc2c1NCC2,77,74:07400:8:PV-002819510401;74:07402:5:PV-002819744888;74:07404:0:PV-003330828393;
NC1CC2(CC2)C1,136,74:07400:8:PV-003329731249;74:07400:8:PV-003329731250;74:07401:2:PV-003329868660;
CC1OC2(C)CC1C2,123,74:07400:8:PV-002819510653;74:07400:8:PV-003329733147;74:07401:9:PV-003330116403;
Cc1cc(Cl)cc2c1NCCC2,36,74:07400:8:PV-003329731985;74:07405:8:PV-002567864917;74:07406:5:PV-003331704277;
Cc1nc2cnccc2n1C,43,74:07400:8:PV-002819511126;74:07400:9:PV-004995828252;74:07401:9:PV-002819657381;
Cc1ccc2cccnc2c1Cl,113,74:07400:8:PV-002819511308;74:07401:7:PV-002819627651;74:07402:6:PV-002819758292;
O=S1(=O)CC2(CCNC2)C1,41,74:07400:8:PV-003329733080;74:07403:0:PV-002516057089;74:07404:9:PV-002153854106;
OC1CCOCC1O,212,74:07400:8:PV-003329733223;74:07400:8:PV-003329750349;74:07401:1:PV-004996010085;
Fc1cccc2c1CNC2,152,74:07400:8:PV-002819511452;74:07401:9:PV-003330106442;74:07401:9:PV-002819663331;
Fc1ccc2c(c1)NCCCS2,23,74:07400:8:PV-002819511969;74:07402:1:PV-002819683491;74:07410:8:PV-002309220717;
Cc1cc2cc[nH]c2cc1Cl,106,74:07400:8:PV-003329734792;74:07401:1:PV-002205521510;74:07401:8:PV-003330068150;
C1NOC2COCC12,237,74:07400:8:PV-003329736005;74:07401:3:PV-003329921680;74:07401:4:PV-003329931766;
Cn1c(N)nc2ccccc21,33,74:07400:8:PV-002819512576;74:07404:3:PV-002819974776;74:07411:5:PV-003333416447;
Fc1ccc(Cl)c2scnc12,28,74:07400:8:PV-001905768586;74:07411:2:PV-005006344610;74:07413:1:PV-002821142903;
Nc1ncnc2[nH]cnc12,41,74:07400:8:PV-002819512613;74:07402:0:PV-002464287886;74:07407:2:PV-002820369082;
CC12CNCC1(C)CNC2,2,74:07400:8:PV-002360768662;74:07416:4:PV-002205833653;
CN1CCC2CNCC2C1,333,74:07400:8:PV-003329736587;74:07400:9:PV-004995817439;74:07400:9:PV-004995817440;
Fc1cc2cccnc2cc1Cl,31,74:07400:8:PV-003329736933;74:07407:0:PV-002820336240;74:07407:0:PV-002820336241;
Fc1ccc2ccsc2c1,196,74:07400:8:PV-003329736996;74:07400:8:PV-002819512866;74:07400:8:PV-002819512867;
O=C1NCCn2nncc21,103,74:07400:8:PV-002819512934;74:07404:0:PV-003330832909;74:07404:3:PV-002819980078;
O=c1[nH]c2ccc(Cl)cc2[nH]1,72,74:07400:8:PV-003329737493;74:07401:2:PV-003329883820;74:07405:0:PV-003331184138;
Fc1ccncc1Cl,103,74:07400:8:PV-002309016272;74:07401:7:PV-003330056213;74:07402:6:PV-003330358738;
CC1CC(=O)CCN1,23,74:07400:8:PV-002819513299;74:07406:5:PV-002820277251;74:07407:4:PV-005002350433;
Cc1cc(=O)n2nccc2[nH]1,49,74:07400:8:PV-002819513614;74:07404:4:PV-003330967875;74:07405:5:PV-002464360471;
CC1CCC(=O)N(C)C1,207,74:07400:8:PV-003329739649;74:07401:3:PV-003329917425;74:07401:7:PV-003330032460;
Clc1ccnc2c1CNC2,138,74:07400:8:PV-003329740038;74:07403:8:PV-002819908090;74:07403:8:PV-002819910872;
CC1NCCc2ccncc21,48,74:07400:8:PV-002819514016;74:07401:2:PV-002819565109;74:07401:9:PV-002819661024;
Cc1ccc2ocnc2n1,2,74:07400:8:PV-002819514040;74:07430:8:PV-002823497230;
Cc1ccc2nc(C)n(C)c2n1,38,74:07400:8:PV-003329740211;74:07406:3:PV-005001260062;74:07408:2:PV-002820497074;
Cc1ccc2cn[nH]c2n1,85,74:07400:8:PV-003329740888;74:07401:9:PV-002819655501;74:07402:2:PV-003330204119;
CC1CCc2ccccc2C1,330,74:07400:8:PV-002102021132;74:07401:2:PV-003329875685;74:07401:7:PV-002819638011;
CC1Nc2ccccc2C1(C)C,70,74:07400:8:PV-003329741501;74:07401:0:PV-003329796245;74:07404:3:PV-002102093355;
N=S1(=O)CCOc2ccccc21,72,74:07400:8:PV-002819514669;74:07401:0:PV-002205520452;74:07401:7:PV-002819630978;
Cc1ccc(C)nn1,325,74:07400:8:PV-003329741916;74:07401:0:PV-002360773854;74:07401:3:PV-003329916490;
CC1CCCc2ccnn21,256,74:07400:8:PV-002819514829;74:07401:0:PV-003329822961;74:07401:6:PV-002819623212;
NC1CNC2(CCCCC2)C1,30,74:07400:8:PV-003329742470;74:07401:4:PV-003329937926;74:07414:2:PV-005009247607;
C1CNCC2CCOC2C1,54,74:07400:8:PV-003329743317;74:07401:1:PV-004995920757;74:07402:3:PV-004997139699;
O=c1[nH]ccc2ccncc12,140,74:07400:8:PV-003329744476;74:07401:7:PV-002819638176;74:07401:8:PV-002819647994;
Cc1cccc2cccnc12,561,74:07400:8:PV-003329745020;74:07400:8:PV-002819516484;74:07401:0:PV-002819533551;
CC1(C)CC2CCCNC21,12,74:07400:8:PV-003329745030;74:07402:8:PV-003330437832;74:07406:9:PV-005001927178;
FC=C1CCCC1,164,74:07400:8:PV-003329745545;74:07401:6:PV-003330027368;74:07404:3:PV-003330939389;
O=C1CCOc2ccccc2N1,158,74:07400:8:PV-003329745774;74:07400:8:PV-002819516225;74:07401:5:PV-003329978538;
CC1NCCc2sccc21,26,74:07400:8:PV-003329745967;74:07408:0:PV-002820475376;74:07408:5:PV-002820543465;
c1cnc2c(n1)CCC2,365,74:07400:8:PV-003329746843;74:07401:0:PV-003329796338;74:07401:2:PV-003329883610;
CC1CNc2ccccc2SC1,26,74:07400:8:PV-002819516736;74:07407:3:PV-002820372722;74:07425:8:PV-002568275595;
Cn1ccc(=O)n(C)c1=O,193,74:07400:8:PV-002567763323;74:07401:5:PV-002257282188;74:07401:8:PV-002257287641;
c1ccc2c(c1)OCCC21CC1,121,74:07400:8:PV-003329748718;74:07402:2:PV-004997115839;74:07402:2:PV-004997129011;
Clc1cccc2c1CCN2,130,74:07400:8:PV-001918142753;74:07402:6:PV-001934532778;74:07402:9:PV-002819797220;
Clc1cnc2ncccc2c1,101,74:07400:8:PV-001909250589;74:07403:7:PV-002819898462;74:07403:8:PV-002412579578;
O=C1Cc2ccc(Cl)cc2N1,152,74:07400:8:PV-002819517509;74:07401:1:PV-003329850116;74:07401:2:PV-004996107140;
O=S1(=O)NCCC12CC2,153,74:07400:8:PV-002819517761;74:07402:1:PV-004997080743;74:07403:0:PV-002819807371;
Cc1c(F)cccc1F,170,74:07400:8:PV-003329750131;74:07401:4:PV-003329941166;74:07402:7:PV-003330379758;
Cc1coc2c1C(=O)CCC2,45,74:07400:8:PV-003329750968;74:07400:8:PV-003329750969;74:07402:8:PV-002819776327;
c1cnc2occc2c1,752,74:07400:8:PV-003329751239;74:07401:2:PV-004996114766;74:07401:2:PV-004996114767;
Fc1cc(Cl)c2ncccc2c1,31,74:07400:8:PV-002819518490;74:07401:8:PV-004996765706;74:07407:6:PV-002820412089;
Oc1nc2ncccc2o1,49,74:07400:8:PV-003329751603;74:07401:0:PV-003329787353;74:07401:1:PV-003329828265;
C1=NCC2CSCCN12,70,74:07400:8:PV-002819518987;74:07401:1:PV-002819551060;74:07403:5:PV-002819874553;
c1c2c(cc3c1CCC3)CCC2,120,74:07400:8:PV-003329753433;74:07400:9:PV-003329757496;74:07402:8:PV-002257308621;
Cn1cnc2cc(Cl)ccc21,168,74:07400:8:PV-002819519266;74:07401:9:PV-002257289956;74:07402:8:PV-003330440279;
C1NC2COCC12,291,74:07400:8:PV-003329753692;74:07401:3:PV-003329925948;74:07401:4:PV-003329954762;
CC1CC(=O)C1,80,74:07400:8:PV-002819519484;74:07401:6:PV-002102036729;74:07404:4:PV-002819997533;
Cc1sc2nccn2c1C,186,74:07400:8:PV-003329754036;74:07401:7:PV-002819633028;74:07402:2:PV-002819698113;
Nc1ncnc2nc[nH]c12,58,74:07400:8:PV-003986317105;74:07401:6:PV-003330022151;74:07402:2:PV-003330224883;
O=C1CCCc2ncccc21,107,74:07400:8:PV-002819519806;74:07402:9:PV-004997804593;74:07403:6:PV-003330689624;
O=C1Cc2cc(F)ccc2N1,71,74:07400:8:PV-002102021998;74:07402:6:PV-004997475187;74:07402:9:PV-002464307812;
Clc1ccnn2ccnc12,37,74:07400:8:PV-003329755678;74:07404:8:PV-004999730180;74:07411:6:PV-002820944555;
FC1(F)C2CCNCC21,115,74:07400:9:PV-002464264908;74:07403:0:PV-002819808983;74:07403:1:PV-002819819241;
O=C1CNC(=O)CN1,79,74:07400:9:PV-003329756696;74:07402:7:PV-002819765604;74:07405:8:PV-003331439350;
c1cnc2c(c1)NCC21CC1,14,74:07400:9:PV-003329757067;74:07407:3:PV-002820372791;74:07413:6:PV-002821219995;
CC1C2Cc3ccccc3C12,14,74:07400:9:PV-003329757320;74:07401:5:PV-003329960669;74:07406:6:PV-005001622707;
Clc1cc(Cl)c2cc[nH]c2c1,104,74:07400:9:PV-002464264964;74:07401:1:PV-003329846253;74:07401:3:PV-003329924711;
Oc1cccc(Cl)c1Cl,179,74:07400:9:PV-003986318132;74:07403:1:PV-003330529353;74:07403:5:PV-003330657523;
Cc1cc(C)c2c(c1)CCNC2,82,74:07400:9:PV-002205516421;74:07401:1:PV-002257273502;74:07402:8:PV-002819781466;
C1COCC2(C1)CNCCO2,27,74:07400:9:PV-003329757913;74:07415:2:PV-002821418146;74:07422:9:PV-002822449045;
Cc1n[nH]c(O)n1,16,74:07400:9:PV-002819521061;74:07409:3:PV-003332658199;74:07418:1:PV-003335638520;
CC1CC2CNCCN2C1=O,17,74:07400:9:PV-002819521312;74:07405:5:PV-005000524189;74:07411:2:PV-005006284504;
Cc1nc2ccccc2nc1C,63,74:07400:9:PV-002819521335;74:07401:5:PV-004996409488;74:07407:1:PV-002820346617;
c1ccc2c(c1)CSCCN2,58,74:07400:9:PV-002819521397;74:07403:2:PV-002819833354;74:07404:2:PV-002819962569;
c1ccc2c(c1)cc1n2CCCNC1,17,74:07400:9:PV-002360770071;74:07404:5:PV-003331001619;74:07415:2:PV-003334674187;
OC1CCCNCC1,193,74:07400:9:PV-003329759666;74:07401:0:PV-002819531370;74:07401:8:PV-002102041520;
Cc1cn2nccc(C)c2n1,181,74:07400:9:PV-002819521722;74:07400:9:PV-003329777537;74:07401:0:PV-002819539596;
Fc1ccc2c(c1)NCCO2,72,74:07400:9:PV-002819521752;74:07402:3:PV-002412550241;74:07403:5:PV-002567818831;
C1=Cc2ccccc2CCC1,64,74:07400:9:PV-002360770125;74:07403:7:PV-002257327758;74:07405:3:PV-003986731467;
CC12CCC(CC1)CC2,104,74:07400:9:PV-003329760226;74:07401:3:PV-003329926106;74:07401:4:PV-004996332544;
CN1CCCNc2ccccc21,54,74:07400:9:PV-002819522128;74:07401:7:PV-002819636022;74:07403:7:PV-002819902301;
CN1CCc2ccccc2C1=O,114,74:07400:9:PV-002819522148;74:07402:9:PV-003330456764;74:07403:4:PV-003330634098;
Cc1cc2ccccc2c(=O)[nH]1,9,74:07400:9:PV-002819522264;74:07411:9:PV-005007005289;74:07416:8:PV-002821634534;
Cc1cnc(C)cn1,112,74:07400:9:PV-002819522761;74:07403:6:PV-002819891547;74:07403:8:PV-003330762755;
NC1CNCC1N,76,74:07400:9:PV-003329762775;74:07401:2:PV-004996099917;74:07402:8:PV-003330420913;
O=c1cccc2n1CC1CNCC2C1,24,74:07400:9:PV-002257268745;74:07403:9:PV-002464326745;74:07407:4:PV-002820387352;
c1cnc2scnc2n1,117,74:07400:9:PV-002819523031;74:07401:0:PV-002819539167;74:07402:4:PV-002819720864;
Oc1ccc2ccoc2c1,164,74:07400:9:PV-002567764363;74:07401:6:PV-003330011859;74:07401:7:PV-002257286428;
Cc1cc(Cl)cc2ccoc12,2,74:07400:9:PV-003329764349;74:07425:5:PV-003338197926;
Cc1sc(C)c2sccc12,125,74:07400:9:PV-003329764538;74:07400:9:PV-003329764539;74:07400:9:PV-004995849792;
Oc1ccc2[nH]ccc2c1,102,74:07400:9:PV-002516014524;74:07402:6:PV-002819753589;74:07403:9:PV-003330810664;
Cc1cc2c([nH]1)CCCC2,17,74:07400:9:PV-003329765065;74:07401:5:PV-002102034733;74:07402:3:PV-002464295030;
Fc1cnc2c(c1)NCCC2,71,74:07400:9:PV-003329766058;74:07403:9:PV-003330799837;74:07404:2:PV-003330904320;
CC1COc2cc(Cl)ccc2N1,37,74:07400:9:PV-002412520761;74:07412:7:PV-002821102216;74:07416:8:PV-002516341322;
Oc1ccnc2ccc(Cl)cc12,76,74:07400:9:PV-003329767397;74:07403:1:PV-002819818454;74:07405:9:PV-002820188572;
Cc1cncc(N)n1,404,74:07400:9:PV-003329767485;74:07400:9:PV-003329767486;74:07401:2:PV-003329868743;
O=c1[nH]cccc1Cl,88,74:07400:9:PV-003986320895;74:07402:1:PV-002567788595;74:07402:7:PV-004997616340;
c1ncc2c(n1)OCC2,69,74:07400:9:PV-002819524993;74:07403:6:PV-002819889056;74:07403:9:PV-002819929030;
O=c1[nH]ncc2c3n(cc12)CCCC3,3,74:07400:9:PV-002819525033;74:07452:1:PV-003991076227;74:07463:1:PV-002827796728;
CN1CCNc2cc(F)ccc21,53,74:07400:9:PV-002819525517;74:07404:1:PV-002412587433;74:07407:1:PV-002820348476;
C1CSC2(CCOCC2)CN1,26,74:07400:9:PV-002102022912;74:07401:1:PV-004995921936;74:07409:3:PV-002360943630;
Cc1cc2cccnc2[nH]1,51,74:07400:9:PV-003329769828;74:07406:8:PV-003331791670;74:07407:1:PV-003331893683;
c1cc2cnccc2cn1,226,74:07400:9:PV-002819525691;74:07401:7:PV-002819631661;74:07402:1:PV-003330181308;
C1CCc2n[nH]nc2C1,48,74:07400:9:PV-003329770002;74:07400:9:PV-004995866038;74:07400:9:PV-004995866039;
Nc1ncc2cn[nH]c2n1,67,74:07400:9:PV-002819525751;74:07401:5:PV-004996370623;74:07405:5:PV-005000462856;
Nc1cnccc1Cl,102,74:07400:9:PV-002360770749;74:07401:5:PV-002819602307;74:07402:1:PV-002360794661;
Cc1ccc2c(c1)CNCCO2,55,74:07400:9:PV-003329770511;74:07402:1:PV-002360795792;74:07405:2:PV-002820096845;
C1=CCCC1,254,74:07400:9:PV-002819526112;74:07401:1:PV-003329828076;74:07401:8:PV-004996703652;
C1=CC2(CCNCC2)OC1,12,74:07400:9:PV-002819526160;74:07406:9:PV-003331846789;74:07413:1:PV-002821143759;
Fc1cccc2c1C1(CCCC1)CN2,29,74:07400:9:PV-001884788714;74:07401:4:PV-002819593535;74:07419:1:PV-001829185449;
C1CCC2COCC2C1,163,74:07400:9:PV-003329771716;74:07400:9:PV-003329771717;74:07400:9:PV-003329771718;
CC1CCCc2ccccc2C1,18,74:07400:9:PV-002516015018;74:07401:0:PV-002567765711;74:07424:7:PV-002361258049;
CC1(C)CNCCCN1,29,74:07400:9:PV-002819527031;74:07401:5:PV-002819608460;74:07402:5:PV-002819740772;
CN1CC2CCC(C1)N2,28,74:07400:9:PV-002360770961;74:07406:2:PV-002412629316;74:07407:2:PV-005002153718;
Cn1cnc2ccc(Cl)cc21,161,74:07400:9:PV-003329773958;74:07401:6:PV-002819624307;74:07403:7:PV-002819902562;
Fc1cc(F)c2c(c1)CCCN2,36,74:07400:9:PV-002819527383;74:07401:7:PV-002205534183;74:07402:5:PV-002153805324;
NC12CCC(C1)OC2,39,74:07400:9:PV-003329774753;74:07405:9:PV-003331492610;74:07406:4:PV-003331643690;
OC1CNCC(F)(F)C1,52,74:07400:9:PV-004995726381;74:07402:9:PV-004997902681;74:07403:4:PV-004998359132;
Cc1cc(C)nc(N)c1,53,74:07400:9:PV-004995727215;74:07401:9:PV-003330131110;74:07404:4:PV-002819992219;
Cc1cc(Cl)c(C)cc1Cl,111,74:07400:9:PV-004995739077;74:07401:8:PV-004996732366;74:07402:7:PV-004997647081;
Nc1noc2ccccc12,186,74:07400:9:PV-004995740789;74:07403:0:PV-002102065263;74:07404:9:PV-002820061718;
Cc1ncc2ccccc2n1,113,74:07400:9:PV-004995742341;74:07404:3:PV-004999302057;74:07404:5:PV-004999466008;
CC1NCCc2ccc(F)cc21,66,74:07400:9:PV-004995742401;74:07401:6:PV-002819614524;74:07403:7:PV-002819900675;
Clc1cccc2nsnc12,241,74:07400:9:PV-004995745823;74:07401:4:PV-002819597322;74:07402:1:PV-003330181878;
N=S1(=O)CCCc2ncncc21,6,74:07400:9:PV-004995749387;74:07423:3:PV-003337454749;74:07442:1:PV-005037637145;
Cc1cncnc1Cl,81,74:07400:9:PV-004995751238;74:07401:2:PV-004996190016;74:07405:8:PV-005000846330;
Cc1cc2nc[nH]c2cc1C,95,74:07400:9:PV-004995754518;74:07401:0:PV-003329787107;74:07401:5:PV-003329977982;
CC1Cn2nccc2CN1,80,74:07400:9:PV-004995761242;74:07401:0:PV-002153773721;74:07402:3:PV-002819715656;
O=S1(=O)CC2CC2C1,177,74:07400:9:PV-004995761718;74:07401:4:PV-003329956079;74:07401:6:PV-003329996264;
C1CC2(C1)NCCS2,51,74:07400:9:PV-004995764565;74:07400:9:PV-004995764566;74:07402:4:PV-002516044963;
O=C1CCNCC1,157,74:07400:9:PV-004995766315;74:07401:3:PV-002516023583;74:07401:7:PV-002819632598;
Cc1ccc2scnc2n1,93,74:07400:9:PV-004995775789;74:07401:1:PV-003329835291;74:07401:5:PV-003329976344;
O=S1(=O)CCNC2CCCN21,37,74:07400:9:PV-004995780289;74:07402:3:PV-003330266158;74:07404:2:PV-002819965481;
CC1(C)NCCC1=O,62,74:07400:9:PV-004995784722;74:07401:3:PV-002819580851;74:07401:4:PV-003329949026;
Clc1ccc2sc(Cl)nc2c1,43,74:07400:9:PV-004995784722;74:07405:5:PV-005000511618;74:07408:6:PV-005003655029;
Cc1oncc1Cl,14,74:07400:9:PV-004995788378;74:07406:2:PV-002820234155;74:07412:6:PV-005007666606;
CC1(C)CNc2ccc(Cl)cc21,88,74:07400:9:PV-004995792562;74:07401:1:PV-003329836127;74:07401:6:PV-003330025241;
