fragment_smiles,occurences,example_ligands
Cc1ccnc(=O)[nH]1,147,28:02800:0:Z2851310424;28:02800:2:Z1657978413;28:02800:8:Z3827707874;
c1cc2c(cn1)NCC2,403,28:02800:0:Z4114636446;28:02800:2:Z4114654400;28:02801:0:Z3543144914;
CN1CCCCC12CC2,399,28:02800:0:Z3787398186;28:02800:9:Z4094535672;28:02801:2:Z3806610093;
C1CNCC2CC2C1,268,28:02800:0:Z3044882071;28:02800:3:Z3044330334;28:02800:9:Z3365495884;
CC12CNCC1(C)CSC2,360,28:02800:0:Z3639774050;28:02800:1:Z3795107873;28:02800:7:Z3639780688;
CC1CCC(C)N1,1411,28:02800:0:Z2087401190;28:02800:1:Z3559404806;28:02800:2:Z4051224061;
C1CC2CC2CN1,2035,28:02800:0:Z3671732528;28:02800:0:Z4268742017;28:02800:1:Z3619948309;
CC1CC1C,6393,28:02800:0:Z5012584875;28:02800:0:Z3471758542;28:02800:0:Z3471561569;
O=C1CNCCCN1,2594,28:02800:0:Z3353186992;28:02800:0:Z1829235953;28:02800:0:Z1819943634;
c1ncn2c1CNCC2,846,28:02800:0:Z2181457601;28:02800:1:Z4099917965;28:02800:2:Z3685625349;
CC1OC2CCC1C2,450,28:02800:0:Z4541697315;28:02800:1:Z4611074019;28:02800:4:Z4452870412;
Nc1ncnc(N)n1,470,28:02800:0:Z92151332;28:02800:0:Z1498701422;28:02800:2:Z2215036567;
Fc1cc(Cl)c2c(c1)CNCC2,95,28:02800:0:Z2264422858;28:02801:7:Z2778125883;28:02804:5:Z3551986856;
C1CCN2CCCCC2C1,611,28:02800:0:Z3558987096;28:02800:2:Z3671094965;28:02800:4:Z3361321343;
CC1CC(F)CN1,373,28:02800:0:Z4213802444;28:02800:2:Z4206450528;28:02800:5:Z4208473700;
CC1(F)CCCCNC1,393,28:02800:0:Z2297825446;28:02800:2:Z2396456224;28:02800:3:Z2278570231;
Nc1nc2nccnc2s1,130,28:02800:0:Z4229674424;28:02802:5:Z4229720376;28:02803:2:Z4232583669;
CC1COCC(C)C1,110,28:02800:0:Z2926098847;28:02800:4:Z2928178201;28:02800:4:Z2928150051;
C1CCC2(C1)CCN2,551,28:02800:0:Z2474656408;28:02800:2:Z2477946092;28:02800:6:Z3201566008;
CC12CCC(C1)NC2,268,28:02800:0:Z4561931428;28:02800:3:Z4460020483;28:02800:4:Z4580935066;
NC1CCNC1,5378,28:02800:0:Z4028483639;28:02800:0:Z2505038270;28:02800:0:Z2505038508;
c1ncncn1,880,28:02800:0:Z4028483639;28:02800:2:Z4456476351;28:02800:3:Z3833037066;
Cc1c(Cl)cnn1C,791,28:02800:0:Z3009769938;28:02800:1:Z2482148094;28:02800:2:Z3623622390;
OC1CCC12CCC2,1875,28:02800:0:Z2646353577;28:02800:0:Z4298521203;28:02800:2:Z2615316826;
CC1CNCC(C)N1,2066,28:02800:0:Z4205506534;28:02800:1:Z4045243619;28:02800:1:Z2434330302;
CC1(C)CCCCS1,547,28:02800:0:Z2976798340;28:02800:4:Z4541627178;28:02800:4:Z2964888775;
Cc1cnc(C)[nH]1,751,28:02800:0:Z3599069760;28:02800:3:Z2661117170;28:02800:4:Z2849803901;
NC1CC2CNCC12,308,28:02800:0:Z3797504058;28:02800:0:Z3797509443;28:02800:1:Z3776363303;
Cn1ccnc1Cl,1864,28:02800:0:Z3622491424;28:02800:1:Z1460341795;28:02800:4:Z2919175351;
c1occ2c1CCC2,479,28:02800:0:Z2090107017;28:02800:5:Z2072801898;28:02800:6:Z4188532798;
CN1CCOCC1,4099,28:02800:0:Z3390020154;28:02800:0:Z2407249049;28:02800:1:Z3667085491;
CN1CCC(C)(C)C1,518,28:02800:0:Z4294672103;28:02800:4:Z4294652410;28:02800:5:Z4290025685;
C1CC2(C1)CCNCCO2,348,28:02800:0:Z4294672103;28:02800:2:Z3093734920;28:02800:8:Z3301943485;
c1nnn2c1CNCC2,673,28:02800:0:Z2613897452;28:02800:2:Z2494105872;28:02800:3:Z2600942681;
O=S1(=O)CCCNC1,210,28:02800:0:Z4576354340;28:02800:8:Z4265688748;28:02801:0:Z3381320535;
Cc1cc2cnccc2[nH]1,137,28:02800:0:Z4216816282;28:02800:8:Z4878896794;28:02802:0:Z4208665575;
CC1OCCC12CNCCO2,214,28:02800:0:Z1950885667;28:02800:7:Z2637880998;28:02800:8:Z1943885466;
FC1(F)CCc2oncc2C1,177,28:02800:0:Z4089319395;28:02800:9:Z3781084165;28:02800:9:Z4595153365;
c1cc2n(n1)CCOC2,949,28:02800:0:Z2443591090;28:02800:1:Z2453404890;28:02800:2:Z3842995690;
CC1COC1,5323,28:02800:0:Z3543355887;28:02800:0:Z2973654585;28:02800:1:Z4128614221;
C1COC2(C1)CC2,950,28:02800:0:Z3562330780;28:02800:1:Z3656809439;28:02800:2:Z3656829237;
FC1CNCC1F,899,28:02800:0:Z2273641475;28:02800:0:Z5004767824;28:02800:3:Z3201880097;
CC1NCCC1(F)F,602,28:02800:0:Z3622055235;28:02800:0:Z3625616019;28:02800:1:Z3696432039;
CC1CC(=O)C1,581,28:02800:0:Z2631178452;28:02800:1:Z3590044689;28:02800:2:Z2635294824;
CN1CCC(O)C1,2248,28:02800:0:Z3587155854;28:02800:1:Z3078890834;28:02800:1:Z4229518646;
C1COC2(CCOC2)CN1,513,28:02800:0:Z2076422729;28:02800:1:Z2851086976;28:02800:1:Z4021667515;
C1COCCON1,711,28:02800:0:Z3316738223;28:02800:2:Z4217360898;28:02800:2:Z4217355353;
CN1CCCc2ccccc21,578,28:02800:0:Z4507061477;28:02800:3:Z3607794289;28:02800:6:Z3637975535;
CC12CCC(CC1)CN2,160,28:02800:0:Z3345549193;28:02800:3:Z3615285337;28:02803:1:Z3615298058;
Cc1cc(C)c2ccsc2n1,65,28:02800:0:Z3193467438;28:02806:5:Z1652912121;28:02807:5:Z3520126644;
CC1(O)CNC1,534,28:02800:0:Z3193467438;28:02800:2:Z1875122757;28:02800:2:Z4270019755;
O=C1NCCc2ncccc21,104,28:02800:0:Z4629051675;28:02800:7:Z4638081857;28:02801:3:Z4629992624;
Clc1ccc2ncsc2c1,143,28:02800:0:Z2973654585;28:02800:4:Z4783222409;28:02801:2:Z3079086331;
NC1CCC(O)C1,919,28:02800:0:Z3384896114;28:02800:1:Z3522900676;28:02800:4:Z4422390229;
c1cc2c(s1)COCC2,218,28:02800:0:Z2335604617;28:02800:6:Z1247159004;28:02801:0:Z1701180348;
OC1CCNCC1,12113,28:02800:0:Z4294215730;28:02800:0:Z4144751229;28:02800:0:Z4287209343;
c1nnn2c1CNCCC2,360,28:02800:0:Z4979566668;28:02800:1:Z4229472097;28:02800:3:Z2863184662;
C1CCC2(CCSC2)OC1,261,28:02800:0:Z1451653434;28:02801:4:Z3408296460;28:02802:5:Z1583009733;
C1OCC2CC1N2,352,28:02800:0:Z2499113864;28:02800:3:Z2410101513;28:02800:9:Z2226122230;
Cc1cn(C)cn1,1838,28:02800:0:Z1827841958;28:02800:1:Z2230484336;28:02800:2:Z2033128359;
C1COCC2(C1)CNCCO2,287,28:02800:0:Z4486496840;28:02800:2:Z2066170772;28:02801:6:Z2217939208;
Cn1ncnn1,3095,28:02800:0:Z1993794438;28:02800:1:Z3618256854;28:02800:1:Z2874206527;
c1ccc2c(c1)NCCS2,246,28:02800:0:Z1993794438;28:02800:9:Z3075896945;28:02801:4:Z1254237409;
c1ccc2c(c1)C1CCC2O1,255,28:02800:0:Z1700226964;28:02800:5:Z5035075599;28:02800:7:Z4017277186;
FC(F)=C1CCCCC1,751,28:02800:0:Z4347129357;28:02800:1:Z4003473072;28:02800:4:Z4310934423;
Cc1csc2cnc(N)nc12,60,28:02800:0:Z4435853856;28:02800:9:Z4435805896;28:02802:0:Z4435882751;
C1CCC2(C1)CNCCO2,423,28:02800:0:Z4435853856;28:02800:3:Z3513467745;28:02800:6:Z3602419438;
Cc1cc(C)ncn1,2575,28:02800:0:Z4448748137;28:02800:1:Z3207239667;28:02800:1:Z2230265176;
CC12CCC(CN1)C2,772,28:02800:0:Z3056781610;28:02800:1:Z3056783095;28:02800:1:Z3583519676;
OC1CCNCCC1(F)F,420,28:02800:0:Z4204153251;28:02800:0:Z3143331901;28:02800:3:Z4153454211;
Cc1csnn1,3345,28:02800:0:Z2785883487;28:02800:0:Z3187120299;28:02800:1:Z1852256941;
CC1CCc2ncnn21,487,28:02800:0:Z3105674896;28:02800:2:Z2960772377;28:02800:2:Z2643524030;
Cc1cn2ccsc2n1,943,28:02800:0:Z3584701417;28:02800:0:Z3611222653;28:02800:0:Z3056572414;
CC1CC2CCN1CC2,204,28:02800:0:Z4389058556;28:02800:2:Z4600825130;28:02801:2:Z4539442979;
Fc1ccc2cccnc2c1,356,28:02800:0:Z4907908226;28:02800:5:Z1272390246;28:02800:8:Z4907842912;
O=c1nccc[nH]1,784,28:02800:0:Z2234465535;28:02800:0:Z4907116590;28:02800:3:Z3095105388;
Fc1ccc2occc2c1,1048,28:02800:0:Z3703377853;28:02800:0:Z2279102827;28:02800:2:Z3656063749;
Cc1ncc(=O)[nH]c1C,242,28:02800:0:Z3855982585;28:02800:6:Z2643770020;28:02801:6:Z3856126064;
Cn1nccc1N,924,28:02800:0:Z1672563378;28:02800:1:Z4220943862;28:02800:4:Z2231236893;
c1cnc2c(c1)OCCO2,818,28:02800:0:Z4466255398;28:02800:1:Z4451048357;28:02800:2:Z2493309011;
Cc1ccc2ccccc2n1,1072,28:02800:0:Z3505453793;28:02800:0:Z2440631004;28:02800:1:Z4191902583;
Cc1cccc2ccnn12,348,28:02800:0:Z4124321680;28:02800:5:Z3942356996;28:02800:5:Z3792521529;
Cc1ccncc1C,877,28:02800:0:Z4333988158;28:02800:1:Z4078504931;28:02800:1:Z2997622256;
CC1CNCC(C)C1=O,217,28:02800:0:Z4279163387;28:02800:5:Z4051694968;28:02800:8:Z4051684201;
CC1(C)OCCCO1,1521,28:02800:0:Z4148577704;28:02800:0:Z2637392033;28:02800:0:Z2637392334;
CC1CCNCC1C,832,28:02800:0:Z3542559083;28:02800:2:Z4460617395;28:02800:2:Z1557588379;
FC1(F)CC12CCOCC2,172,28:02800:0:Z3571783772;28:02800:0:Z3440838327;28:02800:0:Z3568627651;
Fc1ccc2ccoc2c1,545,28:02800:0:Z3188909345;28:02800:2:Z4490919659;28:02800:6:Z4219611308;
Cn1ccncc1=O,1084,28:02800:0:Z1672020192;28:02800:1:Z4382284472;28:02800:2:Z4876539190;
c1ccn2cccc2c1,693,28:02800:0:Z4254711922;28:02800:3:Z1820486692;28:02800:3:Z2880187706;
C1CCC2(CC1)CCCOC2,243,28:02800:0:Z3365957535;28:02800:7:Z3092952579;28:02800:8:Z3382214428;
Cc1nc2ccccc2s1,1088,28:02800:0:Z3827897854;28:02800:2:Z1362594323;28:02800:3:Z4572230325;
O=C1CCNC2COCCN12,192,28:02800:0:Z3319446996;28:02800:2:Z3093421109;28:02800:9:Z3560177905;
O=C1CCCc2ncsc21,68,28:02800:0:Z2605764530;28:02800:9:Z3492880902;28:02805:1:Z4076211664;
c1ccc2nccnc2c1,1626,28:02800:0:Z1666901522;28:02800:0:Z1843974990;28:02800:1:Z2803261076;
FC1(F)CNCC2(CCC2)C1,166,28:02800:0:Z3706112563;28:02800:2:Z3634288665;28:02800:2:Z4101584763;
O=S1(=O)CCCCCC1,454,28:02800:0:Z3581619989;28:02800:1:Z3582784519;28:02800:2:Z3700124820;
CC1CS(=O)(=O)C1,1752,28:02800:0:Z3356852877;28:02800:0:Z5034852464;28:02800:0:Z3603277049;
CC1(C)OC2CCCC2O1,371,28:02800:0:Z3581452420;28:02800:1:Z2962647526;28:02800:2:Z3559636421;
C1COC2(CNC2)CO1,431,28:02800:0:Z3612233579;28:02800:8:Z3612226032;28:02800:9:Z3395931508;
CC1(C)CC(C)(C)C1O,278,28:02800:0:Z4138680606;28:02800:4:Z4295596903;28:02800:5:Z3628121998;
Clc1ccc2c(c1)CC1CC21,171,28:02800:0:Z3132937731;28:02800:6:Z2700395015;28:02800:8:Z2717600445;
O=C1NCC2(CNC2)N1,375,28:02800:0:Z3806967745;28:02800:0:Z3855375199;28:02800:2:Z3782267020;
O=S1C2CCNCC1CC2,322,28:02800:0:Z2720044882;28:02800:2:Z2928962055;28:02800:7:Z2961132122;
CC1CN(C)C(C)CN1,322,28:02800:0:Z4666521900;28:02800:1:Z4667550436;28:02800:4:Z4667565866;
CC1NCCNC1=O,1184,28:02800:0:Z1922462903;28:02800:1:Z1131355866;28:02800:2:Z3527412949;
CN1C2CCNCC1CC2,315,28:02800:0:Z2173479967;28:02800:2:Z2269873645;28:02800:4:Z2438423544;
CC1CN(C)C(=O)CN1,555,28:02800:0:Z3084110523;28:02800:2:Z3136525033;28:02800:6:Z2182731777;
FC1(F)CC2(CCNC2)C1,365,28:02800:0:Z4346988545;28:02800:0:Z4346978383;28:02800:0:Z4346988568;
CC1CCN(C)CC1,818,28:02800:0:Z3503563971;28:02800:1:Z2209654239;28:02800:2:Z1695747249;
CC1(C)C(O)C2CCNC21,602,28:02800:0:Z4026874667;28:02800:0:Z4112766539;28:02800:6:Z3992350074;
C1CC2(CCS1)CNC2,448,28:02800:0:Z3610866646;28:02800:7:Z3610872115;28:02801:4:Z3610871753;
Cc1cc(C)c2c(c1)NCCC2,65,28:02800:0:Z4591056516;28:02800:2:Z4540344969;28:02801:2:Z2234678419;
CC1CCCCO1,8235,28:02800:0:Z1576126131;28:02800:1:Z2483301609;28:02800:1:Z1900001878;
CC1(C)CNc2cnccc21,124,28:02800:0:Z4429840581;28:02801:0:Z4184154496;28:02801:0:Z4184150045;
Cc1ccc(Cl)cn1,534,28:02800:0:Z4144751229;28:02800:3:Z4144624868;28:02800:3:Z4144534609;
Cc1nc2cccnc2[nH]1,352,28:02800:0:Z1747599942;28:02800:1:Z4078465900;28:02801:0:Z1973470843;
CC1(C)CC2(CCC2)CN1,236,28:02800:0:Z2669919597;28:02800:4:Z4595914761;28:02800:5:Z3948462116;
c1nc2n(n1)CCNC2,525,28:02800:0:Z1717668578;28:02800:0:Z1722194777;28:02800:1:Z1717678060;
c1ccc2c(c1)CCS2,1239,28:02800:0:Z1334137670;28:02800:1:Z2967057077;28:02800:1:Z2306494861;
Cn1cc2c(n1)CCCC2,2001,28:02800:0:Z2188059610;28:02800:1:Z4218347801;28:02800:1:Z4278026808;
c1cnc2c(c1)CNCCC2,216,28:02800:0:Z3053514981;28:02800:1:Z2691267098;28:02800:4:Z4100511066;
Cc1ncc2n1CCNC2,386,28:02800:0:Z4208506073;28:02800:2:Z3316207956;28:02800:9:Z4230142727;
CC1CSC1,1404,28:02800:0:Z3684329631;28:02800:1:Z3674083377;28:02800:1:Z3594371128;
C1=CSCCO1,390,28:02800:0:Z4488283249;28:02800:4:Z4377879547;28:02800:7:Z4372010753;
c1nnc2n1CCOCC2,68,28:02800:0:Z2523775333;28:02802:6:Z3382022051;28:02802:8:Z3391504621;
O=S1(=O)CC2CCNC2C1,262,28:02800:0:Z3384917003;28:02800:1:Z3209617192;28:02800:3:Z3394702149;
OC1CCSC1,1288,28:02800:0:Z1552161899;28:02800:0:Z2926224195;28:02800:1:Z2222607461;
C1CCC2NCC2C1,610,28:02800:0:Z2627869048;28:02800:0:Z4106291889;28:02800:4:Z2882106881;
c1n[nH]c2c1CNCC2,919,28:02800:0:Z3383583593;28:02800:3:Z4054863948;28:02800:3:Z4272917088;
c1cc2c(cn1)CCC2,1542,28:02800:0:Z3590136698;28:02800:2:Z2232392577;28:02800:3:Z4423794451;
C1COC2(C1)COC2,672,28:02800:0:Z2980761770;28:02800:2:Z3820104497;28:02800:2:Z2921934068;
c1cc2c(cn1)CNCC2,432,28:02800:0:Z3795151365;28:02800:0:Z3795104970;28:02800:0:Z3791029005;
Cc1csc2cncnc12,477,28:02800:0:Z3575659742;28:02800:3:Z1837057378;28:02800:9:Z1958006900;
Clc1ccnc2cccnc12,68,28:02800:0:Z2613877866;28:02801:0:Z3396084542;28:02801:6:Z2614891534;
c1cc2sccc2cn1,1081,28:02800:0:Z3434087600;28:02800:2:Z3561754750;28:02800:2:Z3899459759;
O=S1(=O)CCCCC12CCC2,78,28:02800:0:Z2994535346;28:02802:4:Z2963562715;28:02805:5:Z2963561753;
Fc1cn[nH]c1,888,28:02800:0:Z4639349127;28:02800:1:Z4638967233;28:02800:2:Z4643783565;
C1CCC2(CCC2)NC1,2013,28:02800:0:Z4215994162;28:02800:0:Z4212458993;28:02800:1:Z4002778038;
Cc1csc2nccn12,886,28:02800:0:Z3837719493;28:02800:2:Z3795145616;28:02800:5:Z4035568460;
C1CC2(CC2)CN1,6705,28:02800:0:Z4066198992;28:02800:1:Z2963154815;28:02800:2:Z4028623551;
C1CNC2(C1)CCC2,4283,28:02800:0:Z3199552681;28:02800:0:Z4448399649;28:02800:0:Z4559794284;
C=C1CC(N)C1,21,28:02800:0:Z4168901972;28:02807:2:Z4168898919;28:02807:3:Z4168902033;
CN1CCNS1(=O)=O,169,28:02800:0:Z3796616670;28:02800:3:Z3796592556;28:02800:9:Z3796625702;
O=c1[nH]cc[nH]1,411,28:02800:0:Z2435445124;28:02800:3:Z2639692604;28:02800:4:Z3339857785;
C1CC2NCC2CN1,664,28:02800:0:Z4210551256;28:02800:0:Z4210541444;28:02800:0:Z4210529969;
Oc1cccnn1,320,28:02800:0:Z4634259886;28:02800:8:Z3600326103;28:02801:0:Z3879689198;
O=S1CCCC1,697,28:02800:0:Z4634259886;28:02800:0:Z1427641565;28:02800:1:Z4174322397;
Cc1ncc2cc[nH]c2n1,405,28:02800:0:Z2861782546;28:02800:1:Z3674083377;28:02800:1:Z1359490883;
FC1CC2(CCC2)C1,930,28:02800:0:Z3557386051;28:02800:0:Z3579819094;28:02800:1:Z3554983517;
CN1CCNC(=O)C12CCNCC2,88,28:02800:0:Z4451767018;28:02800:7:Z4456389520;28:02801:4:Z4472774462;
Cc1ccc(C)nn1,1510,28:02800:0:Z3556486430;28:02800:3:Z5010252102;28:02800:3:Z2904892378;
Fc1cnc2cccnc2c1,215,28:02800:0:Z2073286299;28:02801:3:Z2965726903;28:02801:3:Z2074273696;
Cc1csc(C)c1,1582,28:02800:0:Z2914465552;28:02800:1:Z2875041530;28:02800:2:Z4193248920;
CN1C=NCC1=O,255,28:02800:0:Z2914465552;28:02800:4:Z4018708070;28:02800:7:Z4610857417;
C1CC2CNCC2CN1,873,28:02800:0:Z3811592915;28:02800:0:Z2923124789;28:02800:1:Z3555734776;
O=C1CCNC2CCNCC2N1,92,28:02800:0:Z4139003793;28:02800:4:Z4134334153;28:02802:1:Z4145175539;
Cc1ccc2ncsc2n1,228,28:02800:0:Z2954094835;28:02800:1:Z3391430892;28:02800:1:Z3391969952;
c1cnn2nccc2c1,978,28:02800:0:Z1695561096;28:02800:1:Z4175489144;28:02800:2:Z1875172010;
Clc1cc[nH]c1,948,28:02800:0:Z645017612;28:02800:1:Z2964608508;28:02800:3:Z344896340;
Oc1ccc(Cl)cc1,960,28:02800:0:Z2172341078;28:02800:1:Z5054796633;28:02800:2:Z3640880575;
NC12CCOCC1CNC2,225,28:02800:0:Z4448802149;28:02800:4:Z4454643891;28:02800:8:Z4452938038;
C1CC2CNCC2CCN1,297,28:02800:0:Z2445127174;28:02800:1:Z3792755141;28:02800:6:Z4054044911;
CC1(C)CNCC(O)C(O)C1,196,28:02800:0:Z3818086813;28:02800:8:Z4601744384;28:02801:1:Z3882830347;
c1ncc2[nH]ncc2n1,286,28:02800:0:Z4875612906;28:02800:1:Z4435839377;28:02800:3:Z4435840971;
Cn1ccc2cncnc21,214,28:02800:0:Z4648057510;28:02800:5:Z3392411007;28:02800:5:Z3392410879;
Fc1cc(Cl)cc2c1CNCC2,92,28:02800:0:Z3656266251;28:02800:4:Z3316766786;28:02800:8:Z3619135392;
Cc1conc1C,542,28:02800:0:Z2963514460;28:02800:1:Z2955551925;28:02800:2:Z3208339792;
FC1(F)C2CC1C2,89,28:02800:0:Z4245716016;28:02800:1:Z4242024913;28:02801:4:Z4320982494;
C1CC2(CN1)CNC2,198,28:02800:0:Z4130341283;28:02800:5:Z4887189961;28:02800:9:Z4071105727;
NC1CCC2CCNC12,258,28:02800:0:Z4056276302;28:02800:3:Z4213666969;28:02800:6:Z3889431872;
CN1CCOCC12CCC2,23,28:02800:0:Z2915357953;28:02800:5:Z2718137030;28:02801:3:Z2698135103;
Clc1ccc2[nH]ccc2c1,633,28:02800:0:Z5034852464;28:02800:1:Z2168743360;28:02800:1:Z5034965067;
Cc1csc(C)n1,4806,28:02800:0:Z1234101055;28:02800:1:Z1857325367;28:02800:1:Z1266696302;
CC1CNc2ccnn2C1,425,28:02800:0:Z2875892375;28:02800:2:Z4229099873;28:02800:2:Z4195226050;
CC1CCC1C,249,28:02800:0:Z2377790849;28:02800:4:Z4775516383;28:02800:7:Z4775489770;
Nc1ncccc1Cl,354,28:02800:0:Z3637229028;28:02800:0:Z3637202998;28:02800:0:Z3637243140;
OC1C2CCCC1CC2,602,28:02800:0:Z3919368750;28:02800:3:Z4325540097;28:02800:3:Z4319133360;
c1ccc2nsnc2c1,2147,28:02800:0:Z3919368750;28:02800:0:Z2148406292;28:02800:3:Z4225227417;
NC1CCC2(CCC2)CC1,133,28:02800:0:Z3099282887;28:02800:8:Z4066514587;28:02802:2:Z3101076857;
c1cc2c([nH]1)CCCNC2,101,28:02800:0:Z5004816519;28:02800:5:Z5004504496;28:02801:0:Z5004317519;
O=C1CC2CCC1O2,272,28:02800:0:Z5055223945;28:02800:1:Z5044284755;28:02801:0:Z5045639932;
Cn1nnc2cccnc21,368,28:02800:0:Z2012859269;28:02800:7:Z2155076544;28:02801:2:Z2915604404;
CC1NCCC1O,1855,28:02800:0:Z3820099964;28:02800:0:Z3820100001;28:02800:0:Z3820106888;
Cc1ccncc1N,279,28:02800:0:Z4103770502;28:02800:1:Z4106015700;28:02800:1:Z4047008968;
Cn1ncc2c1CCOC2,620,28:02800:0:Z3555474598;28:02800:1:Z4278452881;28:02800:3:Z3508511201;
OC1CNCC2(CC2)C1,534,28:02800:0:Z3533221429;28:02800:3:Z3609123218;28:02800:3:Z3481347098;
CC12CCOC(C1)C2,308,28:02800:0:Z4508252757;28:02800:3:Z4448205987;28:02800:3:Z4458977606;
Cc1cccc2ccsc12,183,28:02800:0:Z4317698342;28:02800:0:Z4317531103;28:02800:0:Z4053261031;
O=C1CCC2CNCC12,130,28:02800:0:Z4591293213;28:02800:0:Z4591290419;28:02800:6:Z4591164307;
O=C1CC2CCC(C1)N2,412,28:02800:0:Z2927867795;28:02800:4:Z4076624252;28:02800:4:Z3311176727;
Cc1coc2ccccc12,848,28:02800:0:Z1730657714;28:02800:2:Z4125707371;28:02800:6:Z4384441935;
C1OC2(CNC2)C2CC12,369,28:02800:0:Z2830253918;28:02800:1:Z2803494263;28:02800:3:Z3597402625;
OC1CNCC(F)C1,1453,28:02800:0:Z4621670876;28:02800:0:Z2581415537;28:02800:0:Z3555241324;
CC1CCNCC1(C)C,364,28:02800:0:Z3686851109;28:02800:6:Z2958451406;28:02800:7:Z1677542318;
Cn1cn[nH]c1=O,2021,28:02800:0:Z3603458877;28:02800:0:Z3603490969;28:02800:0:Z2840083784;
CC1Cc2ccccc2O1,1625,28:02800:0:Z951517728;28:02800:1:Z2962829330;28:02800:1:Z4277376086;
CC1CCC2CCCC1(O)C2,23,28:02800:0:Z4256360478;28:02805:0:Z4258063572;28:02805:0:Z4258064296;
Clc1cc2c(s1)CCNC2,256,28:02800:0:Z3124635788;28:02800:1:Z4249768312;28:02800:7:Z4595913238;
CC1(O)CNOC1,530,28:02800:0:Z3587240562;28:02800:3:Z3870496056;28:02800:3:Z3587237216;
C1CC2(CCSCC2)CN1,638,28:02800:0:Z3561064367;28:02800:6:Z3510682445;28:02800:6:Z3800062766;
C1CC2(CCS1)CC2,823,28:02800:0:Z3657262226;28:02800:1:Z2371960817;28:02800:2:Z2372387509;
O=c1ccc2ccccc2[nH]1,530,28:02800:0:Z4269415629;28:02800:0:Z5017591137;28:02800:0:Z3882452274;
Cc1cncnc1F,207,28:02800:0:Z2792539746;28:02800:1:Z2792653422;28:02801:0:Z3649064200;
O=C1NCC2CCC1N2,953,28:02800:0:Z5017591137;28:02800:0:Z3882452274;28:02800:1:Z5006920571;
FC1CC1(F)F,637,28:02800:0:Z4870433159;28:02800:4:Z4827844029;28:02800:4:Z4871579929;
Oc1ccc2ncncc2c1,87,28:02800:0:Z3558317306;28:02800:9:Z3556969146;28:02802:0:Z3556959735;
C1=COCCC1,1742,28:02800:0:Z3558317306;28:02800:1:Z1767491732;28:02800:1:Z1768301025;
Cc1nc2c([nH]1)CCCC2,447,28:02800:0:Z4419604268;28:02800:1:Z4350703306;28:02800:2:Z4294613044;
CC1CCCC1O,1256,28:02800:0:Z4140639123;28:02800:1:Z2364601960;28:02800:4:Z4141507429;
c1cc2sccc2s1,481,28:02800:0:Z3512367472;28:02800:1:Z3699683674;28:02800:2:Z3909419321;
CC12CC(C1)C2,1388,28:02800:0:Z4264550398;28:02800:1:Z3818252124;28:02800:1:Z4269855871;
c1nc2c([nH]1)CCCC2,1808,28:02800:0:Z2627758429;28:02800:1:Z4250490127;28:02800:1:Z3844636186;
O=S1(=O)CCC(O)CC1,296,28:02800:0:Z1258055923;28:02800:1:Z1256742797;28:02800:4:Z1708848455;
CN1Cc2ccccc2C1,351,28:02800:0:Z4265005011;28:02800:7:Z2802773128;28:02800:7:Z3517767029;
Oc1noc2c1CCNC2,259,28:02800:0:Z4229007427;28:02800:4:Z4255750872;28:02801:1:Z5035741453;
O=c1cc[nH]c2ccccc12,295,28:02800:0:Z3609924253;28:02800:1:Z3657310198;28:02801:4:Z901015086;
C1NOC2COCC12,450,28:02800:0:Z3609924253;28:02800:1:Z4112771436;28:02800:2:Z3609926566;
O=c1ccocc1,1163,28:02800:0:Z1987139664;28:02800:1:Z4575619306;28:02800:3:Z4216426451;
Cc1ccoc(=O)c1,185,28:02800:0:Z4513720708;28:02800:3:Z4268600662;28:02800:4:Z4261218609;
Cc1ccc2c(c1)NCCC2,129,28:02800:0:Z3297154266;28:02800:1:Z4111954552;28:02800:1:Z4111959702;
Cc1nn(C)cc1Cl,1141,28:02800:0:Z3297154266;28:02800:3:Z2869586788;28:02800:4:Z3894601539;
c1cc2c(s1)CCC2,1158,28:02800:0:Z1803982428;28:02800:1:Z1216719281;28:02800:4:Z1444271689;
Cc1cc(F)ccc1Cl,154,28:02800:0:Z3694651734;28:02800:0:Z3694651735;28:02801:0:Z1842294298;
O=c1[nH]c2ncccc2o1,189,28:02800:0:Z1651614002;28:02801:3:Z2229005879;28:02801:7:Z4121755903;
Cc1ccc2ccsc2c1,141,28:02800:0:Z4562823696;28:02800:0:Z3009856559;28:02800:0:Z2489784816;
CC1(O)CCCNC1,749,28:02800:0:Z3050152944;28:02800:1:Z2358789016;28:02800:1:Z2958165072;
OC1CCC2CCNC12,840,28:02800:0:Z3654686243;28:02800:0:Z2707921077;28:02800:0:Z3645161334;
Cn1ccc2cc(F)ccc21,81,28:02800:0:Z4067894199;28:02800:0:Z2912069002;28:02800:0:Z2910368680;
C1=NCCN1,2466,28:02800:0:Z3301822200;28:02800:0:Z3774801595;28:02800:0:Z3301877215;
Nc1ncncn1,1763,28:02800:0:Z2973493685;28:02800:2:Z3561914770;28:02800:2:Z3075683737;
C1CC2(C1)CC1(CNC1)C2,217,28:02800:0:Z4285887445;28:02800:1:Z4078277078;28:02800:2:Z4082052897;
Cc1cccc2ncccc12,161,28:02800:0:Z3803886065;28:02801:2:Z3804260117;28:02802:4:Z3861000959;
