fragment_smiles,occurences,example_ligands
Oc1ccc2scnc2c1,5,140:14004:1:Z4471991450;140:14029:6:Z4471991162;140:14052:4:Z4471990837;
Oc1ncccc1Cl,49,140:14004:1:Z3135602271;140:14007:1:Z3135602379;140:14007:1:Z3098688226;
CC12CCCCC1CCC21OCCO1,19,140:14004:1:Z4392025276;140:14011:9:Z4257162209;140:14014:8:Z4256312484;
Cn1c(=O)[nH]c2ncccc2c1=O,23,140:14004:1:Z2648601402;140:14004:1:Z2333540453;140:14005:0:Z2408037068;
CC1(C)NCCS1,49,140:14004:1:Z4595146153;140:14005:1:Z4402632195;140:14010:3:Z4578635302;
Fc1cnc2ccccc2c1,19,140:14004:1:Z4173808187;140:14005:5:Z4173813222;140:14008:7:Z4174486752;
CC12CCCCC1C2,4,140:14004:1:Z2591990279;140:14065:2:Z2221750832;140:14078:6:Z2002900202;
c1ccc2c(c1)ncc1cncn12,26,140:14004:1:Z2699348761;140:14007:4:Z2698778076;140:14016:5:Z2699194062;
CC1COc2cscc2OC1,36,140:14004:2:Z4268006063;140:14004:8:Z4264418948;140:14005:9:Z3497564712;
O=c1[nH]c2ccccc2n2cnnc12,21,140:14004:2:Z19986448;140:14009:2:Z272067294;140:14013:8:Z3340379087;
Clc1cc(Cl)c2c(c1)NCCC2,13,140:14004:2:Z4129709401;140:14005:1:Z2326384211;140:14013:0:Z2326383752;
Oc1ncnc2nccnc12,33,140:14004:2:Z4227907173;140:14014:2:Z4225754388;140:14014:8:Z4231880458;
Oc1ccc(Cl)c(F)c1,3,140:14004:2:Z3500417047;140:14007:4:Z3347725448;140:14087:7:Z3495637441;
CC1CCN(C)C1=O,72,140:14004:2:Z3537820756;140:14005:4:Z3537820898;140:14005:9:Z4261639256;
c1c2c(cc3c1OCCO3)CCC2,34,140:14004:2:Z3509184232;140:14009:6:Z1437890947;140:14020:9:Z4171464139;
CN1CCCC(F)(F)C1,40,140:14004:2:Z3874823568;140:14007:7:Z4621518660;140:14008:7:Z4886892333;
NC12CCC(CC1)OC2,34,140:14004:2:Z3521922081;140:14005:9:Z3496266492;140:14009:2:Z3511086485;
C1CCCOCCC1,27,140:14004:2:Z4151977339;140:14014:3:Z4152044958;140:14018:6:Z4152036856;
Cc1cn2cccc2c(C)n1,4,140:14004:2:Z3790754747;140:14043:0:Z4083064603;140:14066:2:Z4083064613;
CC1CCCCCCN1,51,140:14004:2:Z3997137817;140:14004:9:Z4042440244;140:14007:5:Z3997290848;
Clc1cnc2ncccc2c1,48,140:14004:2:Z3362288803;140:14004:3:Z2983636217;140:14010:9:Z2970857968;
O=C1NC2CC(N1)c1ccc(Cl)cc1O2,3,140:14004:2:Z3547975253;140:14065:4:Z4212850875;140:14078:7:Z4212888583;
O=C1CC2(CNC2)NCCN1,34,140:14004:2:Z3077722687;140:14012:7:Z2915784102;140:14012:7:Z4100543773;
CN1CNc2ccc(Cl)cc2C1=O,9,140:14004:3:Z730857886;140:14023:5:Z1084521316;140:14034:3:Z961427440;
Oc1ccc2ncccc2c1,25,140:14004:3:Z4231072015;140:14004:5:Z4228430116;140:14005:1:Z4228812994;
CC1CC(C)(C)N1,45,140:14004:3:Z826788842;140:14007:4:Z941867046;140:14008:0:Z941873198;
C1CCC2=C(C1)CCCO2,22,140:14004:3:Z4251848169;140:14008:8:Z4251355501;140:14011:9:Z4251866607;
CC1(C)Cc2ccsc2C1,61,140:14004:3:Z3873572943;140:14005:7:Z4124988035;140:14008:6:Z3949556217;
CC1CC(=O)CCN1,50,140:14004:3:Z2873157777;140:14009:3:Z4400316707;140:14010:1:Z2873159547;
Clc1ccc2c(c1)C1CC1C2,49,140:14004:3:Z4149158384;140:14006:3:Z4470311466;140:14006:6:Z4022474910;
C=C1CCOCC1,12,140:14004:3:Z1683971827;140:14006:7:Z3506002952;140:14013:4:Z1684214031;
CC1(O)CNC(=O)NC1=O,4,140:14004:3:Z3211252452;140:14006:7:Z3210967733;140:14072:5:Z3211558722;
Clc1nc[nH]n1,13,140:14004:3:Z4237909403;140:14009:0:Z3514103285;140:14013:3:Z2983035065;
c1ccc2nc3c(cc2c1)CCCC3,29,140:14004:3:Z4362156523;140:14016:1:Z2834429787;140:14016:1:Z352445120;
Cc1cc(C)c2c(n1)CCCC2,34,140:14004:4:Z2591097724;140:14007:5:Z4563341812;140:14009:7:Z2995665927;
Cc1ccc2[nH]c(=O)[nH]c2c1,18,140:14004:4:Z4081866128;140:14004:8:Z4081930477;140:14006:0:Z4611013872;
O=C1CS(=O)(=O)c2ccccc2N1,36,140:14004:4:Z3578705287;140:14007:3:Z2805178864;140:14010:9:Z2870421706;
Cn1c(=O)[nH]c(=O)c2nc[nH]c21,32,140:14004:4:Z3559439488;140:14009:4:Z4081304915;140:14014:2:Z4908006643;
O=S1(=O)CC2CCCC(C2)C1,17,140:14004:4:Z1967972324;140:14009:5:Z4253725493;140:14014:4:Z4257778716;
Cc1ccc2c(C)ccnc2c1,27,140:14004:4:Z3634655880;140:14010:6:Z2094306466;140:14010:8:Z3011806368;
Cc1ccc2ocnc2c1,68,140:14004:4:Z3077953626;140:14011:8:Z1207789746;140:14012:0:Z1207802533;
Clc1cccc2sccc12,73,140:14004:4:Z4322865193;140:14006:4:Z281539474;140:14006:9:Z2488824890;
Fc1ccc2c(c1)CNCCC2,46,140:14004:4:Z4001398887;140:14007:2:Z2978660559;140:14009:6:Z2480792121;
Oc1cccc(F)c1F,18,140:14004:4:Z3347725259;140:14010:2:Z3390771229;140:14011:6:Z3686288344;
O=c1[nH]c(=O)c2cc(F)c(F)cc2[nH]1,15,140:14004:4:Z1503784591;140:14011:8:Z1503964455;140:14019:4:Z4080797374;
O=C1CCNC2CCC12,64,140:14004:4:Z4350383229;140:14004:4:Z4350439188;140:14004:4:Z4350549875;
Nc1cnns1,23,140:14004:4:Z2826516085;140:14015:2:Z4063457917;140:14021:8:Z2609800794;
CC1CCC(=O)N1C,57,140:14004:4:Z2105185372;140:14004:8:Z2105172236;140:14006:2:Z2105175856;
Clc1cccc2c1CCOC2,28,140:14004:4:Z2039768341;140:14009:4:Z2927124578;140:14013:4:Z2039721569;
CC1(C)CCc2ncccc2C1=O,5,140:14004:4:Z4960688696;140:14052:4:Z4223195427;140:14063:7:Z4223335805;
CC12CCCC1CC1(CC2)OCCO1,13,140:14004:4:Z4255826788;140:14010:2:Z4252589842;140:14010:5:Z4252844940;
Clc1ccnc2cccnc12,18,140:14004:5:Z3834037236;140:14017:4:Z2610880523;140:14017:9:Z2610809265;
NC1CNC2(CCCC2)C1,72,140:14004:5:Z3498714115;140:14006:0:Z4055658210;140:14007:6:Z4859716102;
Cn1ccc2cc[nH]c2c1=O,5,140:14004:5:Z4999671629;140:14050:6:Z4999939122;140:14057:0:Z4999597824;
Nc1ccnnc1,19,140:14004:5:Z3556076060;140:14009:1:Z3556070869;140:14014:7:Z3558764281;
Cn1ccc(N)c1,73,140:14004:5:Z4207000490;140:14005:0:Z4205070584;140:14005:0:Z4214405551;
CC12CCC(C1)C2(C)C,9,140:14004:5:Z4921776920;140:14015:8:Z4931591691;140:14055:7:Z4921654951;
CC1CNC(C)c2ccccc2C1,45,140:14004:5:Z3391513666;140:14004:9:Z2579440518;140:14006:1:Z1542286991;
FC1CCCC(F)(F)C1,20,140:14004:5:Z4207134995;140:14005:7:Z4762582155;140:14016:5:Z4431555352;
CC1(C)CC2(CNC2)C1,118,140:14004:5:Z3612208620;140:14005:1:Z3612211184;140:14005:8:Z3612205555;
C1CC2CC(C1)CC1(C2)OCCO1,26,140:14004:5:Z4232324551;140:14006:5:Z4209608985;140:14008:2:Z4217413649;
Cc1cc(C)c2c(n1)NCC(=O)N2,69,140:14004:5:Z4394487487;140:14004:7:Z4341576733;140:14005:9:Z4394488419;
c1nc2c([nH]1)C1(CCNCC1)NCC2,55,140:14004:5:Z3316674919;140:14006:4:Z3316674535;140:14006:6:Z2467268088;
CC1CCC2NCCCC2C1,76,140:14004:5:Z2994060166;140:14006:0:Z4126303216;140:14006:7:Z917410880;
CC1CNCC2(CCNCC2)O1,15,140:14004:6:Z2956135184;140:14019:0:Z2956135399;140:14050:4:Z3314525036;
Cc1sccc1N,61,140:14004:6:Z4291020127;140:14004:6:Z4291341732;140:14004:8:Z4295278381;
Cn1cnc(=O)c2[nH]cnc21,9,140:14004:6:Z5058338391;140:14005:2:Z3815055677;140:14006:7:Z3815057431;
c1ncc2sc3ncsc3c2n1,17,140:14004:6:Z3832552028;140:14021:6:Z3829557024;140:14025:7:Z4138681815;
O=c1c2c([nH]c3ccccc13)CCCC2,7,140:14004:6:Z2365445655;140:14008:6:Z2613968120;140:14032:7:Z2365445727;
FC1(F)CCCc2ccccc21,25,140:14004:6:Z3776829241;140:14005:3:Z4196104869;140:14006:9:Z3780712686;
c1cc2c(cn1)CNC2,87,140:14004:6:Z2777228640;140:14006:2:Z2502073761;140:14009:6:Z3051922390;
Nc1nccnc1Cl,17,140:14004:6:Z2967829623;140:14013:3:Z2967961741;140:14015:3:Z2967713449;
Cc1cccc2c1NCCC2=O,13,140:14004:6:Z1990144616;140:14006:8:Z2205569015;140:14008:6:Z3244988079;
O=c1ccoc2cccc(O)c12,69,140:14004:6:Z4312277071;140:14004:6:Z4312234229;140:14004:6:Z4309753778;
FC1C2CCCCC12,98,140:14004:6:Z4320617944;140:14008:0:Z4320806151;140:14008:1:Z4315854414;
O=c1[nH]nnc2c(Cl)cccc12,4,140:14004:6:Z2442578687;140:14009:3:Z2442576127;140:14030:3:Z2442578483;
Oc1n[nH]c2ncccc12,27,140:14004:6:Z4256511067;140:14009:8:Z4476207257;140:14010:5:Z4312480089;
O=c1cnnc2scnn12,15,140:14004:6:Z4562184372;140:14014:9:Z3339105560;140:14023:3:Z4235843049;
Clc1ncc2[nH]cnc2n1,41,140:14004:6:Z2968153413;140:14005:0:Z2971005715;140:14005:9:Z2967958894;
N=S1(=O)CCC2(CC1)CNC2,6,140:14004:7:Z4285840869;140:14037:2:Z4492635059;140:14038:0:Z4095953937;
Cc1ccc2nc[nH]c2n1,37,140:14004:7:Z3517732185;140:14012:5:Z2827999099;140:14013:7:Z2827999097;
FC1=CCCCc2ccccc2C1,7,140:14004:7:Z4255336700;140:14006:6:Z4251458663;140:14014:3:Z4258494430;
O=C1NCN2Cc3ccccc3CC12,24,140:14004:7:Z2788094348;140:14004:7:Z2351307441;140:14007:3:Z2830969467;
Nc1nc2c(c(=O)[nH]1)CCNC2,14,140:14004:7:Z5035875600;140:14005:0:Z5046784539;140:14014:9:Z5035872900;
OC1CNOCC1O,43,140:14004:7:Z4150399231;140:14009:8:Z3594954128;140:14010:9:Z3594964147;
C1CCC23OCCC2CC3C1,101,140:14004:7:Z3621577729;140:14004:8:Z4218301495;140:14005:2:Z3905360992;
CC1CC1N,25,140:14004:7:Z4002211124;140:14011:5:Z4448680000;140:14020:4:Z4002194610;
c1c2c(nc3c1CCC3)CCCC2,22,140:14004:7:Z3885797940;140:14006:3:Z3885799307;140:14012:7:Z45653301;
OC1CCC(O)C1O,13,140:14004:7:Z4269685350;140:14012:7:Z4269666955;140:14014:7:Z4269668318;
Oc1cnc2ccccc2n1,66,140:14004:8:Z4484344963;140:14005:6:Z4484247582;140:14006:7:Z4489456594;
CC1NC(C)C2CCCCC12,65,140:14004:8:Z4478947697;140:14005:1:Z4478950828;140:14006:3:Z4478944951;
c1cc2cc3c(cc2[nH]1)OCCO3,14,140:14004:8:Z2506289338;140:14014:9:Z293422958;140:14020:0:Z3563388940;
Cc1cc2c(cc1C)SCCC2,16,140:14004:8:Z1747436050;140:14006:3:Z3640359254;140:14022:9:Z1747355022;
Cc1nc2nccnc2s1,40,140:14004:8:Z4961435737;140:14005:4:Z4961532000;140:14005:6:Z4961479774;
Clc1c2c(nc3ccccc13)CCCC2,7,140:14004:8:Z2179025369;140:14035:7:Z2179469589;140:14037:4:Z2409492678;
Oc1cccc2c1CCCCN2,68,140:14004:8:Z4470988765;140:14007:4:Z4470983752;140:14010:5:Z4470982096;
CC1(C)CCNCC(C)(C)C1,58,140:14004:8:Z3203294152;140:14006:9:Z2645364060;140:14007:8:Z2645366270;
Cc1cccc2c1NCCC2C,59,140:14004:8:Z4395986828;140:14005:0:Z2323080868;140:14005:0:Z4126465893;
O=C1CCNc2ccccc21,51,140:14004:8:Z4263430573;140:14006:1:Z2304877170;140:14007:5:Z4263436706;
Cc1ccc2ccsc2n1,45,140:14004:8:Z2999321183;140:14005:7:Z2999321224;140:14010:5:Z4271177166;
c1cn2c(n1)SCCC2,52,140:14004:8:Z3167182394;140:14008:1:Z3167181931;140:14009:5:Z3167176163;
CC1CCn2cccc2C(=O)N1,7,140:14004:8:Z3831600143;140:14006:1:Z3831635664;140:14032:1:Z3831661507;
NC1CCCNCC1,66,140:14004:9:Z3639317710;140:14006:2:Z3699835990;140:14010:1:Z3699830851;
O=C1CNC(=O)C2(CC2)N1,1,140:14004:9:Z4208580780;
Cc1c(F)cccc1Cl,45,140:14004:9:Z4350912120;140:14006:8:Z4350421817;140:14007:2:Z4351013970;
C1=C2OCCC2CCCC1,17,140:14004:9:Z3094285375;140:14007:6:Z3094285467;140:14015:2:Z3094285226;
Clc1cc(Cl)c2c(Cl)csc2c1,6,140:14004:9:Z2142305908;140:14054:5:Z1730118538;140:14071:1:Z1367766641;
Oc1cccc(Cl)c1Cl,16,140:14004:9:Z1559798289;140:14012:0:Z1146449095;140:14022:8:Z1146448807;
O=c1cc2c(c[nH]1)COCC2,23,140:14004:9:Z4907070120;140:14005:2:Z4217066182;140:14007:9:Z4238179641;
Cc1cccc2c1NCCCC2,52,140:14004:9:Z3408889813;140:14011:0:Z3321365973;140:14014:3:Z4342019210;
Cc1ccc2c(c1)CCCC2(C)C,3,140:14004:9:Z3780823908;140:14029:2:Z4431491405;140:14063:5:Z3780842311;
C1CCCCNCCCC1,52,140:14004:9:Z3589753137;140:14009:0:Z3468585292;140:14015:8:Z3641770147;
O=C1NC(=O)C2CCCC2N1,102,140:14005:0:Z3463418902;140:14005:0:Z3463418837;140:14005:0:Z3463418900;
Clc1noc2ccccc12,79,140:14005:0:Z3619923774;140:14006:6:Z2775246321;140:14006:6:Z3821713218;
Clc1cccc2ncsc12,62,140:14005:0:Z1883306844;140:14008:2:Z3607017577;140:14008:4:Z2179742767;
CN1CCC(N)C1,83,140:14005:0:Z3386025051;140:14006:6:Z2408397140;140:14007:7:Z2381132987;
NC1C2CNCC12,29,140:14005:0:Z3385967722;140:14005:3:Z3385975066;140:14006:5:Z3364888820;
O=c1[nH]c(=O)c2cc(F)ccc2[nH]1,15,140:14005:0:Z4080786629;140:14024:9:Z4108305374;140:14030:5:Z1503718133;
C1=NOC2OCCC12,47,140:14005:0:Z4643955888;140:14005:1:Z4643909177;140:14009:8:Z4643872777;
O=c1[nH]cnc2nc[nH]c12,30,140:14005:0:Z2918590531;140:14006:2:Z4779510064;140:14012:2:Z4562837859;
O=c1cnc2c(F)cccc2[nH]1,7,140:14005:1:Z4386802837;140:14005:6:Z4386803909;140:14040:1:Z4386800275;
CC1(C)CNc2ccccc2C1=O,37,140:14005:1:Z4360295309;140:14009:4:Z4360297375;140:14010:4:Z4360294254;
C1CC2CCOC2O1,66,140:14005:1:Z4013745349;140:14005:9:Z4962172153;140:14005:9:Z4962172152;
Fc1cccc2c(Cl)ccnc12,38,140:14005:1:Z1172343020;140:14006:6:Z1408687035;140:14007:9:Z3493632086;
O=c1[nH]ccn2cncc12,2,140:14005:1:Z4611075307;140:14083:8:Z4169173578;
Cc1cccc2c1NCC(C)C2,4,140:14005:1:Z3090495516;140:14007:2:Z3090495493;140:14024:2:Z3090495526;
Fc1cncs1,33,140:14005:1:Z4261350267;140:14011:9:Z4267336119;140:14014:8:Z4267335539;
Cc1ccc2c(c1)OC(C)C(=O)N2,4,140:14005:1:Z5058635447;140:14010:7:Z4223558908;140:14020:1:Z5039995812;
c1ccc2c(c1)Cc1ccnnc1-2,17,140:14005:2:Z3829106266;140:14011:2:Z3829161973;140:14013:1:Z3828992155;
Cn1cnnc1N,14,140:14005:2:Z1455733387;140:14007:4:Z2503954583;140:14013:6:Z1429715721;
NC1CCNc2ccccc21,34,140:14005:2:Z3364544813;140:14005:8:Z3364542339;140:14011:0:Z3364544323;
c1nc2cc3c(cc2s1)OCCCO3,27,140:14005:2:Z1838226690;140:14009:8:Z816577692;140:14015:2:Z1611032061;
O=c1cnc2cc(F)c(F)cc2[nH]1,26,140:14005:2:Z1227790755;140:14005:9:Z1227790170;140:14014:0:Z1227790122;
Cc1c(Cl)ccc2c1NCCC2,32,140:14005:3:Z1231586260;140:14006:5:Z1362260627;140:14006:8:Z4110020250;
O=C1NCCCc2n[nH]cc21,11,140:14005:3:Z2789215246;140:14006:3:Z2789218475;140:14019:1:Z2789214269;
O=c1[nH]cc(F)c(=O)[nH]1,67,140:14005:3:Z4488973503;140:14006:0:Z4491661455;140:14006:9:Z4485384239;
O=C1CCCCCc2ccccc2N1,38,140:14005:3:Z4256367656;140:14007:4:Z4258736032;140:14008:6:Z4255904626;
Cn1c(=O)cnc2ccccc21,77,140:14005:3:Z2637891063;140:14005:5:Z2229250450;140:14006:0:Z2229038837;
Cc1ccc2cncnc2c1,52,140:14005:4:Z3558227374;140:14005:4:Z4185234375;140:14008:7:Z3558786007;
C1C2CC3C1C3C2,13,140:14005:4:Z4478919275;140:14010:8:Z4198635939;140:14012:8:Z4314634268;
N=c1[nH]c2ccccc2[nH]1,47,140:14005:4:Z2801141912;140:14009:3:Z2142372994;140:14009:9:Z4059961671;
N=S1(=O)CCCCCC1,49,140:14005:4:Z3623227239;140:14006:2:Z3623227332;140:14007:7:Z3623218856;
Cn1cnc(=O)c2ccccc21,19,140:14005:4:Z1339108377;140:14015:7:Z292243984;140:14015:8:Z2302259492;
OC1CC2CCC1NC2,61,140:14005:4:Z2859539690;140:14006:7:Z2884783931;140:14008:8:Z2868799345;
Cc1cc(C)c2c(O)ncnc2n1,8,140:14005:4:Z1233943534;140:14062:2:Z1199278410;140:14073:0:Z653706756;
CC1CNC2(CCCC2)CN1,17,140:14005:4:Z4030546877;140:14014:7:Z3085597739;140:14014:7:Z3085597744;
Oc1ncnc2cc(Cl)ccc12,15,140:14005:4:Z3557236560;140:14015:7:Z3557318883;140:14017:3:Z3833769534;
CC1CC(O)CC(C)N1,31,140:14005:5:Z4194145373;140:14005:5:Z1865252628;140:14010:6:Z1865252229;
Fc1cc2c(cc1F)SCCC2,25,140:14005:5:Z1439099058;140:14005:9:Z1582598378;140:14009:6:Z1438887884;
N=S1(=O)CCC1,42,140:14005:5:Z4598565759;140:14006:0:Z4598558716;140:14006:3:Z4598560220;
Clc1csc(Cl)n1,3,140:14005:6:Z730110344;140:14030:3:Z3516708518;140:14076:2:Z3521958505;
C1CCC2(C1)CNCC1(CCC1)O2,96,140:14005:6:Z3869345127;140:14006:0:Z3916041270;140:14006:3:Z3883434388;
Cc1cc(=O)n(C)c2ccccc12,9,140:14005:6:Z3633921951;140:14031:9:Z3633924635;140:14044:2:Z3633921287;
Oc1nc2ncccc2o1,28,140:14005:6:Z4226889564;140:14005:7:Z4223074377;140:14008:2:Z4391256915;
Clc1ncn[nH]1,24,140:14005:6:Z2991693798;140:14009:4:Z3799418864;140:14029:0:Z3799419035;
c1ccc2c(c1)CCC21CCCCC1,2,140:14005:6:Z3639977889;140:14089:3:Z3640038295;
Cc1nc2cncnc2s1,56,140:14005:7:Z3388791178;140:14006:7:Z3391235979;140:14008:9:Z3390247906;
Cc1nnc2ccc(Cl)nn12,36,140:14005:7:Z4346305809;140:14009:1:Z4346307159;140:14009:3:Z4346306683;
Cc1c(F)ccc2scnc12,48,140:14005:7:Z1402233849;140:14005:7:Z3667929170;140:14012:0:Z1402235124;
Clc1ccnc(Cl)n1,12,140:14005:7:Z4456206073;140:14007:8:Z4228110424;140:14013:5:Z4224828449;
Cc1coc2c1CCCC2,38,140:14005:7:Z2790656415;140:14008:2:Z2221550266;140:14008:4:Z1895958823;
C1=CCC2(CNC2)OC1,16,140:14005:7:Z4223521982;140:14017:5:Z4223522842;140:14022:6:Z4223524372;
Nc1cnc(Cl)c(O)n1,24,140:14005:7:Z4288424356;140:14010:4:Z4293324973;140:14020:8:Z1558407738;
Nc1cnn2c1NCCC2,42,140:14005:7:Z4421229001;140:14009:1:Z4421230091;140:14014:2:Z4421235840;
CC1CCC(N)CN1,75,140:14005:7:Z4113575730;140:14005:7:Z4153417399;140:14008:6:Z4116291277;
OC1CCC2COCC1C2,21,140:14005:8:Z4251700532;140:14006:1:Z4252716058;140:14013:4:Z4258499640;
C1CCCCCNCCCC1,27,140:14005:8:Z3595165302;140:14006:7:Z3405966386;140:14009:1:Z3520568616;
Clc1ccsc1Cl,27,140:14005:8:Z1872167963;140:14007:7:Z3052285560;140:14010:2:Z1870645928;
c1ccc2c(c1)ncc1nccn12,34,140:14005:8:Z4341958911;140:14005:9:Z4418408862;140:14006:7:Z4342634838;
O=c1cnc(Cl)c[nH]1,3,140:14005:8:Z4000482876;140:14044:3:Z4000484000;140:14047:5:Z4000483112;
c1[nH]nc2c1CCCN2,78,140:14005:8:Z4614144822;140:14005:8:Z4180701374;140:14007:3:Z4180700089;
Nc1ncc2cn[nH]c2n1,15,140:14005:8:Z4342047606;140:14028:4:Z4343154209;140:14028:7:Z4342438847;
CC1CCC2CCCCC2N1,40,140:14005:8:Z3648708573;140:14006:7:Z4400768187;140:14008:3:Z5034936787;
O=C1CCSCC1,58,140:14005:9:Z4469446185;140:14010:1:Z5014246564;140:14012:2:Z4469445544;
Oc1ccnc2ccncc12,13,140:14005:9:Z3105276511;140:14006:6:Z3095873969;140:14007:9:Z3095874078;
Clc1ccc(Cl)c2c1CCCN2,7,140:14005:9:Z4130150396;140:14028:8:Z4130154073;140:14037:0:Z2326124765;
CN1CNC(=O)C1,7,140:14005:9:Z2351403927;140:14016:0:Z2830958786;140:14027:3:Z2982182813;
Clc1c[nH]c(Cl)n1,52,140:14006:0:Z1843517984;140:14008:4:Z4205568628;140:14010:5:Z1561720350;
c1ncc2c(n1)C1CCC2C1,46,140:14006:0:Z4648756903;140:14006:0:Z4648752925;140:14007:2:Z4648751297;
Cc1nn2cnnc2nc1O,18,140:14006:0:Z1209501165;140:14026:9:Z1838371189;140:14028:1:Z1143248747;
Cc1n[nH]c(Cl)n1,5,140:14006:0:Z3341793893;140:14013:9:Z2919006812;140:14029:5:Z2919002623;
Cc1cc(O)c2ccccc2n1,66,140:14006:0:Z1866811597;140:14007:0:Z1866812652;140:14008:5:Z3546769220;
Clc1cc2[nH]ccc2o1,41,140:14006:0:Z3819667004;140:14006:2:Z3841495778;140:14007:1:Z3940825837;
CC12CC(C1)C1(COC1)O2,10,140:14006:0:Z4130007677;140:14006:1:Z3641246360;140:14033:5:Z4473391649;
Cc1ncns1,15,140:14006:0:Z4331757557;140:14009:0:Z4331757508;140:14009:1:Z4331762027;
Fc1ccc2cncnc2c1F,41,140:14006:0:Z3648583950;140:14007:1:Z3647095587;140:14007:2:Z3649995844;
Cc1cccc2ncsc12,25,140:14006:0:Z1957514295;140:14011:2:Z2615963289;140:14018:1:Z1957873064;
C1CCNC2(CC1)CNC2,14,140:14006:1:Z2842323303;140:14018:0:Z2914599851;140:14021:3:Z4346051138;
c1ccc2c(c1)CC1CC2C1,12,140:14006:1:Z3987797190;140:14012:5:Z3867805681;140:14016:5:Z3835519023;
O=C1NCC(O)n2cccc21,5,140:14006:1:Z4033668148;140:14036:7:Z4999742567;140:14037:6:Z4033489490;
Cc1ccn2cc(C)nc2c1,19,140:14006:1:Z841996512;140:14009:7:Z803777812;140:14013:6:Z1941214390;
FC1(F)CC12CCCc1ccccc12,17,140:14006:1:Z3506371010;140:14026:3:Z3507370757;140:14028:3:Z4004671792;
FC1CC2(CNC2)C1,83,140:14006:1:Z2313189415;140:14006:8:Z2773539589;140:14007:6:Z2634873376;
O=C1Cc2ccccc2S(=O)(=O)N1,6,140:14006:1:Z4238065857;140:14006:6:Z4238064473;140:14022:2:Z4238065452;
CC1Cc2ccccc2CCN1,3,140:14006:1:Z4215850863;140:14036:7:Z4250488171;140:14054:8:Z4215850487;
Fc1cccc2c1CCCCO2,21,140:14006:2:Z4113245926;140:14006:2:Z4113250064;140:14014:7:Z4391442146;
O=C1NCNc2cc(Cl)ccc21,12,140:14006:2:Z2351287260;140:14015:8:Z3492994910;140:14026:4:Z2830884495;
CC1CCc2c(sc3ncnc(N)c23)C1,45,140:14006:2:Z1318046357;140:14009:8:Z1850886512;140:14012:3:Z1797013263;
O=C1NCC(O)n2nccc21,2,140:14006:2:Z4999900494;140:14037:2:Z4223951771;
Cc1cccc2c1NC(=O)NS2(=O)=O,8,140:14006:3:Z2769251203;140:14019:2:Z3341575123;140:14054:5:Z2991683869;
Fc1cc(F)c2ncsc2c1,32,140:14006:3:Z88343651;140:14009:4:Z2147953262;140:14010:1:Z2398140560;
CC1COc2cc(Cl)ccc2N1,28,140:14006:3:Z4863189752;140:14008:6:Z4128065635;140:14010:2:Z4128067433;
Cc1nc2c(=O)[nH]cnc2o1,10,140:14006:3:Z4996571172;140:14019:1:Z4996141074;140:14019:9:Z4996572270;
CC1(C)C2CCC13CCNC3C2,25,140:14006:4:Z3741218673;140:14009:8:Z3609495066;140:14013:5:Z3598401075;
Cc1cc(C)c(F)cn1,11,140:14006:4:Z3830642792;140:14015:4:Z3828870503;140:14020:0:Z3828991897;
O=c1[nH]ncc2sncc12,2,140:14006:4:Z3788961814;140:14066:1:Z2863958391;
N=c1nc[nH]c(N)n1,4,140:14006:4:Z5058199048;140:14017:2:Z2448310382;140:14053:2:Z4889023652;
Cc1cc(C)c2ccncc2c1C,19,140:14006:4:Z3558968722;140:14008:0:Z3558448134;140:14011:0:Z3556062947;
CN1C=NC(=O)C1O,13,140:14006:4:Z4219555348;140:14009:0:Z4219552112;140:14009:5:Z4219549471;
Cc1nc[nH]c(=O)c1F,14,140:14006:4:Z3340234385;140:14010:1:Z3343653092;140:14013:8:Z3343652543;
O=C1CCCS(=O)(=O)N1,11,140:14006:4:Z3513608519;140:14019:3:Z3513617274;140:14027:8:Z3513616968;
O=C1CNS(=O)(=O)N1,40,140:14006:4:Z4917148562;140:14006:4:Z4917151532;140:14008:5:Z4917151534;
Clc1ncc2cc[nH]c2n1,32,140:14006:5:Z3556509228;140:14007:3:Z3557299235;140:14008:4:Z3831960108;
C1CCC2(C1)CCCC1(C2)OCCO1,24,140:14006:5:Z4251782918;140:14008:1:Z4252937256;140:14008:8:Z4258481852;
O=c1[nH]c(=O)c2cc3c(cc2[nH]1)COC3,17,140:14006:5:Z4379746380;140:14010:9:Z4080773922;140:14011:9:Z4080797576;
c1ccc2c3c(cnc2c1)CCCC3,2,140:14006:5:Z3500523030;140:14036:6:Z3500521445;
c1ccc2c(c1)CCc1ccccc1N2,9,140:14006:5:Z2447552936;140:14039:2:Z4418906974;140:14039:2:Z1993918143;
O=S1(=O)CCNc2cccnc21,16,140:14006:5:Z4999804983;140:14015:8:Z4870971409;140:14025:3:Z3631433081;
Cc1cnc(C)n1C,49,140:14006:6:Z4455291568;140:14006:6:Z4455295395;140:14006:6:Z4455184701;
C1CNC2(CNC2)OC1,50,140:14006:6:Z4770894743;140:14006:9:Z4091796570;140:14013:1:Z3618183710;
c1cnc2c(c1)CCC1(CCOCC1)O2,52,140:14006:6:Z4256970799;140:14007:5:Z4258205389;140:14007:5:Z4258203450;
O=c1nn[nH][nH]1,23,140:14006:6:Z5001598784;140:14015:9:Z5001497017;140:14025:7:Z5000582807;
Cc1nc2c(s1)CNC2,11,140:14006:6:Z4773018411;140:14036:5:Z4773020128;140:14041:7:Z2775379383;
