fragment_smiles,occurences,example_ligands
O=C1CNCCN1,16478,93:09300:0:Z4115787563;93:09300:0:Z4239726013;93:09300:0:Z4223865888;
O=S1(=O)CCNC2CCCCC21,225,93:09300:2:Z4140856410;93:09300:2:Z3801460527;93:09300:4:Z1440799431;
Cc1ccc2nncn2c1,324,93:09300:2:Z3775569425;93:09300:3:Z4290077023;93:09300:9:Z3553544405;
CC1(F)CNC1,139,93:09300:2:Z3198742315;93:09300:6:Z1941593413;93:09300:6:Z1941591755;
C1CCC2(CC1)CCCCC2,317,93:09300:2:Z3516657785;93:09300:2:Z1919625469;93:09300:9:Z4009339142;
CC12CC(CO1)C2,447,93:09300:2:Z3582927083;93:09300:7:Z3584358887;93:09300:9:Z3656413607;
Cc1ccc2c(c1C)OCC2,273,93:09300:2:Z4068808965;93:09300:8:Z2305744256;93:09300:9:Z1098474635;
CN1CC2CCCCC2C1,346,93:09300:2:Z4247406424;93:09300:6:Z3019915306;93:09300:6:Z3054654616;
CN1CC2NCCCC2C1=O,395,93:09300:2:Z4779451798;93:09301:3:Z4776610456;93:09301:3:Z4783128732;
c1ccc2c(c1)CNCC1CCCN21,284,93:09300:2:Z4603679741;93:09300:2:Z4603679740;93:09300:6:Z3086664402;
O=c1[nH]ccn2ccnc12,118,93:09300:2:Z3204105339;93:09300:3:Z2958997564;93:09300:9:Z2957790434;
c1cnc2c(c1)CCCCC2,86,93:09300:2:Z2373132139;93:09300:6:Z2373184095;93:09300:9:Z2373175804;
c1cc2c(s1)OCCC2,36,93:09300:2:Z3092969988;93:09310:3:Z4686727150;93:09313:3:Z3092970763;
CC1(C)CCC(=O)c2ccccc21,179,93:09300:2:Z3518373685;93:09300:4:Z3517372182;93:09301:8:Z3578677768;
NC1CC2CNC(C1)C2,154,93:09300:2:Z3518373685;93:09300:8:Z3046289336;93:09301:0:Z3518373833;
O=S1(=O)Cc2ccoc2C1,233,93:09300:2:Z3365182579;93:09300:3:Z3381242432;93:09301:3:Z4471023638;
Cc1cc2nccn2cc1C,181,93:09300:2:Z4255124840;93:09300:7:Z3873838642;93:09302:3:Z3842454185;
CC12CNCC1CS(=O)(=O)C2,374,93:09300:2:Z3055568828;93:09300:5:Z3089521789;93:09300:5:Z3019489684;
CC1(O)CCNCC1(C)O,281,93:09300:2:Z4478398167;93:09300:9:Z4465651826;93:09301:3:Z4483060691;
O=C1COc2ccc(F)cc2N1,180,93:09300:2:Z3715673378;93:09300:3:Z3715683263;93:09303:3:Z3697829773;
CC1CC2(CCC2)CO1,499,93:09300:2:Z2978039183;93:09300:5:Z2927608269;93:09300:7:Z2999208235;
CN1CCC2(CCNCC2)C1=O,398,93:09300:2:Z2978039183;93:09300:4:Z2776122841;93:09300:6:Z4060094798;
CC1C2Cc3ccccc3C12,135,93:09300:2:Z4179050719;93:09300:4:Z2144719120;93:09300:8:Z2124300591;
O=C1COC2(CNC2)CN1,160,93:09300:2:Z4228462366;93:09300:2:Z4228497838;93:09302:3:Z4603171144;
C1COC2CCC2C1,730,93:09300:2:Z3175895669;93:09300:2:Z3175895658;93:09300:2:Z3366247294;
O=C1CCc2cccnc2N1,516,93:09300:2:Z3204211499;93:09300:8:Z3204210255;93:09300:8:Z4020511443;
CC1CCCNCC1,822,93:09300:2:Z1969594258;93:09300:2:Z1954124927;93:09300:3:Z4379866499;
Cc1cccn2nccc12,193,93:09300:2:Z3354147874;93:09301:9:Z3611619088;93:09303:5:Z4215926937;
CC1(C)CC1(C)C,575,93:09300:2:Z1951337591;93:09300:4:Z1366386719;93:09300:5:Z1967215644;
CC1CC2(CCCC2)CN1,372,93:09300:2:Z4908280959;93:09300:2:Z4908286761;93:09300:2:Z3324062729;
CC1Nc2ncccc2NC1=O,88,93:09300:2:Z1362166676;93:09300:9:Z1897743156;93:09301:3:Z4125998467;
CC1CNCCC12CCNCC2,173,93:09300:2:Z4539369926;93:09300:6:Z4539357522;93:09301:2:Z4539373319;
c1cc2n(c1)CCC2,251,93:09300:2:Z4013599551;93:09300:2:Z4013364054;93:09300:2:Z4013599813;
NC12CCCC1CNC2,106,93:09300:2:Z2860094195;93:09303:8:Z4054622045;93:09304:0:Z2657530274;
c1ncc2ncsc2n1,543,93:09300:2:Z4081367234;93:09300:5:Z4466772029;93:09300:8:Z3832823740;
Cn1cnc2ccc(F)cc21,462,93:09300:2:Z4506618787;93:09300:2:Z3544451472;93:09300:3:Z2212421313;
O=C1CCCc2cc(Cl)ccc2N1,111,93:09300:2:Z2919499087;93:09301:7:Z3359476631;93:09301:9:Z2789453117;
CC1(C)CCCS1(=N)=O,100,93:09300:2:Z3520599251;93:09300:2:Z3520600497;93:09301:4:Z3520596170;
Nc1nncs1,492,93:09300:2:Z4351160440;93:09300:5:Z3192358774;93:09300:6:Z3714175521;
Cc1c[nH]c2ccccc12,357,93:09300:2:Z4995671573;93:09300:7:Z4368538595;93:09301:1:Z3340019444;
O=C1Cc2cccc(F)c2N1,234,93:09300:2:Z3151021165;93:09300:9:Z2960577656;93:09301:0:Z3180036463;
Cc1ccc2c(c1)COCC2,246,93:09300:2:Z5006370767;93:09300:7:Z5007858309;93:09301:9:Z5013919861;
C1COC2CNCC2N1,661,93:09300:2:Z2606980981;93:09300:3:Z2715439752;93:09300:4:Z2785524969;
Cc1coc2c1C(=O)CC(C)(C)C2,212,93:09300:2:Z2394476910;93:09300:4:Z2595526289;93:09300:6:Z3795676322;
Cc1cncnc1Cl,169,93:09300:2:Z4026349254;93:09302:2:Z4026759601;93:09302:5:Z4025608529;
O=C1COC2CCNCC2N1,386,93:09300:2:Z4132060178;93:09300:2:Z3899598677;93:09300:4:Z3834446027;
Cc1cnc(O)s1,91,93:09300:2:Z2769828498;93:09300:4:Z2764232542;93:09300:9:Z2763942430;
NC12CCC(CNC1)C2,103,93:09300:2:Z4777217795;93:09301:2:Z5060058726;93:09302:2:Z3831830417;
Fc1ccc2c(Cl)csc2c1,88,93:09300:2:Z3874965018;93:09300:8:Z1251588095;93:09306:2:Z985659018;
c1scc2c1CCC2,400,93:09300:2:Z3667752228;93:09300:2:Z3788072494;93:09300:3:Z4142688538;
c1cnc2c(c1)NCCCC2,141,93:09300:2:Z4126721990;93:09300:9:Z2791615516;93:09301:1:Z4126711915;
c1cc2ccsc2cn1,625,93:09300:2:Z4353117002;93:09300:3:Z2271743335;93:09300:4:Z2702520769;
CN1CCNCCC12CCOCC2,322,93:09300:2:Z3042223829;93:09301:0:Z4489975978;93:09301:0:Z3043670773;
Cc1cccc2ccccc12,589,93:09300:2:Z3861578345;93:09300:5:Z4935478589;93:09300:6:Z3798274073;
c1cc2c(s1)CCCN2,152,93:09300:2:Z5060122524;93:09300:3:Z5045155936;93:09300:6:Z5059761140;
FC=C1CCCC1,151,93:09300:2:Z4888055342;93:09300:5:Z4887320062;93:09301:1:Z4877098276;
c1nc2c([nH]1)CCOC2,385,93:09300:2:Z3598451775;93:09300:4:Z3591315256;93:09301:4:Z3584842595;
Cc1cc(=O)cc(C)[nH]1,300,93:09300:2:Z3179539269;93:09300:3:Z4027138355;93:09300:3:Z2192022002;
C1CC2CCC(CN1)C2,198,93:09300:2:Z3010025071;93:09300:5:Z4166318296;93:09301:9:Z2964708701;
c1cc2c3c(c1)CCC3CCC2,127,93:09300:2:Z1571895824;93:09301:2:Z2711618575;93:09301:3:Z3542731222;
c1nc2c([nH]1)CCNC2,1604,93:09300:2:Z3577063673;93:09300:2:Z3497805023;93:09300:2:Z3497802664;
O=c1[nH]ccc2ccsc12,168,93:09300:2:Z2875465344;93:09302:5:Z2456841059;93:09303:2:Z2454740979;
Cc1nn2cccnc2c1Cl,190,93:09300:2:Z3822114080;93:09300:6:Z1556219640;93:09300:6:Z1966880149;
CC12CCCNC1COC2,247,93:09300:2:Z3822114080;93:09300:6:Z3787043031;93:09300:6:Z3910722809;
c1cc2n(n1)CCCCO2,343,93:09300:2:Z5042980265;93:09300:8:Z5043907847;93:09300:9:Z5044186427;
O=C1NCCC12CCC2,452,93:09300:2:Z4206498904;93:09300:6:Z4028661058;93:09300:6:Z4096979877;
Cc1ccc(C)n1C,494,93:09300:2:Z1862684564;93:09300:4:Z2910946246;93:09300:6:Z1985660095;
Clc1ccc2c(c1)OCCC2,596,93:09300:2:Z5047542279;93:09300:4:Z4212390614;93:09300:5:Z5060282371;
Cc1c(Cl)ccc2c1NCCC2,58,93:09300:2:Z4110018316;93:09301:2:Z4382120910;93:09301:9:Z1880197232;
C1CC2(CNC2)CO1,231,93:09300:2:Z2640592391;93:09300:2:Z2909202683;93:09300:4:Z4088694414;
Fc1cc2nc[nH]c2cc1F,639,93:09300:2:Z4413549787;93:09300:2:Z4413550500;93:09300:2:Z4407163450;
c1ccc2c(c1)NCC1CCCN21,145,93:09300:2:Z4261227131;93:09300:5:Z941197504;93:09301:7:Z4288529315;
NC1CCC12CCNCC2,163,93:09300:2:Z4139593172;93:09301:9:Z4116173168;93:09302:6:Z4122296637;
Oc1ccc2c(c1)OCO2,233,93:09300:2:Z1350363540;93:09300:9:Z4995475399;93:09301:4:Z1317240909;
C1CNC2(C1)CCNC2,447,93:09300:2:Z3672129881;93:09300:8:Z2957361112;93:09301:3:Z2957360363;
CC1CC(F)C1,232,93:09300:2:Z5054815724;93:09301:3:Z3625232412;93:09301:6:Z3435734756;
O=S1(=O)CCC12CCNCC2,543,93:09300:2:Z3364886569;93:09300:4:Z4980531224;93:09300:4:Z4978940173;
O=C1NCC2(CCCC2)C(=O)N1,27,93:09300:2:Z3210855110;93:09302:4:Z3211207093;93:09307:0:Z3211099862;
O=c1[nH]ncc2c1CCNC2,491,93:09300:2:Z4230334454;93:09300:6:Z4251911268;93:09301:1:Z4272424220;
CC1(C)OCc2cnc(Cl)nc21,79,93:09300:2:Z2271210907;93:09302:8:Z2975568872;93:09303:3:Z2272316583;
CN1CC2(CNC2)C(F)(F)C1=O,257,93:09300:2:Z3589607757;93:09300:2:Z4124707901;93:09300:3:Z3896444860;
Nc1csc2ncccc12,290,93:09300:2:Z3671646654;93:09300:7:Z3668081120;93:09302:4:Z3552410328;
CN1CCCNC1=O,189,93:09300:2:Z4156141044;93:09300:2:Z4156108927;93:09300:3:Z4154530431;
c1cc2c(cn1)CCNC2,961,93:09300:2:Z4479281034;93:09300:2:Z4344661356;93:09300:3:Z3603305673;
Cc1ncccc1Cl,356,93:09300:2:Z2622565659;93:09300:3:Z3696449806;93:09300:3:Z4036021143;
CN1CCC(N)C1,142,93:09300:2:Z2381587045;93:09300:6:Z2826936301;93:09300:7:Z2381126948;
Clc1ccc2cc3n(c2c1)CCNC3,105,93:09300:2:Z1893291762;93:09301:5:Z3095268036;93:09301:5:Z3094995662;
Cc1cn2cc(Cl)nc2s1,138,93:09300:2:Z4149235011;93:09300:4:Z3999229185;93:09301:9:Z4574144626;
O=c1[nH][nH]c(=O)c2ccccc12,319,93:09300:2:Z1576431136;93:09301:5:Z4771640743;93:09301:8:Z192987840;
C1CC2(CNC2)N1,476,93:09300:2:Z2911896289;93:09300:5:Z3645912659;93:09300:6:Z4217147666;
C1=NCCCS1,188,93:09300:2:Z4260091145;93:09301:0:Z4249958299;93:09301:3:Z4260038747;
O=C1CCNC2COCCN12,319,93:09300:2:Z3093418882;93:09300:3:Z3585643020;93:09300:8:Z4076915983;
CN1CCC2CCNC2C1,314,93:09300:2:Z4122362404;93:09300:6:Z4908202052;93:09301:0:Z2931803352;
O=c1ccc2ccc(F)cc2[nH]1,692,93:09300:2:Z4228497838;93:09300:2:Z1463198984;93:09300:3:Z3205072708;
CC1Cc2cc(F)ccc2C(C)N1,84,93:09300:2:Z2672798765;93:09300:6:Z1693088790;93:09301:0:Z2635483125;
Fc1ccc2oncc2c1,418,93:09300:2:Z2821195597;93:09300:3:Z3655722151;93:09300:6:Z3190705603;
c1cc2c(cn1)CCCN2,522,93:09300:2:Z4245209289;93:09300:4:Z3583984531;93:09300:4:Z4420599665;
O=S1(=O)CC2(CCC2)C1,546,93:09300:2:Z3188162759;93:09300:4:Z4022732366;93:09300:5:Z2978582259;
C1CC2(COC2)N1,133,93:09300:2:Z2641090911;93:09300:4:Z2778454220;93:09300:9:Z2641090646;
CC1(C)CCCc2ccccc21,480,93:09300:2:Z3100895013;93:09300:3:Z3050261258;93:09300:7:Z4408156186;
CC1CNCCc2ccc(F)cc21,198,93:09300:2:Z3554559350;93:09300:5:Z4638752076;93:09300:6:Z3558973833;
Clc1ncc2[nH]cnc2n1,62,93:09300:2:Z2973996277;93:09300:9:Z2967741401;93:09305:7:Z3648678716;
O=S1(=O)CCC2(CC2)CC1,687,93:09300:2:Z4048985732;93:09300:3:Z4028131388;93:09300:6:Z2044107843;
C1NCC2C1C1COCC21,156,93:09300:2:Z4307911456;93:09300:8:Z2700012713;93:09301:3:Z2698132854;
CC1CCn2ccnc2C1,683,93:09300:2:Z4142168453;93:09300:3:Z2781792866;93:09300:8:Z4139534220;
CC1(C)CCNCCS1,204,93:09300:2:Z1920458069;93:09300:8:Z2115158174;93:09301:2:Z1920729762;
Cc1nn2ccnc2s1,243,93:09300:2:Z3351971732;93:09301:2:Z3316429500;93:09301:3:Z3594892351;
CC1CCCCC1C,1036,93:09300:2:Z2012224373;93:09300:3:Z1674614219;93:09300:3:Z2395488478;
C1CNC2CCCNC2C1,398,93:09300:2:Z4113317072;93:09300:4:Z4113318247;93:09300:5:Z4113320538;
Cn1ncnc1N,188,93:09300:2:Z4304957757;93:09300:4:Z3741229910;93:09300:6:Z3623091387;
CC1(C)CNC2COCC2O1,367,93:09300:2:Z2477209184;93:09300:4:Z3670662819;93:09300:6:Z4580483873;
CC12CNCC1CNC2,300,93:09300:2:Z2794558525;93:09300:3:Z2790679909;93:09300:3:Z3830039582;
Cc1ccc2scnc2c1C,188,93:09300:2:Z4175547735;93:09301:9:Z4178325397;93:09302:0:Z4185151743;
C1CC2(CCN1)COCCN2,213,93:09300:2:Z4175547735;93:09300:5:Z3639807880;93:09300:9:Z3639505441;
O=c1[nH]cnc2ccncc12,54,93:09300:2:Z4229226050;93:09302:1:Z4456262755;93:09302:7:Z4223386567;
C1CC2(CCN1)OCCO2,970,93:09300:2:Z1362626231;93:09300:3:Z1236500118;93:09300:4:Z1171747118;
CC1(C)COc2ccnn2C1,189,93:09300:2:Z4394410697;93:09301:3:Z3621075982;93:09301:7:Z4414811967;
c1cnc2c(c1)NCCN2,73,93:09300:2:Z3053835481;93:09303:8:Z3578792063;93:09306:3:Z4488994915;
O=C1CCC2CNCCN12,554,93:09300:2:Z2829626855;93:09300:7:Z1554143195;93:09300:7:Z4161323166;
CN1C(=O)C(C)(C)c2ccccc21,361,93:09300:2:Z2635304922;93:09300:4:Z4228734500;93:09301:2:Z2636389727;
c1ccc2c(c1)OCCCCO2,125,93:09300:2:Z3630421065;93:09300:3:Z4232976773;93:09300:8:Z3367870906;
CN1CCc2ccccc2C1,1092,93:09300:2:Z2118419752;93:09300:2:Z4211258621;93:09300:3:Z4964456912;
CC1CCCC1(F)F,563,93:09300:2:Z4089199083;93:09300:3:Z4132284178;93:09301:0:Z4090134619;
O=c1[nH]cnc2cnccc12,267,93:09300:2:Z3598286411;93:09300:5:Z1954587400;93:09301:2:Z1746915106;
C1CCN2CCOCC2C1,828,93:09300:2:Z1537711338;93:09300:4:Z2970808648;93:09300:6:Z4508236283;
Cn1c(=O)[nH]c(=O)c2cccnc21,358,93:09300:2:Z3814968414;93:09300:2:Z2720933103;93:09300:3:Z4042737607;
c1n[nH]c2c1CCCCC2,314,93:09300:2:Z2911305812;93:09300:2:Z2909462207;93:09300:4:Z2183972774;
C1CNCC2(C1)CCCN2,135,93:09300:2:Z3139981679;93:09300:6:Z3139975490;93:09302:2:Z3139962234;
CC1(O)CCNC1,520,93:09300:2:Z1734491779;93:09300:5:Z1334683687;93:09300:7:Z2708183976;
CC1(C)CCc2ccc(F)cc2O1,174,93:09300:2:Z2697612596;93:09300:2:Z2769638978;93:09300:9:Z4310804717;
O=C1CNc2cccc(F)c2N1,160,93:09300:2:Z1647950518;93:09300:4:Z1647954495;93:09300:8:Z2319744836;
Clc1ccc2c(c1)CCNC2,182,93:09300:2:Z3105124990;93:09300:5:Z4122342225;93:09300:6:Z3546468519;
c1cnc2c(c1)COC2,329,93:09300:2:Z4423677613;93:09301:5:Z4423531511;93:09303:1:Z4423747155;
CC1COC2(CCNCC2)O1,418,93:09300:2:Z3139815726;93:09300:7:Z2000459900;93:09301:0:Z1368206949;
Oc1nscc1Cl,100,93:09300:2:Z2965134466;93:09300:9:Z4184534932;93:09301:9:Z2027638996;
C1CC2(CN1)CNC2,623,93:09300:2:Z2965134466;93:09300:3:Z4078766301;93:09300:6:Z4068615205;
O=C1NCCC2CNCCN12,236,93:09300:2:Z1866667927;93:09300:7:Z1927532990;93:09301:2:Z3542494649;
Fc1cccc2c1CNC2,170,93:09300:2:Z3098000559;93:09300:5:Z2641454238;93:09301:2:Z3356573829;
Cc1nc2c(F)cccc2s1,106,93:09300:2:Z3599886581;93:09301:1:Z4194830166;93:09301:9:Z3177595681;
O=C1CNCC2CCCN12,365,93:09300:2:Z3599886581;93:09301:0:Z4173236079;93:09301:0:Z4110757232;
CC1CNCCC(O)C1,287,93:09300:2:Z4041887836;93:09301:3:Z4031919055;93:09301:6:Z4041680120;
c1cc2c(nn1)CCOC2,342,93:09300:2:Z4023321830;93:09300:4:Z4022140485;93:09301:0:Z4028181975;
c1cc2c([nH]1)CCCNC2,217,93:09300:2:Z5004233694;93:09301:0:Z5004278341;93:09301:1:Z5004422387;
C1CCC2(CCSC2)OC1,407,93:09300:2:Z3187517908;93:09300:5:Z2773202228;93:09300:8:Z1839193532;
Cc1ccc2cc(F)ccc2n1,223,93:09300:2:Z1642978957;93:09300:9:Z4076965084;93:09300:9:Z4076525298;
FC1(F)CCNC2(CCC2)C1,127,93:09300:2:Z4370692011;93:09301:8:Z4097478477;93:09302:6:Z4097489135;
CC12CC(C1)C1(CNC1)O2,19,93:09300:2:Z3602785175;93:09300:7:Z3741312616;93:09300:7:Z3634139861;
c1cnc2nn[nH]c2c1,218,93:09300:2:Z3634188775;93:09300:3:Z1665587074;93:09300:3:Z2804595523;
C1CC2CC(C2)O1,1168,93:09300:2:Z5026184934;93:09300:2:Z4069447430;93:09300:2:Z4069443542;
C1COC2(CCN1)CCSCC2,330,93:09300:2:Z3648096792;93:09300:3:Z3554644044;93:09300:7:Z4072106942;
O=C1CCc2cc(Cl)ccc21,269,93:09300:2:Z2011242971;93:09300:7:Z2385947034;93:09300:8:Z3619792789;
CC1NCNC1=O,299,93:09300:2:Z2779681952;93:09300:3:Z5018351653;93:09300:4:Z2436404854;
O=c1[nH]c(=O)c2cccnc2[nH]1,275,93:09300:2:Z1286176258;93:09300:3:Z1500699739;93:09300:8:Z1869963412;
c1cc2c(cn1)N1CCC(C1)N2,128,93:09300:2:Z3642349540;93:09300:5:Z3583222586;93:09300:8:Z3294676241;
c1cc2cncnc2cn1,81,93:09300:2:Z2383111738;93:09303:0:Z2347617214;93:09306:1:Z2347004431;
CC1CNCCS1=O,460,93:09300:2:Z1247171699;93:09300:5:Z3549623744;93:09300:8:Z3650462620;
Cc1cc(O)c2ccccc2n1,66,93:09300:2:Z2225556240;93:09301:1:Z2775994965;93:09301:2:Z3546769272;
c1ccc2c(c1)CN1CCCC1CN2,113,93:09300:2:Z4146903317;93:09300:4:Z4146901663;93:09300:4:Z4146901839;
O=S1(=O)CCn2cccc2C1,261,93:09300:2:Z4022297081;93:09300:5:Z4870919062;93:09301:0:Z4022925802;
c1cnc2ncsc2c1,171,93:09300:2:Z4985255308;93:09300:5:Z4329298783;93:09301:3:Z4329298817;
CC1CCOC(C)C1,428,93:09300:2:Z4244463721;93:09300:3:Z4136174365;93:09300:8:Z3864857310;
Fc1cc(F)c2c(c1)NCC2,228,93:09300:2:Z2905547169;93:09300:4:Z2871485266;93:09301:0:Z453800732;
C1=NOC2CCCCC12,397,93:09300:2:Z4115506011;93:09300:2:Z4115399854;93:09300:2:Z4115595756;
Cc1ccc2c(c1)NCC2,228,93:09300:2:Z1881260679;93:09300:5:Z2668360259;93:09301:1:Z4111002310;
Cc1ccnc2ccnn12,489,93:09300:2:Z3939885777;93:09300:5:Z2772526063;93:09300:5:Z3868611009;
Cc1ccc2c(c1)OCO2,503,93:09300:2:Z1635504454;93:09300:3:Z2494746425;93:09300:6:Z2360743759;
OC1C2CCC1CNC2,248,93:09300:2:Z3707160684;93:09300:5:Z3661310110;93:09300:9:Z3658941356;
Fc1cc(F)c2[nH]ccc2c1,136,93:09300:2:Z3950077012;93:09301:0:Z3855101300;93:09302:2:Z3865724159;
O=S1(=O)CCNCCCCN1,269,93:09300:2:Z3644474058;93:09300:7:Z4570191656;93:09300:9:Z3653287298;
CC1CCN(C)C1,724,93:09300:2:Z4196124187;93:09300:4:Z4489930553;93:09300:5:Z4416206017;
Cc1cccc2c1C(=O)NCN2,10,93:09300:2:Z1213022332;93:09301:5:Z1449627486;93:09320:7:Z1272836144;
CN1CCC2(CC1)CC(O)CN2,276,93:09300:2:Z4478252982;93:09300:4:Z4478260120;93:09300:9:Z4771902127;
Fc1cc(F)cc(F)c1,1680,93:09300:2:Z3694398577;93:09300:3:Z1310021780;93:09300:4:Z3611093459;
C1=NCCCN1,166,93:09300:2:Z4245911993;93:09300:6:Z4245904574;93:09301:8:Z4245940281;
Nc1ncnc2c1CNCC2,254,93:09300:2:Z4233757810;93:09300:3:Z4004503491;93:09301:4:Z4026071085;
C1CCC2CCNC2CC1,284,93:09300:2:Z3383729489;93:09300:6:Z3390762206;93:09301:5:Z3390767118;
CC1=CC(C)n2ncnc2N1C,234,93:09300:2:Z1986459734;93:09300:5:Z1987282447;93:09301:2:Z1843086965;
Fc1cccc2c1C1(CCC1)CN2,148,93:09300:2:Z5058891324;93:09300:8:Z3531658479;93:09300:8:Z1336028499;
Cc1cccc2occc12,326,93:09300:2:Z3716287055;93:09301:1:Z3203061772;93:09301:4:Z4995445134;
FC1(F)CNCC2(CCC2)C1,188,93:09300:2:Z4192848808;93:09300:3:Z3706128867;93:09300:7:Z3658332653;
NC1CCNC2(CCC2)C1,120,93:09300:2:Z3799092753;93:09300:9:Z3799084792;93:09303:4:Z3799077750;
Cc1cnccc1F,37,93:09300:2:Z4232647096;93:09302:3:Z4230153783;93:09303:8:Z4232279191;
c1ccc2c(c1)COC21CCNC1,198,93:09300:2:Z1716064577;93:09301:5:Z2958521985;93:09301:9:Z2700227482;
Cc1cnc2cnccc2n1,54,93:09300:2:Z2968790132;93:09300:8:Z2973075289;93:09302:2:Z2971490640;
FC1(F)CCC2(CCOC2)CC1,292,93:09300:2:Z4638843755;93:09301:0:Z4643380906;93:09302:4:Z4643380486;
c1[nH]cc2c1CCCC2,168,93:09300:2:Z3579036789;93:09301:0:Z3436481579;93:09301:5:Z3541408238;
C1=NOC2CCCC12,413,93:09300:2:Z4113268403;93:09300:4:Z4109640327;93:09300:5:Z4027966121;
CC1CNc2ccccc2NC1=O,188,93:09300:2:Z1848077328;93:09300:4:Z1362230702;93:09301:8:Z4109132166;
O=C1CC2(CCOCC2)NCCN1,47,93:09300:2:Z2791533911;93:09302:3:Z2791511490;93:09303:2:Z2775882478;
c1cnc2c(c1)CCNC2,545,93:09300:2:Z3559885655;93:09300:6:Z3579728455;93:09301:3:Z3878213328;
NC1CCC12CC2,85,93:09300:2:Z3807031265;93:09300:4:Z3807380202;93:09301:4:Z3796178388;
Cc1cc[nH]c(=O)c1,886,93:09300:2:Z1894511625;93:09300:3:Z2883229716;93:09300:3:Z1987438246;
O=C1NCC2NCCCC12,341,93:09300:2:Z3010021116;93:09300:6:Z4345370356;93:09300:6:Z3384075512;
NC1CC2CCCCC12,133,93:09300:2:Z3829324033;93:09300:3:Z4062179821;93:09300:8:Z3828224505;
C1CC12CNC2,715,93:09300:2:Z3899447194;93:09300:3:Z3899447077;93:09300:4:Z3373487154;
Fc1ccc2c(c1)NCC2,347,93:09300:2:Z4157626674;93:09300:3:Z941445356;93:09300:5:Z4394926413;
Cc1n[nH]c2c1NCCC2,224,93:09300:2:Z3316688729;93:09300:5:Z3619069694;93:09301:0:Z4403929675;
c1cc2c(cn1)OCCNC2,138,93:09300:2:Z4021610977;93:09301:1:Z3543511590;93:09302:2:Z4021610916;
OC1CC(O)C12CCNCC2,269,93:09300:2:Z4084206714;93:09301:4:Z4271558517;93:09302:3:Z4271582480;
Cc1ccnc(=O)[nH]1,263,93:09300:2:Z1670110375;93:09300:6:Z215235154;93:09301:1:Z1323917129;
Clc1ncc2nc[nH]c2n1,137,93:09300:2:Z4391415668;93:09301:3:Z2770834121;93:09302:0:Z2770065859;
CC1CSCCN1,419,93:09300:2:Z2631762991;93:09300:7:Z2182642861;93:09301:3:Z3190910548;
C1CC2(C1)OCC1CC12,506,93:09300:2:Z3356811718;93:09300:3:Z2975052294;93:09301:6:Z2979302395;
CC1(C)CC1(F)F,656,93:09300:2:Z2622392919;93:09300:3:Z2623868788;93:09300:6:Z4171619334;
c1cc2cc3c(cc2o1)CCC3,145,93:09300:2:Z1539128844;93:09300:9:Z1303622175;93:09302:9:Z4095431337;
C1COC2COCCC2N1,206,93:09300:2:Z2964873573;93:09300:3:Z4304523229;93:09300:6:Z2964861693;
N=S1(=O)CCOCC1,76,93:09300:2:Z2966843299;93:09300:9:Z2966845188;93:09301:9:Z2966843231;
Cc1ccnc(N)c1,238,93:09300:2:Z4104842895;93:09302:8:Z4471308163;93:09302:9:Z3599528822;
Cc1ncnnc1C,343,93:09300:3:Z4108677301;93:09300:6:Z3084071003;93:09302:0:Z1730982318;
Clc1cccc2cn[nH]c12,178,93:09300:3:Z4453376755;93:09300:6:Z1720100225;93:09300:7:Z4490418518;
Fc1ccc2c(c1)CCN2,332,93:09300:3:Z2015739115;93:09300:6:Z2014057135;93:09301:0:Z3290755088;
CC1CCC2CC2C1,126,93:09300:3:Z3056079068;93:09300:3:Z2951986068;93:09300:5:Z2958274008;
O=S1(=O)C2CCNCC1CC2,363,93:09300:3:Z5044663821;93:09300:8:Z4324705207;93:09300:9:Z2720018800;
Fc1cc[nH]c1,162,93:09300:3:Z2227865865;93:09301:1:Z2221608441;93:09301:7:Z2225127781;
CC12CNCC1(C)CS(=O)(=O)C2,353,93:09300:3:Z4245597230;93:09300:5:Z2841683814;93:09300:8:Z2793492554;
CC1(C)NCc2scnc21,119,93:09300:3:Z3386030328;93:09300:5:Z3386026586;93:09301:8:Z3386026969;
CC1CCCc2ccccc21,718,93:09300:3:Z3386030328;93:09300:4:Z2118949494;93:09300:4:Z1590340965;
CC1CCNCCN1,654,93:09300:3:Z4028809788;93:09300:3:Z3364752000;93:09300:4:Z3887704502;
Cc1nc2c(C)cccn2n1,282,93:09300:3:Z3667379348;93:09301:1:Z3644827620;93:09301:6:Z3667859287;
O=S1(=O)CCC2(CCNC2)CC1,669,93:09300:3:Z3134359895;93:09300:5:Z3633228373;93:09300:6:Z4056450083;
Cn1cnc2c1c(=O)[nH]c(=O)n2C,221,93:09300:3:Z908574418;93:09300:3:Z1182651623;93:09300:5:Z2180110699;
C1CNC2(C1)CCC1(CC2)OCCO1,84,93:09300:3:Z4644233284;93:09300:3:Z4640329515;93:09302:1:Z4644242649;
Oc1ncnc2cc(Cl)ccc12,25,93:09300:3:Z3557687084;93:09301:6:Z3556365194;93:09302:3:Z3555860990;
CC12CCCC(CN1)C2,172,93:09300:3:Z3591764881;93:09300:3:Z3570894896;93:09300:6:Z3209292510;
CC1(F)CCCCNC1,220,93:09300:3:Z2286772165;93:09300:3:Z2290182452;93:09301:3:Z4140463117;
Cc1nc2c([nH]1)CNCC2,187,93:09300:3:Z4226506712;93:09300:4:Z4226500873;93:09300:8:Z4272759204;
