fragment_smiles,occurences,example_ligands
O=C1CNCCN1,16478,93:09300:0:Z4115787563;93:09300:0:Z4239726013;93:09300:0:Z4223865888;
c1ccc2c(c1)NCCO2,4082,93:09300:0:Z3648791407;93:09300:0:Z4126584347;93:09300:0:Z751105456;
FC1(F)CCCNC1,3639,93:09300:0:Z3599692347;93:09300:0:Z3606963526;93:09300:0:Z3606964493;
c1ccc2nscc2c1,359,93:09300:0:Z3599692347;93:09300:0:Z2840956261;93:09300:6:Z3554369211;
Fc1ccc2[nH]ncc2c1,227,93:09300:0:Z3297151778;93:09300:5:Z4241670273;93:09301:3:Z3537842692;
Cc1coc2c1C(=O)CCC2,330,93:09300:0:Z3382908812;93:09300:6:Z418239608;93:09300:6:Z2286191537;
CC1Nc2ccccc2C1(C)C,111,93:09300:0:Z3670905003;93:09301:1:Z2615459373;93:09302:5:Z2646274393;
Fc1ccc(F)cc1,11547,93:09300:0:Z4210716478;93:09300:0:Z1732622892;93:09300:0:Z1192414742;
Fc1ccccc1Cl,15467,93:09300:0:Z2992026581;93:09300:0:Z1621316912;93:09300:0:Z2792242359;
Cc1ccnc2ccccc12,1618,93:09300:0:Z4135264869;93:09300:1:Z1087794900;93:09300:1:Z2076996049;
O=C1NCc2ccccc2N1,364,93:09300:0:Z2072353277;93:09300:1:Z3806700220;93:09300:4:Z3201721725;
Fc1ccccc1F,25404,93:09300:0:Z1159327823;93:09300:0:Z1517181646;93:09300:0:Z3789586115;
O=c1cnc2ccccc2[nH]1,763,93:09300:0:Z3627347982;93:09300:5:Z3468578163;93:09300:7:Z4322862890;
Clc1cccn2nccc12,278,93:09300:0:Z3053345285;93:09300:2:Z2589525218;93:09300:2:Z2639252915;
OC1CCCOC1,1835,93:09300:0:Z3053345285;93:09300:1:Z2479733517;93:09300:1:Z2847062685;
c1n[nH]c2c1CCCC2,7772,93:09300:0:Z3841290746;93:09300:0:Z1559802685;93:09300:0:Z2963080920;
c1cc2n(n1)CCNC2,4785,93:09300:0:Z5006908995;93:09300:0:Z4273269858;93:09300:0:Z4077301773;
CN=[SH](C)=O,695,93:09300:0:Z2840995729;93:09300:4:Z4310009994;93:09300:4:Z4310910110;
C1CCSC1,7208,93:09300:0:Z2496034001;93:09300:0:Z3381698483;93:09300:0:Z3540897489;
Cc1ccn[nH]1,36017,93:09300:0:Z3188475564;93:09300:0:Z3494729677;93:09300:0:Z2874650014;
CC1CNC(C)(C)CO1,189,93:09300:0:Z3519027195;93:09300:4:Z3408850379;93:09300:7:Z3319839625;
C1CCC2(CC1)OCCO2,4237,93:09300:0:Z1960346170;93:09300:0:Z1822721253;93:09300:0:Z4123131597;
CN1CCCC(O)C1,294,93:09300:0:Z2891844977;93:09301:7:Z4240602622;93:09301:8:Z3059437034;
c1ccc2c(c1)OCO2,15477,93:09300:0:Z2891844977;93:09300:0:Z3091510387;93:09300:0:Z2203356198;
CC1CCCC1,6280,93:09300:0:Z3587731526;93:09300:0:Z1656062681;93:09300:0:Z2631990485;
C1CC2CNCC12,6032,93:09300:0:Z3078853488;93:09300:0:Z4510171131;93:09300:0:Z3603325347;
C1CC2CCCC2C1,1487,93:09300:0:Z4390206636;93:09300:0:Z3587071769;93:09300:0:Z4204405700;
Cc1cc(C)c(C)c(C)c1C,295,93:09300:0:Z4279368100;93:09300:0:Z4279370090;93:09300:3:Z2144534595;
CC1Cc2ccccc2CN1,561,93:09300:0:Z3586984903;93:09300:0:Z4118024978;93:09300:2:Z4643235947;
Cc1cc[nH]n1,30305,93:09300:0:Z3762770799;93:09300:0:Z3501440825;93:09300:0:Z3054985447;
C1CNCCOC1,12993,93:09300:0:Z3762770799;93:09300:0:Z3680510685;93:09300:0:Z3694247301;
NC1CNC2(CCCCC2)C1,105,93:09300:0:Z3795049909;93:09301:2:Z3498710367;93:09302:0:Z3520178188;
CN1CCCC1,10144,93:09300:0:Z4276027929;93:09300:0:Z4876655428;93:09300:0:Z4312101424;
c1cnc2c(c1)N1CCC(C1)N2,114,93:09300:0:Z3494729677;93:09300:3:Z4364841280;93:09302:4:Z4132742647;
CC1CNCC(C)N1,2290,93:09300:0:Z4045244744;93:09300:0:Z2297567145;93:09300:1:Z2229796130;
C1CNC2CNCC2C1,499,93:09300:0:Z3723604153;93:09300:0:Z2466169416;93:09300:1:Z4204885256;
Fc1cncnc1,2059,93:09300:0:Z3293882319;93:09300:0:Z4392246144;93:09300:1:Z3353120307;
O=C1Cc2ccccc2N1,3716,93:09300:0:Z3293882319;93:09300:0:Z1842619236;93:09300:0:Z2354138370;
Cc1ccc2nc[nH]c2c1,315,93:09300:0:Z3608331935;93:09300:0:Z2645989421;93:09300:2:Z3043529437;
Cc1nc[nH]n1,2366,93:09300:0:Z1315665836;93:09300:1:Z2589139857;93:09300:2:Z1571835640;
Cn1cncn1,13026,93:09300:0:Z2475896175;93:09300:0:Z2601515013;93:09300:0:Z3195128701;
Oc1cccnc1,2315,93:09300:0:Z4288209721;93:09300:0:Z4077334358;93:09300:0:Z4250984806;
C1CSCN1,7270,93:09300:0:Z4288209721;93:09300:0:Z3704280289;93:09300:0:Z1715803266;
NC1CCSCC1,104,93:09300:0:Z3698910613;93:09301:3:Z4059820713;93:09301:8:Z4063643504;
O=c1[nH]cnc2ccccc12,4302,93:09300:0:Z4212302067;93:09300:0:Z1433791445;93:09300:0:Z2377390158;
CC1COCCN1,6652,93:09300:0:Z4262228460;93:09300:0:Z3844272712;93:09300:0:Z2438098116;
c1ncc2c(n1)CCNCC2,354,93:09300:0:Z2275206243;93:09300:1:Z1786916073;93:09300:3:Z1786424326;
O=C1CCC2(CCNCC2)N1,391,93:09300:0:Z3607199968;93:09300:0:Z3510913916;93:09300:5:Z4178220718;
c1ccc2c(c1)OCCCO2,4732,93:09300:0:Z3607199968;93:09300:0:Z3842478107;93:09300:0:Z2874796765;
O=S1(=O)NCCn2nccc21,176,93:09300:0:Z4472480101;93:09300:5:Z3357981587;93:09301:0:Z3294766392;
c1cnc2c(c1)OCCO2,1457,93:09300:0:Z4909458329;93:09300:0:Z3175945271;93:09300:0:Z2617230608;
C1CCC2(CCC2)OC1,3546,93:09300:0:Z4909458329;93:09300:0:Z2779579553;93:09300:0:Z3625818774;
CC1CC(F)(F)CN1,916,93:09300:0:Z3878561653;93:09300:0:Z3628771851;93:09300:0:Z4305104500;
O=C1CCNC(=O)N1,20449,93:09300:0:Z3796397559;93:09300:0:Z2962980825;93:09300:0:Z3541931889;
Cc1nc2cccnc2[nH]1,647,93:09300:0:Z2909374886;93:09300:1:Z1974470207;93:09300:3:Z2717033159;
CN1CCNCC12CCCCC2,138,93:09300:0:Z2909374886;93:09300:7:Z3356177083;93:09300:9:Z4291971558;
CC1=NC(C)CS1,146,93:09300:0:Z4265443104;93:09300:2:Z4265407887;93:09300:4:Z4265438835;
Cc1cnccn1,5807,93:09300:0:Z4129302105;93:09300:0:Z3513911565;93:09300:0:Z2657017176;
O=C1NCCCC12CCC2,86,93:09300:0:Z3180060229;93:09301:1:Z3646278076;93:09301:5:Z3646278157;
C1CN2CCC1CC2,581,93:09300:0:Z1274249387;93:09300:4:Z2774726857;93:09300:6:Z2960379256;
C1CC2(CCN1)COC2,438,93:09300:0:Z3844348964;93:09300:1:Z3054841712;93:09300:1:Z4116617760;
Cc1nn(C)c2c1CCCN2,81,93:09300:0:Z4255834710;93:09301:3:Z4251876486;93:09302:1:Z4257583238;
c1nc2c(s1)COCC2,1663,93:09300:0:Z4233509004;93:09300:0:Z3500295286;93:09300:1:Z3340269619;
Clc1cscn1,2393,93:09300:0:Z4139970653;93:09300:0:Z1972678011;93:09300:0:Z3610831033;
FC1(F)CCCC1,4083,93:09300:0:Z2275042223;93:09300:0:Z2948862231;93:09300:0:Z3528777061;
CN1CC2CCCNC2C1,287,93:09300:0:Z2415795817;93:09300:3:Z2408100672;93:09300:6:Z2619089997;
Clc1csc2ccccc12,503,93:09300:0:Z1305800526;93:09300:7:Z4573402576;93:09300:8:Z2101609450;
O=S1(=O)CCC2(CCN2)CC1,265,93:09300:0:Z3621786613;93:09300:4:Z3615475033;93:09301:1:Z3615485295;
Cc1ccccc1F,12453,93:09300:0:Z2410717937;93:09300:0:Z2097662021;93:09300:0:Z4652850687;
Cc1cccc(C)c1F,942,93:09300:0:Z1270871201;93:09300:1:Z1283542079;93:09300:1:Z1265612685;
CC1CCc2ncccc2N1,78,93:09300:0:Z4649908491;93:09300:1:Z4649906639;93:09301:7:Z5047368148;
C1CCC2(C1)CNC2,1361,93:09300:0:Z3836026574;93:09300:2:Z4770505795;93:09300:4:Z4216259042;
Cc1cncnc1C,1718,93:09300:0:Z2272906617;93:09300:0:Z4482984009;93:09300:1:Z4126286346;
c1ccc2c(c1)OCCO2,16377,93:09300:0:Z2962980825;93:09300:0:Z3599196420;93:09300:0:Z296044468;
Cc1ccnn1C,9243,93:09300:0:Z3361149598;93:09300:0:Z4574597109;93:09300:0:Z3383180999;
CC1(C)CNC(=O)C1,705,93:09300:0:Z3361149598;93:09300:0:Z3541931889;93:09300:0:Z2874796765;
Cn1ncc2c1CCC2,365,93:09300:0:Z4954104349;93:09300:4:Z4959918608;93:09300:7:Z4961715058;
CC1CCC(=O)CC1,216,93:09300:0:Z3637622625;93:09300:4:Z2288112705;93:09300:6:Z2285394941;
O=C1COc2ccccc2N1,5178,93:09300:0:Z1128440000;93:09300:0:Z1468651408;93:09300:0:Z2908888412;
Oc1ccc2c(c1)CNCC2,310,93:09300:0:Z5035579152;93:09300:2:Z3137990861;93:09300:3:Z1491381492;
C1CC2CCC(C1)N2,9141,93:09300:0:Z3820844274;93:09300:0:Z3641493156;93:09300:0:Z3820851767;
OC1CCOCC1,5979,93:09300:0:Z4319147397;93:09300:0:Z3502683722;93:09300:0:Z3540586908;
Cc1cccc2[nH]ncc12,554,93:09300:0:Z4771136440;93:09300:0:Z1322741697;93:09300:6:Z1554353559;
C1CSCCN1,11229,93:09300:0:Z4080868493;93:09300:0:Z4123412970;93:09300:0:Z4118070010;
c1noc2c1COCC2,1404,93:09300:0:Z2949376040;93:09300:0:Z2918325287;93:09300:2:Z3339815480;
Cc1cccc2ccnn12,417,93:09300:0:Z4123412970;93:09300:0:Z4125053020;93:09300:3:Z3950068108;
c1ccc2c(c1)CCCO2,13658,93:09300:0:Z4213411250;93:09300:0:Z2232090428;93:09300:0:Z3615919886;
NC1CCCC2CNCC12,206,93:09300:0:Z2354641646;93:09300:4:Z3046837104;93:09300:9:Z2394090091;
C1CC2(C1)CCNC2,6047,93:09300:0:Z4991738996;93:09300:0:Z4994987780;93:09300:0:Z3625779284;
Cc1cccc2ncccc12,393,93:09300:0:Z3133272528;93:09300:0:Z3618102534;93:09300:1:Z2957975657;
CC1(C)CNCC2(CNC2)O1,156,93:09300:0:Z3133272528;93:09300:8:Z3133284519;93:09302:6:Z4002706326;
c1ccc2c(c1)CCCC2,14450,93:09300:0:Z247067004;93:09300:0:Z3346895142;93:09300:0:Z3907844820;
FC1(F)CCNC1,3497,93:09300:0:Z4635318185;93:09300:0:Z4959417664;93:09300:0:Z4959417665;
CN1CCNCC1,22651,93:09300:0:Z3357430167;93:09300:0:Z285885954;93:09300:0:Z2622034674;
C1CC2(CCN1)CC2,4061,93:09300:0:Z1178048011;93:09300:0:Z2862844254;93:09300:0:Z4345662700;
Cc1cnsc1,299,93:09300:0:Z3833483995;93:09300:0:Z4474697207;93:09300:3:Z3844363795;
Cn1ccn2nccc12,331,93:09300:0:Z4224479291;93:09300:4:Z4104918809;93:09300:5:Z4106115065;
Cc1nnco1,6734,93:09300:0:Z3201308848;93:09300:0:Z1754148592;93:09300:0:Z2800682808;
Clc1cnc2n1CCCC2,309,93:09300:0:Z3058376393;93:09300:2:Z2923937565;93:09300:4:Z4961086593;
c1nc2n(n1)CCCC2,2540,93:09300:0:Z2632804455;93:09300:0:Z3651538646;93:09300:0:Z3353792913;
C1COCCO1,8009,93:09300:0:Z2632804455;93:09300:0:Z4273341992;93:09300:0:Z3092823550;
Cc1ncno1,7732,93:09300:0:Z3054985447;93:09300:0:Z1637314726;93:09300:0:Z4593279750;
Cc1ccoc(=O)c1,89,93:09300:0:Z4274747325;93:09300:4:Z4260192597;93:09300:6:Z4621493980;
Cc1ncn(C)n1,74,93:09300:0:Z1667544768;93:09302:7:Z1667568035;93:09304:0:Z1667553960;
CC1Oc2ccccc2NC1=O,1165,93:09300:0:Z1667544768;93:09300:2:Z2027146014;93:09300:2:Z3587549255;
OC1CC2CCCC12,344,93:09300:0:Z3622058577;93:09300:4:Z3497085289;93:09300:4:Z4768765601;
Clc1cccnc1,20033,93:09300:0:Z1777342414;93:09300:0:Z4522129120;93:09300:0:Z1515860712;
Cc1cc(=O)[nH]cn1,3014,93:09300:0:Z3870345522;93:09300:0:Z3340393129;93:09300:0:Z3385981652;
c1cn[nH]n1,9245,93:09300:0:Z4081956130;93:09300:0:Z4590458164;93:09300:0:Z3845702293;
C1CC2(CCOCC2)CN1,3213,93:09300:0:Z3621404232;93:09300:0:Z3593095556;93:09300:0:Z4322699974;
C1CNCC2(C1)CNCCO2,406,93:09300:0:Z4910402721;93:09300:1:Z4314365441;93:09300:2:Z3145044588;
OC1CCNCC1,19960,93:09300:0:Z3389220529;93:09300:0:Z3204290073;93:09300:0:Z2648175725;
C=C1CCNCC1,1092,93:09300:0:Z2773046139;93:09300:1:Z1400732506;93:09300:1:Z4057255556;
Cn1cnc2ccccc21,5969,93:09300:0:Z3525056312;93:09300:0:Z1991672407;93:09300:0:Z2648133056;
c1ccc2ncncc2c1,3575,93:09300:0:Z2970841293;93:09300:1:Z4232000850;93:09300:1:Z1083967948;
c1cnc2cncn2c1,273,93:09300:0:Z2696192263;93:09300:1:Z2696289137;93:09300:8:Z2696192613;
C1NCC2CC12,11817,93:09300:0:Z2199824470;93:09300:0:Z3440464220;93:09300:0:Z2331010656;
c1nnn[nH]1,27299,93:09300:0:Z3089611426;93:09300:0:Z3089611424;93:09300:0:Z3089610083;
Cn1nccn1,1916,93:09300:0:Z4124075969;93:09300:2:Z2045312691;93:09300:4:Z4288100842;
Cc1cc(C)ncn1,4344,93:09300:0:Z3850831047;93:09300:0:Z2721064547;93:09300:0:Z4876997422;
CC1(C)C2CCC1CC2,595,93:09300:0:Z3644969667;93:09300:2:Z3635338952;93:09300:3:Z3093764378;
O=C1CCCCC1,3642,93:09300:0:Z3644969667;93:09300:0:Z4140315246;93:09300:0:Z3948014682;
O=C1CCNCCN1,705,93:09300:0:Z2214998388;93:09300:0:Z4203465151;93:09300:0:Z4430199552;
Cc1cccc(=O)n1C,1106,93:09300:0:Z3608724078;93:09300:1:Z1901584987;93:09300:3:Z4021509175;
c1cnc2ccncc2c1,939,93:09300:0:Z2645536798;93:09300:3:Z2118176178;93:09300:4:Z1382338182;
CC1C(O)CC2CCC1N2,358,93:09300:0:Z2775659598;93:09300:1:Z2784642536;93:09300:6:Z2771629448;
Cc1ccc[nH]1,3912,93:09300:0:Z4422705566;93:09300:0:Z3590751326;93:09300:0:Z3947029441;
O=C1NCCNC12CCNCC2,155,93:09300:0:Z4422705566;93:09300:0:Z4422711684;93:09302:1:Z4422708806;
Cc1ncc2ccccc2n1,117,93:09300:0:Z4390497172;93:09300:1:Z3394416995;93:09301:2:Z3561019822;
c1cn2ccsc2n1,3551,93:09300:0:Z1438799739;93:09300:0:Z4344401787;93:09300:0:Z2676737661;
C1CC2(C1)CCC2,13614,93:09300:0:Z3507180364;93:09300:0:Z3495603096;93:09300:0:Z3539300246;
c1nn[nH]n1,33923,93:09300:0:Z1738447169;93:09300:0:Z2436871664;93:09300:0:Z5059999891;
C1CC2CC2C1,7435,93:09300:0:Z3517734972;93:09300:0:Z3541931889;93:09300:0:Z5021842085;
Cc1cn2nccc2cn1,145,93:09300:0:Z2904652658;93:09300:5:Z2851850774;93:09300:5:Z3392301317;
Cc1cncc2nccn12,252,93:09300:0:Z4603193833;93:09300:6:Z4536919440;93:09301:4:Z4603075543;
CC1CNCC1(F)F,367,93:09300:0:Z3594222238;93:09300:2:Z3521439675;93:09300:4:Z5005009084;
Oc1ccccn1,3794,93:09300:0:Z4491079798;93:09300:0:Z4152633016;93:09300:0:Z4412807594;
NC1CCc2nccn2C1,200,93:09300:0:Z4030073360;93:09300:1:Z3793762726;93:09300:3:Z4057614976;
Cc1ccc2[nH]ccc2c1,1548,93:09300:0:Z3821817392;93:09300:0:Z4335769494;93:09300:1:Z5051560994;
OC1CCOC1,4573,93:09300:0:Z3592488157;93:09300:0:Z3356359256;93:09300:0:Z3518002112;
Cn1ccc2ccccc21,5799,93:09300:0:Z3592488157;93:09300:0:Z2601515013;93:09300:0:Z3393237273;
Fc1ccc2c(c1)CCO2,870,93:09300:0:Z1699299569;93:09300:0:Z1700153146;93:09300:1:Z3608158376;
Cc1ccn2cnnc2c1,400,93:09300:0:Z4291086074;93:09300:3:Z1771082077;93:09300:4:Z2872122693;
OC1CCCNC1,9916,93:09300:0:Z2783615533;93:09300:0:Z1657796364;93:09300:0:Z4036482302;
C1CC2CCCN2C1,967,93:09300:0:Z2170587948;93:09300:0:Z4292406751;93:09300:0:Z4279226772;
c1nnc2n1CCCC2,7487,93:09300:0:Z4876205034;93:09300:0:Z1631749488;93:09300:0:Z4313458549;
Oc1cccc(F)c1,1525,93:09300:0:Z3622710984;93:09300:0:Z2138830716;93:09300:0:Z3589317636;
C1CC2CNCC2C1,5799,93:09300:0:Z2293845020;93:09300:0:Z1666066353;93:09300:0:Z2293873057;
CC1CCN1,1965,93:09300:0:Z3606379475;93:09300:0:Z4780976932;93:09300:0:Z3593700949;
Clc1ccn2cncc2c1,126,93:09300:0:Z3606379475;93:09300:8:Z3804503281;93:09300:9:Z2506636242;
FC1CCNC1,11993,93:09300:0:Z4028099341;93:09300:0:Z3322712326;93:09300:0:Z2962684028;
Cc1cn2ccnc2s1,603,93:09300:0:Z3549967541;93:09300:2:Z3523917129;93:09300:3:Z3611199555;
CN1CCCC12CCCC2,334,93:09300:0:Z3522471239;93:09301:1:Z3580875059;93:09301:3:Z4256547141;
CC1CNC2(COC2)CO1,156,93:09300:0:Z4883817310;93:09300:3:Z4887185913;93:09300:6:Z4883808740;
Clc1ccc2scnc2c1,921,93:09300:0:Z4883817310;93:09300:1:Z2218674941;93:09300:2:Z3380087616;
c1nnc2n1CCC2,3070,93:09300:0:Z1941545116;93:09300:0:Z4650258810;93:09300:0:Z4112270555;
OC1CCC1,14760,93:09300:0:Z2721064547;93:09300:0:Z3051917045;93:09300:0:Z2931738414;
Clc1ccc2[nH]ccc2c1,1280,93:09300:0:Z1527063522;93:09300:0:Z5034971346;93:09300:1:Z5035069152;
OC12CCCCC1(O)CNCC2,263,93:09300:0:Z4478373716;93:09300:2:Z4478382444;93:09300:3:Z4466842690;
c1cn2ncsc2n1,453,93:09300:0:Z4385098659;93:09300:0:Z4385100187;93:09300:0:Z4385096307;
O=c1[nH]cnc2[nH]ncc12,546,93:09300:0:Z4576021778;93:09300:0:Z3395573846;93:09300:7:Z1578575755;
O=C1NCCN1,8262,93:09300:0:Z2855036982;93:09300:0:Z3383724051;93:09300:0:Z972501056;
O=c1[nH]c2ccccc2o1,4612,93:09300:0:Z2968062529;93:09300:0:Z2358375512;93:09300:0:Z2648146991;
c1ccc2cnccc2c1,10963,93:09300:0:Z4910593473;93:09300:0:Z2824565998;93:09300:0:Z3346895142;
c1cn2c(n1)CCC21CNC1,155,93:09300:0:Z3257621948;93:09300:1:Z3257621407;93:09300:4:Z3258013407;
c1ncc2c(n1)CCNC2,3313,93:09300:0:Z2691216429;93:09300:0:Z2854371939;93:09300:0:Z4403859544;
c1ccn2ccnc2c1,9982,93:09300:0:Z2691216429;93:09300:0:Z2454743704;93:09300:0:Z4964247381;
Cc1ccc(F)cc1F,1296,93:09300:0:Z3503757298;93:09300:0:Z1384840368;93:09300:3:Z1831339981;
C1CC2CCOC2C1,2802,93:09300:0:Z3104442722;93:09300:0:Z3395573846;93:09300:0:Z2793629369;
Cn1ncc2c1CCNC2,1561,93:09300:0:Z4238110768;93:09300:0:Z3776322702;93:09300:1:Z3796651500;
Cn1cnccc1=O,820,93:09300:0:Z2878620930;93:09300:0:Z3624595820;93:09300:0:Z3605206702;
CN1C(=O)c2ccccc2S1(=O)=O,207,93:09300:0:Z2413591971;93:09300:3:Z3591764881;93:09300:3:Z1039804718;
Cn1cnnn1,4133,93:09300:0:Z2169786990;93:09300:0:Z3653416206;93:09300:0:Z2371497997;
Fc1ccc2cnoc2c1,585,93:09300:0:Z2169786990;93:09300:2:Z3819652776;93:09300:3:Z4175556022;
Cc1ccc2nncn2n1,339,93:09300:0:Z1865703795;93:09300:4:Z2927712892;93:09300:9:Z3442860273;
Cc1ncoc1C,1512,93:09300:0:Z3186571303;93:09300:0:Z3083501796;93:09300:3:Z4178360064;
O=c1[nH]nc2ccccn12,1622,93:09300:0:Z3186571303;93:09300:1:Z2225104731;93:09300:3:Z1909003593;
CC1CCCC1(C)C,660,93:09300:0:Z4048557971;93:09300:1:Z4911706070;93:09300:1:Z4407262748;
C1CC2(CC2)CN1,4562,93:09300:0:Z4048557971;93:09300:0:Z3206752057;93:09300:0:Z2911663317;
Cc1ccco1,22731,93:09300:0:Z3585181800;93:09300:0:Z3858797289;93:09300:0:Z1846668114;
c1ccn2nccc2c1,4539,93:09300:0:Z3136597370;93:09300:0:Z4304533310;93:09300:0:Z2077733224;
CC1(C)CCCCO1,4228,93:09300:0:Z4121915967;93:09300:0:Z4392715328;93:09300:0:Z1510948624;
Cc1c[nH]c(C)c1,2183,93:09300:0:Z3369686009;93:09300:0:Z30525257;93:09300:1:Z955329486;
CN1CCc2ccccc21,2052,93:09300:0:Z3867035427;93:09300:1:Z1595260025;93:09300:2:Z3667425721;
O=c1[nH]c2c(c(=O)[nH]1)CCNC2,135,93:09300:0:Z3867035427;93:09300:5:Z3879352082;93:09300:6:Z3777808271;
Cc1nnc[nH]1,3851,93:09300:0:Z4111848302;93:09300:0:Z1312562874;93:09300:0:Z1533210319;
C1CC2CC2CO1,1845,93:09300:0:Z5064535613;93:09300:0:Z4141495393;93:09300:0:Z4139716718;
c1cc2c(cn1)CNCC2,849,93:09300:0:Z4248210167;93:09300:2:Z4223165360;93:09300:4:Z3792199094;
CC1CCOC1,4843,93:09300:0:Z1699304694;93:09300:0:Z4047266245;93:09300:0:Z1654272022;
O=C1CCOc2ccccc21,1589,93:09300:0:Z4255329718;93:09300:2:Z4293610183;93:09300:3:Z1902062481;
O=S1(=O)CCNC2(CCC2)C1,157,93:09300:0:Z4255329718;93:09300:6:Z4255325120;93:09301:9:Z4255294876;
FC1(F)C2CCNCC21,800,93:09300:0:Z4621470932;93:09300:3:Z4612464713;93:09300:3:Z4612472142;
Clc1ccncn1,1428,93:09300:0:Z2948088363;93:09300:1:Z3870664774;93:09300:1:Z4138970546;
C1CCC2(CCCC2)OC1,1280,93:09300:0:Z1452154727;93:09300:1:Z1449256132;93:09300:2:Z2920166769;
CC1CNCC1C,1781,93:09300:0:Z3520927176;93:09300:1:Z4876156988;93:09300:2:Z3196752705;
Cc1ccc2c(c1F)NCCC2,84,93:09300:0:Z4132420317;93:09301:3:Z2352020534;93:09305:1:Z4132423763;
Cc1ccoc1,6052,93:09300:0:Z3881201997;93:09300:0:Z2202304671;93:09300:0:Z3644581445;
OC1CNCCc2ccccc21,283,93:09300:0:Z3881201997;93:09300:4:Z3867761336;93:09300:7:Z4994978236;
c1ccn2ncnc2c1,2167,93:09300:0:Z3049237563;93:09300:1:Z1677897932;93:09300:1:Z4640375364;
CC1CCCNC1,19544,93:09300:0:Z2185463036;93:09300:0:Z1345892255;93:09300:0:Z1731958551;
c1ccc2c(c1)CCO2,13450,93:09300:0:Z2185463036;93:09300:0:Z3527384067;93:09300:0:Z4152582736;
CC1NCCc2ccc(O)cc21,216,93:09300:0:Z2616583068;93:09300:2:Z3134844542;93:09300:6:Z2931424351;
Clc1cc(Cl)c2cc[nH]c2c1,137,93:09300:0:Z2643264747;93:09302:9:Z2481190697;93:09304:9:Z4055758734;
C1CCC2(C1)CCOC2,1092,93:09300:0:Z4645220060;93:09300:0:Z4634331876;93:09300:0:Z3843583634;
c1cc2[nH]ccn2n1,342,93:09300:0:Z2649888483;93:09300:1:Z2644185026;93:09300:2:Z1413770242;
C1CCC2CCC(C1)N2,39,93:09300:0:Z4156754107;93:09301:4:Z4256251836;93:09301:4:Z4256475798;
c1cc2ccncn2c1,134,93:09300:0:Z2953711107;93:09300:9:Z3898785456;93:09302:0:Z3010795274;
O=c1cccn[nH]1,5813,93:09300:0:Z2953711107;93:09300:0:Z2439164272;93:09300:0:Z2439203617;
C1CNC2CCNCC2C1,826,93:09300:0:Z3516514804;93:09300:0:Z3352253329;93:09300:3:Z1816926266;
Cc1n[nH]c(=O)n1C,349,93:09300:0:Z4013972230;93:09300:0:Z2506880100;93:09300:0:Z4013804074;
C1COCO1,9538,93:09300:0:Z4216744649;93:09300:0:Z4217701023;93:09300:0:Z4214377678;
CC1CNC(C)(C)C1,526,93:09300:0:Z1321294439;93:09300:0:Z4612650750;93:09300:1:Z4446252448;
Cc1cc(Cl)on1,543,93:09300:0:Z994229078;93:09300:0:Z1720662856;93:09300:0:Z3057261194;
c1ccc2nsnc2c1,1812,93:09300:0:Z4418781803;93:09300:0:Z4279497254;93:09300:1:Z3620089477;
Cc1nc2ccccc2[nH]1,2778,93:09300:0:Z4275775363;93:09300:0:Z826129948;93:09300:0:Z4454867306;
c1cnc2oncc2c1,1853,93:09300:0:Z1864218175;93:09300:0:Z4055920002;93:09300:1:Z2358429165;
CC1CCNCCS1(=O)=O,349,93:09300:0:Z1864218175;93:09300:0:Z1867242484;93:09300:0:Z2506292119;
C1CC2(CCO1)CCO2,747,93:09300:0:Z4485750441;93:09300:1:Z4351898572;93:09300:4:Z4240339496;
Cc1cn[nH]c1,13782,93:09300:0:Z1236483352;93:09300:0:Z4124417134;93:09300:0:Z3173298684;
FC1CC2CNCCN2C1,207,93:09300:0:Z4328599048;93:09300:0:Z3354877124;93:09300:6:Z3315272752;
CC1CCC2(CCCO2)CC1,187,93:09300:0:Z4459927219;93:09300:2:Z4107346141;93:09300:3:Z3566578040;
CC1CCCOC1,3262,93:09300:0:Z4076337441;93:09300:0:Z1865191748;93:09300:0:Z2106245358;
O=C1C2CCCC1CCC2,375,93:09300:0:Z899582776;93:09300:1:Z751473566;93:09300:4:Z3637653279;
Cn1c(=O)ccc2ccccc21,989,93:09300:0:Z2642106273;93:09300:2:Z1621023818;93:09300:2:Z4186013099;
c1nc2c([nH]1)CCCC2,2782,93:09300:0:Z2642106273;93:09300:0:Z4115984637;93:09300:0:Z3544404537;
O=C1NCCc2ccccc21,2598,93:09300:0:Z3504164559;93:09300:0:Z1552531289;93:09300:1:Z2625131362;
O=S1(=O)CCCCC1,8809,93:09300:0:Z1575057312;93:09300:0:Z3552995166;93:09300:0:Z3845095040;
Cc1ncc[nH]1,9284,93:09300:0:Z3442306925;93:09300:0:Z3789321230;93:09300:0:Z2643660306;
C1=NOC2CNCC12,505,93:09300:0:Z4201104479;93:09300:1:Z4448455732;93:09300:2:Z4201166850;
C1CCC2(CNC2)OC1,1247,93:09300:0:Z5059999891;93:09300:1:Z5035426656;93:09300:2:Z5054815724;
O=c1[nH]ccc2ccccc12,2168,93:09300:0:Z1207757835;93:09300:0:Z2922780114;93:09300:0:Z3645839383;
Cc1cc(C)c2c(n1)NCC(=O)N2,60,93:09300:0:Z4394493380;93:09303:8:Z4394501018;93:09304:0:Z4394492498;
Cc1cnc(Cl)s1,173,93:09300:0:Z1981662972;93:09300:9:Z2722123163;93:09301:3:Z4322455810;
