fragment_smiles,occurences,example_ligands
CC1CCN(C)CC1,463,143:14300:0:Z3607004298;143:14300:6:Z1630198055;143:14300:6:Z1631161865;
CN1CCc2ncsc2C1,459,143:14300:2:Z5047011495;143:14300:3:Z5045248640;143:14300:4:Z5042979436;
Fc1ccc2c(c1)CCNC2,1156,143:14300:2:Z1565406650;143:14300:4:Z3681615797;143:14300:4:Z4350713847;
c1nnn2c1CNCC2,516,143:14300:2:Z2811778018;143:14300:7:Z2807875085;143:14300:7:Z2227359121;
c1ccc2c(c1)NCCCO2,175,143:14300:2:Z1881343569;143:14300:4:Z1881343521;143:14300:5:Z4111099478;
CC1NCc2ccccc21,402,143:14300:2:Z2648612049;143:14300:2:Z1319662903;143:14300:7:Z2626068629;
OC1CCNC12CCC2,184,143:14300:2:Z3787314473;143:14302:3:Z4142045282;143:14302:3:Z3787415243;
Cc1ccc2cnn(C)c2n1,469,143:14300:2:Z3867982435;143:14300:3:Z1333259660;143:14300:8:Z2090889618;
O=C1CCCCc2ncsc21,65,143:14300:2:Z3598366216;143:14301:9:Z3294786739;143:14302:2:Z5007753826;
CN1CC2CCC1C2,165,143:14300:2:Z3576601180;143:14300:4:Z3589925124;143:14301:1:Z3783255341;
CC12CCC(CNC1)C2(C)C,135,143:14300:2:Z3510556392;143:14300:3:Z4278886996;143:14302:0:Z4614270920;
CC1(C)CC2(CCC2)CO1,411,143:14300:2:Z4272628304;143:14300:3:Z3191597028;143:14300:4:Z3191597094;
c1ccc2c(c1)CCSC2,520,143:14300:2:Z1368860843;143:14300:2:Z1305014477;143:14300:4:Z1344609366;
O=C1COc2ncccc2N1,527,143:14300:2:Z2458131425;143:14300:2:Z1796394826;143:14300:3:Z4197132526;
CC1CCCC(O)C1,281,143:14300:2:Z4910434536;143:14300:3:Z1243814864;143:14300:4:Z4253002804;
O=C1CCCC2C3CNCC(C3)CN12,207,143:14300:2:Z4599319697;143:14300:6:Z4599964725;143:14300:7:Z4388302785;
CC1CNCC2(CCCCC2)O1,167,143:14300:2:Z2494831076;143:14300:3:Z4304150997;143:14301:2:Z2501104804;
c1cc2c(nn1)CCNC2,468,143:14300:2:Z4576946279;143:14300:3:Z2620756674;143:14300:4:Z4455926873;
O=C1CCc2cnccc2N1,83,143:14300:2:Z3204206588;143:14302:3:Z3618080320;143:14304:1:Z4129000347;
CC1NCCc2ccc(O)cc21,242,143:14300:2:Z4113608404;143:14300:7:Z2643577309;143:14301:4:Z2596267285;
O=S1(=O)CCCC2(CCN2)C1,332,143:14300:2:Z3874761535;143:14300:3:Z4042400828;143:14300:3:Z3521639526;
Oc1ncn[nH]1,325,143:14300:2:Z3882389290;143:14300:2:Z3882391148;143:14300:7:Z3899402429;
Cc1c[nH]c(=O)s1,393,143:14300:2:Z2906507252;143:14300:4:Z2919112347;143:14300:5:Z1680130492;
O=c1[nH]cnc2ccncc12,52,143:14300:2:Z4230615927;143:14301:5:Z4224552412;143:14303:2:Z4227552628;
Fc1cc(F)c2c(c1)CCC2,304,143:14300:2:Z3054605802;143:14300:4:Z2076210927;143:14300:8:Z3858762216;
CC1(C)OCc2cncnc21,101,143:14300:2:Z4362598106;143:14300:9:Z4362607945;143:14302:3:Z4998450731;
Fc1ccc2c(c1)NCCCS2,75,143:14300:2:Z2011489674;143:14301:3:Z1820899023;143:14301:9:Z4132273899;
CC1CC(F)(F)CN1,706,143:14300:2:Z3627629463;143:14300:3:Z3519034213;143:14300:4:Z3864582661;
C1NCC2CNCC1C2,293,143:14300:2:Z4886419816;143:14300:4:Z3791772079;143:14302:3:Z4884069413;
Cc1ccc2c(c1F)CNCC2,168,143:14300:2:Z3188180626;143:14300:5:Z4304636974;143:14301:2:Z3894886688;
CC1CCc2nccn21,385,143:14300:2:Z2285593428;143:14300:3:Z2292308761;143:14300:4:Z4147019342;
NC1CCNCCC1(F)F,115,143:14300:2:Z3498644003;143:14301:5:Z3520095701;143:14301:6:Z3520088577;
OC1CCNC12CCCC2,261,143:14300:2:Z2214064475;143:14300:4:Z2231212038;143:14302:0:Z2215868988;
CN1CCC(=O)NC2CNCCC21,406,143:14300:2:Z4192228128;143:14300:6:Z4200328173;143:14301:0:Z4194307977;
c1nc2cc3c(cc2s1)OCO3,26,143:14300:2:Z4466581484;143:14301:0:Z3608252499;143:14303:0:Z3603156350;
Cn1ccn(C)c1=O,236,143:14300:2:Z2873965828;143:14302:7:Z4081052392;143:14303:2:Z2908023796;
O=S1(=O)NCc2ccccc21,139,143:14300:2:Z3609430724;143:14300:5:Z3609425165;143:14300:6:Z3609424270;
Cc1cc2c(cc1C)OCCCC2,22,143:14300:2:Z3525208609;143:14307:1:Z4258560656;143:14312:1:Z4537110242;
C1CC2(C1)CCC21CCC1,72,143:14300:2:Z4604660588;143:14300:9:Z4582664040;143:14301:0:Z4579828645;
O=S1(=O)CCNCCCCCN1,245,143:14300:2:Z4604660588;143:14300:5:Z3682293070;143:14300:5:Z3682291391;
O=C1CSc2ncccc2N1,218,143:14300:2:Z4302551692;143:14301:0:Z2297909647;143:14301:2:Z4574120424;
C1C2CC2C2CC12,84,143:14300:2:Z3908842637;143:14301:1:Z3788237345;143:14301:6:Z4093837570;
O=c1occc2ccccc12,534,143:14300:2:Z2407930792;143:14300:3:Z3726139100;143:14300:4:Z1972165216;
O=c1[nH]cnc2sc3c(c12)CCCC3,311,143:14300:2:Z637359520;143:14300:5:Z4404123120;143:14301:4:Z4481167768;
CC1(C)CCCC(C)(C)N1,525,143:14300:2:Z1695871648;143:14300:2:Z1991439299;143:14300:2:Z4410171659;
Fc1ccc2ncoc2c1,357,143:14300:2:Z2287835162;143:14300:8:Z1497368202;143:14301:2:Z2952148472;
Clc1cnn2cccnc12,390,143:14300:2:Z3665512651;143:14300:3:Z3678724989;143:14300:6:Z4410318568;
CC1(C)CCc2oncc2C1,616,143:14300:2:Z2792810828;143:14300:3:Z2802578063;143:14300:8:Z2793016600;
CC1CCSC1,285,143:14300:2:Z2119326392;143:14300:7:Z3912999267;143:14301:2:Z2103188278;
CN1CC2(CCNCC2)c2ccccc21,161,143:14300:2:Z3893170559;143:14300:3:Z4313539428;143:14301:2:Z3893172363;
CN1CCc2[nH]ncc2C1,263,143:14300:2:Z4489050413;143:14302:1:Z4483099335;143:14302:4:Z4420873381;
O=C1CCCc2[nH]c(=O)ccc21,296,143:14300:2:Z1432956962;143:14300:3:Z2772629308;143:14300:6:Z1340610374;
Cc1csc2ccc(F)cc12,109,143:14300:2:Z1337278347;143:14300:8:Z4410069732;143:14301:6:Z4573851760;
Cc1nccc(=O)[nH]1,272,143:14300:2:Z1951939788;143:14300:7:Z3097526377;143:14300:8:Z3648397281;
OC1CCC2CNCC2C1,532,143:14300:2:Z2335364154;143:14300:2:Z2643562063;143:14300:3:Z3554870747;
CC1(C)CCC(O)CC1,499,143:14300:2:Z3915469420;143:14300:4:Z4105390948;143:14300:8:Z2783115538;
O=C1COc2cc(F)ccc2N1,203,143:14300:2:Z3443747449;143:14300:4:Z3581028819;143:14300:5:Z3583540082;
Clc1csc2sccc12,56,143:14300:2:Z354682264;143:14306:0:Z89496150;143:14308:2:Z1160628449;
Fc1cc2cc[nH]c2cc1F,406,143:14300:2:Z4298862656;143:14300:4:Z3681407556;143:14300:5:Z3384733439;
Cn1ccc(=O)c2ccccc21,177,143:14300:2:Z3136781836;143:14300:3:Z2776368388;143:14300:3:Z2777380600;
Cc1nc[nH]c(=O)c1C,116,143:14300:2:Z3860671213;143:14300:4:Z3561709703;143:14300:8:Z3799308443;
C1NCC2CNCC12,1458,143:14300:2:Z1939996301;143:14300:4:Z2975834332;143:14300:4:Z5060476763;
Oc1ccc2cccnc2c1,133,143:14300:2:Z3611199179;143:14300:3:Z4226561588;143:14300:6:Z3204694199;
O=C1CCC2(CCCNC2)CN1,379,143:14300:2:Z4023981747;143:14300:4:Z4004137442;143:14300:6:Z3996202998;
CC1=Cc2ccccc2S1(=O)=O,117,143:14300:2:Z4275140186;143:14301:0:Z4345057518;143:14303:4:Z4275141913;
OC1CCNC2(CCC2)C1,223,143:14300:2:Z4275140186;143:14301:6:Z2373696828;143:14301:7:Z3602858789;
CN1Cc2ccccc2NC1=O,487,143:14300:2:Z4212740806;143:14300:4:Z2659796725;143:14300:7:Z4267557109;
Oc1cc2c(nn1)CNC2,51,143:14300:2:Z4960945440;143:14303:0:Z4960945631;143:14304:7:Z4960939775;
Fc1ccc2c(c1F)OCCN2,153,143:14300:2:Z2356965835;143:14300:5:Z4128220608;143:14302:4:Z4128224315;
CC1(C)CCc2occc2C1=O,241,143:14300:2:Z3849739550;143:14300:6:Z4018228766;143:14301:8:Z3832435318;
CC1(C)COC(C)(C)CN1,114,143:14300:2:Z1210204037;143:14300:3:Z3048965277;143:14300:3:Z3101686187;
Cc1cc2ccc(F)cc2o1,96,143:14300:2:Z4475291145;143:14300:3:Z4934855651;143:14300:9:Z4477607262;
O=C1C2CCCC1CC2,343,143:14300:2:Z4475291145;143:14300:4:Z4022689025;143:14300:6:Z4166406421;
C1CC2CN(C1)CCO2,283,143:14300:2:Z2282629526;143:14301:7:Z2282629598;143:14302:2:Z2453955512;
c1ccc2c(c1)ccc1occc12,226,143:14300:2:Z2439974641;143:14300:8:Z1693619515;143:14301:5:Z3385020418;
Cc1cn2ccncc2n1,337,143:14300:2:Z4026838326;143:14300:3:Z1869810576;143:14300:4:Z1872769329;
CC1(C)CNc2ccccc2C(=O)N1,191,143:14300:2:Z4132963486;143:14300:9:Z4506169194;143:14302:0:Z3521841757;
Cc1ccc(O)cc1Cl,119,143:14300:2:Z4022448203;143:14300:4:Z2816004440;143:14300:8:Z2646834319;
O=c1nc[nH]c2sc3c(c12)CCC3,48,143:14300:2:Z952650688;143:14302:5:Z3625057305;143:14303:2:Z2499860646;
Cc1ncc2cc[nH]c2n1,225,143:14300:2:Z3078353500;143:14300:3:Z3667547487;143:14300:3:Z1317600126;
Cc1cc2c(o1)CC(C)(C)CC2,168,143:14300:2:Z4313819396;143:14300:4:Z2303487049;143:14302:6:Z453586612;
O=C1NCC2CCC1N2,417,143:14300:2:Z3843719847;143:14300:2:Z5008765252;143:14302:3:Z5008689573;
O=S1(=O)CCc2cccnc2C1,255,143:14300:2:Z4017568519;143:14300:3:Z4471205817;143:14300:6:Z3837432483;
CC1CNCC1N,197,143:14300:2:Z2360687583;143:14300:5:Z3135968651;143:14300:5:Z2378666256;
Clc1cnoc1,169,143:14300:2:Z3820523760;143:14301:0:Z2774190239;143:14301:1:Z4216438352;
Cc1nc2cncnc2s1,60,143:14300:2:Z3390039808;143:14303:5:Z3393041006;143:14304:0:Z4158117106;
O=S1(=O)Cc2ccccc2C1,462,143:14300:2:Z2480306133;143:14300:6:Z4965470876;143:14300:7:Z2992427878;
c1cnc2c(n1)CCNC2,319,143:14300:2:Z3574277863;143:14300:4:Z2960934568;143:14300:7:Z4505269794;
C1CNC2CC2N1,151,143:14300:2:Z2954163946;143:14301:6:Z3383813114;143:14302:4:Z2945633481;
Cc1ccnc2nc(O)[nH]c(=O)c12,112,143:14300:2:Z2285116343;143:14300:8:Z2649985344;143:14301:8:Z1250595229;
O=C1Nc2ccccc2C12CNC2,73,143:14300:2:Z4250008963;143:14300:5:Z4249990587;143:14301:1:Z4249987914;
Cn1cccnc1=O,68,143:14300:2:Z4991789512;143:14303:9:Z2873760766;143:14304:0:Z2873757578;
Clc1ccnc2[nH]ccc12,615,143:14300:2:Z3879041023;143:14300:6:Z3298282717;143:14300:6:Z1532916849;
Cc1cccc2c1NCCN2,171,143:14300:2:Z1831631076;143:14300:3:Z5005088702;143:14301:8:Z4207054080;
c1ncc2c(n1)CCOC2,796,143:14300:2:Z2476270023;143:14300:5:Z4310405095;143:14300:6:Z3393558390;
CC1(C)CNCC2(CCCC2)O1,267,143:14300:2:Z1796394826;143:14300:6:Z2209724006;143:14300:6:Z1797883824;
Cn1cnc2cc(F)ccc21,496,143:14300:2:Z2755298384;143:14300:5:Z1696309156;143:14300:7:Z1528801415;
Cc1n[nH]c(C)c1Cl,544,143:14300:2:Z2178433139;143:14300:8:Z4154731935;143:14300:9:Z414855408;
Cc1cc2c(=O)[nH]cnc2s1,95,143:14300:3:Z1587470631;143:14301:1:Z25355977;143:14302:7:Z3789660844;
C1CCN2CCNCC2C1,464,143:14300:3:Z908774268;143:14300:3:Z1188730973;143:14300:6:Z4582146760;
c1cc2c(o1)CCCNC2,400,143:14300:3:Z2151089373;143:14300:5:Z3381670588;143:14301:0:Z3384064033;
Cn1ccc2cccnc21,447,143:14300:3:Z3131945436;143:14300:4:Z3131945647;143:14300:5:Z3393283606;
Cc1ncncn1,202,143:14300:3:Z1517695150;143:14301:1:Z1449876863;143:14301:4:Z1731329585;
CC1(C)C2CCCC21,268,143:14300:3:Z3105419094;143:14300:3:Z3105419104;143:14300:3:Z3176097809;
C1CCC2CCCC2CC1,49,143:14300:3:Z3609564665;143:14301:2:Z3609570933;143:14301:5:Z4490412751;
Cn1c(=O)n(C)c2ccccc21,910,143:14300:3:Z3475238417;143:14300:3:Z4393430159;143:14300:3:Z961350790;
CC1CCc2[nH]ncc2C1,274,143:14300:3:Z2690984187;143:14300:6:Z4024035847;143:14300:7:Z2691055416;
NC1CNC2(CCCOC2)C1,122,143:14300:3:Z3521204890;143:14301:8:Z3510982485;143:14302:0:Z3521201200;
CC1=NOC2(CCNCC2)C1,381,143:14300:3:Z4129832832;143:14300:6:Z3715981251;143:14301:2:Z3654640505;
O=S1(=O)Cc2ccccc2N1,175,143:14300:3:Z3987085946;143:14300:9:Z3987812705;143:14301:9:Z3843286138;
OC1CC2CCC1CC2,90,143:14300:3:Z2995537560;143:14300:9:Z3583131763;143:14301:2:Z2989344260;
Oc1cccc2c1CCC2,1052,143:14300:3:Z4149420962;143:14300:3:Z4150747472;143:14300:3:Z1559587432;
CC1COCCCN1,198,143:14300:3:Z1886766082;143:14301:0:Z1702975096;143:14301:8:Z1529613929;
CC1CCNCC(C)O1,324,143:14300:3:Z5034676037;143:14300:3:Z2631056242;143:14300:8:Z2620911453;
Nc1cc2c(cn1)CCC2,114,143:14300:3:Z4123205212;143:14301:1:Z4124714929;143:14301:6:Z4124545814;
CC1CCn2ccnc2C1,627,143:14300:3:Z4139269152;143:14300:7:Z2782721404;143:14300:8:Z4147592650;
Cc1cccc2c1C(C)CC2=O,217,143:14300:3:Z1687166906;143:14301:0:Z2485065580;143:14301:0:Z3512806781;
Fc1ccsc1,441,143:14300:3:Z2218536842;143:14300:9:Z4100968859;143:14300:9:Z2218447904;
Clc1cncc2sccc12,69,143:14300:3:Z2883663626;143:14300:3:Z4112546169;143:14304:2:Z5052003142;
CC1=CCCC1,102,143:14300:3:Z1482417912;143:14300:6:Z1615687588;143:14302:2:Z4088625112;
c1ccc2c(c1)CC1(CCC1)C2,92,143:14300:3:Z4876343851;143:14300:8:Z4879065044;143:14301:8:Z4879186027;
Fc1cc2c(cc1F)OCCN2,165,143:14300:3:Z4064566715;143:14300:4:Z4126995238;143:14301:0:Z2485670041;
Fc1ccc2[nH]cnc2c1,1155,143:14300:3:Z5051479231;143:14300:3:Z3878051664;143:14300:3:Z2408936672;
Clc1ccncc1Cl,70,143:14300:3:Z1966517655;143:14305:9:Z1882467672;143:14311:9:Z1615458972;
C1CCCC2(CC1)OCCO2,378,143:14300:3:Z3202374995;143:14300:5:Z3589064608;143:14301:2:Z3202394295;
Clc1ccc2c(c1)C1CC1C2,54,143:14300:3:Z4022349499;143:14301:7:Z4578213181;143:14302:1:Z4020833703;
OC1COC2(CCNCC2)C1,294,143:14300:3:Z4612102502;143:14300:6:Z4621412918;143:14300:6:Z4620691356;
c1ccc2c(c1)CCNc1ccccc1-2,19,143:14300:3:Z2359122453;143:14309:2:Z4127042666;143:14314:0:Z2453992753;
OC1C2CNC(C2)C1O,258,143:14300:3:Z4150491353;143:14300:6:Z5037393848;143:14301:9:Z3905293331;
Cc1ccc(Cl)cc1C,252,143:14300:3:Z1635191286;143:14300:3:Z1635988608;143:14300:5:Z5048785219;
O=c1[nH]cnc2[nH]ncc12,636,143:14300:3:Z1083963682;143:14300:3:Z3395087132;143:14300:4:Z3532453605;
CC1(C)CC(O)c2ccccc21,137,143:14300:3:Z1747998118;143:14300:5:Z2775065931;143:14302:4:Z1748003462;
Fc1cccc2c1CNCC2,1112,143:14300:3:Z3299264174;143:14300:3:Z3518534597;143:14300:3:Z1560022071;
Clc1ccn2nccc2c1,245,143:14300:3:Z2299545602;143:14300:7:Z2170260681;143:14301:2:Z2027505322;
Fc1c[nH]c2ccccc12,117,143:14300:3:Z3547999675;143:14301:2:Z3592911844;143:14302:0:Z4447247297;
CC1(C)CC2(CCNC2)CO1,279,143:14300:3:Z3820585142;143:14300:6:Z4278599741;143:14300:6:Z3820584766;
O=S1(=O)CCC2CNCC2C1,334,143:14300:3:Z3055326411;143:14300:4:Z3078106736;143:14300:6:Z3188914408;
CC1(C)COC1,353,143:14300:3:Z3659666872;143:14300:7:Z4285066158;143:14301:4:Z4284630277;
Fc1ccc(F)c2c1OC1CNCC1O2,184,143:14300:3:Z2409365646;143:14300:8:Z2413775192;143:14301:0:Z4028302126;
OC1CC2CNCc3cccnc3N2C1,364,143:14300:3:Z4274297824;143:14300:3:Z4274296974;143:14300:8:Z3518312811;
Cc1ccc2occ(C)c2c1,487,143:14300:3:Z3908007187;143:14300:3:Z2646506714;143:14300:3:Z2646505115;
O=C1CCNc2ccccc21,59,143:14300:3:Z2068243177;143:14302:3:Z2068242200;143:14303:5:Z5033299337;
Cc1nc2c([nH]1)C1CCCNC1CC2,184,143:14300:3:Z3620543629;143:14300:5:Z3950528335;143:14301:6:Z3674133675;
CN1CCCC12CCCC2,322,143:14300:3:Z3580874124;143:14300:7:Z3580874568;143:14301:1:Z3534007590;
OC1CC2CNC1C2,635,143:14300:3:Z4773461791;143:14300:3:Z3550378666;143:14300:4:Z4061008640;
Clc1cc2sccc2s1,13,143:14300:3:Z3893307928;143:14317:3:Z4113960109;143:14328:5:Z4028770344;
Cc1cc(F)n(C)n1,337,143:14300:3:Z2962375727;143:14300:4:Z3614765672;143:14300:5:Z4255366796;
O=C1CCC2(CCCC2)N1,72,143:14300:3:Z2444212177;143:14300:5:Z2444202740;143:14306:7:Z2444209926;
O=S1(=O)C2CCCN1CC2,215,143:14300:3:Z3578473267;143:14301:4:Z3535380641;143:14301:7:Z3587528350;
Cn1ccsc1=N,44,143:14300:3:Z991740516;143:14302:6:Z109251086;143:14304:2:Z27517335;
CC1(C)NCCC1O,191,143:14300:3:Z4410449716;143:14301:4:Z2189915521;143:14301:4:Z3550925739;
Cc1nsc2ncccc12,268,143:14300:3:Z2782173182;143:14300:7:Z1192679006;143:14300:7:Z1687129762;
Cc1cc2cnccn2n1,338,143:14300:3:Z2434239528;143:14300:4:Z4198375194;143:14300:5:Z3371261370;
CN1CC2CCNC2C1,239,143:14300:3:Z3788599897;143:14300:6:Z3614918258;143:14300:6:Z3614915152;
NC1CCCC2(CCC2)C1,78,143:14300:3:Z3793177121;143:14300:4:Z3791020712;143:14302:0:Z3795235648;
Fc1ccc(F)c2c1CCC2,130,143:14300:3:Z1843624803;143:14300:4:Z3535915329;143:14301:1:Z4138965886;
Clc1csc2ncccc12,97,143:14300:3:Z2710775587;143:14301:9:Z4444468114;143:14302:7:Z2707471773;
C1COCC2(CCOCC2)N1,180,143:14300:3:Z3519933724;143:14300:3:Z3633322217;143:14300:4:Z3633329209;
c1ccc2c(c1)sc1ncncc12,32,143:14300:3:Z1994090216;143:14305:9:Z1994099816;143:14309:3:Z4233375845;
C1CCC2(CCSCC2)OC1,454,143:14300:3:Z1465713741;143:14300:6:Z4267252946;143:14300:9:Z4961463594;
Clc1ccnc2cnccc12,85,143:14300:3:Z4325941543;143:14300:3:Z4320712005;143:14302:7:Z4317945895;
O=S1(=O)CCC2(CCCN2)CC1,474,143:14300:3:Z3716240933;143:14300:6:Z3093850142;143:14300:7:Z4064089718;
CC1CCCC1=O,245,143:14300:3:Z4947750709;143:14300:6:Z4949868928;143:14300:6:Z4948544893;
C1CNCC2(C1)CCNC2,614,143:14300:3:Z2362372259;143:14300:3:Z2448099410;143:14300:6:Z3548458852;
CC1CC(F)(F)CCN1,275,143:14300:3:Z2806944110;143:14300:5:Z2719910800;143:14300:7:Z2719907012;
CC1OC2(CCNCC2)NC1=O,395,143:14300:3:Z3041555401;143:14300:5:Z3041555567;143:14300:5:Z3844467157;
FC1CNCC1F,268,143:14300:3:Z5004180844;143:14300:5:Z3440030361;143:14301:6:Z5004476650;
N=S1(=O)CCCCC1,428,143:14300:3:Z4211318793;143:14300:4:Z3594773116;143:14300:8:Z4003811680;
C1COCC2(C1)CCNC2,386,143:14300:3:Z2044984164;143:14301:0:Z3098493147;143:14301:3:Z2079597040;
CC1CCC(=O)N(C)C1,385,143:14300:3:Z3844017631;143:14300:5:Z3842794699;143:14301:2:Z3949301520;
C1CNCC2(C1)COCCO2,368,143:14300:3:Z4118678367;143:14300:6:Z3009328226;143:14300:7:Z2964230676;
CC12CCC(CC1)OC2,184,143:14300:3:Z4275630537;143:14301:1:Z4874522199;143:14301:2:Z3623480533;
O=c1[nH]c(=O)c2cccnc2[nH]1,459,143:14300:3:Z2433402911;143:14300:3:Z1869662932;143:14300:6:Z2231854313;
O=C1CCCCCCC1,73,143:14300:3:Z3172729694;143:14300:7:Z4871627139;143:14300:7:Z4871627142;
C1CC2OCCC2CO1,386,143:14300:3:Z4665581193;143:14300:4:Z3356698327;143:14300:8:Z3323718956;
FC1(F)CCC2(CCOC2)CC1,306,143:14300:3:Z4575080485;143:14300:4:Z4638849296;143:14300:7:Z4575080833;
O=c1ccoc2ccc(Cl)cc12,251,143:14300:3:Z1987986481;143:14300:7:Z1355072423;143:14301:3:Z3906989929;
c1cn2ncsc2n1,385,143:14300:3:Z1281748900;143:14300:8:Z1849804925;143:14301:0:Z4081302597;
Fc1cccc2c1CCNC2,1107,143:14300:3:Z2779579847;143:14300:3:Z1652834638;143:14300:5:Z2721934018;
O=C1CCNc2ccc(F)cc2N1,175,143:14300:3:Z1883658008;143:14300:5:Z1883643238;143:14301:6:Z1883644491;
Cc1ccn2ncc(C)c2n1,42,143:14300:3:Z3394231250;143:14302:9:Z3650268855;143:14306:4:Z3389647912;
CC1CCS(=O)(=O)CC1,599,143:14300:3:Z3296582751;143:14300:6:Z4964550485;143:14301:0:Z3593945021;
Cc1ccc2c(c1)CCN2,435,143:14300:3:Z1879303033;143:14300:5:Z4387416021;143:14300:6:Z4387416029;
C=c1sc(=C)n(C)c1=O,26,143:14300:3:Z1517253754;143:14302:7:Z4151030707;143:14306:6:Z2788452869;
Cc1[nH]c(=O)sc1C,787,143:14300:3:Z1214784690;143:14300:3:Z5014701743;143:14300:7:Z3060184549;
Fc1ccc2[nH]cc(Cl)c2c1,146,143:14300:3:Z2718066646;143:14301:8:Z971723400;143:14302:7:Z4238093465;
Cc1cc2scnc2cc1F,120,143:14300:3:Z1954432009;143:14300:3:Z1970962707;143:14300:4:Z5048736736;
CC1CNCC(C)(C)C1,171,143:14300:3:Z1654135293;143:14300:4:Z4256503245;143:14300:4:Z4256525665;
C1COC2CNCC2O1,289,143:14300:3:Z3653986701;143:14300:3:Z3657879208;143:14300:4:Z3681407556;
Cc1cn2nncc2c(=O)[nH]1,71,143:14300:3:Z3358815982;143:14301:3:Z3354182991;143:14302:6:Z4256632057;
C1CCc2nnnn2CC1,687,143:14300:3:Z4152791631;143:14300:5:Z2373782744;143:14300:6:Z2697933483;
Cc1cnn2ccc(Cl)nc12,50,143:14300:3:Z3561480435;143:14305:3:Z3556277296;143:14307:7:Z3832558476;
Cc1nn(C)c2c1NCCO2,171,143:14300:3:Z2772629308;143:14301:4:Z4775787799;143:14303:0:Z2772628545;
Cc1cc(F)c2c(c1)NCC2,112,143:14300:3:Z4066387991;143:14301:3:Z3132480196;143:14302:3:Z3141881922;
Oc1ccon1,200,143:14300:3:Z4066387991;143:14300:4:Z3595093207;143:14301:1:Z3595119529;
O=c1[nH]ccc2c1CNCC2,291,143:14300:3:Z3517026832;143:14300:9:Z3205930817;143:14301:2:Z3104917664;
c1ccc2c(c1)CNCC21CC1,548,143:14300:3:Z5060354673;143:14300:4:Z2170223120;143:14300:7:Z2214479235;
O=C1COCCC2(CNC2)N1,151,143:14300:3:Z4265385875;143:14300:8:Z4265352428;143:14300:9:Z4265340599;
OC1CNc2ccc(F)cc2C1,96,143:14300:3:Z5018026606;143:14300:6:Z5018869675;143:14300:8:Z5018870128;
Cc1csc2cc(F)ccc12,146,143:14300:3:Z2098693930;143:14301:1:Z2098730483;143:14302:5:Z2126608887;
CC1Oc2ccccc2O1,181,143:14300:3:Z4011946940;143:14300:6:Z1798721459;143:14300:9:Z3593437112;
NC12CC3CC(CC(C3)C1)C2,13,143:14300:3:Z3522739319;143:14301:5:Z3792370865;143:14305:3:Z3890019232;
FC1(F)C2(CCC2)C12CC2,338,143:14300:3:Z4154771968;143:14300:4:Z4155937155;143:14300:6:Z4152763605;
C1CCC2CC2NC1,146,143:14300:3:Z3046833696;143:14300:7:Z3140536732;143:14301:8:Z3895037513;
Cc1cnn2c1OCCC2,372,143:14300:3:Z3714891966;143:14300:5:Z3707710236;143:14300:9:Z2454461590;
O=S1(=O)CCC2(CCCCO2)C1,295,143:14300:3:Z2774217558;143:14300:4:Z2615821335;143:14300:9:Z1596603676;
c1cnc2ncsc2c1,121,143:14300:3:Z3088533323;143:14300:4:Z3088533475;143:14300:7:Z4329298171;
CC1CC(=O)c2cccnc2C1,194,143:14300:3:Z4345032075;143:14300:9:Z3868359952;143:14301:9:Z4086186121;
Cc1[nH]ccc(=O)c1O,183,143:14300:3:Z4295172483;143:14300:5:Z4292088611;143:14301:3:Z4296475952;
Fc1cc(F)c2c(c1)CCNC2,180,143:14300:3:Z3320086831;143:14300:7:Z3576229632;143:14300:8:Z3384624247;
C1CCC2(CC1)COC2,652,143:14300:3:Z2852116090;143:14300:3:Z2871326963;143:14300:3:Z2853591842;
O=C1NC=CCN1,421,143:14300:3:Z4770067660;143:14300:8:Z89092841;143:14300:9:Z1317970792;
Cc1cc(F)ccc1Cl,84,143:14300:3:Z1783337217;143:14300:6:Z1783337841;143:14305:2:Z1783335538;
C1COC2(CCN1)CCSCC2,330,143:14300:3:Z3648107476;143:14301:2:Z3648086489;143:14301:3:Z3648105604;
Clc1cc(Cl)cc(Cl)c1,150,143:14300:3:Z1371246928;143:14301:6:Z1145204187;143:14301:8:Z76793499;
Clc1ccc2c(c1)CCCC2,210,143:14300:3:Z2723304133;143:14300:3:Z2720398184;143:14300:7:Z2720401318;
NC1CCCCCC1,4,143:14300:3:Z2377231709;143:14327:9:Z2377202092;143:14368:7:Z2377411933;
C1CC2(CNC2)CO1,331,143:14300:3:Z3898638881;143:14300:3:Z3915237422;143:14300:3:Z3313389735;
OC1CCCn2nccc21,235,143:14300:3:Z3300292829;143:14300:4:Z3356779634;143:14301:4:Z4053267918;
Cc1cc(N)n(C)n1,216,143:14300:3:Z2033303079;143:14301:2:Z2032474832;143:14302:4:Z2045392531;
C1COC2CCNCC2C1,412,143:14300:3:Z4138734266;143:14300:3:Z4128175628;143:14300:5:Z3602244915;
Fc1cnc2c(c1)CCN2,137,143:14300:3:Z4335209701;143:14302:7:Z4335207317;143:14302:8:Z4132707510;
Clc1ccc2occc2c1,305,143:14300:3:Z1267316955;143:14300:5:Z2099128706;143:14300:5:Z3289521731;
CC1CNC(C)(C)C(=O)N1,83,143:14300:3:Z4209819815;143:14300:5:Z4232392287;143:14300:9:Z4232405808;
C1COC2(CCN1)CCSC2,332,143:14300:3:Z3910649722;143:14300:7:Z3910685881;143:14300:8:Z3910659246;
