fragment_smiles,occurences,example_ligands
O=C1CCCn2cccc21,375,56:05600:4:Z1919586272;56:05600:8:Z4051703199;56:05601:9:Z2012269934;
CN1C(=O)NCC12CCNCC2,242,56:05600:4:Z4149275069;56:05602:0:Z2414060190;56:05602:0:Z2414060429;
Clc1cc(Cl)cc(Cl)c1,328,56:05600:4:Z3644415658;56:05601:3:Z4053950924;56:05601:4:Z2043334341;
FC1(F)CC2CCCC(C1)N2,224,56:05600:4:Z2489713873;56:05600:8:Z2476780513;56:05601:2:Z3870245897;
c1cnc2c(c1)CCCCC2,101,56:05600:4:Z2592220699;56:05600:7:Z2373190888;56:05600:9:Z2373131188;
c1ccc2c(c1)nc1n2CCC1,126,56:05600:4:Z2299432444;56:05600:7:Z2093265567;56:05600:9:Z2457391426;
O=C1C2CCCC1COC2,340,56:05600:4:Z1652633077;56:05600:7:Z4646885746;56:05600:9:Z1676396202;
CC1CCc2c(F)cccc2C1,135,56:05600:4:Z2827227903;56:05601:3:Z3538971750;56:05603:9:Z1357030248;
Cc1cc(=O)n2ncnc2[nH]1,110,56:05600:4:Z2095549851;56:05601:9:Z2228479578;56:05602:1:Z2965731447;
c1cnc2[nH]nnc2c1,279,56:05600:4:Z1853246288;56:05601:1:Z1669360495;56:05601:7:Z2803014683;
C1CC2CC(CO2)N1,372,56:05600:4:Z3620479773;56:05600:7:Z3407394815;56:05601:4:Z3590864047;
CN1CCC(N)C1,150,56:05600:4:Z3138042959;56:05601:2:Z3383079878;56:05602:1:Z2381767229;
O=C1CCCn2nccc21,310,56:05600:4:Z2906163772;56:05600:8:Z2906683552;56:05601:5:Z2916531778;
NC12CNCC1C2,109,56:05600:4:Z3384638976;56:05601:1:Z3384651277;56:05602:3:Z3384650217;
c1noc2c1CNCC2,727,56:05600:4:Z3898862284;56:05600:6:Z3634532495;56:05601:0:Z3832007026;
O=c1[nH]ccn2nccc12,424,56:05600:4:Z4198932489;56:05600:5:Z4190999784;56:05600:5:Z4326082820;
Cc1cnc2ncnn2c1,221,56:05600:4:Z2625020846;56:05601:5:Z2639283954;56:05601:5:Z3303698314;
Cc1cc2cccc(C)c2[nH]1,158,56:05600:4:Z4913126749;56:05601:9:Z4912793095;56:05602:8:Z4912761288;
CC1(C)CSCCN1,126,56:05600:4:Z1786361905;56:05600:6:Z4307464551;56:05600:6:Z3197586878;
CC1CCCN(C)C1C,30,56:05600:4:Z4431377242;56:05600:8:Z4431290536;56:05610:6:Z4431340749;
Cn1c(=O)oc2ccc(F)cc21,92,56:05600:4:Z4324108291;56:05600:5:Z2873023657;56:05601:1:Z2569183742;
Clc1cc[nH]n1,246,56:05600:4:Z2880456801;56:05600:8:Z2406105926;56:05601:4:Z3620150313;
C1CNC2(C1)CCNC2,503,56:05600:4:Z3044951340;56:05600:5:Z3044203625;56:05600:5:Z2859987293;
CC12CNCC1(C)CS(=O)(=O)C2,281,56:05600:4:Z4770783096;56:05600:8:Z2789168884;56:05601:1:Z2804657718;
Cc1nncc2ccccc12,54,56:05600:4:Z4375041589;56:05602:9:Z2026782205;56:05605:9:Z4048997880;
c1scc2c1CCC2,664,56:05600:4:Z3788321312;56:05600:5:Z4423885216;56:05600:6:Z3806867701;
Cc1ncsc1F,87,56:05600:4:Z1568026719;56:05601:7:Z2011288042;56:05603:2:Z1568024383;
Cc1cc(C)c(C)s1,168,56:05600:4:Z3622443893;56:05600:4:Z3622440873;56:05600:4:Z3622445608;
OC1CC2CNCCN2C1,444,56:05600:4:Z3357912328;56:05600:7:Z2500662720;56:05601:0:Z3999396036;
C1=COCC1,61,56:05600:4:Z4251834832;56:05601:0:Z3369117510;56:05601:1:Z4255020541;
Cc1c[nH]c2ncccc12,198,56:05600:5:Z3544157323;56:05600:5:Z3529947572;56:05600:9:Z3539038245;
FC1CCC2CNCC12,354,56:05600:5:Z4132493681;56:05600:5:Z1470880934;56:05600:7:Z4310832589;
Fc1ccc2c(c1F)NCC2,162,56:05600:5:Z4132493681;56:05600:6:Z2298040446;56:05601:4:Z2364310855;
O=C1CCCc2ncsc21,112,56:05600:5:Z1821164170;56:05600:8:Z1021133612;56:05602:2:Z1770673943;
Fc1ccc2c(c1)OCCNC2,224,56:05600:5:Z3290778541;56:05601:1:Z2707983361;56:05601:1:Z2723310233;
CC1(C)CCNCCS1(=O)=O,368,56:05600:5:Z1894439815;56:05600:5:Z1892374895;56:05600:5:Z3353536763;
c1ccc2c(c1)CCCC21CC1,445,56:05600:5:Z2378656430;56:05601:2:Z3566367345;56:05601:2:Z1643330524;
O=c1[nH]cnc2c1CNCC2,173,56:05600:5:Z5059716920;56:05600:9:Z3844828807;56:05601:6:Z1499122480;
Clc1nc2ccccc2s1,438,56:05600:5:Z5062980266;56:05600:7:Z5057664855;56:05600:8:Z2414564167;
Fc1cc(F)c2cc[nH]c2c1,189,56:05600:5:Z4305084055;56:05601:9:Z3627434048;56:05602:0:Z4304779552;
Cc1ccc2cccnc2n1,454,56:05600:5:Z3834551464;56:05600:8:Z1973645483;56:05600:9:Z4076453360;
Oc1ccc(F)cc1,326,56:05600:5:Z4304616237;56:05600:5:Z4091583352;56:05600:7:Z3646081464;
Clc1ccc2c(c1)C=CCO2,93,56:05600:5:Z3365205187;56:05600:9:Z2164135847;56:05601:5:Z3504306959;
Cn1cnc2cccc(Cl)c21,247,56:05600:5:Z4059185067;56:05601:4:Z3359893483;56:05601:5:Z1731427257;
C1NCC2CNCC1C2,235,56:05600:5:Z4887390357;56:05600:7:Z4889609480;56:05601:1:Z3665806019;
O=C1Nc2ccccc2C12CC2,186,56:05600:5:Z3144661414;56:05600:7:Z2954099139;56:05601:2:Z2955528694;
O=C1CNC2CCNCC2N1,222,56:05600:5:Z3518613974;56:05600:6:Z3140034652;56:05601:5:Z3346591375;
O=c1[nH]c2c([nH]1)CNCC2,311,56:05600:5:Z4027075848;56:05600:7:Z3997184511;56:05601:9:Z5063420401;
CC1(C)OC2CCC1CC2,202,56:05600:5:Z5045133221;56:05600:8:Z4207309848;56:05601:5:Z5045317576;
C1CC2(CCSCC2)N1,300,56:05600:5:Z3590806990;56:05601:4:Z3615404547;56:05601:6:Z3615390564;
O=S1(=O)NCC2CNCCN21,267,56:05600:5:Z2963141841;56:05600:7:Z2949136455;56:05600:9:Z2963136111;
CC12CNCC1CNC2,302,56:05600:5:Z4054840784;56:05600:9:Z2828343484;56:05601:3:Z2873089454;
Cc1ccc2cc(C)oc2c1,74,56:05600:5:Z4479085862;56:05604:5:Z4492378969;56:05604:5:Z4492378971;
FC1(F)CC2CNC1C2,354,56:05600:5:Z3622353975;56:05600:5:Z3988868195;56:05600:6:Z4771297003;
CC1CC(C)(C)Nc2cc(F)ccc21,8,56:05600:5:Z3495113505;56:05604:4:Z4360016979;56:05618:1:Z4360016605;
CC1NCCOC1C,331,56:05600:5:Z2191167112;56:05601:6:Z2174096623;56:05602:1:Z1739854890;
O=c1cc(O)cc2n1CCOC2,48,56:05600:5:Z4316395890;56:05602:4:Z4325763845;56:05606:6:Z4226606209;
CC1CCCC(=O)NC1,92,56:05600:5:Z3639910754;56:05602:2:Z3639325558;56:05602:4:Z3639749284;
c1ccc2c(c1)CCC1(CNC1)O2,126,56:05600:5:Z5049936557;56:05600:9:Z5054828530;56:05602:0:Z5061348833;
CC1(C)CCCc2cccnc21,35,56:05600:5:Z5014819738;56:05609:5:Z4455319490;56:05615:3:Z4455193775;
Fc1cccc2cnccc12,230,56:05600:5:Z2594496730;56:05601:4:Z2635336403;56:05602:6:Z2595894493;
CN1OCCC1=O,290,56:05600:5:Z4734292514;56:05600:5:Z4344025418;56:05601:2:Z4421849168;
Clc1ccc2c(c1)C1(CCO2)CC1,74,56:05600:5:Z4734292514;56:05600:8:Z4733106553;56:05600:8:Z4884192715;
Cn1cc2n(c1=O)CCCC2,292,56:05600:5:Z4209686210;56:05600:7:Z3000707632;56:05601:1:Z4255699539;
O=c1[nH]c(=O)c2cn[nH]c2[nH]1,3,56:05600:5:Z3484535818;56:05602:1:Z3484579060;56:05610:5:Z3484547123;
O=c1[nH]cnc2c1CCNCC2,31,56:05600:5:Z2610632488;56:05605:8:Z2982666105;56:05608:6:Z3256627442;
Cc1cc(C)c2c(c1)CCCO2,384,56:05600:5:Z4294704761;56:05600:5:Z4294704975;56:05600:6:Z3254842964;
CN1CCNCCC12CCOCC2,214,56:05600:5:Z3042736973;56:05600:8:Z4269948605;56:05601:1:Z4066223843;
O=C1NCCOC2CCCNC12,329,56:05600:5:Z4329903115;56:05600:5:Z2803543688;56:05601:4:Z4315077040;
O=C1CNc2ccncc2N1,121,56:05600:5:Z1832708184;56:05600:6:Z1316794576;56:05600:9:Z1303046811;
Cc1cc2cc(Cl)ccc2s1,59,56:05600:5:Z1378502509;56:05600:5:Z1730019043;56:05607:5:Z2443754380;
Oc1ccc(Cl)c(Cl)c1,93,56:05600:5:Z4310709246;56:05601:3:Z4250832911;56:05602:3:Z4312405582;
OC1COC2(CNC2)CC1O,274,56:05600:5:Z4455777830;56:05600:6:Z4478135002;56:05600:6:Z4478134411;
c1cc2cncnn2c1,283,56:05600:5:Z4326994466;56:05600:5:Z4326904403;56:05600:6:Z4325991159;
Cc1csc2cc(F)ccc12,193,56:05600:5:Z3058157071;56:05600:8:Z2113816591;56:05600:9:Z3775771987;
CC1CCOC(C)C1,479,56:05600:5:Z4150571929;56:05600:9:Z2803568309;56:05601:0:Z5013347152;
C1CC2CCC1CNC2,269,56:05600:5:Z3796209088;56:05600:5:Z3796200729;56:05600:8:Z4116829107;
Cc1ncc2c3c(sc2n1)CCCC3,43,56:05600:5:Z3340229782;56:05601:5:Z4233674040;56:05602:9:Z3079715834;
c1n[nH]c2c1CSCC2,339,56:05600:5:Z4291663523;56:05600:9:Z4601044761;56:05600:9:Z4114869642;
CC1(C)CCc2ccnnc21,54,56:05600:5:Z3870477521;56:05603:7:Z3870087444;56:05604:7:Z3869982567;
C1CC2(C1)OCCO2,603,56:05600:5:Z2928735588;56:05600:7:Z4019076753;56:05600:8:Z3875977055;
Clc1cc(Cl)c2c(c1)NCCC2,31,56:05600:5:Z2326384079;56:05601:1:Z4129709553;56:05601:1:Z4129709476;
OC1CCC2CCNC1C2,188,56:05600:5:Z3584996456;56:05600:6:Z4124631890;56:05600:6:Z3619889008;
Cc1ccc(Cl)c2cccnc12,83,56:05600:5:Z4026967407;56:05601:4:Z1618153416;56:05604:2:Z4234098482;
Cc1cccc2c1OCCCC2,54,56:05600:5:Z1440721826;56:05601:1:Z4636120584;56:05602:6:Z2311991246;
c1ccc2c(c1)CCCCS2,246,56:05600:5:Z1823075703;56:05600:6:Z3895416111;56:05600:6:Z3383719835;
O=c1[nH]cnc2c1CCC2,39,56:05600:5:Z1708166812;56:05600:8:Z1715346186;56:05604:4:Z1715345970;
NC1CCNCCC1(F)F,208,56:05600:5:Z3520085545;56:05600:9:Z3520082856;56:05601:5:Z4003230680;
Cn1ccc2cccnc21,360,56:05600:5:Z4996889293;56:05600:5:Z4993615406;56:05601:0:Z3651470757;
Cc1ncc2c(n1)CNC2,140,56:05600:5:Z3830248499;56:05601:7:Z3381331215;56:05602:1:Z3380960639;
c1cnc2c(c1)NCCCC2,153,56:05600:5:Z2791590960;56:05602:3:Z2791586902;56:05603:1:Z4126713751;
N=S1(=O)CCC2(CC1)OCCO2,115,56:05600:5:Z3623217006;56:05602:4:Z3339985284;56:05602:8:Z3623218144;
O=C1Cc2ccccc2CCN1,14,56:05600:5:Z3500239673;56:05602:1:Z4385379005;56:05616:2:Z3340377561;
O=c1[nH]ccc2c1CCNC2,340,56:05600:5:Z4974591664;56:05600:9:Z3878371045;56:05600:9:Z3878370869;
Clc1cccc2c1NCCC2,104,56:05600:5:Z2824341211;56:05600:7:Z1880663493;56:05601:0:Z1994174372;
NC1CC=CC1,10,56:05600:5:Z2722857211;56:05602:1:Z2722841101;56:05605:0:Z2722834310;
c1ccc2c(c1)CCC1CC21,299,56:05600:5:Z1952538606;56:05601:0:Z2307023338;56:05601:0:Z2773317640;
Cc1ncnc(O)c1C,19,56:05600:5:Z1607510470;56:05605:4:Z1607498663;56:05611:4:Z1607511719;
Cc1nnc2cccnn12,151,56:05600:5:Z1359508935;56:05601:3:Z1373456959;56:05601:9:Z2976186294;
CC1NCCc2ncccc21,276,56:05600:5:Z3562136943;56:05600:8:Z3718939661;56:05601:1:Z4277990061;
c1ccc2c(c1)CCCNCC2,158,56:05600:5:Z2292500646;56:05601:6:Z2297807196;56:05601:7:Z2641104697;
NC1CCc2ccccc2C1,196,56:05600:5:Z4429697893;56:05601:3:Z4429741252;56:05601:3:Z4429738884;
Cc1ccnc2c(Cl)cccc12,107,56:05600:5:Z3142967957;56:05600:7:Z3640441206;56:05601:0:Z2902899597;
NC1COC1,301,56:05600:5:Z4208851570;56:05600:6:Z4860861417;56:05600:6:Z4860856353;
c1ccc2c(c1)NCC1CCCCN21,77,56:05600:5:Z2778004464;56:05600:9:Z2232450667;56:05601:4:Z2232448609;
O=C1CSCCN1,377,56:05600:5:Z2924067901;56:05600:6:Z2964123376;56:05600:8:Z2958908139;
Cc1ccc2cccc(F)c2n1,272,56:05600:5:Z3396180261;56:05600:5:Z1764929250;56:05600:7:Z3856408289;
CC1(C)CC2(CCNC2)CO1,322,56:05600:5:Z3879817060;56:05601:4:Z3832110643;56:05601:6:Z3879814943;
FC1CC2(CNC2)C1,158,56:05600:5:Z1507196205;56:05601:7:Z3844910371;56:05602:1:Z3299027771;
CC1CCc2[nH]ncc2C1,280,56:05600:5:Z3510397210;56:05601:4:Z2691049410;56:05601:6:Z2690975116;
OC1CNCC1F,253,56:05600:5:Z3316968547;56:05600:9:Z3391243586;56:05601:6:Z3569485909;
C1C2CC1C1(COC1)O2,40,56:05600:5:Z4101318064;56:05605:4:Z4577519088;56:05606:6:Z4091849128;
Fc1ccc(Cl)c2c1CNCC2,137,56:05600:5:Z4023767104;56:05601:0:Z4023768964;56:05602:0:Z3996987024;
CN1C2CNCC1C2,164,56:05600:5:Z4473617418;56:05601:1:Z4401990511;56:05601:2:Z4403265787;
Cc1nccc2cc[nH]c12,176,56:05600:5:Z4876261682;56:05600:6:Z4875821570;56:05601:5:Z4876099087;
O=C1C2CCCC1CCC2,326,56:05600:5:Z3610817645;56:05600:7:Z3610237445;56:05601:3:Z3627278355;
O=C1NCCn2cnnc21,246,56:05600:5:Z4137721624;56:05600:9:Z3204488716;56:05601:1:Z5007672561;
Clc1cnn2c1NCCC2,103,56:05600:5:Z3086530409;56:05600:9:Z3086527347;56:05601:2:Z3086526807;
Cc1cc(N)no1,197,56:05600:5:Z2166550343;56:05600:5:Z2166547259;56:05601:1:Z2504323295;
Clc1cccc2occc12,120,56:05600:5:Z4403089037;56:05601:1:Z1643957462;56:05601:9:Z1472494441;
CN1CCn2nccc2S1(=O)=O,220,56:05600:5:Z2961097887;56:05600:5:Z3047990715;56:05601:4:Z3705599966;
C1NCC2CC1CO2,381,56:05600:5:Z2978023221;56:05600:5:Z2636058085;56:05600:7:Z1657938734;
CC1CNCCC1N,228,56:05600:5:Z2824584112;56:05600:9:Z2440352771;56:05601:2:Z2360988880;
C1CCC2(CC1)CCOCC2,341,56:05600:5:Z2492188615;56:05600:8:Z4233446544;56:05600:8:Z4391906892;
O=S1(=O)CC2(CCNCC2)C1,314,56:05600:5:Z3206578906;56:05600:5:Z3895267177;56:05601:0:Z3619519519;
O=S1(=O)CC2CCNC2C1,352,56:05600:5:Z3394701636;56:05600:8:Z3598105399;56:05601:1:Z3591838324;
OC1CCCc2ccccc21,256,56:05600:5:Z1576826117;56:05600:5:Z1286103268;56:05600:7:Z3191178505;
Clc1cccc2ccccc12,251,56:05600:5:Z3881117445;56:05600:5:Z1824762717;56:05600:5:Z2256310283;
C1COC2(CCSCC2)CN1,301,56:05600:5:Z3060934243;56:05601:0:Z3316982313;56:05602:6:Z3060935118;
Cc1ccc(F)c(O)c1,120,56:05600:5:Z4295449801;56:05600:9:Z4293797981;56:05602:3:Z4293855780;
c1cc2sccc2cn1,765,56:05600:5:Z4232988042;56:05600:5:Z3610433493;56:05600:6:Z2177511394;
Cc1nc(C)c2c(C)csc2n1,189,56:05600:5:Z3135733103;56:05601:9:Z915591592;56:05602:0:Z4218598349;
OC1CCc2ccccc2NC1,78,56:05600:5:Z3715502899;56:05600:6:Z3715501789;56:05601:8:Z3715503294;
C1CC2(C1)OC1CC2C1,43,56:05600:5:Z3386179742;56:05601:4:Z3382745625;56:05602:3:Z3604386809;
CC1(C)CC2(CCNCC2)CO1,222,56:05600:5:Z4278582853;56:05601:1:Z3867008177;56:05601:5:Z4085776235;
Cc1n[nH]c2cncnc12,151,56:05600:5:Z3394977874;56:05601:0:Z2976689570;56:05601:3:Z2091391403;
O=C1CCCC2(CCC2)N1,487,56:05600:5:Z2097443242;56:05600:7:Z2021859407;56:05600:7:Z2017981093;
C1CNC2COCC2C1,709,56:05600:5:Z2960297472;56:05600:5:Z4057425494;56:05600:9:Z3794259374;
OC1CCOC2(CCNCC2)C1,232,56:05600:5:Z2977087128;56:05600:5:Z2963108363;56:05601:0:Z4294038438;
Cc1ccc2[nH]ccc2c1C,305,56:05600:5:Z1220090076;56:05600:6:Z1220083327;56:05600:9:Z1220352684;
Cn1c(Cl)nc2nc(Cl)ncc21,100,56:05600:5:Z4024927075;56:05601:7:Z4026437082;56:05601:8:Z4025632799;
O=c1[nH]cncc1Cl,114,56:05600:5:Z2089051921;56:05600:5:Z4788679828;56:05600:8:Z1910919620;
FC1(F)CC2CNCC21,370,56:05600:5:Z3597257521;56:05600:6:Z4113271238;56:05600:7:Z4385906688;
Oc1ccc2c(c1)CCNCC2,300,56:05600:5:Z4250724014;56:05600:6:Z1567395362;56:05600:7:Z2112066931;
CN1CC(=O)Nc2ccccc21,299,56:05600:5:Z4643806287;56:05600:6:Z4639369399;56:05601:6:Z4639280230;
Oc1ncnc2c1CNC2,115,56:05600:5:Z3364681271;56:05601:1:Z3364683435;56:05602:8:Z3313839780;
OC1CC2CCC(N2)C1O,288,56:05600:5:Z4353662730;56:05601:0:Z4344833969;56:05601:6:Z4353659019;
Clc1ccc2c(c1Cl)CCC2,117,56:05600:5:Z1314995274;56:05600:5:Z1802699200;56:05600:8:Z2010848876;
Fc1ccc2c(c1)CNC2,223,56:05600:5:Z3010250934;56:05601:2:Z2794562470;56:05601:2:Z3010271059;
Cn1nnc2cncnc21,194,56:05600:5:Z2612555242;56:05601:0:Z2611340930;56:05601:1:Z3393603150;
Cc1cc(Cl)cc2c1OCCCC2,14,56:05600:5:Z1460295437;56:05614:8:Z1689614194;56:05622:9:Z3836272759;
O=C1CCC2CCCN12,213,56:05600:5:Z4093052001;56:05601:3:Z4047617226;56:05601:5:Z4123414153;
Cc1sc2[nH]cnc(=O)c2c1C,43,56:05600:5:Z3602805686;56:05601:2:Z3638472628;56:05601:2:Z1365931972;
O=c1occc2ccc(Cl)cc12,84,56:05600:5:Z4241137544;56:05602:4:Z4299406116;56:05605:8:Z4281110028;
Fc1cc(Cl)cc2cncnc12,75,56:05600:5:Z5023186651;56:05602:1:Z4070108767;56:05602:3:Z4074295191;
C1CC2(C1)CNC1COCC12,206,56:05600:5:Z4477568965;56:05601:4:Z3060596165;56:05601:5:Z3103001815;
c1ccn2nncc2c1,786,56:05600:5:Z3527656147;56:05600:5:Z3559421489;56:05600:6:Z3700204867;
Oc1ncnc2nccnc12,58,56:05600:5:Z4230423354;56:05601:2:Z4231917604;56:05601:5:Z4224315441;
O=C1NS(=O)(=O)N2CCCC12,54,56:05600:5:Z5057832676;56:05600:5:Z5057830939;56:05600:5:Z3343631858;
CN1CCCC12CCC2,424,56:05600:5:Z3520382332;56:05600:8:Z3625433749;56:05600:9:Z3625440570;
Cn1ncc2nccc(Cl)c21,80,56:05600:5:Z3648844238;56:05600:6:Z5061429403;56:05602:5:Z2970406061;
CN1C2C=CCC1CC2,12,56:05600:5:Z3105104967;56:05617:7:Z3135028724;56:05625:4:Z3095934937;
CC1(C)CCCNc2ccccc21,41,56:05600:5:Z2372247810;56:05607:1:Z1533952706;56:05607:9:Z1535991069;
CC1CC2(CCCC2)CN1,510,56:05600:5:Z4909198961;56:05600:5:Z4410208381;56:05600:5:Z4909198959;
C1CC2(C1)NCCS2,190,56:05600:5:Z4250118899;56:05600:5:Z4350568614;56:05600:6:Z2965538213;
OC1CC2(CNC2)n2ccnc21,99,56:05600:5:Z4262967915;56:05604:2:Z4262947199;56:05605:1:Z4262980719;
CC1NCCS(=O)(=O)C1C,313,56:05600:5:Z4506146289;56:05600:6:Z3650008328;56:05600:6:Z1564843558;
Cc1ccc2c(c1C)OCC2,266,56:05600:5:Z1998164773;56:05600:6:Z2214317044;56:05601:2:Z3790897006;
O=C1CCNC2(CN1)COC2,48,56:05600:5:Z2843026876;56:05606:8:Z2843011129;56:05609:6:Z2852078277;
c1ccc2c(c1)NCCCO2,184,56:05600:5:Z1483902806;56:05601:2:Z1881340808;56:05601:6:Z1689505947;
O=C1Cc2cccc(F)c2N1,163,56:05600:5:Z4399371994;56:05602:5:Z2964709527;56:05603:4:Z2924048031;
CC1CNCC2(CCOCC2)O1,294,56:05600:5:Z2637783435;56:05601:1:Z4410093313;56:05602:4:Z2218963891;
CN1CCCNC1=O,159,56:05600:5:Z3166589632;56:05600:8:Z4154532042;56:05601:0:Z4154532232;
O=S1(=O)CCNNCC1,240,56:05600:5:Z3060266990;56:05600:7:Z3060274398;56:05601:0:Z3191094320;
CC1(C)CNCc2cn[nH]c2C1,269,56:05600:5:Z3203462820;56:05600:6:Z2617013958;56:05600:6:Z2608603087;
O=S1(=O)CC2(CCOCC2)CN1,84,56:05600:5:Z5058346627;56:05600:7:Z3796826795;56:05601:0:Z3800302320;
C1CC2CCNCCC2C1,159,56:05600:5:Z4422123200;56:05602:2:Z4402109738;56:05603:1:Z5001557277;
CC1C(O)CC2CCC1N2,326,56:05600:5:Z2784635968;56:05600:6:Z2784649865;56:05601:4:Z2784650239;
Cc1ncnn1C,380,56:05600:5:Z4303889331;56:05600:6:Z5048761794;56:05601:5:Z3259265591;
Cn1cc2cncnc2n1,49,56:05600:5:Z1502769748;56:05602:1:Z1502753102;56:05604:8:Z3788922691;
CN1CCNc2ncccc2C1,151,56:05600:5:Z4666612391;56:05600:6:Z2691584666;56:05601:2:Z4126859532;
C1CC2(CCN1)OCC1CC12,229,56:05600:5:Z4266484854;56:05600:7:Z3777549349;56:05602:0:Z3802628863;
CN1CCC2(CCNC2)C1,554,56:05600:5:Z4448368005;56:05600:8:Z2200568616;56:05600:8:Z2208136135;
Clc1nncs1,144,56:05600:5:Z4265968843;56:05600:6:Z4259562211;56:05600:7:Z4271615620;
Oc1cccc2c1OCO2,140,56:05600:5:Z3353435412;56:05600:6:Z3320625311;56:05601:5:Z3356836506;
Cc1ccc2c(c1)CCCN2,403,56:05600:5:Z4578032093;56:05600:5:Z4279616304;56:05600:7:Z4273467150;
CC1CC(F)CN1,197,56:05600:5:Z4207200535;56:05600:8:Z4215267897;56:05601:1:Z4449008539;
CC1CNCC(N)C1,168,56:05600:5:Z4215550622;56:05601:3:Z4215568347;56:05601:8:Z4215572738;
O=C1CC2(CCOC2)C1,143,56:05600:5:Z4264750638;56:05600:9:Z4268877728;56:05601:6:Z4871938742;
FC1(F)C2CCCC1CCC2,203,56:05600:5:Z4445093814;56:05601:3:Z4491768356;56:05602:6:Z5006990874;
Cc1c(F)ccc2c1NCCC2,69,56:05600:5:Z4129831926;56:05601:9:Z4664148265;56:05601:9:Z2816407464;
C1CC2(CCN1)COCCN2,205,56:05600:5:Z3639809254;56:05601:4:Z3701462444;56:05601:6:Z3701463208;
O=C1CC2OCCC2CN1,274,56:05600:5:Z3666838065;56:05600:6:Z4692073808;56:05600:8:Z3669201712;
O=S1(=O)CC2CCN1CC2,161,56:05600:5:Z3667611774;56:05600:5:Z3654357215;56:05600:6:Z4915353063;
O=S1(=O)CCC2(CCCN2)CC1,250,56:05600:5:Z3093853080;56:05600:6:Z3319884398;56:05600:7:Z3093849657;
CC1CNCC(C)C1O,415,56:05600:5:Z2981951200;56:05600:6:Z2621343792;56:05600:8:Z2645339334;
CC1=CCn2ncnc2N1C,84,56:05600:5:Z4333798722;56:05601:1:Z4394646441;56:05601:6:Z4394028006;
Fc1ccc2c(c1)NCC2,395,56:05600:5:Z4569339215;56:05601:2:Z969087388;56:05601:9:Z2951296042;
CC1NCCn2ccnc21,366,56:05600:5:Z4335375405;56:05600:6:Z3591097713;56:05602:1:Z4304761969;
Fc1cccc2c1C1(CCCC1)CN2,53,56:05600:5:Z1067013822;56:05601:3:Z1881422792;56:05601:7:Z2439497428;
O=C1CCc2cc3c(cc21)CCC3,71,56:05600:5:Z2192938997;56:05602:3:Z5012827159;56:05602:4:Z4341364562;
CC1CCn2nccc2N1,289,56:05600:5:Z4335768185;56:05600:6:Z3635063871;56:05601:7:Z3201795147;
O=c1cccc2n1CCCCC2,248,56:05600:5:Z4170208593;56:05601:1:Z4170251722;56:05601:1:Z4178320839;
Cc1nnc2ccccn12,661,56:05600:5:Z4404256351;56:05600:8:Z4398850228;56:05600:9:Z2783197149;
O=S1(=O)CCNC2CCCC21,232,56:05600:5:Z2266392008;56:05601:0:Z4063399929;56:05601:1:Z4214181241;
O=c1nc[nH]c2ccccc12,93,56:05600:5:Z3366214212;56:05600:7:Z4513521793;56:05600:9:Z3019617768;
Oc1nscc1Cl,154,56:05600:5:Z2679168182;56:05600:6:Z3631160769;56:05600:7:Z4612502570;
O=C1NCCc2cncn21,166,56:05600:5:Z3203397588;56:05600:6:Z3196754584;56:05600:9:Z3190899022;
CN1CCNc2cnccc21,240,56:05600:5:Z4147207753;56:05600:6:Z1525976305;56:05600:9:Z1556729996;
C1COCCNN1,237,56:05600:5:Z4125078358;56:05603:2:Z2967555296;56:05603:2:Z2640698415;
c1ccc2c(c1)NCC1CCCN21,120,56:05600:5:Z4125078358;56:05600:7:Z4288529327;56:05601:3:Z752708764;
O=C1NCNC12CNC2,5,56:05600:5:Z3394887152;56:05662:5:Z4389914040;56:05683:4:Z3394887671;
CC1(O)CNOC1,170,56:05600:5:Z3706367520;56:05601:6:Z3587234252;56:05601:6:Z3587234819;
Cc1n[nH]c2c1CCCC2,792,56:05600:5:Z4178733143;56:05600:6:Z3806933566;56:05600:8:Z3788491514;
C1CC2(C1)CCNCCO2,401,56:05600:5:Z3586612900;56:05600:9:Z3093734158;56:05600:9:Z3093734487;
C1CCC2CNC2CC1,256,56:05600:5:Z3197174832;56:05601:1:Z2059561435;56:05602:4:Z2844434473;
NC1CC2(CCOCC2)C1,162,56:05600:5:Z3381232630;56:05600:7:Z4194801127;56:05600:9:Z3381682439;
Clc1cnc2ccccc2n1,126,56:05600:5:Z3776036907;56:05602:8:Z4267507084;56:05603:1:Z4991717531;
Fc1ccc(F)c2[nH]ccc12,200,56:05600:5:Z3208983701;56:05600:5:Z2004773195;56:05602:0:Z4208729024;
CC1(C)CCC1=O,368,56:05600:5:Z3913164969;56:05600:5:Z3913097961;56:05600:7:Z3356427291;
Cn1ncc2c(N)ncnc21,142,56:05600:5:Z1883207204;56:05601:3:Z4996395012;56:05602:1:Z1883330420;
Clc1cnc2nccn2c1,345,56:05600:5:Z4124394473;56:05601:0:Z4475476798;56:05601:0:Z4125230726;
O=c1[nH]ccc2cccnc12,138,56:05600:5:Z3627943737;56:05600:5:Z3355853657;56:05601:0:Z3352360624;
Cc1cc2ccc(Cl)cc2[nH]1,174,56:05600:5:Z4406745570;56:05600:6:Z4536702937;56:05600:8:Z4406837648;
Clc1ccc2c(c1)OCC2,44,56:05600:5:Z2288110083;56:05600:5:Z1896416045;56:05604:8:Z1901327736;
