fragment_smiles,occurences,example_ligands
CC1CNCC(N)C1,35,69:06901:7:PV-004488268800;69:06903:8:PV-003159568316;69:06904:8:PV-004491470885;
Cn1ccc2c1CCOC2,121,69:06901:7:PV-004488273879;69:06903:5:PV-004490072012;69:06903:6:PV-003159530142;
c1cc2c(cn1)OCO2,99,69:06901:7:PV-004488288629;69:06904:0:PV-004490672182;69:06904:3:PV-004490849478;
Clc1ccc2c(Cl)csc2c1,45,69:06901:7:PV-004488294180;69:06907:8:PV-002454167026;69:06908:4:PV-003940581389;
CC1COCc2ccccc21,45,69:06901:7:PV-004488296619;69:06903:1:PV-004489724798;69:06908:9:PV-004495685685;
O=C1CC2(C1)CC1(CCC1)C2,18,69:06901:7:PV-004488302685;69:06903:8:PV-004490411739;69:06909:5:PV-004496228694;
CC1CNC(C)(C)CN1,91,69:06901:7:PV-004488308132;69:06902:8:PV-003159232054;69:06903:7:PV-004490242572;
CC1(C)CC2(CCNCC2)CO1,23,69:06901:7:PV-004488312024;69:06907:3:PV-004493969566;69:06908:4:PV-003940576361;
Cc1nncnn1,19,69:06901:7:PV-004488317266;69:06910:2:PV-003161789722;69:06920:1:PV-003165174963;
Cc1ccc(Cl)c2[nH]ccc12,116,69:06901:7:PV-004488321100;69:06902:4:PV-004489045705;69:06904:0:PV-004490660302;
C1CC2CCN(C1)C2,194,69:06901:7:PV-004488321100;69:06902:4:PV-002753383429;69:06902:8:PV-000494432889;
OC1CCNC2(CC2)C1,34,69:06901:7:PV-004488333299;69:06907:8:PV-004494514886;69:06910:4:PV-002754442096;
CC1NCCc2ccc(O)cc21,38,69:06901:7:PV-004488335086;69:06902:4:PV-003159097786;69:06914:4:PV-002092057121;
Cn1cc(Cl)nc1F,26,69:06901:7:PV-002753283617;69:06921:9:PV-002755980967;69:06925:0:PV-002756382734;
CN1C(=O)NCC12CCNCC2,39,69:06901:7:PV-003158852950;69:06902:5:PV-002753395076;69:06906:7:PV-002753942006;
c1ccc2c(c1)oc1cncnc12,23,69:06901:7:PV-003158854532;69:06913:6:PV-002754876066;69:06913:6:PV-002754876067;
CN1C(=O)CCc2ccccc21,239,69:06901:7:PV-002557540501;69:06902:3:PV-003159080581;69:06903:2:PV-004489783699;
O=C1CC2(CCNC2)CN1,50,69:06901:7:PV-002247041596;69:06902:0:PV-004488538790;69:06903:5:PV-004490116252;
Cc1cnn2c1CNCC2,41,69:06901:7:PV-003939956093;69:06902:4:PV-003159116268;69:06903:3:PV-003940101657;
Cc1ccc(F)c2c1CCNC2,104,69:06901:7:PV-002753285652;69:06901:9:PV-002753315080;69:06903:1:PV-002753474980;
O=c1[nH]cnc2c1COCC2,131,69:06901:7:PV-002505792510;69:06901:9:PV-002454046261;69:06901:9:PV-002350549018;
Cc1nc2scc(C)c2c(=O)[nH]1,47,69:06901:7:PV-002753285744;69:06902:7:PV-002753415381;69:06909:3:PV-002754299892;
O=C1CC2(CCCCC2)C1,20,69:06901:7:PV-002753285922;69:06910:1:PV-004496908339;69:06913:7:PV-004500513358;
CC1CCNCCS1,57,69:06901:7:PV-002753286046;69:06905:1:PV-004491639888;69:06906:4:PV-003160467425;
CC1(C)CCCNc2ccccc21,29,69:06901:7:PV-003158860370;69:06905:2:PV-002753753141;69:06907:6:PV-003160873500;
Cc1ccc2cccnc2c1C,203,69:06901:7:PV-002753286918;69:06902:4:PV-004489060026;69:06902:5:PV-002753391066;
C1NCC12COC2,47,69:06901:7:PV-002505792816;69:06903:7:PV-004490319460;69:06904:9:PV-002753709314;
O=C1CCc2ccc(Cl)cc21,34,69:06901:7:PV-003158863259;69:06905:4:PV-003160116817;69:06915:7:PV-004502593838;
Cc1ccc2[nH]cnc(=O)c2c1,22,69:06901:7:PV-002753287828;69:06903:2:PV-003159381936;69:06911:4:PV-004498058083;
O=C1CCCn2nccc21,85,69:06901:7:PV-002753288152;69:06905:4:PV-002753773923;69:06905:5:PV-004492242937;
Cc1ccc2c(O)ccnc2c1,13,69:06901:7:PV-003158865098;69:06903:8:PV-003159568178;69:06911:4:PV-003162188341;
Fc1ccc(Cl)c2c1NCCC2,40,69:06901:7:PV-003158865523;69:06912:1:PV-002754665013;69:06913:4:PV-003162870848;
Oc1cc(F)ccc1F,165,69:06901:7:PV-003158865637;69:06903:0:PV-003159330877;69:06904:7:PV-003159887919;
CC1(C)CNCC2(CCOC2)O1,13,69:06901:7:PV-003158866273;69:06914:5:PV-003163240710;69:06922:0:PV-002143960400;
Nc1ncnc2sccc12,44,69:06901:7:PV-003158866725;69:06907:4:PV-002754047353;69:06911:6:PV-002754603956;
Nc1nc2c(s1)CCCC2,83,69:06901:7:PV-003158867697;69:06901:9:PV-003158947615;69:06903:2:PV-003159366873;
OC1C2CNCC1OC2,77,69:06901:7:PV-003158867982;69:06902:0:PV-004488601045;69:06906:8:PV-004493462660;
C1CCC2CCNCC2CC1,77,69:06901:7:PV-002753289402;69:06902:9:PV-004489457472;69:06903:3:PV-002402327762;
C1CC2CC(CO2)O1,128,69:06901:7:PV-003158869289;69:06902:0:PV-002753324265;69:06902:8:PV-003159234615;
CN1CC(=O)Nc2cncnc21,26,69:06901:7:PV-003939960067;69:06905:0:PV-002753725787;69:06907:9:PV-002754108550;
CC1CN(C)CCN1,32,69:06901:7:PV-002753290861;69:06903:9:PV-002753574515;69:06909:4:PV-004496128654;
Clc1ncc2c(n1)OCC2,72,69:06901:7:PV-003158873477;69:06902:3:PV-003159075373;69:06904:7:PV-003159885100;
Clc1csc2ncccc12,129,69:06901:7:PV-003158873715;69:06901:7:PV-003158873716;69:06902:5:PV-003159161259;
Cc1ccc2c(c1)CNCCO2,63,69:06901:7:PV-002753291588;69:06902:8:PV-003159226308;69:06903:7:PV-004490224923;
CC1CNc2ccccc2C1,91,69:06901:7:PV-002402295075;69:06901:8:PV-004488343914;69:06902:6:PV-004489264816;
Clc1ccc2c(c1Cl)CCNC2,52,69:06901:7:PV-002753292369;69:06904:8:PV-001884376676;69:06909:4:PV-002754316675;
O=S1(=O)CCC2(CCN2)C1,33,69:06901:7:PV-002557541847;69:06903:4:PV-004490044950;69:06911:0:PV-002754528716;
CC1(C)CC2CC(C)(CN2)C1,42,69:06901:7:PV-002091796715;69:06905:4:PV-002753780684;69:06907:1:PV-002754005553;
Oc1cnnc2c(F)cccc12,73,69:06901:7:PV-003158879164;69:06902:4:PV-003159104639;69:06903:9:PV-003159608432;
O=c1[nH][nH]c(=O)c2ccccc12,98,69:06901:8:PV-003158879265;69:06904:4:PV-002753638783;69:06905:0:PV-003159996231;
NC12CCC(CNC1)C2,21,69:06901:8:PV-002753293861;69:06905:2:PV-002753750828;69:06907:8:PV-002754091746;
O=C1NCCCc2ccccc21,53,69:06901:8:PV-002143544500;69:06906:4:PV-003160463419;69:06910:0:PV-002298962054;
O=C1CSc2ncncc2N1,57,69:06901:8:PV-002753294419;69:06902:1:PV-002753341426;69:06905:6:PV-003160181747;
CC12CCCNC1CCC2,70,69:06901:8:PV-002557542097;69:06903:6:PV-002557580241;69:06904:0:PV-002350591582;
O=S1(=O)CCNCCCCCN1,47,69:06901:8:PV-003158881761;69:06903:7:PV-002557582492;69:06904:4:PV-002454097966;
Fc1cc(Cl)cc2c1NCCC2,50,69:06901:8:PV-002753294640;69:06906:5:PV-002753919056;69:06906:7:PV-002402395794;
OC1CCCC12CCOCC2,19,69:06901:8:PV-003158882884;69:06904:2:PV-004490832257;69:06904:2:PV-003159718916;
Oc1ccnc2ccnn12,74,69:06901:8:PV-002753295235;69:06901:8:PV-002753295236;69:06901:9:PV-002753311705;
c1cc2n(n1)NCCC2,36,69:06901:8:PV-002753295311;69:06905:8:PV-003160266556;69:06906:4:PV-002753912267;
Cc1cn2cccc2c(C)n1,31,69:06901:8:PV-003158883929;69:06907:2:PV-003160750108;69:06910:4:PV-003161832659;
CC1CCCn2nccc21,50,69:06901:8:PV-003158884459;69:06901:9:PV-003158937828;69:06902:0:PV-004488595725;
c1nc2c3c(ccc2[nH]1)NCCC3,26,69:06901:8:PV-002753295658;69:06911:8:PV-002754631921;69:06916:7:PV-004503590108;
OC1CC2COC(C2)C1O,32,69:06901:8:PV-003158884781;69:06902:4:PV-003159103363;69:06906:4:PV-003160467724;
Clc1ccc2cncnc2c1,74,69:06901:8:PV-002454043455;69:06904:3:PV-002753632559;69:06905:5:PV-002557618979;
Fc1cc(F)c2ccoc2c1,136,69:06901:8:PV-003158886062;69:06903:3:PV-003159425437;69:06903:4:PV-004490029186;
Oc1ccc2ccoc2c1,148,69:06901:8:PV-003158886563;69:06901:8:PV-002753296412;69:06902:4:PV-002753377007;
CC1CNCCS(=O)(=O)C1,29,69:06901:8:PV-003158887155;69:06902:5:PV-002557557005;69:06904:6:PV-004491315462;
c1n[nH]c2c1CCCCC2,175,69:06901:8:PV-001132559798;69:06901:9:PV-002753313073;69:06902:2:PV-000335093409;
Cc1ncc2c(C)csc2n1,48,69:06901:8:PV-002402295930;69:06907:0:PV-002402403556;69:06907:1:PV-002753998714;
NC1CCNCCC1(F)F,16,69:06901:8:PV-003158889815;69:06908:5:PV-003161206625;69:06914:0:PV-004500792046;
CC1(C)CC(O)c2ccccc21,10,69:06901:8:PV-003158890101;69:06907:4:PV-003160820618;69:06908:0:PV-002505922209;
CN1C=NCC1(C)C,62,69:06901:8:PV-002753297889;69:06902:5:PV-002753394270;69:06902:5:PV-003159119940;
OC1CC2CNCc3cccnc3N2C1,10,69:06901:8:PV-002753297889;69:06904:8:PV-003159926562;69:06915:0:PV-002755056653;
Cc1cc2c(cc1Cl)NCC2,126,69:06901:8:PV-003158890634;69:06902:0:PV-004488610142;69:06902:6:PV-004489235110;
O=c1ccc2cc(F)ccc2[nH]1,38,69:06901:8:PV-002753298265;69:06902:2:PV-003159014220;69:06902:2:PV-003159024834;
O=c1nc[nH]c2cnccc12,87,69:06901:8:PV-002753298648;69:06902:8:PV-002753430786;69:06903:0:PV-002753453779;
Cc1ncc2c3c(sc2n1)CC(C)CC3,27,69:06901:8:PV-002454043873;69:06901:8:PV-002557542756;69:06912:1:PV-002195502961;
Cc1cc2nccn2cc1C,130,69:06901:8:PV-003158893187;69:06902:2:PV-003159048843;69:06903:2:PV-003159365857;
CC1(C)Cn2cccc2C(=O)N1,10,69:06901:8:PV-002753299161;69:06911:6:PV-002754597690;69:06913:4:PV-002754841136;
c1ccc2c(c1)OCc1ccsc1-2,13,69:06901:8:PV-002505794702;69:06906:6:PV-004493285189;69:06910:5:PV-002402475454;
c1cc2cnsc2cn1,25,69:06901:8:PV-003158894132;69:06902:7:PV-003159212846;69:06906:2:PV-002753883065;
OC1CCCNc2ccc(F)cc21,10,69:06901:8:PV-002091797761;69:06903:8:PV-003159589601;69:06937:4:PV-002092527140;
Nc1nccc2ccccc12,8,69:06901:8:PV-002753299737;69:06903:9:PV-002753572766;69:06933:3:PV-002757491327;
C1CC2(CCN1)CCSCC2,49,69:06901:8:PV-002091797858;69:06906:5:PV-003940405342;69:06911:2:PV-004498033172;
O=S1(=O)CCNC1,105,69:06901:8:PV-003158896912;69:06905:0:PV-003159975241;69:06905:1:PV-004491766630;
CC1(C)CCC(=O)c2ccccc21,28,69:06901:8:PV-002753300489;69:06902:8:PV-002753426955;69:06908:6:PV-004495313581;
Nc1cnccc1Cl,84,69:06901:8:PV-002143545550;69:06902:8:PV-002402317367;69:06903:5:PV-002298828526;
CC1CN=CS1,33,69:06901:8:PV-002557543094;69:06903:6:PV-002454080012;69:06905:1:PV-004491663418;
O=S1(=O)Cc2ccoc2C1,176,69:06901:8:PV-003158898771;69:06901:8:PV-003158898772;69:06903:4:PV-003159455054;
Cc1cnc2n1CCC2,32,69:06901:8:PV-003158898967;69:06901:9:PV-003158935549;69:06903:0:PV-003159328960;
C1CN2CCC(C2)N1,37,69:06901:8:PV-002753301802;69:06903:5:PV-002753517765;69:06907:6:PV-002754066784;
Fc1ccc2ccsc2c1,175,69:06901:8:PV-002091798091;69:06902:4:PV-002753384584;69:06902:9:PV-000512187192;
CC1C(=O)Nc2ccccc21,10,69:06901:8:PV-002753302027;69:06904:3:PV-003159752922;69:06913:9:PV-003163054174;
O=c1[nH][nH]c2ncccc12,134,69:06901:8:PV-002753302138;69:06902:1:PV-002753337226;69:06902:4:PV-002753379634;
CC12CCC(C1)C(C)(C)C2,30,69:06901:8:PV-003158901720;69:06903:6:PV-003159498463;69:06905:3:PV-003160091093;
OC1CNCC12CCC2,80,69:06901:8:PV-002753302441;69:06901:8:PV-004488472008;69:06903:7:PV-002753546858;
FC1(F)CNCCCCNC1,69,69:06901:8:PV-002753302523;69:06905:0:PV-003159992568;69:06906:2:PV-004492842341;
CC1(C)CCc2nc[nH]c(=O)c2C1,8,69:06901:8:PV-002091798204;69:06924:6:PV-002558010847;69:06934:8:PV-002757688781;
O=S1(=O)CCCc2cc(Cl)ccc21,11,69:06901:8:PV-003158903048;69:06912:5:PV-002299012611;69:06919:6:PV-003165001844;
O=C1CCOc2ccc(F)cc21,53,69:06901:8:PV-002091798274;69:06902:1:PV-004488793583;69:06906:7:PV-002454144557;
Cc1cnc2cc(C)c(C)cc2n1,26,69:06901:8:PV-002753303081;69:06903:2:PV-002753484571;69:06912:8:PV-002754763714;
O=S1(=O)CCc2cccnc2C1,53,69:06901:8:PV-003158903827;69:06903:6:PV-002753536039;69:06904:4:PV-002753649213;
C1CC2(C1)NCCS2,70,69:06901:8:PV-002753303122;69:06902:1:PV-004488664488;69:06907:8:PV-002754098836;
C1CC2(CCS1)CNC2,36,69:06901:8:PV-002753303261;69:06902:2:PV-002143554190;69:06905:4:PV-002402370586;
O=C1COCc2ncsc21,24,69:06901:8:PV-002753303487;69:06902:4:PV-002753384584;69:06909:7:PV-002754351550;
Oc1cccc2c1CCCNC2,70,69:06901:8:PV-004488352315;69:06903:5:PV-004490132697;69:06904:0:PV-004490641786;
Clc1cnn2c1CNCC2,87,69:06901:8:PV-004488353665;69:06902:5:PV-002753392382;69:06903:3:PV-002143577297;
c1ccc2c(c1)CNCC1(CCC1)O2,29,69:06901:8:PV-004488355049;69:06906:7:PV-002753948147;69:06908:5:PV-002754194711;
Nc1ncc(F)cn1,110,69:06901:8:PV-004488367214;69:06903:2:PV-004489843422;69:06903:4:PV-004490019039;
Cn1cnc2cnc(Cl)nc21,28,69:06901:8:PV-004488371892;69:06908:4:PV-004495119398;69:06914:6:PV-004501367763;
Cn1ncc2c1CC(C)(C)CNC2,19,69:06901:8:PV-004488374764;69:06909:0:PV-002454192251;69:06910:3:PV-003161813726;
Cc1ccc2c(c1)CCCCO2,8,69:06901:8:PV-004488377161;69:06907:9:PV-004494558225;69:06923:8:PV-003166446904;
O=C1NCCCCC1(F)F,67,69:06901:8:PV-004488389274;69:06902:3:PV-002753367593;69:06904:6:PV-003159852779;
CC1(C)Cc2cnc(Cl)nc2C1,52,69:06901:8:PV-004488392386;69:06905:2:PV-004491889200;69:06906:6:PV-004493285365;
NC1CC2OCCCC12,150,69:06901:8:PV-004488401997;69:06902:3:PV-004488877816;69:06902:8:PV-004489428406;
c1cnc2c(c1)C1(CCC2)OCCO1,18,69:06901:8:PV-004488428087;69:06906:9:PV-004493659655;69:06907:4:PV-004494030819;
C1=CNCCC1,66,69:06901:8:PV-004488436146;69:06907:9:PV-002195415532;69:06908:7:PV-002754211839;
C1CC2CC(C1)N2,12,69:06901:8:PV-004488444127;69:06924:5:PV-004511420479;69:06928:3:PV-004515399115;
FC12COC(C1)C2,80,69:06901:8:PV-004488444695;69:06902:3:PV-004488941452;69:06907:5:PV-004494185230;
OC1CNC2COCC12,7,69:06901:8:PV-004488454613;69:06907:8:PV-003160959606;69:06907:8:PV-004494484262;
FC1(F)C2CNCC1C2,12,69:06901:8:PV-004488464904;69:06903:5:PV-002753525146;69:06904:8:PV-003159912020;
CC1=CCCC(C)(C)C1,333,69:06901:8:PV-003158905402;69:06903:0:PV-003159306018;69:06903:2:PV-003159379705;
C1=CCOC1,1,69:06901:8:PV-002753303821;
Cc1cccc2c1OCC2=O,8,69:06901:8:PV-002753304118;69:06908:2:PV-003940564441;69:06920:1:PV-002755730096;
FC12CCOCC1CNC2,64,69:06901:8:PV-003158906731;69:06902:6:PV-003159175189;69:06903:8:PV-003159570533;
Clc1ccc2cccnc2c1Cl,32,69:06901:8:PV-002753304271;69:06902:1:PV-002753342609;69:06904:9:PV-002753711919;
C1CC2CC1NN2,1,69:06901:8:PV-002143546116;
Nc1cncc(Cl)c1,109,69:06901:8:PV-003158908464;69:06902:9:PV-004489462125;69:06902:9:PV-003159282897;
CC1CCNCC1(C)O,191,69:06901:8:PV-003158908510;69:06901:8:PV-003158908511;69:06902:3:PV-004488843229;
c1ccc2c(c1)C1CCC2N1,14,69:06901:8:PV-002753304946;69:06902:8:PV-004489339477;69:06908:2:PV-003161085165;
Cc1csc2ncn(C)c(=O)c12,13,69:06901:9:PV-003158909608;69:06933:6:PV-004520767040;69:06938:9:PV-003171614957;
CN1C(C)(C)CCS1(=O)=O,134,69:06901:9:PV-003158909816;69:06902:3:PV-002350556996;69:06903:7:PV-002195329284;
c1ccc2c(c1)Cc1ccccc1S2,3,69:06901:9:PV-003158910390;69:06901:9:PV-002753305559;69:06916:1:PV-004502926133;
O=C1CC2(CCNCC2)CCN1,22,69:06901:9:PV-003158910455;69:06905:2:PV-002753750397;69:06917:0:PV-003164118972;
C1CC2CCC1NO2,27,69:06901:9:PV-002143546338;69:06909:6:PV-002754336673;69:06910:9:PV-002505981863;
C1CC2(CN1)OCCO2,64,69:06901:9:PV-002753306031;69:06903:1:PV-003159348608;69:06904:5:PV-002753653769;
CC1Nc2ccccc2SC1C,9,69:06901:9:PV-002143546376;69:06911:3:PV-002402490554;69:06913:8:PV-004500645249;
Fc1ccc2c(c1)OCCNC2,115,69:06901:9:PV-002753306101;69:06903:3:PV-003159403764;69:06904:2:PV-002753613223;
Cc1cc2n(n1)C(C)CCC2,40,69:06901:9:PV-003158912346;69:06901:9:PV-003158912347;69:06901:9:PV-003158912348;
CC1(C)CNCCS1(=O)=O,92,69:06901:9:PV-003158916786;69:06903:4:PV-003159450859;69:06905:1:PV-003160012929;
CC1CCNS1(=O)=O,12,69:06901:9:PV-003158916861;69:06906:4:PV-003160458717;69:06924:0:PV-004510998321;
Cc1c(F)ccc2c1NCCC2,51,69:06901:9:PV-002753308217;69:06905:2:PV-003160062992;69:06905:6:PV-003160188073;
C1CC2CNCC1O2,98,69:06901:9:PV-002753308488;69:06903:1:PV-003159336320;69:06903:9:PV-003940162393;
O=C1NCc2ccccc21,163,69:06901:9:PV-002753308515;69:06902:6:PV-002454060842;69:06904:7:PV-003159874470;
Cc1ccc2c(c1)CC(C)C2,44,69:06901:9:PV-003158918726;69:06902:5:PV-003159169123;69:06903:9:PV-003159626454;
CC1CC(C)(C)c2ccccc21,63,69:06901:9:PV-002753308909;69:06902:3:PV-002753366179;69:06902:6:PV-002298810440;
O=C1CNC2CCCCC2N1,30,69:06901:9:PV-002753308966;69:06909:1:PV-002298944654;69:06909:6:PV-002754330473;
Oc1cccc2c1CCCCN2,17,69:06901:9:PV-002753309413;69:06907:0:PV-002753986380;69:06931:0:PV-002757183228;
Cc1ccc2sncc2c1,114,69:06901:9:PV-002143546959;69:06902:0:PV-003158977898;69:06902:0:PV-003158977899;
C1CCC2(C1)CCCOC2,99,69:06901:9:PV-002753309789;69:06902:4:PV-004489013368;69:06902:8:PV-002753433860;
O=C1CSc2ncccc2N1,98,69:06901:9:PV-002753309857;69:06902:2:PV-002753346636;69:06902:2:PV-002753352731;
O=C1C=CCCN1,20,69:06901:9:PV-003158922283;69:06914:5:PV-003163244549;69:06925:6:PV-003167049971;
Cn1ncnc1N,56,69:06901:9:PV-002753310059;69:06907:8:PV-003160943217;69:06909:1:PV-003161413339;
Cc1cc(Cl)c2ccccc2n1,65,69:06901:9:PV-003158922771;69:06902:9:PV-004489581117;69:06904:2:PV-003159731173;
Cn1cc(F)c(=O)[nH]c1=O,9,69:06901:9:PV-003158923659;69:06925:4:PV-002756444967;69:06933:9:PV-003942952158;
CC1(C)CCNCCO1,65,69:06901:9:PV-002557544593;69:06901:9:PV-002753316417;69:06903:7:PV-002753551348;
C1=CCNCCC1,12,69:06901:9:PV-003158924319;69:06913:3:PV-003162828374;69:06918:9:PV-003164757806;
c1ncc2c(n1)NCCO2,7,69:06901:9:PV-002753311018;69:06911:5:PV-002754587013;69:06931:2:PV-002757217098;
O=c1[nH]cnn2c(Cl)ccc12,19,69:06901:9:PV-003158924795;69:06904:7:PV-003159880673;69:06909:2:PV-003161444595;
C1CC2NCCSC2C1,35,69:06901:9:PV-002350547992;69:06905:1:PV-004491688878;69:06914:3:PV-003163186361;
C1CCC2(CCCC2)NC1,73,69:06901:9:PV-002753311841;69:06902:9:PV-004489460651;69:06904:3:PV-002753633790;
CC1CN2CCCCC2CN1,45,69:06901:9:PV-003158927805;69:06902:2:PV-002298802424;69:06907:6:PV-003160869262;
NC1CCNc2cc(F)ccc21,19,69:06901:9:PV-002753312375;69:06907:4:PV-002754042060;69:06921:3:PV-002755891813;
Cc1cn(C)nn1,89,69:06901:9:PV-003158929755;69:06902:2:PV-002143552999;69:06904:9:PV-004491609404;
c1nc2c(s1)CSCC2,17,69:06901:9:PV-003158930564;69:06908:5:PV-003161178681;69:06914:0:PV-003163081142;
Cc1ccc2cccc(Cl)c2n1,75,69:06901:9:PV-002247046169;69:06903:8:PV-002505836007;69:06905:3:PV-002753758210;
C1CC2(CCSCC2)N1,20,69:06901:9:PV-003158933266;69:06905:7:PV-004492283354;69:06921:0:PV-003165484948;
CN1C=NCCC1,67,69:06901:9:PV-003158933267;69:06903:6:PV-002753531406;69:06908:0:PV-002754125406;
O=C1CCc2ccc(F)cc2N1,81,69:06901:9:PV-003158933296;69:06902:7:PV-002402315581;69:06903:1:PV-002143572644;
CC1CNCCc2ccc(O)cc21,27,69:06901:9:PV-003158933690;69:06907:1:PV-004493811229;69:06911:9:PV-002754649319;
O=S1(=O)CCC2(CNCCO2)C1,28,69:06901:9:PV-002091800101;69:06905:8:PV-002753826669;69:06911:0:PV-002754526823;
c1ccc2c(c1)CNCc1ccccc1-2,10,69:06901:9:PV-002753314844;69:06914:4:PV-003163233616;69:06916:0:PV-002755192296;
O=C1CCNC2CCNCC2N1,96,69:06901:9:PV-003158934981;69:06902:0:PV-003158962523;69:06903:1:PV-003159335164;
CC1(C)CC(N)C1,42,69:06901:9:PV-003158936456;69:06906:2:PV-003160402402;69:06910:2:PV-003161790541;
Oc1ccc2c(n1)CCNC2,46,69:06901:9:PV-003158937264;69:06905:0:PV-003159971791;69:06905:7:PV-004492379743;
C1CC2(C1)CNCC1(CCC1)O2,38,69:06901:9:PV-002753316206;69:06911:9:PV-002506002430;69:06912:6:PV-003162599579;
NC1CC2(CCCCC2)C1,70,69:06901:9:PV-003158938560;69:06902:5:PV-003159160375;69:06902:9:PV-004489572828;
Fc1ccc2c(c1F)CCC2,79,69:06901:9:PV-003158938813;69:06903:1:PV-002753467689;69:06903:6:PV-002091834464;
O=C1CCOC2(CCNCC2)C1,23,69:06901:9:PV-002753317016;69:06906:2:PV-002753888514;69:06907:4:PV-003160807805;
O=S1(=O)CCC2(CC1)CNC2,60,69:06901:9:PV-002753317422;69:06903:3:PV-002753496131;69:06903:7:PV-002753553222;
c1cnc2c(c1)NCCCC2,49,69:06901:9:PV-003158941625;69:06907:7:PV-003160931703;69:06908:3:PV-003161129003;
c1ccc2c(c1)CCCC21CCCNC1,38,69:06901:9:PV-002505797546;69:06902:0:PV-004488606997;69:06903:4:PV-004490011805;
C1CC2CNC2C1,53,69:06901:9:PV-002753318334;69:06904:7:PV-003159886522;69:06906:4:PV-003160453767;
Cc1nc2c3c(ccc2[nH]1)NCCC3,17,69:06901:9:PV-002753318388;69:06909:9:PV-002754372489;69:06911:4:PV-003162203628;
CN1CCNC(C)(C)C1=O,98,69:06901:9:PV-002753318807;69:06902:3:PV-003159056935;69:06903:1:PV-002753470334;
NC12CCCC1(F)CNC2,84,69:06901:9:PV-003158944639;69:06906:0:PV-004492584225;69:06911:7:PV-004498387265;
OC1CNOC1,49,69:06901:9:PV-002753319008;69:06902:4:PV-002753373092;69:06905:8:PV-002753835055;
CC1(C)CCc2sccc2C1,176,69:06901:9:PV-003158945168;69:06903:1:PV-003159358627;69:06904:1:PV-003159670065;
c1ccc2c(c1)nc1n2CCN1,25,69:06901:9:PV-002753319705;69:06902:7:PV-003940047325;69:06903:7:PV-004490297824;
CC1CC(C)n2ncnc2N1,20,69:06901:9:PV-003158947450;69:06907:4:PV-004494120518;69:06907:8:PV-003160949990;
CN1CC2(CNC2)C1,41,69:06901:9:PV-002753320401;69:06904:7:PV-003159902670;69:06905:9:PV-004492536454;
CC1CCNC2(CC2)C1,49,69:06901:9:PV-002753320685;69:06903:0:PV-002753453886;69:06903:4:PV-002753515420;
Cc1ncc2cc(C)sc2n1,37,69:06901:9:PV-003158949534;69:06903:8:PV-002753562087;69:06904:0:PV-004490604608;
Cc1ccc(C)n1N,49,69:06901:9:PV-003158949961;69:06903:2:PV-003159359578;69:06905:9:PV-003160306234;
O=C1CCCC2CNCC2N1,26,69:06901:9:PV-002753320943;69:06902:9:PV-002091820605;69:06906:5:PV-004493088385;
O=c1[nH]nc2[nH]cccc1-2,70,69:06901:9:PV-003158950601;69:06902:5:PV-003159125078;69:06905:6:PV-003160187024;
c1ccc2c(c1)NCC21CCCC1,36,69:06902:0:PV-002402299567;69:06910:2:PV-002754417510;69:06913:6:PV-002402539324;
O=S1(=O)CCOCC1,55,69:06902:0:PV-002753321468;69:06907:2:PV-002298905159;69:06908:2:PV-002754152134;
CC1(C)CCCCC12OCCO2,13,69:06902:0:PV-002753322289;69:06917:8:PV-004504723210;69:06925:5:PV-002756450404;
Oc1cnc2cc(F)ccc2c1,96,69:06902:0:PV-002753322617;69:06902:0:PV-002753322618;69:06902:0:PV-002753322619;
c1nnc2n1CCOCC2,20,69:06902:0:PV-003158955766;69:06904:9:PV-004491627252;69:06918:4:PV-003164588440;
c1ccc2c3c(oc2c1)CCNC3,52,69:06902:0:PV-002753323068;69:06903:5:PV-002753527152;69:06903:6:PV-002753532517;
Oc1cccc2sccc12,223,69:06902:0:PV-003158957869;69:06902:6:PV-004489161376;69:06903:5:PV-002753521640;
CC1CCN(C)CCN1,44,69:06902:0:PV-004488531095;69:06902:8:PV-004489344413;69:06904:3:PV-003159763268;
Cn1ccc2c(c1=O)CCNC2,139,69:06902:0:PV-004488536805;69:06902:7:PV-004489288272;69:06902:9:PV-004489590133;
C1COCCC2(C1)CCN2,32,69:06902:0:PV-004488549472;69:06903:9:PV-003159634757;69:06906:1:PV-004492794643;
c1cnc2[nH]ncc2n1,86,69:06902:0:PV-004488593591;69:06905:6:PV-002753800911;69:06905:8:PV-002753828988;
FC1=CCCCc2ccccc2C1,10,69:06902:0:PV-004488594473;69:06906:2:PV-002753888207;69:06913:3:PV-002754838294;
Clc1n[nH]c2ccccc12,157,69:06902:0:PV-004488595303;69:06902:3:PV-004488882398;69:06902:4:PV-004489005757;
CC1N=CN2CCCC12,34,69:06902:0:PV-004488595757;69:06906:5:PV-004493093302;69:06911:2:PV-004498033753;
FC1(F)CC12CNCCOC2,20,69:06902:0:PV-004488600703;69:06902:8:PV-003159233767;69:06906:8:PV-004493482772;
FC1(F)CCNCC12CCOC2,15,69:06902:0:PV-004488618017;69:06913:0:PV-002195521616;69:06918:0:PV-002755452559;
c1noc2c1CSCC2,66,69:06902:0:PV-004488618275;69:06905:7:PV-002753815629;69:06905:8:PV-003160257902;
O=S1(=O)CC2(CCCC2)CN1,13,69:06902:0:PV-004488623620;69:06910:8:PV-002754495924;69:06927:7:PV-004514709465;
