fragment_smiles,occurences,example_ligands
C1=Cc2ccccc2C1,296,37:03700:2:PV-002897965465;37:03700:8:PV-002898169710;37:03701:9:PV-002898532429;
C1CCC2=C(C1)CCCO2,23,37:03700:2:PV-003532106123;37:03700:7:PV-003532507273;37:03701:2:PV-003532936529;
Nc1nc2ccccn2n1,117,37:03700:2:PV-002897965541;37:03700:7:PV-002898124169;37:03701:2:PV-002898306781;
O=S1CCCC1,173,37:03700:2:PV-002897965541;37:03700:3:PV-002372888043;37:03700:6:PV-002372902621;
CC1CCN2C=NCC2C1,346,37:03700:2:PV-003532106291;37:03700:2:PV-003532117664;37:03700:2:PV-003532153953;
C1CNCC2(C1)CCSC2,108,37:03700:2:PV-003532106483;37:03702:3:PV-005602059506;37:03703:0:PV-002580014839;
Cc1cc(F)ccc1F,999,37:03700:2:PV-002114129095;37:03700:6:PV-001641146759;37:03700:7:PV-005597958916;
N=S1(=O)CCc2ccccc21,112,37:03700:2:PV-002476375587;37:03700:4:PV-002217636790;37:03703:7:PV-002269551246;
Cn1ccc2ccsc21,380,37:03700:2:PV-003532106758;37:03700:7:PV-002898123685;37:03700:9:PV-002898215095;
c1cnc2cncnc2c1,276,37:03700:2:PV-002897965729;37:03700:3:PV-003532230864;37:03700:4:PV-005597196830;
Cc1nc2c(C)cccn2n1,89,37:03700:2:PV-002897965832;37:03702:7:PV-003534222547;37:03703:6:PV-003534983395;
CC1CCNCCC1(F)F,125,37:03700:2:PV-002897965845;37:03700:6:PV-002898092837;37:03701:0:PV-002898237046;
NC1CCOC2(CCC2)C1,56,37:03700:2:PV-003532107281;37:03700:7:PV-003532571972;37:03703:3:PV-002898967012;
O=c1[nH]nn[nH]1,324,37:03700:2:PV-002897965926;37:03700:5:PV-003532367278;37:03700:5:PV-003532367279;
Cc1cncnc1O,287,37:03700:2:PV-002897966078;37:03701:1:PV-003532909195;37:03701:5:PV-003533246472;
Fc1ccc2c(c1)OCCNC2,87,37:03700:2:PV-002269375837;37:03702:4:PV-002269485896;37:03702:4:PV-002898697290;
CC12CCC(C1)C2,81,37:03700:2:PV-003532107742;37:03702:1:PV-002898583647;37:03703:1:PV-003534537400;
Fc1cccc2c1OCCCC2,47,37:03700:2:PV-002217624758;37:03701:3:PV-003533076605;37:03701:3:PV-003533076607;
Cc1cc(C)c2c(c1)NCCO2,87,37:03700:2:PV-002424628836;37:03702:4:PV-002528231962;37:03702:6:PV-003534118295;
OC1CCNC2(CCC2)C1,127,37:03700:2:PV-003532108994;37:03702:1:PV-002898600248;37:03702:6:PV-002217746321;
CN1C(=O)CNC2CC21,158,37:03700:2:PV-003532109200;37:03700:7:PV-003532547336;37:03700:9:PV-004041413615;
O=S1(=O)CCCCC12CCOCC2,49,37:03700:2:PV-002897966697;37:03708:4:PV-003539013206;37:03713:9:PV-002477068452;
CC1CCN(C)CC1,469,37:03700:2:PV-002897966875;37:03700:4:PV-002898049531;37:03700:6:PV-003532421013;
Cc1nccc(O)c1Cl,321,37:03700:2:PV-003532109809;37:03700:3:PV-003532215444;37:03701:8:PV-003533501553;
O=c1cc2ccccc2n[nH]1,53,37:03700:2:PV-002897966989;37:03701:9:PV-002898516487;37:03702:4:PV-002898692820;
C=C1Cn2cnnc2S1,135,37:03700:2:PV-002897967088;37:03700:8:PV-005598315772;37:03701:1:PV-003532835812;
CC1CCC(C)(C)CN1,451,37:03700:2:PV-002897967266;37:03700:6:PV-002898092051;37:03700:6:PV-003532462702;
O=C1CCCc2ccncc21,59,37:03700:2:PV-002897967454;37:03700:9:PV-003532667799;37:03702:6:PV-002898754922;
CC1CC(=O)c2cccnc2C1,19,37:03700:2:PV-003532111504;37:03707:4:PV-003538176047;37:03715:8:PV-003545301177;
Nc1ncnc2sccc12,130,37:03700:2:PV-002897967718;37:03700:9:PV-002898185240;37:03704:0:PV-005606281753;
Cc1csc(=O)[nH]1,509,37:03700:2:PV-002579873309;37:03700:3:PV-002476382986;37:03700:3:PV-002528130124;
c1cn2c(n1)CCCCC2,400,37:03700:2:PV-002321127051;37:03700:2:PV-002897980225;37:03700:3:PV-005596915934;
CC1CCNC2(CC2)C1,169,37:03700:2:PV-002897967964;37:03701:9:PV-005601057463;37:03704:4:PV-005607282738;
O=c1[nH]nnc2c(Cl)cccc12,40,37:03700:2:PV-002114129455;37:03707:6:PV-002114503330;37:03708:5:PV-002900681813;
Cn1ncc2ccccc21,1574,37:03700:2:PV-002897968130;37:03700:2:PV-002897969315;37:03700:2:PV-002897983102;
O=c1cnc2c(F)cccc2[nH]1,52,37:03700:2:PV-002897968173;37:03700:5:PV-002898060625;37:03700:6:PV-002898095825;
O=C1CNN1,100,37:03700:2:PV-002897968240;37:03703:1:PV-002898911074;37:03703:1:PV-003534574079;
CC1CC(F)CN1,65,37:03700:2:PV-003532113621;37:03701:4:PV-003533153276;37:03704:9:PV-005608429246;
Cn1ccc2[nH]ccc21,275,37:03700:2:PV-002897968490;37:03700:7:PV-002898137251;37:03700:9:PV-002898194005;
CN1C(=O)CCc2ccccc21,172,37:03700:2:PV-003532113935;37:03700:9:PV-002898215708;37:03701:0:PV-003532800690;
Cn1nnc2c1CCCC2,366,37:03700:2:PV-002897968534;37:03700:3:PV-002898016503;37:03700:5:PV-002898082240;
CN1CCC2(CCCN2)CC1,50,37:03700:2:PV-002476375997;37:03700:5:PV-002165892913;37:03702:8:PV-002476504888;
CC1(C)CCNCC(C)(C)C1,324,37:03700:2:PV-002897968747;37:03701:1:PV-003532880084;37:03701:1:PV-002898275972;
OC1COc2ccccc2C1,225,37:03700:2:PV-003532114787;37:03700:5:PV-003532332724;37:03700:5:PV-003532346731;
Clc1cc(Cl)c2c(c1)CCO2,150,37:03700:2:PV-002897968980;37:03701:0:PV-002898246271;37:03703:7:PV-002899118630;
Cc1ccc2ocnc2c1,148,37:03700:2:PV-003532115548;37:03700:4:PV-002898049013;37:03700:5:PV-003532386489;
Cc1cc(C)nnn1,39,37:03700:2:PV-002897969266;37:03700:8:PV-003532651775;37:03702:6:PV-003534132454;
O=c1cc(O)cco1,555,37:03700:2:PV-002897969342;37:03700:3:PV-002898016660;37:03700:4:PV-003532261022;
O=c1[nH]ccc2ccncc12,166,37:03700:2:PV-003532116350;37:03700:2:PV-003532148613;37:03700:4:PV-002898036900;
CC1CNc2ccccc21,323,37:03700:2:PV-002897969498;37:03700:4:PV-003532244565;37:03700:8:PV-002898171159;
FC1(F)CCC2CC21,1685,37:03700:2:PV-003532116655;37:03700:3:PV-003532185701;37:03700:3:PV-003532190426;
Nc1nccc(Cl)n1,304,37:03700:2:PV-002897969893;37:03700:3:PV-002897999153;37:03700:3:PV-002321132779;
O=c1[nH]c2ccccc2s1,540,37:03700:2:PV-002897969893;37:03700:3:PV-002898002070;37:03700:6:PV-002898093460;
Cc1cn(C)nn1,520,37:03700:2:PV-002217625366;37:03700:8:PV-002114158346;37:03701:0:PV-003532771797;
CC1CCCC(O)C1,233,37:03700:2:PV-002897970402;37:03700:6:PV-002424650043;37:03701:3:PV-003533040861;
c1ncncn1,415,37:03700:2:PV-002217625431;37:03700:3:PV-002898016838;37:03700:4:PV-002165890061;
O=C1COC2(CCNC2)C1,45,37:03700:2:PV-003532119916;37:03706:4:PV-003537325752;37:03706:5:PV-003537389096;
CC1(C)CC2CCNC21,105,37:03700:2:PV-003532120055;37:03702:1:PV-003533744767;37:03702:3:PV-003533921536;
CC1(C)CNCC(C)(C)C1,429,37:03700:2:PV-003532121130;37:03700:5:PV-002528139671;37:03700:6:PV-003532480057;
CC1(C)CCCS1,408,37:03700:2:PV-002217625552;37:03700:2:PV-002897971407;37:03700:2:PV-002269376641;
CC1(C)CCCC(C)(C)O1,221,37:03700:2:PV-002897971713;37:03700:5:PV-003532391226;37:03702:9:PV-002898853969;
O=C1CCC2(CCNCC2)N1,116,37:03700:2:PV-003532122288;37:03700:2:PV-002476376593;37:03700:6:PV-003532409492;
CC1(C)COC1,1636,37:03700:2:PV-003532122372;37:03700:2:PV-005596857493;37:03700:3:PV-003532210529;
Cc1cccc(N)n1,679,37:03700:2:PV-003532122782;37:03700:3:PV-003532174428;37:03700:3:PV-003532174429;
O=c1[nH]ccc2nccn12,127,37:03700:2:PV-002897972034;37:03700:9:PV-002898202316;37:03701:7:PV-002898447461;
CC1(C)CC(C)(C)CC2(CCN2)C1,65,37:03700:2:PV-002897972239;37:03700:7:PV-003532546173;37:03700:8:PV-002898153570;
c1ncc2occc2n1,175,37:03700:2:PV-003532123753;37:03700:5:PV-003532344976;37:03701:4:PV-002898373302;
c1cc2cnccn2c1,406,37:03700:2:PV-003532124344;37:03701:0:PV-002898239838;37:03701:4:PV-005599772174;
c1cnc2c(c1)CNCCO2,76,37:03700:2:PV-002321127766;37:03702:2:PV-003533820219;37:03702:3:PV-002165983958;
Cc1nc2cccnc2o1,47,37:03700:2:PV-003532124417;37:03700:5:PV-005597435585;37:03702:1:PV-003533754373;
C1CC2NC1CC1CC12,236,37:03700:2:PV-003532124530;37:03700:7:PV-003532497378;37:03702:1:PV-003533730223;
Cn1ccc(N)c1,260,37:03700:2:PV-003532124657;37:03700:6:PV-003532478269;37:03700:7:PV-003532578846;
c1cn2cncc2s1,589,37:03700:2:PV-003532124733;37:03700:4:PV-005597268873;37:03700:5:PV-001638388409;
Oc1ccc(Cl)c(Cl)c1,239,37:03700:2:PV-002897972705;37:03700:2:PV-002897979412;37:03700:8:PV-002898151385;
OC1C2COC1CN2,183,37:03700:2:PV-002897972838;37:03701:1:PV-003532838590;37:03701:1:PV-003532838591;
CC1(C)CC2(CNCCO2)CO1,32,37:03700:2:PV-004041246947;37:03706:4:PV-003537355290;37:03708:9:PV-002218063664;
c1ccc2c(c1)NCCCN2,31,37:03700:2:PV-003532126366;37:03706:3:PV-005611981882;37:03706:4:PV-003537353574;
FC(F)=C1CCCCC1,303,37:03700:2:PV-003532126399;37:03700:3:PV-002898010280;37:03701:7:PV-002898461462;
Fc1cnc2ccccn12,135,37:03700:2:PV-003532127341;37:03700:4:PV-002898037990;37:03702:0:PV-003533607215;
O=c1[nH][nH]c2ncccc12,188,37:03700:2:PV-002897973732;37:03700:2:PV-003532127475;37:03700:2:PV-003532127476;
Oc1nc2c([nH]1)CCCC2,78,37:03700:2:PV-003532128043;37:03700:2:PV-003532137605;37:03700:2:PV-002897977707;
Cn1cnc2ncccc21,52,37:03700:2:PV-003532128066;37:03704:2:PV-005606785485;37:03705:1:PV-003536266806;
Cc1cn2c(n1)CCCC2,825,37:03700:2:PV-005596721890;37:03700:2:PV-005596822478;37:03700:3:PV-005597099614;
C1CCC2(CC1)COC2,147,37:03700:2:PV-005596724772;37:03703:3:PV-002528280340;37:03703:3:PV-005604673919;
CC1CNCC(C)N1,948,37:03700:2:PV-005596731883;37:03700:2:PV-002217626604;37:03700:2:PV-002897982679;
Fc1ccc2c(c1)CCCS2,53,37:03700:2:PV-005596735655;37:03700:5:PV-003532363697;37:03708:1:PV-003538805365;
NC1COc2ccccc21,76,37:03700:2:PV-005596736070;37:03701:4:PV-005599788285;37:03702:2:PV-005601834057;
O=c1[nH]cnc2ccsc12,204,37:03700:2:PV-005596741271;37:03701:2:PV-003532936203;37:03701:7:PV-002898455688;
O=S1(=O)CCC2(CCCN2)C1,56,37:03700:2:PV-005596743138;37:03703:8:PV-002899152188;37:03705:3:PV-003536409343;
OC1CCNC12CC2,96,37:03700:2:PV-005596747542;37:03700:8:PV-002898160415;37:03701:7:PV-005600600655;
Clc1cn2ccccc2n1,386,37:03700:2:PV-005596748077;37:03700:7:PV-002476402287;37:03700:9:PV-003532754183;
CC1(C)CNCc2ccccc21,118,37:03700:2:PV-005596761284;37:03702:5:PV-002372999231;37:03702:8:PV-002898805606;
c1ncc2ccsc2n1,1064,37:03700:2:PV-005596761284;37:03700:2:PV-003532139287;37:03700:2:PV-002372884723;
O=c1[nH]ccn2nccc12,1016,37:03700:2:PV-005596761491;37:03700:2:PV-002897977211;37:03700:4:PV-005597336896;
CC1CNCCSC1,238,37:03700:2:PV-005596763135;37:03700:5:PV-005597378456;37:03702:8:PV-005603187203;
c1[nH]nc2c1COC2,260,37:03700:2:PV-005596764977;37:03700:7:PV-005598045607;37:03701:1:PV-005598958104;
CN1CCNCC1=O,665,37:03700:2:PV-005596768329;37:03700:5:PV-002579890713;37:03700:6:PV-001624924428;
Cc1cnc2ccnn2c1,950,37:03700:2:PV-005596780568;37:03700:3:PV-003532164925;37:03700:3:PV-005596879366;
O=C1NCCc2ccccc21,1027,37:03700:2:PV-005596784378;37:03700:3:PV-002897998728;37:03700:6:PV-005597749498;
Cc1ccc2c(c1C)CCC2,333,37:03700:2:PV-005596793236;37:03700:3:PV-005597133108;37:03700:4:PV-005597241983;
FC1(F)C2CNCC21,222,37:03700:2:PV-005596803650;37:03700:4:PV-005597246186;37:03700:4:PV-005597266342;
O=S1(=O)CC2CC1CN2,178,37:03700:2:PV-005596806450;37:03700:4:PV-002898032011;37:03700:6:PV-002898115872;
O=C1CCNCCCCCN1,34,37:03700:2:PV-005596810638;37:03702:9:PV-003534391394;37:03707:1:PV-003537909408;
Cc1cc(C)c(C)s1,271,37:03700:2:PV-005596811480;37:03700:6:PV-003532427068;37:03700:8:PV-005598296934;
CN1CCC=N1,171,37:03700:2:PV-005596815340;37:03700:4:PV-003532314060;37:03702:0:PV-003533626632;
OC1CCSCC1,768,37:03700:2:PV-005596817008;37:03700:3:PV-002897986878;37:03700:4:PV-003532297920;
Clc1ncnc2[nH]ccc12,159,37:03700:2:PV-005596827837;37:03700:7:PV-005597910288;37:03702:3:PV-005602051339;
C1CC2(CCN1)CCOC2,341,37:03700:2:PV-005596831065;37:03700:9:PV-005598577209;37:03701:2:PV-003532993944;
c1cnc2c(c1)CNC2,672,37:03700:2:PV-005596836147;37:03700:4:PV-002321134763;37:03700:5:PV-005597657389;
C1CCC2(C1)CCN2,209,37:03700:2:PV-005596838607;37:03700:4:PV-002269384832;37:03700:8:PV-005598445816;
O=C1NCCCn2nccc21,278,37:03700:2:PV-005596846837;37:03700:8:PV-005598211277;37:03700:8:PV-005598211278;
Fc1cc(F)c2c(c1)CCN2,166,37:03700:2:PV-005596852032;37:03700:9:PV-003532728548;37:03701:3:PV-003533015772;
Oc1ccc(Cl)cn1,1374,37:03700:2:PV-005596855097;37:03700:3:PV-005597025143;37:03700:4:PV-005597262480;
Cc1ccncc1F,1341,37:03700:2:PV-005596862393;37:03700:2:PV-002897975895;37:03700:3:PV-002897997232;
Fc1cnc2c(c1)OCCN2,163,37:03700:2:PV-005596862393;37:03700:7:PV-005597955191;37:03701:7:PV-005600452911;
O=C1COCc2ncsc21,32,37:03700:2:PV-005596864905;37:03703:1:PV-002898923080;37:03704:1:PV-005606582200;
O=C1CC2(CCCCC2)C1,33,37:03700:2:PV-005596865053;37:03702:5:PV-003534075451;37:03706:3:PV-002899948094;
c1cnc2scnc2n1,185,37:03700:2:PV-005596865667;37:03700:4:PV-005597234791;37:03700:9:PV-002898192480;
C=C1CCC(C)(C)CC1,64,37:03700:2:PV-005596867255;37:03701:1:PV-003532867912;37:03701:6:PV-003533286832;
Oc1ccc2c(c1)OCCN2,59,37:03700:2:PV-005596870126;37:03700:7:PV-005597936143;37:03702:2:PV-005601855424;
Cc1ccc2c(c1)N(C)CCN2,109,37:03700:2:PV-005596870527;37:03700:7:PV-005598120260;37:03700:8:PV-002898159427;
C1CC2CC(C1)N2,130,37:03700:2:PV-005596870527;37:03701:8:PV-005600895085;37:03702:8:PV-005603330452;
O=C1CC2CCC1C2,327,37:03700:2:PV-005596870873;37:03700:4:PV-003532263485;37:03700:4:PV-003532263486;
OC1CCCCC12CCCC2,41,37:03700:2:PV-005596876125;37:03708:0:PV-003538709477;37:03713:9:PV-003543636610;
Cn1ncc2c1CCCC2,273,37:03700:2:PV-003532128714;37:03700:5:PV-001923440070;37:03700:6:PV-005597679100;
Cc1nc2c(F)cccc2s1,123,37:03700:2:PV-002424630091;37:03701:2:PV-003532976385;37:03703:4:PV-002476538827;
Cc1ccc(C)nn1,988,37:03700:2:PV-002321128048;37:03700:3:PV-002898003495;37:03700:4:PV-001992818794;
O=C1NCCCC12CNC2,51,37:03700:2:PV-002897974422;37:03701:0:PV-003532764816;37:03704:7:PV-003535932201;
c1cc2ccsc2[nH]1,388,37:03700:2:PV-002372884137;37:03700:7:PV-002898121943;37:03700:7:PV-002898122487;
CC1CCCC1O,425,37:03700:2:PV-002897974563;37:03700:3:PV-003532234866;37:03700:7:PV-003532546499;
Oc1cc2ccccn2n1,68,37:03700:2:PV-003532129634;37:03701:3:PV-003533065262;37:03703:7:PV-003535095450;
Clc1ccc2c(c1)NCC2,393,37:03700:2:PV-002579874367;37:03700:3:PV-002897992723;37:03700:5:PV-002898076907;
Cc1n[nH]c(C)n1,468,37:03700:2:PV-002897974857;37:03700:9:PV-002579909456;37:03701:0:PV-003532797971;
Cc1nsc2cn[nH]c(=O)c12,22,37:03700:2:PV-002897975081;37:03701:8:PV-002898487804;37:03702:2:PV-005601799469;
Cc1cc(N)[nH]n1,252,37:03700:2:PV-002897975197;37:03700:4:PV-002898028022;37:03700:4:PV-002898028023;
CC1(C)CCC(F)(F)CC1,143,37:03700:2:PV-002114130552;37:03700:3:PV-002165880389;37:03701:3:PV-003533045275;
CN1CC2CC1C2,49,37:03700:2:PV-002897975407;37:03701:7:PV-005600495379;37:03704:2:PV-005606686105;
Clc1nsc2ccccc12,43,37:03700:2:PV-002897975578;37:03700:4:PV-002898028378;37:03700:8:PV-002898152686;
C1CCC2CCNC2CC1,101,37:03700:2:PV-002897975756;37:03702:4:PV-003533974678;37:03704:9:PV-003536049148;
Cc1ccn2ccnc2n1,50,37:03700:2:PV-003532132597;37:03701:5:PV-003533230886;37:03701:5:PV-005600149335;
OC1CSC1,179,37:03700:2:PV-003532133184;37:03700:5:PV-003532346336;37:03700:8:PV-003532604879;
CC1(O)CC2CCC1C2,762,37:03700:2:PV-003532133325;37:03700:3:PV-003532163163;37:03700:3:PV-003532163164;
c1cc2ncsc2s1,126,37:03700:2:PV-002165878516;37:03700:2:PV-002321128736;37:03700:2:PV-002424630780;
C1NCC2CC1O2,91,37:03700:2:PV-003532133444;37:03701:7:PV-003533355154;37:03702:4:PV-003533962214;
Clc1cnc2ncsc2c1,168,37:03700:2:PV-002897976138;37:03700:4:PV-002898032549;37:03700:7:PV-002898147994;
CC=C(C)C,151,37:03700:2:PV-002897976465;37:03701:7:PV-005600587815;37:03702:0:PV-002898546773;
CC1(C)Oc2ccccc2NC1=O,25,37:03700:2:PV-002897976465;37:03703:5:PV-003534931991;37:03706:7:PV-002900094265;
O=C1NCCn2nccc21,470,37:03700:2:PV-002476377262;37:03700:2:PV-002897979674;37:03700:8:PV-003532597731;
CC1NCCNC1C,1713,37:03700:2:PV-003532135092;37:03700:4:PV-003532320189;37:03700:4:PV-003532320190;
C1CC23CNCC2(C1)COC3,135,37:03700:2:PV-002114130758;37:03700:6:PV-002217645209;37:03703:4:PV-002476535175;
c1cc2c(cn1)NCC2,216,37:03700:2:PV-002424630479;37:03700:4:PV-003532279695;37:03700:4:PV-005597223304;
Clc1ccc2c(c1)OCCCC2,27,37:03700:2:PV-003532135796;37:03712:5:PV-002901995435;37:03728:6:PV-002907263066;
O=c1ccc2cccnc2[nH]1,245,37:03700:2:PV-002897977130;37:03701:1:PV-002898266710;37:03701:3:PV-003533014393;
CC1CNCCC1(F)F,105,37:03700:2:PV-003532136271;37:03700:3:PV-005597189781;37:03700:9:PV-002898201531;
CC12CCCNC1CCC2,130,37:03700:2:PV-002897977531;37:03700:6:PV-005597837523;37:03700:9:PV-002321163990;
C1CCC2SCCNC2C1,65,37:03700:2:PV-002528124498;37:03700:6:PV-002114152026;37:03701:3:PV-002898338071;
C1=NCC2(CN1)COC2,480,37:03700:2:PV-002897977704;37:03700:2:PV-002897980399;37:03700:3:PV-002898011683;
NC1CC2(CCC2)C1,247,37:03700:2:PV-003532137793;37:03700:5:PV-003532376938;37:03701:4:PV-003533098712;
Clc1cccc2ccccc12,199,37:03700:2:PV-003532137809;37:03700:3:PV-003532177722;37:03700:4:PV-003532247886;
OC1CCCCCC1,452,37:03700:2:PV-003532137810;37:03700:3:PV-002898012558;37:03700:5:PV-003532358600;
Cn1cnc2cc(Cl)ccc21,291,37:03700:2:PV-002897977818;37:03701:2:PV-002898312648;37:03701:4:PV-002269439524;
C1CC2CNCC2CCN1,234,37:03700:2:PV-000593770974;37:03701:3:PV-002898328513;37:03701:5:PV-000593795508;
C1=Cc2ccccc2CC1,425,37:03700:2:PV-003532138092;37:03700:6:PV-003532439874;37:03700:7:PV-002114154708;
Oc1ccc2ncncc2c1,193,37:03700:2:PV-003532138158;37:03701:0:PV-005598755244;37:03701:5:PV-002898411467;
Cc1cc2ccoc2cc1C,169,37:03700:2:PV-002897977939;37:03700:2:PV-002897977940;37:03701:1:PV-002372929915;
c1cc2nc[nH]c2cn1,665,37:03700:2:PV-003532138608;37:03700:3:PV-003532180187;37:03700:6:PV-003532413500;
Oc1cn[nH]c1,79,37:03700:2:PV-003532138835;37:03702:8:PV-002898814714;37:03703:5:PV-002899033395;
CC1CCS(=O)(=O)N1C,123,37:03700:2:PV-003532138838;37:03701:5:PV-005599985357;37:03702:6:PV-002898766988;
Cc1ccc2c(c1)NCCN2C,109,37:03700:2:PV-002897978161;37:03700:3:PV-002897998271;37:03701:2:PV-002898284712;
Fc1cc2cccnc2cc1Cl,89,37:03700:2:PV-002897978297;37:03700:2:PV-002897978298;37:03700:2:PV-002897978299;
O=C1NCCNCC1(F)F,160,37:03700:2:PV-002269377694;37:03700:7:PV-002217652509;37:03703:3:PV-002528278080;
Cc1cncnc1F,193,37:03700:2:PV-002897978525;37:03700:5:PV-005597620335;37:03701:5:PV-002898389063;
Cc1ncc(Cl)cn1,472,37:03700:2:PV-001985564106;37:03700:4:PV-003532265384;37:03700:4:PV-002898042627;
CC1(C)CC1O,940,37:03700:2:PV-003532140251;37:03700:2:PV-003532140252;37:03700:2:PV-003532140253;
CC1CCNCCS1=O,140,37:03700:2:PV-002424630790;37:03700:4:PV-003532303538;37:03701:5:PV-002528189865;
O=c1[nH]ccn2cnnc12,420,37:03700:2:PV-002424630790;37:03700:4:PV-002217634185;37:03700:7:PV-002321150682;
Clc1ccnc2c1CNC2,239,37:03700:2:PV-002897979015;37:03700:9:PV-002898191310;37:03701:6:PV-003533282668;
Cc1cccc2ncsc12,226,37:03700:2:PV-002424630798;37:03700:2:PV-002897982866;37:03700:5:PV-003532408686;
O=C1CCC2CNCCN12,127,37:03700:2:PV-003532141508;37:03700:5:PV-002898056159;37:03702:1:PV-002321221808;
Cc1nccc2ccccc12,150,37:03700:2:PV-002897979130;37:03700:8:PV-002269407537;37:03700:9:PV-002898187319;
O=c1[nH]cc(Cl)s1,162,37:03700:2:PV-003532141617;37:03700:5:PV-003532333739;37:03701:0:PV-003532790409;
c1cnc2c(c1)CCN2,689,37:03700:2:PV-003532141627;37:03700:4:PV-002898029344;37:03701:1:PV-002898275135;
NC1CNCc2ccccc21,114,37:03700:2:PV-002897979190;37:03700:6:PV-005597779360;37:03700:6:PV-002898104823;
OC1CCNC12CCSC2,15,37:03700:2:PV-002114131164;37:03707:7:PV-003538483221;37:03716:5:PV-005637632920;
Cc1ccncc1O,451,37:03700:2:PV-002114131168;37:03700:4:PV-002269384677;37:03700:4:PV-002528133654;
Cc1cnc(=O)[nH]c1,72,37:03700:2:PV-002897979328;37:03705:4:PV-002899675776;37:03705:9:PV-002899841681;
c1cnc2c(c1)CCCO2,219,37:03700:2:PV-003532142193;37:03700:8:PV-002898171043;37:03701:0:PV-002898224090;
C1CC2(C1)CSC2,768,37:03700:2:PV-002897979552;37:03700:4:PV-003532242365;37:03700:4:PV-003532245128;
CC1CCC(F)(F)C1,259,37:03700:2:PV-002897979664;37:03700:3:PV-005596918612;37:03700:3:PV-005596918613;
Cc1ccc2cc(C)ccc2c1,85,37:03700:2:PV-002897979792;37:03700:2:PV-002476377750;37:03701:5:PV-002898390343;
Cc1ccc2c(c1)SCC2,84,37:03700:2:PV-002897979981;37:03702:0:PV-002898566851;37:03704:2:PV-002528324492;
Fc1cccc2c1CCO2,441,37:03700:2:PV-003532143751;37:03700:3:PV-002898003126;37:03700:7:PV-002898121642;
Cc1csc2cc(F)ccc12,121,37:03700:2:PV-003532143995;37:03700:6:PV-002165896223;37:03701:1:PV-002898257310;
C1CCC2(C1)CCCNC2,233,37:03700:2:PV-002897980225;37:03700:4:PV-002898031714;37:03700:5:PV-002898059429;
C1CCC2CCNCC2CC1,172,37:03700:2:PV-002321128985;37:03700:5:PV-002476388921;37:03704:4:PV-002269589320;
Cc1cccc2nc[nH]c12,143,37:03700:2:PV-002897980693;37:03700:6:PV-002898096617;37:03701:2:PV-003532936415;
Cc1csc(Cl)c1,1041,37:03700:2:PV-003532145739;37:03700:3:PV-002424636267;37:03700:8:PV-002114159320;
FC1CC12CCC2,790,37:03700:2:PV-003532145755;37:03700:4:PV-002898043784;37:03700:5:PV-003532403975;
CN1CCC2(CCCNC2)C1,31,37:03700:2:PV-002424631062;37:03704:2:PV-002424830007;37:03704:5:PV-005607510006;
c1cc2c(cn1)NCCO2,90,37:03700:2:PV-002897980902;37:03700:6:PV-002372904545;37:03701:2:PV-003532941184;
Cc1sc(C)c2sccc12,108,37:03700:2:PV-003532146018;37:03700:2:PV-003532146019;37:03700:2:PV-002897980981;
FC1(F)CCCOC1,846,37:03700:2:PV-004041252510;37:03700:2:PV-004041252511;37:03700:2:PV-004041252512;
Cc1ccc2c(c1)CCCC2,384,37:03700:2:PV-002897981038;37:03700:4:PV-002898036875;37:03700:8:PV-003532590982;
c1nc2c(s1)CCCCCC2,60,37:03700:2:PV-003532146221;37:03702:8:PV-003534319119;37:03703:1:PV-003534524627;
CC1(C)CCC12CCNC2,306,37:03700:2:PV-003532146620;37:03701:1:PV-003532865617;37:03701:1:PV-005599126305;
CC1CNc2ccccc2NC1=O,15,37:03700:2:PV-002897981547;37:03700:6:PV-002372901326;37:03715:1:PV-002270129756;
C1CC2(CCN1)CCOCC2,96,37:03700:2:PV-002897981695;37:03701:8:PV-002898495364;37:03702:2:PV-003533775497;
CN1CCC2NCCC2C1,663,37:03700:2:PV-003532147882;37:03700:3:PV-003532178647;37:03700:3:PV-005596934404;
C1CNC2(C1)CCCSC2,79,37:03700:2:PV-003532147992;37:03700:5:PV-005597370836;37:03700:5:PV-002579890577;
Clc1ccc2scnc2c1,653,37:03700:2:PV-003532148044;37:03700:5:PV-003532383485;37:03700:7:PV-002898137544;
CN1CC(=O)Nc2cncnc21,27,37:03700:2:PV-003532148089;37:03702:6:PV-002898744602;37:03709:1:PV-005619096237;
c1n[nH]c2c1CCCCC2,110,37:03700:2:PV-002528125146;37:03700:8:PV-001998473853;37:03701:9:PV-002217710160;
O=c1cc2c(n[nH]1)CCOC2,138,37:03700:2:PV-003532148479;37:03700:3:PV-002898007809;37:03700:4:PV-003532272553;
C1COC2(C1)CCOC2,73,37:03700:2:PV-002897982030;37:03703:6:PV-002373056599;37:03703:8:PV-005605800159;
O=C1CCS(=O)(=O)N1,8,37:03700:2:PV-002528125175;37:03709:2:PV-003539692525;37:03711:1:PV-003541311449;
CC1CNCC1F,499,37:03700:2:PV-003532148653;37:03700:3:PV-003532230919;37:03700:4:PV-003532275039;
Fc1cc(Cl)c2c(c1)CCC2,35,37:03700:2:PV-003532148943;37:03702:1:PV-003533760229;37:03703:8:PV-003535155343;
CC1(F)CCCCNC1,304,37:03700:2:PV-002528125229;37:03700:7:PV-002321153114;37:03701:2:PV-003532984941;
NC1CCCC1O,598,37:03700:2:PV-003532149555;37:03700:4:PV-003532249853;37:03700:4:PV-003532249854;
