fragment_smiles,occurences,example_ligands
C1CCCOCC1,1789,47:04700:0:Z1765256276;47:04700:0:Z1603504505;47:04700:1:Z3652328327;
Cc1cnc2ncccc2n1,99,47:04700:4:Z3391709445;47:04700:9:Z3392440342;47:04702:2:Z3392849291;
O=C1NCCOC2CCCNC12,316,47:04700:4:Z4317897533;47:04700:4:Z2828171526;47:04700:6:Z4329903102;
CN1CCCC(O)C1=O,83,47:04700:4:Z4267428348;47:04701:0:Z4259599448;47:04702:2:Z4267890292;
Clc1ccnc2c1CNC2,245,47:04700:4:Z4153360063;47:04701:3:Z4154618016;47:04702:8:Z4232299012;
Cn1c(=O)[nH]c2nc[nH]c2c1=O,57,47:04700:4:Z3076938454;47:04701:9:Z4185206632;47:04705:8:Z3075792891;
CC1NCCCO1,109,47:04700:4:Z3583378902;47:04700:4:Z3055809640;47:04700:4:Z3055810017;
c1cnc2c(c1)CCCCC2,94,47:04700:4:Z2373168551;47:04704:6:Z2828877624;47:04705:1:Z4003084380;
c1ccc2c(c1)CNCc1ccccc1-2,58,47:04700:4:Z1015207358;47:04700:7:Z2606172539;47:04700:8:Z1349081700;
Cc1cc(=O)[nH]c(=O)[nH]1,286,47:04700:4:Z4223115935;47:04700:5:Z2089527874;47:04701:7:Z1953598654;
Cc1nc(C)c2c(C)csc2n1,194,47:04700:4:Z2266374179;47:04701:7:Z4886505039;47:04701:9:Z3137811116;
OC1C2CCC(CC2)C1O,127,47:04700:4:Z4934004128;47:04700:6:Z4934125451;47:04702:0:Z4934257165;
Clc1cccc2c1OCC2,252,47:04700:4:Z1497244114;47:04701:5:Z2870337564;47:04701:6:Z2853911087;
Fc1ccc2c(c1)CCN2,281,47:04700:4:Z2012531141;47:04701:5:Z2011105610;47:04701:5:Z4118886371;
CC1=CCCC(C)(C)C1,122,47:04700:4:Z4178700147;47:04702:6:Z4876715387;47:04703:7:Z3416647461;
Cc1[nH]ccc(=O)c1O,198,47:04700:4:Z4293565198;47:04701:4:Z4289668269;47:04703:1:Z4286103062;
Clc1cnns1,278,47:04700:4:Z1136062036;47:04700:8:Z1843299277;47:04701:3:Z1688867397;
Cc1cc(C)c2c(=O)[nH]n(C)c2n1,73,47:04700:4:Z1333420666;47:04701:0:Z1816678325;47:04701:0:Z1974203363;
Clc1ncc2cc[nH]c2n1,59,47:04700:4:Z3557799914;47:04704:2:Z3556339287;47:04706:4:Z4139088766;
CC1(C)CCc2[nH]c(=O)ccc2C1,114,47:04700:4:Z2289554882;47:04701:5:Z3646383169;47:04703:4:Z3083957625;
C1CC2(C1)CC1(CNC1)C2,132,47:04700:4:Z4083735430;47:04701:8:Z4082053999;47:04702:7:Z4071566762;
CC1(C)CC2(CCN2)CCO1,261,47:04700:4:Z4043439454;47:04700:7:Z4028983233;47:04700:8:Z4028985468;
c1ccc2c(c1)OCC21CCCNC1,115,47:04700:4:Z3892811736;47:04700:4:Z3892814541;47:04700:5:Z3892815542;
Cc1ccc2c(c1)CNCCO2,257,47:04700:4:Z3046560086;47:04700:5:Z2070870675;47:04701:2:Z3558607102;
Cc1ccnc2[nH]ccc12,158,47:04700:4:Z4620745666;47:04700:8:Z3368163962;47:04700:8:Z3602550457;
FC1(F)C2COCC21,333,47:04700:4:Z3666902925;47:04700:5:Z3638729794;47:04700:6:Z3667228706;
OC1CCCOC12CNC2,329,47:04700:4:Z3911719493;47:04700:8:Z3817806700;47:04701:5:Z3822576116;
Cn1nc2c(c1O)CCNC2,219,47:04700:4:Z4273743903;47:04701:2:Z4227927691;47:04701:8:Z4227897745;
O=S1(=O)CCNC2CCCC21,233,47:04700:4:Z3515758390;47:04700:6:Z2290370456;47:04700:9:Z2292338446;
CN1CC(=O)Nc2cccnc21,160,47:04700:4:Z2707501064;47:04701:2:Z3179304744;47:04701:4:Z2718691628;
CC1(C)CCCC1=O,104,47:04700:4:Z2346701252;47:04701:2:Z3581963859;47:04702:8:Z2349584273;
Nc1nnn[nH]1,112,47:04700:4:Z4171281407;47:04702:5:Z4109206413;47:04703:7:Z4110707458;
Cn1ccc2c1CCOC2,417,47:04700:4:Z4508189184;47:04700:6:Z4596315833;47:04701:1:Z4506807913;
CC1CNC(C)(C)O1,164,47:04700:4:Z4211507291;47:04702:1:Z5004642718;47:04702:5:Z4211510367;
Cc1ccc2[nH]ncc2c1,463,47:04700:4:Z3840489406;47:04700:9:Z4122996477;47:04700:9:Z4123105845;
Cc1cccc2ccn(C)c12,95,47:04700:4:Z3795129495;47:04700:9:Z3645801782;47:04702:2:Z4101519674;
Cc1ccnc(N)n1,249,47:04700:4:Z3191105709;47:04700:6:Z3609947115;47:04700:8:Z5056109229;
c1cnc2c(c1)N1CCC(C1)N2,107,47:04700:4:Z4364835609;47:04700:5:Z2996229577;47:04702:8:Z4132745242;
c1ccc2c(c1)CCC1(CCNCC1)O2,73,47:04700:4:Z2647482083;47:04701:7:Z4169461052;47:04702:8:Z2604763152;
Oc1ccc2c(c1)NCC2,164,47:04700:4:Z4232083168;47:04700:5:Z4257969095;47:04700:5:Z4255042622;
C1CNCC2(C1)OCC1CC12,229,47:04700:4:Z3519680575;47:04701:1:Z4326013091;47:04701:7:Z3624322783;
O=c1[nH]c2cccc(Cl)c2[nH]1,116,47:04700:4:Z4351889940;47:04701:7:Z4111596893;47:04701:9:Z4111205081;
O=C1COCCC2(CNC2)N1,176,47:04700:4:Z4265330657;47:04701:1:Z4265354064;47:04702:2:Z4265327965;
Cc1cccc2c1C(=O)NCCN2,163,47:04700:4:Z2997391145;47:04700:8:Z4244370669;47:04702:1:Z2507229741;
c1cc2c(cn1)NCCS2,235,47:04700:4:Z1886497609;47:04700:7:Z1413898045;47:04701:1:Z4622786511;
O=c1[nH]c2c(c(=O)[nH]1)CNCC2,115,47:04700:4:Z4240434479;47:04700:8:Z4266417868;47:04700:8:Z4265116119;
CC1CNCO1,270,47:04700:4:Z4265606333;47:04700:4:Z4265523422;47:04700:4:Z4220102273;
C1COCN1,183,47:04700:4:Z4218202531;47:04700:6:Z4218207624;47:04701:2:Z4218206931;
c1n[nH]c2c1CC1CC21,151,47:04700:4:Z3324311951;47:04701:7:Z3358797209;47:04701:7:Z3352425509;
Clc1ccsc1Cl,413,47:04700:4:Z3605931605;47:04700:6:Z3475483470;47:04701:1:Z3051433606;
Clc1csc2cc[nH]c12,98,47:04700:4:Z4639480221;47:04702:2:Z4639408325;47:04704:5:Z4642486617;
O=C1CC2(C1)CC1(CCC1)C2,222,47:04700:4:Z5044791917;47:04700:4:Z5044173703;47:04700:4:Z5045271265;
c1ccc2c(c1)CCCCCNC2,77,47:04700:4:Z3533094697;47:04700:5:Z3521592264;47:04702:2:Z3637947921;
O=C1CCCc2scnc21,203,47:04700:4:Z4325540465;47:04701:2:Z4490211562;47:04701:4:Z3093262296;
C=C1NC(=O)c2ccccc21,322,47:04700:4:Z2488576448;47:04701:2:Z1276307254;47:04701:5:Z2929898324;
O=S1(=O)CCCCCN1,100,47:04700:4:Z4221959044;47:04701:3:Z4221954244;47:04701:3:Z4221953306;
C1CC2NCC2O1,293,47:04700:4:Z2950458330;47:04700:5:Z2970897270;47:04700:6:Z4773253757;
O=c1[nH]cnc2c1COCC2,228,47:04700:4:Z2442810732;47:04700:8:Z3319935767;47:04702:1:Z3320208682;
Cc1ccc2c(n1)OCCN2,214,47:04700:4:Z4113780317;47:04700:8:Z5000767302;47:04701:4:Z1885167717;
CN1CCC(C)(C)C1,365,47:04700:4:Z3368217989;47:04701:0:Z4288980808;47:04701:3:Z3368238294;
Cc1cc2ccc(F)cc2o1,58,47:04700:4:Z4475288732;47:04706:7:Z4475289467;47:04706:8:Z4455462947;
CN1CCOCc2ccccc21,36,47:04700:4:Z3990037609;47:04701:4:Z3494959072;47:04703:6:Z3506594727;
Cc1cc(C)n2nc(N)nc2n1,74,47:04700:4:Z3338210252;47:04700:6:Z3609402873;47:04702:6:Z3354669116;
O=C1CNC2(CCNCC2)N1,131,47:04700:4:Z3521554772;47:04700:6:Z3521553224;47:04703:1:Z4947546528;
c1ccc2c(c1)CCC1(CCCC1)O2,53,47:04700:4:Z1441737297;47:04700:6:Z4021406516;47:04701:0:Z1441742194;
Nc1ncon1,187,47:04700:4:Z1887170781;47:04701:1:Z1942090494;47:04701:4:Z1482483157;
c1cc2c(cn1)C1(CCNCC1)OC2,85,47:04700:5:Z4273354344;47:04700:7:Z4273343724;47:04701:3:Z4278303918;
c1ccc2c(c1)oc1ccccc12,206,47:04700:5:Z2313102464;47:04701:4:Z4149047817;47:04702:7:Z2641225258;
O=C1NCc2cccnc2N2CCCC12,4,47:04700:5:Z2783215441;47:04720:1:Z2783215608;47:04724:0:Z2783213831;
Cc1cnc(Cl)o1,182,47:04700:5:Z4289294978;47:04701:4:Z4294959181;47:04702:6:Z4288747139;
CC1(F)CCNCC1,315,47:04700:5:Z4112658593;47:04700:8:Z2841512623;47:04700:8:Z2784515278;
OC1CCC2CCNC12,745,47:04700:5:Z3784869797;47:04700:5:Z3784865812;47:04701:4:Z3716072340;
O=c1[nH]c(=O)c2ccccc2[nH]1,602,47:04700:5:Z2331737943;47:04700:6:Z4179063330;47:04700:8:Z4080757763;
CC1CCCC1=O,373,47:04700:5:Z4948614130;47:04700:5:Z4947764396;47:04701:0:Z4948555922;
CC1(C)CNCC2(CNC2)O1,146,47:04700:5:Z5037747484;47:04701:9:Z3133272134;47:04702:2:Z4317058585;
OC1CCCC2CNCC12,280,47:04700:5:Z4071069490;47:04700:9:Z4067915679;47:04701:0:Z4070450219;
O=c1nc[nH]c2ccccc12,111,47:04700:5:Z4342677840;47:04700:6:Z4999199670;47:04700:7:Z3366213598;
c1cc2[nH]nnc2cn1,130,47:04700:5:Z4148715614;47:04700:6:Z4150498372;47:04701:8:Z4150564539;
Cc1cccc2c(O)ccnc12,91,47:04700:5:Z3850722307;47:04702:9:Z2279894926;47:04703:2:Z1734397193;
Cc1cc(C)c2c(c1)CCNC2,186,47:04700:5:Z1744377918;47:04701:4:Z2364461387;47:04701:4:Z2363778732;
Fc1cc(F)c2occc2c1,172,47:04700:5:Z3354159289;47:04700:7:Z3623226089;47:04701:2:Z3908411136;
O=S1(=O)CCc2cc(Cl)ccc21,105,47:04700:5:Z1572679403;47:04701:7:Z2996343112;47:04703:7:Z4160928735;
Cn1c2ccccc2n2cnnc12,17,47:04700:5:Z4236290540;47:04717:8:Z1357372067;47:04727:4:Z2991576558;
N=c1cc[nH]cn1,79,47:04700:5:Z4223508172;47:04703:1:Z4223515004;47:04703:1:Z4223500861;
CC1(C)C2CCC1C(N)C2,57,47:04700:5:Z3515237626;47:04702:5:Z3797660492;47:04702:9:Z3511473728;
CC1CCc2nccn2C1,586,47:04700:5:Z4138275655;47:04700:8:Z3639975209;47:04700:8:Z2691596823;
C1CNC2(C1)CCCOC2,341,47:04700:5:Z2962666792;47:04700:5:Z4072731033;47:04700:6:Z4959767911;
Cc1[nH]nc2cccc(Cl)c12,111,47:04700:5:Z4323520958;47:04700:7:Z4319842893;47:04702:1:Z4478977776;
C1CCC2OCNCC2C1,111,47:04700:5:Z3611143478;47:04702:7:Z4304942846;47:04702:7:Z4490686118;
CN1CCNc2c(F)cccc21,105,47:04700:5:Z4342863554;47:04701:8:Z4342855503;47:04705:1:Z4342860430;
c1ccc2c(c1)CC1(CCCN1)C2,104,47:04700:5:Z3362672841;47:04702:8:Z2873614273;47:04704:4:Z4249895302;
C1CNC2(CN1)COC2,168,47:04700:5:Z4474937477;47:04701:4:Z4474694322;47:04701:7:Z4451441595;
Cn1c(=O)c2ccn(C)c2n(C)c1=O,43,47:04700:5:Z819665910;47:04703:1:Z2641826734;47:04704:2:Z2794623036;
C1CC2COCC(C1)N2,399,47:04700:5:Z4116416136;47:04700:6:Z3312149054;47:04700:7:Z4592891622;
Cc1cc2ccccn2c1,183,47:04700:5:Z3556014691;47:04701:6:Z2028418290;47:04701:7:Z4224199180;
CC1=Nc2ccccc2C1(C)C,277,47:04700:5:Z4308577740;47:04700:9:Z4307084019;47:04700:9:Z4307640907;
O=C1CCc2cccc3c2N1CCC3,49,47:04700:5:Z2618201050;47:04702:9:Z2492981943;47:04705:7:Z3347748769;
NC12CCC(C1)OC2,284,47:04700:5:Z5004659506;47:04700:9:Z3639607000;47:04701:5:Z3808100962;
CN1CCC2(CCNCC2)CC1,416,47:04700:5:Z2783164386;47:04700:6:Z3393239385;47:04700:6:Z2783158827;
CC1CC2(CCC2)C1,270,47:04700:5:Z1957991893;47:04700:7:Z3778302641;47:04701:3:Z2972572607;
Clc1ncco1,169,47:04700:5:Z4220850825;47:04700:7:Z4220855227;47:04701:6:Z5035540955;
Cc1cc(C)c2cc[nH]c2c1C,107,47:04700:5:Z4215130384;47:04700:9:Z3510327107;47:04701:2:Z2488572814;
OC1CCCCC12CCC2,162,47:04700:5:Z3597053039;47:04700:9:Z3366814603;47:04701:5:Z3597047430;
CC1=NOC2(CNC2)C1,377,47:04700:5:Z3186905296;47:04700:6:Z3586293409;47:04700:8:Z3586290858;
CC1CNC2CCCCC12,184,47:04700:5:Z3050683487;47:04700:9:Z2363553312;47:04701:1:Z1882844781;
Cc1ccc2cnn(C)c2n1,401,47:04700:5:Z4242423916;47:04700:8:Z1333264283;47:04700:9:Z3339626072;
O=C1COc2ccncc2N1,170,47:04700:5:Z5026150698;47:04701:3:Z5018201480;47:04701:9:Z5018431199;
Nc1cc2ccccn2n1,108,47:04700:5:Z3356408324;47:04700:9:Z3361764058;47:04701:3:Z3624990797;
Oc1cnn2c1CNCC2,231,47:04700:5:Z4232778220;47:04700:8:Z4265286871;47:04700:9:Z4278474915;
NC1CCCC12CCNCC2,175,47:04700:5:Z3795035937;47:04701:9:Z2939923057;47:04702:5:Z3519741740;
OC1CCNC12CCCCC2,273,47:04700:5:Z4076746972;47:04700:7:Z3358520203;47:04701:1:Z3472538809;
CC12CC(C1)C2,284,47:04700:5:Z4111151667;47:04701:7:Z3842703978;47:04702:5:Z3996719916;
Cc1cnccc1F,66,47:04700:5:Z4232647791;47:04700:5:Z4232649144;47:04700:6:Z4227368250;
C1=Cc2ccccc2NCC1,143,47:04700:5:Z1802708829;47:04701:2:Z2203756893;47:04701:7:Z1803709916;
Cc1nn2c(=O)ccnc2s1,160,47:04700:5:Z4315406031;47:04700:7:Z2781919897;47:04700:9:Z1199419099;
Cc1ccc2ccsc2c1,168,47:04700:5:Z1957618674;47:04701:0:Z1958423321;47:04701:4:Z1957180657;
FC1(F)C2CCCC1CCC2,164,47:04700:5:Z4631384398;47:04701:4:Z4446278809;47:04701:5:Z4486988881;
Fc1cccc2c1OCC2,315,47:04700:5:Z1819151598;47:04700:8:Z2284615357;47:04701:0:Z4004104758;
Clc1cnc2ccccn12,152,47:04700:5:Z1666939290;47:04700:5:Z1614471596;47:04700:5:Z4161518269;
CC1CC2(CCO1)CNCC(C)O2,177,47:04700:5:Z1973277565;47:04700:6:Z1973279502;47:04700:9:Z1967741701;
CC1(C)CCCCC1=O,83,47:04700:5:Z3571312297;47:04701:7:Z3513765433;47:04702:4:Z2346389379;
OC1CCC2(CCCN2)CC1,309,47:04700:5:Z4832061152;47:04700:6:Z4832122346;47:04700:7:Z4869761554;
OC1CNCCC1F,411,47:04700:5:Z3619659661;47:04701:6:Z3207807788;47:04702:1:Z3189557659;
c1[nH]nc2c1COC2,274,47:04700:5:Z5001083797;47:04700:8:Z5001422119;47:04701:0:Z5001588288;
Cc1sc2ncnc(N)c2c1C,165,47:04700:5:Z3633800155;47:04700:7:Z954305818;47:04701:1:Z1579400436;
OC1COC2(CCNC2)CC1O,231,47:04700:5:Z4152584497;47:04700:5:Z4156671420;47:04701:2:Z4158069586;
CC1Nc2ncccc2NC1=O,74,47:04700:5:Z4125995746;47:04700:5:Z4125995497;47:04701:2:Z4125992496;
C1COCC2(CN1)COCCN2,288,47:04700:5:Z3522871837;47:04701:8:Z4448155434;47:04701:9:Z3493757725;
Cc1ccc2n[nH]cc2c1,206,47:04700:5:Z1092386420;47:04701:0:Z3057806153;47:04702:4:Z2087678374;
CC1CC2CNCCN2C1=O,323,47:04700:5:Z3809492061;47:04700:7:Z4444558588;47:04700:8:Z3882177424;
O=S1(=O)CCC2CCC1C2,299,47:04700:5:Z3552058921;47:04700:9:Z4599898586;47:04701:3:Z3568244951;
Clc1ccnc2cccnc12,54,47:04700:5:Z3650229481;47:04701:5:Z2611797101;47:04703:1:Z3686391200;
OC1CCSCC1,776,47:04700:5:Z1630582406;47:04700:6:Z1891029966;47:04700:8:Z2410243388;
OC1CNCC12CCOCC2,327,47:04700:5:Z3899490159;47:04700:8:Z3818071512;47:04701:5:Z3899488544;
Cc1ncncc1F,310,47:04700:5:Z1607218752;47:04700:7:Z1015089128;47:04701:3:Z4233993575;
c1occ2c1CCCC2,294,47:04700:5:Z3868277040;47:04701:0:Z2615644632;47:04701:9:Z2642919253;
O=c1cc[nH]c2ccncc12,129,47:04700:5:Z3856174879;47:04700:7:Z2332675169;47:04701:0:Z4200256432;
O=S1(=O)CCc2ncccc2C1,144,47:04700:5:Z4176886962;47:04700:9:Z4177504800;47:04701:5:Z4176288366;
C1CC2(C1)CNC1COCC12,201,47:04700:5:Z3060600169;47:04700:7:Z4669126091;47:04700:8:Z3104986083;
Cc1cn2c(C)csc2n1,35,47:04700:5:Z3395381225;47:04700:8:Z3394851921;47:04703:4:Z4232976824;
Cc1nnc2c3ccccc3cnn12,77,47:04700:5:Z2091795003;47:04702:0:Z3394305079;47:04704:1:Z2089717883;
Cc1cc(=O)n2c(n1)CCCC2,128,47:04700:5:Z4030802863;47:04704:8:Z4029497252;47:04704:9:Z4630211127;
CC1CC(O)C(C)CN1,290,47:04700:5:Z4030802863;47:04700:8:Z3186834331;47:04701:4:Z3206089757;
Cc1cc(N)no1,207,47:04700:5:Z2174942441;47:04700:9:Z2166778774;47:04701:2:Z1981267545;
Clc1cccc2c1CCCCN2,61,47:04700:5:Z2997758315;47:04703:8:Z1667330152;47:04704:3:Z2212673744;
Nc1nc2c(c(=O)[nH]1)CCNC2,45,47:04700:5:Z5046787696;47:04701:3:Z5046785852;47:04701:6:Z5046785217;
C1COCC2(CC2)CN1,449,47:04700:5:Z1984443569;47:04700:7:Z3654526505;47:04700:7:Z1643567022;
CN1CCCNCC1=O,455,47:04700:5:Z1801826530;47:04700:5:Z3098625058;47:04700:8:Z2976855169;
Cc1cnc2c(c1)NCCN2C,131,47:04700:5:Z4044614043;47:04700:5:Z4614226202;47:04700:7:Z4044624435;
OC1CC2CCC(N2)C1O,270,47:04700:5:Z4343900870;47:04700:8:Z4353660775;47:04701:1:Z4343909359;
FC1CC2CC2C1,259,47:04700:5:Z4179150506;47:04701:4:Z4170011929;47:04702:8:Z4255812491;
Oc1cccc2c1NCCC2,133,47:04700:5:Z1619866151;47:04700:6:Z1619863176;47:04701:5:Z2452449314;
CC1CSc2ccccc2N1,118,47:04700:5:Z1884565172;47:04700:8:Z4691263385;47:04701:6:Z2811696133;
O=C1CSc2ccc(Cl)cc2N1,122,47:04700:5:Z2297981215;47:04701:9:Z1353354724;47:04702:7:Z200169704;
C1CC12CC21CC1,478,47:04700:5:Z2800744627;47:04700:5:Z2789548862;47:04700:7:Z2809920153;
Cc1cc2[nH]c(=O)ccn2n1,152,47:04700:5:Z3626934258;47:04701:0:Z3056851001;47:04702:6:Z1069497674;
O=C1CC2CCCC(C1)N2,169,47:04700:5:Z3626934258;47:04700:6:Z3626932045;47:04700:8:Z3626933867;
C1CC2CC(CN2)N1,181,47:04700:5:Z4111598362;47:04701:2:Z4285899475;47:04701:9:Z4122306852;
Fc1ccc2c(c1)OCCO2,214,47:04700:5:Z5045308374;47:04701:0:Z5043609140;47:04701:1:Z5045670910;
Cc1cccc2ncncc12,122,47:04700:5:Z1340688815;47:04701:9:Z2851904274;47:04703:3:Z3267843958;
NC1CNC1,306,47:04700:5:Z5060232818;47:04701:3:Z5060230679;47:04701:4:Z5060233802;
Fc1cccc2scc(Cl)c12,79,47:04700:5:Z2860179004;47:04700:9:Z3908077428;47:04702:8:Z3608949828;
OC1CNc2ncccc21,39,47:04700:5:Z3369855422;47:04703:2:Z3369855837;47:04703:3:Z4505655365;
Cc1ccnc(Cl)n1,38,47:04700:5:Z4232436198;47:04700:6:Z5061448924;47:04701:6:Z4225368388;
CC1CCC(=O)N(C)C1,477,47:04700:5:Z4238169006;47:04700:6:Z3863078960;47:04701:0:Z4254064282;
OC12CCCC(CCC1)C2,164,47:04700:5:Z4608784009;47:04701:0:Z3598476649;47:04701:5:Z3534041293;
CN1CNc2ccccc2C1=O,29,47:04700:5:Z1898893795;47:04701:7:Z1431500130;47:04701:8:Z2830826125;
Cc1nc2sccc2c(=O)[nH]1,46,47:04700:5:Z4416593179;47:04701:5:Z4416593490;47:04702:1:Z284154874;
Cc1cccc2ccccc12,644,47:04700:5:Z2334941871;47:04701:2:Z4093349520;47:04701:6:Z4455274858;
NC1CCS(=O)(=O)C1,175,47:04700:5:Z3101321103;47:04702:0:Z3829401230;47:04702:4:Z4421705239;
c1ccc2c(c1)NCC21CCC1,161,47:04700:5:Z1841454738;47:04700:8:Z1841450763;47:04701:4:Z1887221700;
c1cc2c(cn1)NCC21CCC1,130,47:04700:5:Z4273338163;47:04700:7:Z4273329000;47:04700:7:Z4273328997;
Cc1cc(C)cc(F)c1,747,47:04700:5:Z2293947389;47:04700:8:Z3818601411;47:04701:1:Z3789995598;
Cn1ncc2cccc(O)c21,146,47:04700:5:Z3613872511;47:04700:7:Z2408335715;47:04701:7:Z2913754964;
OC1CNCC(O)C1O,135,47:04700:5:Z2914266139;47:04700:7:Z3313051193;47:04701:7:Z4231832149;
N=S1(=O)CCc2ccccc21,108,47:04700:5:Z2927313467;47:04703:6:Z2927313511;47:04706:3:Z2927316389;
Cn1c(=O)c2nc[nH]c2n(C)c1=O,67,47:04700:5:Z1763218260;47:04701:3:Z1668067548;47:04711:0:Z2473997228;
O=c1[nH]c2ncccc2o1,300,47:04700:5:Z4640697090;47:04700:6:Z2639143256;47:04700:9:Z2966541496;
Cc1cc(C)[nH]c(=O)n1,589,47:04700:5:Z4467964753;47:04701:2:Z2966018388;47:04701:3:Z2718413591;
C1=NOC2OCCCC12,115,47:04700:5:Z4630023130;47:04700:6:Z4644110291;47:04701:3:Z4644116972;
O=C1CCc2ccc(F)cc2N1,677,47:04700:5:Z4260409190;47:04701:3:Z2838988947;47:04701:3:Z1756325205;
CC1(C)CN=CO1,54,47:04700:5:Z4265463144;47:04701:0:Z4236325570;47:04705:2:Z4270579274;
C1CCC2CC2NC1,186,47:04700:5:Z3045397289;47:04700:6:Z3140559472;47:04701:1:Z3046128847;
Cc1nc2nccc(=O)n2[nH]1,54,47:04700:5:Z3339766611;47:04700:8:Z3340001165;47:04702:4:Z2660802448;
Nc1ncccc1Cl,249,47:04700:5:Z1006350530;47:04700:5:Z1928601791;47:04701:8:Z1704511272;
FC1(F)CCC2CCCC2C1,188,47:04700:5:Z4166936163;47:04701:1:Z4199954711;47:04701:7:Z3833760709;
Fc1ccc2nccn2c1,267,47:04700:5:Z2803570642;47:04700:5:Z2770495659;47:04700:7:Z3094759285;
NC1CCNCC1(F)F,167,47:04700:5:Z3144991912;47:04701:9:Z3145010255;47:04702:1:Z3145009327;
C1=NC2CCCCC2S1,137,47:04700:5:Z4225582281;47:04701:4:Z4225612845;47:04702:4:Z4225597629;
Cc1cc2ncccc2[nH]1,283,47:04700:5:Z4886834372;47:04700:7:Z4218094179;47:04700:8:Z4876813368;
Oc1ccc2cc(F)ccc2n1,107,47:04700:5:Z2860022749;47:04701:9:Z4179100536;47:04702:2:Z2859991331;
Fc1cc(F)c2c(c1)C1(CCC2)CC1,10,47:04700:5:Z3507310077;47:04701:9:Z3508389543;47:04713:5:Z3506140040;
Cc1cc2ccc(Cl)cc2[nH]1,150,47:04700:5:Z4405413929;47:04701:2:Z4406279489;47:04703:5:Z4406569687;
Cn1ncc2c1CNCC2,748,47:04700:5:Z3587347180;47:04700:6:Z3587343646;47:04700:6:Z3587333428;
Fc1cc2cncnc2cc1F,120,47:04700:5:Z1272188587;47:04702:1:Z4027111777;47:04702:2:Z4452912006;
CC1CN(C)CC(C)N1,106,47:04700:5:Z3608666903;47:04701:0:Z3608666078;47:04702:4:Z3608663413;
Cc1n[nH]c2c1NCCC2,340,47:04700:5:Z5001263380;47:04701:3:Z3060111669;47:04701:5:Z4276570380;
O=S1(=O)CCC2(CNCCO2)C1,239,47:04700:5:Z3312773859;47:04700:5:Z2454404503;47:04701:4:Z2433384403;
Cn1cccnc1=O,188,47:04700:5:Z4991652877;47:04700:9:Z4991605183;47:04703:6:Z4991621622;
Clc1cnn2c1CNCC2,382,47:04700:5:Z3998350741;47:04700:5:Z3560500433;47:04701:2:Z3406219141;
O=c1[nH]ncn2nccc12,143,47:04700:5:Z3289111505;47:04701:4:Z2877078936;47:04701:6:Z1185000175;
O=S1(=O)CCc2ccccc2C1,224,47:04700:5:Z2676736579;47:04700:7:Z4106438385;47:04701:3:Z2656057725;
CC1(C)CCCC1(C)C,6,47:04700:5:Z3639418789;47:04724:2:Z3640035566;47:04730:0:Z3639295279;
c1cc2scnc2cn1,328,47:04700:5:Z3475265330;47:04700:5:Z3625672400;47:04700:6:Z2647720764;
Cn1cnc2nc(Cl)ncc21,105,47:04700:5:Z3830883658;47:04702:0:Z4782717979;47:04702:3:Z3718936843;
CC1CNCCN(C)C1,184,47:04700:5:Z1122014068;47:04700:5:Z1122013380;47:04700:7:Z2892435391;
C1CC2CC1C1CCC21,112,47:04700:5:Z2965029955;47:04701:1:Z3794173774;47:04701:5:Z2965025945;
Oc1ccnc2c1CNCC2,299,47:04700:5:Z4776949299;47:04701:2:Z4776943114;47:04701:7:Z4777199902;
O=S1(=O)CCCCCC1,414,47:04700:5:Z3533093914;47:04700:7:Z2793786190;47:04700:8:Z3655110225;
Cc1nn(C)c2c1CCCN2,93,47:04700:5:Z4257677414;47:04701:3:Z4253132109;47:04702:4:Z4251960106;
O=c1[nH]nnc2ccccc12,320,47:04700:5:Z2026416849;47:04700:5:Z1442073292;47:04701:0:Z3339023866;
CC1CNCCCN1,285,47:04700:5:Z3562039093;47:04700:8:Z1332823624;47:04701:4:Z3900073012;
O=C1CCc2cc(Cl)ccc21,192,47:04700:5:Z2998301771;47:04700:6:Z2775284526;47:04700:7:Z2186463640;
Fc1cccc2c1C1(CCC1)CN2,123,47:04700:5:Z1016827898;47:04701:4:Z2262018721;47:04701:4:Z2436574018;
O=C1CCON1,85,47:04700:5:Z2598726812;47:04701:3:Z2600932843;47:04701:9:Z2839889096;
c1ccc2c(c1)C1CNC2C1,170,47:04700:5:Z3088944294;47:04700:5:Z4213252956;47:04701:1:Z3787863549;
CC1CNCCC12CCCN(C)C2,188,47:04700:5:Z4346608032;47:04701:3:Z4394247870;47:04701:3:Z4343576283;
C1CC2CCNC(C1)C2,114,47:04700:5:Z3891839768;47:04702:7:Z3142789617;47:04702:8:Z3510678282;
Clc1ccnc2[nH]ncc12,184,47:04700:5:Z4906561197;47:04700:5:Z4906176599;47:04700:8:Z4906615691;
c1cn2ncnc2cn1,248,47:04700:5:Z1646386687;47:04700:7:Z3870503536;47:04701:1:Z1840489655;
CN1N=CCCC1=O,22,47:04700:5:Z3837387523;47:04704:6:Z685797632;47:04711:7:Z1684102631;
Clc1cc2snnc2s1,159,47:04700:5:Z3357974349;47:04700:7:Z4572986467;47:04701:4:Z3628072549;
FC1CC2(CNC2)C1,159,47:04700:5:Z1507201222;47:04701:3:Z2313191644;47:04701:4:Z1507215760;
CN1CCNC2(CCOCC2)CC1,132,47:04700:5:Z3043675707;47:04700:7:Z3375174459;47:04701:3:Z3043677769;
