fragment_smiles,occurences,example_ligands
C1CCCOCC1,1789,47:04700:0:Z1765256276;47:04700:0:Z1603504505;47:04700:1:Z3652328327;
CC1CNCC(=O)N1C,531,47:04700:5:Z3889343457;47:04700:5:Z3098255138;47:04700:6:Z2004922132;
Cc1cn2c(n1)CCC(C)C2,157,47:04700:5:Z4906406358;47:04700:9:Z4906616488;47:04701:2:Z4906622397;
Fc1cc(F)c2ccoc2c1,176,47:04700:5:Z4570893300;47:04702:6:Z3384147809;47:04704:0:Z3357678678;
Nc1cccnn1,171,47:04700:5:Z4097834054;47:04701:5:Z2997674820;47:04702:2:Z4100057294;
Cn1cnc2c1CCC1NCCCC21,99,47:04700:5:Z3584460103;47:04700:7:Z3584465856;47:04703:0:Z3584463875;
CN1CCOCC2(COCCN2)C1,136,47:04700:5:Z4107490324;47:04700:9:Z4255211548;47:04700:9:Z3626970670;
c1cnc2c(c1)CNCCO2,179,47:04700:5:Z2773922120;47:04702:2:Z3544154701;47:04702:5:Z4290416163;
CN1C2CCCC1CNCC2,182,47:04700:5:Z4224453719;47:04701:2:Z4224447050;47:04701:7:Z4224460259;
CC1(C)CCCS1,344,47:04700:5:Z3529099072;47:04700:9:Z4274202722;47:04701:4:Z3142552165;
Cc1cc(F)cc2c1NCCC2,82,47:04700:5:Z1882340706;47:04701:9:Z1882357028;47:04703:6:Z2146439313;
OC1CNCC2(CCCC2)C1,280,47:04700:5:Z3601757708;47:04700:9:Z3321653872;47:04701:1:Z3601758025;
Cc1cc(N)n(C)n1,310,47:04700:5:Z2643257850;47:04700:6:Z3589766352;47:04700:8:Z2032541652;
NC12CCNCC1C2,163,47:04700:5:Z4448600221;47:04700:8:Z4444719065;47:04702:2:Z4448596829;
CC1(C)CCCc2scnc21,142,47:04700:5:Z2794554378;47:04700:6:Z2179756131;47:04701:9:Z4071083253;
Cc1coc(=O)o1,122,47:04700:5:Z3515853630;47:04701:7:Z3514144044;47:04702:0:Z3511567459;
CC1COc2ccccc2N1,178,47:04700:5:Z4653825681;47:04700:8:Z4665441060;47:04701:4:Z3651181733;
NC1CCCCCNC1,215,47:04700:5:Z2776791809;47:04701:0:Z2763697577;47:04701:0:Z2872847256;
OC1CCCC2CCCNC12,130,47:04700:5:Z4344068676;47:04700:6:Z4353064892;47:04703:8:Z4353070687;
Cc1c[nH]c(=O)[nH]c1=O,151,47:04700:5:Z4999039134;47:04704:1:Z4999225621;47:04704:8:Z4998885039;
CC1CC2(CCCCC2)CN1,212,47:04700:5:Z4879005964;47:04700:5:Z4879007659;47:04701:2:Z4880401818;
C1CCN2CCNC(C1)C2,154,47:04700:5:Z4249810987;47:04701:0:Z4913236307;47:04701:3:Z4249782156;
C1CCC2(CCCOC2)NC1,154,47:04700:5:Z3318826271;47:04701:6:Z4124623103;47:04702:5:Z3584809372;
c1nc2c([nH]1)COCC2,164,47:04700:5:Z4216442858;47:04700:6:Z3363235674;47:04702:5:Z3364082672;
O=S1(=O)CCC2CNCCN21,410,47:04700:5:Z4314985783;47:04700:6:Z4316352221;47:04700:6:Z4329605252;
Clc1cc2ccccc2o1,289,47:04700:5:Z3860629802;47:04701:7:Z2770468095;47:04702:5:Z2656072439;
c1cc2c([nH]1)CCCNC2,211,47:04700:5:Z5004215904;47:04700:9:Z5004863485;47:04701:3:Z5004882848;
CC1(C)CNCC(C)(C)C1,309,47:04700:5:Z3181430429;47:04700:9:Z4635558126;47:04701:1:Z4643328849;
Oc1ncnc2scnc12,9,47:04700:5:Z4263422064;47:04700:5:Z4263421964;47:04711:4:Z4263413850;
CC1(C)CNCc2cn[nH]c21,202,47:04700:5:Z3370685187;47:04702:3:Z4276343871;47:04704:7:Z3370685605;
c1ccc2c(c1)CNC1CC2C1,12,47:04700:5:Z4273230660;47:04703:7:Z4407184976;47:04704:4:Z3712301854;
Cc1cc(F)cc2c1NCC2,178,47:04700:5:Z4908321526;47:04701:6:Z4908812256;47:04702:0:Z4908793113;
O=C1CCC2CN1CCO2,106,47:04700:5:Z4908321526;47:04701:3:Z3566993164;47:04702:7:Z3567194451;
NC1CCn2nccc2C1,165,47:04700:5:Z4060164079;47:04700:7:Z3102553304;47:04701:4:Z3522470759;
FC1(F)CCC2(CCC2)CC1,295,47:04700:5:Z3908506727;47:04700:5:Z4199542031;47:04700:8:Z3786072991;
C1CCCCCC1,599,47:04700:5:Z3693399705;47:04700:7:Z3443539886;47:04700:9:Z4076959872;
Cc1nc2ncccn2n1,475,47:04700:5:Z3076555875;47:04700:6:Z2781837998;47:04700:6:Z2648627288;
CC1(C)CC1N,230,47:04700:5:Z3549247890;47:04700:5:Z3548740849;47:04701:1:Z3791336206;
Oc1c(F)cccc1F,506,47:04700:5:Z3533352758;47:04701:3:Z4115785636;47:04701:4:Z3869326189;
c1[nH]nc2c1CNCCC2,390,47:04700:5:Z4013601559;47:04700:6:Z4772743868;47:04700:7:Z2608307672;
CC1Sc2ccccc2NC1=O,209,47:04700:5:Z2783559599;47:04701:5:Z2298489822;47:04702:1:Z1529475442;
CC1CCn2nccc2N1,319,47:04700:5:Z4335767741;47:04700:5:Z4335773300;47:04701:3:Z4335775444;
C1CC2NCCC2CN1,606,47:04700:5:Z3511214995;47:04700:6:Z5004644347;47:04700:6:Z3522678387;
CC1=CCNC(=O)N1,109,47:04700:5:Z1514212160;47:04701:5:Z2357438129;47:04701:8:Z2991749233;
Fc1ccc(Cl)c2c1NCCC2,77,47:04700:5:Z4111857941;47:04700:5:Z4111858177;47:04700:5:Z4111862326;
O=S1(=O)CC2CCC(C2)N1,116,47:04700:5:Z3357623876;47:04701:3:Z3357622573;47:04702:7:Z3357617888;
FC1CCCCCC1,231,47:04700:5:Z3805844477;47:04700:7:Z3805852866;47:04700:8:Z3797505554;
Cc1cc(O)nc(O)n1,54,47:04700:5:Z1747036203;47:04700:9:Z2270518669;47:04701:0:Z1747038423;
c1ccc2c(c1)CSCCN2,180,47:04700:5:Z4312506315;47:04700:9:Z4314860717;47:04701:2:Z4317483354;
O=S1(=O)CCC2(CCNC2)CC1,440,47:04700:5:Z3795151193;47:04700:8:Z3682394621;47:04701:0:Z3788555605;
OC1CCC2CCCNC2C1,213,47:04700:5:Z4094472923;47:04700:6:Z4094476277;47:04701:3:Z3833137214;
Cc1ccc2scnc2c1C,229,47:04700:5:Z4171923237;47:04701:1:Z4178265779;47:04701:1:Z4178265833;
Oc1ncc[nH]1,201,47:04700:5:Z3045085767;47:04700:8:Z3047484821;47:04700:8:Z3049527333;
C1CC2CNCC(CN1)C2,221,47:04700:5:Z5038038809;47:04700:7:Z5038031973;47:04700:8:Z5039731006;
Cc1ccc2c(c1)CC2,243,47:04700:5:Z3584970325;47:04700:9:Z2772858867;47:04701:2:Z3368494556;
O=c1ccoc2cc(Cl)ccc12,95,47:04700:5:Z3586331646;47:04701:2:Z2372232227;47:04702:5:Z3898559862;
Nc1noc2ccccc12,90,47:04700:5:Z4405105480;47:04701:6:Z2714642974;47:04704:2:Z2912365437;
Clc1cscc1Cl,87,47:04700:5:Z3818651959;47:04705:9:Z3503194500;47:04706:7:Z3818854710;
C1COCC2(C1)CNC2,363,47:04700:5:Z4963563962;47:04700:6:Z4591727192;47:04700:9:Z4591735249;
Cc1cc(N)[nH]n1,422,47:04700:5:Z3097620424;47:04700:9:Z4105174949;47:04701:4:Z4104798010;
CC1CC(=O)NCCN1,413,47:04700:5:Z3694810913;47:04701:1:Z2955564456;47:04701:1:Z1390727168;
Clc1ccc2c(Cl)csc2c1,51,47:04700:5:Z228329146;47:04703:3:Z3615240076;47:04703:4:Z798896326;
c1onc2c1CNC2,321,47:04700:5:Z3434428497;47:04701:5:Z4130545557;47:04701:6:Z3871022088;
Cn1cnc2ccc(Cl)cc21,338,47:04700:5:Z4043464101;47:04701:0:Z3365477638;47:04701:1:Z1981395079;
Cc1nn(C)c2c1NCCO2,220,47:04700:5:Z4775782777;47:04701:6:Z4216638001;47:04701:7:Z4105051190;
CC1CNCCC1N,241,47:04700:5:Z3380113549;47:04700:7:Z3549010381;47:04700:9:Z2444749031;
C1=NNCC1,372,47:04700:5:Z4266071369;47:04700:5:Z3168361501;47:04700:6:Z4264951375;
O=S1(=O)CC2CC1CN2,365,47:04700:5:Z4559380092;47:04700:9:Z3095672518;47:04701:0:Z4477572883;
CN1CCCCC12CCNCC2,254,47:04700:5:Z4241423995;47:04700:7:Z4275861820;47:04701:2:Z5058130079;
Cn1ncc2c1CNCCC2,223,47:04700:5:Z4263818889;47:04701:0:Z4575146669;47:04701:1:Z4232131551;
N=S1(=O)CCC2(CCCN2)C1,143,47:04700:5:Z3551599816;47:04701:2:Z3551593481;47:04701:8:Z3468892845;
Fc1cccnn1,29,47:04700:5:Z2676795813;47:04700:9:Z2676795445;47:04704:8:Z2817605794;
FC1(F)C2CCCC1CNC2,45,47:04700:5:Z4623168560;47:04706:2:Z4635297227;47:04709:0:Z4623170961;
CC12CC1C2,318,47:04700:5:Z2782735134;47:04700:7:Z2782735789;47:04700:9:Z2820041561;
Cc1coc2ccc(Cl)cc12,295,47:04700:5:Z3752966322;47:04700:7:Z3703485615;47:04701:0:Z1958309858;
Clc1ccc2c(c1Cl)CCNC2,128,47:04700:5:Z1015357110;47:04700:8:Z2912522546;47:04702:0:Z4318811972;
Cc1ccc2cccc(Cl)c2n1,136,47:04700:5:Z3384528560;47:04701:2:Z3172384614;47:04703:5:Z4170798786;
Nc1cnns1,67,47:04700:5:Z4057151669;47:04702:0:Z2465115585;47:04702:0:Z3135671767;
c1cc2c(cn1)NCCO2,266,47:04700:5:Z2707311884;47:04700:6:Z1348917390;47:04701:0:Z4123006397;
Cc1ccnnc1Cl,79,47:04700:5:Z4522113160;47:04705:1:Z4522117172;47:04706:6:Z4522116547;
NC1CSCc2ccccc21,8,47:04700:5:Z4999825328;47:04701:1:Z4453223607;47:04712:4:Z3346990662;
O=c1[nH]cc(F)c(=O)[nH]1,71,47:04700:5:Z4482370807;47:04700:9:Z4490872477;47:04701:1:Z4484950993;
NC1CCCNC1=O,194,47:04700:5:Z4061603049;47:04701:0:Z3889355902;47:04701:5:Z3514953915;
c1nc2c([nH]1)CCNC21CCOCC1,36,47:04700:5:Z3063590287;47:04704:5:Z3062861699;47:04710:1:Z3831923911;
CC1CCn2cnnc21,2,47:04700:5:Z3788936096;47:04718:0:Z3788936023;
CC1(C)CCc2scnc21,179,47:04700:5:Z2371440048;47:04700:9:Z2371438845;47:04702:4:Z2841288387;
CC1CCc2nncn2C1,238,47:04700:5:Z4324812094;47:04700:6:Z4319632652;47:04700:7:Z4324347166;
Cn1ncc2c1CCC(F)C2,102,47:04700:5:Z3506713833;47:04700:7:Z3807162298;47:04704:4:Z3508502779;
CC1CNCC2(CCNC2)O1,132,47:04700:5:Z4054871922;47:04702:0:Z3383595549;47:04702:1:Z3363973914;
Nc1cnc(Cl)c(O)n1,32,47:04700:5:Z4294019533;47:04700:7:Z4329861800;47:04708:5:Z4288641127;
Cn1ncc2cn[nH]c21,131,47:04700:5:Z2452544796;47:04700:8:Z1336988805;47:04701:5:Z2452544626;
CN1CCC(N)C1,181,47:04700:5:Z2408394799;47:04700:8:Z3135657195;47:04701:0:Z4060333472;
c1cnc2c(c1)CCO2,284,47:04700:5:Z5035035407;47:04701:0:Z5034678374;47:04701:3:Z5046656819;
Cc1coc2c(C)cccc12,232,47:04700:5:Z2488891242;47:04700:9:Z1171724320;47:04701:2:Z4469173462;
Cc1ccc2c(c1)CNC(C)(C)C2,67,47:04700:5:Z4105981964;47:04701:9:Z2232179560;47:04702:0:Z2232181552;
O=c1[nH]c2c(c(=O)[nH]1)CNC2,96,47:04700:5:Z3715476962;47:04701:4:Z3654382372;47:04703:2:Z3701397500;
Cc1ccc2nc(C)n(C)c2n1,163,47:04700:5:Z5060528362;47:04700:6:Z3775935061;47:04700:6:Z3873266280;
Cc1nn(C)c2cnc(Cl)nc12,77,47:04700:5:Z4991590701;47:04701:1:Z4991803718;47:04701:9:Z4991792346;
Fc1cc(F)c2c(c1)CCCC2,416,47:04700:5:Z2282531127;47:04700:5:Z2282534517;47:04701:9:Z3537112341;
Fc1cc2c(cc1F)CNC2,252,47:04700:5:Z5017510748;47:04700:8:Z3785737674;47:04700:8:Z3785716255;
Clc1cccc2c1OCCNC2,166,47:04700:6:Z5007028771;47:04700:8:Z5005237862;47:04701:3:Z5005238059;
NC12CCCC1(F)CNC2,166,47:04700:6:Z4449109477;47:04701:1:Z4454662943;47:04702:2:Z4452912006;
CC1(C)COC=N1,64,47:04700:6:Z4268749330;47:04701:3:Z4235978654;47:04702:1:Z4235919638;
O=S1(=O)CC23CCCCC2(CNC3)C1,126,47:04700:6:Z4268749330;47:04701:3:Z3055282979;47:04701:6:Z3078101063;
Fc1ccc2c(c1)CNC2,221,47:04700:6:Z4614148740;47:04701:4:Z2795344417;47:04701:7:Z2838209049;
CC1(C)CNCCC(O)C1,426,47:04700:6:Z2278838691;47:04702:0:Z2266096025;47:04702:0:Z2306581702;
Cc1ccc(C)n1N,115,47:04700:6:Z4062771330;47:04701:0:Z3808171975;47:04704:4:Z4216224375;
c1ccc2c(c1)CCC1(CCNC1)O2,146,47:04700:6:Z3137734054;47:04701:0:Z2272833591;47:04703:0:Z3137736644;
Cn1ncc2nccnc21,156,47:04700:6:Z4329291948;47:04700:7:Z4313964304;47:04701:4:Z4329295856;
NC1CCC12CCNCC2,197,47:04700:6:Z4116194917;47:04700:6:Z4116174949;47:04701:3:Z4119133998;
c1ccc2c(c1)NCC1CCC2C1,67,47:04700:6:Z4187314728;47:04700:6:Z4147337926;47:04700:9:Z4187309756;
O=S1(=O)CCCc2cc(Cl)ccc21,64,47:04700:6:Z1449915819;47:04701:3:Z2118815885;47:04702:4:Z1576014939;
CC1CNCC(C)C1N,210,47:04700:6:Z3522697527;47:04700:9:Z3522697173;47:04701:0:Z4947547215;
C1CC2CC3(CC3)CC1N2,150,47:04700:6:Z4293188861;47:04701:5:Z2717420395;47:04703:1:Z2717409360;
Nc1ncncc1Cl,92,47:04700:6:Z1874122231;47:04701:4:Z1874158990;47:04702:7:Z2092666478;
Fc1ccc2c(c1)CNCCO2,257,47:04700:6:Z2793962843;47:04700:9:Z2276787569;47:04702:3:Z1908343879;
O=S1(=O)CC2(CCOCC2)CN1,67,47:04700:6:Z4907121496;47:04704:3:Z3800302144;47:04708:9:Z3800303670;
C1=NCCCS1,196,47:04700:6:Z4249938538;47:04700:7:Z4260050395;47:04700:8:Z4249945034;
Fc1cc(Cl)cc2c1CNCC2,148,47:04700:6:Z3391135465;47:04702:1:Z3205615180;47:04703:0:Z3316769307;
NC1C2CNC1C(O)C2,180,47:04700:6:Z3799713481;47:04700:9:Z3799723412;47:04701:0:Z3807896175;
C1CC2(C1)CNC21CCC1,147,47:04700:6:Z4600755659;47:04701:1:Z4556776367;47:04701:4:Z4600762012;
CC1CC2CNCCN2C1,380,47:04700:6:Z4034786362;47:04701:1:Z4077811488;47:04701:2:Z4077814214;
Cc1ncc2cccnc2n1,7,47:04700:6:Z4426782228;47:04702:8:Z2788748919;47:04718:2:Z3341622239;
CC1(C)Cc2ncsc2C(=O)N1,136,47:04700:6:Z4268544765;47:04701:3:Z2476157508;47:04703:4:Z2477159535;
CN1CC2(CCCCC2)CC1=O,46,47:04700:6:Z3875735984;47:04703:0:Z3875740154;47:04703:7:Z3875734496;
CC1(C)C(O)C2CCNC21,659,47:04700:6:Z4351058586;47:04700:6:Z4351086158;47:04700:6:Z4026869986;
O=c1[nH]ccc2occc12,157,47:04700:6:Z2788441088;47:04700:6:Z3860337255;47:04701:1:Z2769797804;
Cc1ccc(O)nc1,179,47:04700:6:Z4227428055;47:04701:0:Z3591454394;47:04701:1:Z3608193959;
CN1C=NCCC1,80,47:04700:6:Z4260348380;47:04700:6:Z3064977256;47:04700:6:Z4260344782;
c1cnc2c(c1)CCOC2,846,47:04700:6:Z3667681273;47:04700:6:Z2691020401;47:04700:6:Z2691080038;
CC1NCCOc2ccccc21,200,47:04700:6:Z3359414815;47:04700:7:Z1565640708;47:04701:4:Z990454218;
NC12CCC(CC1)C2,267,47:04700:6:Z4060101532;47:04700:9:Z4060336432;47:04701:0:Z3639682853;
Clc1cc2[nH]ccc2o1,121,47:04700:6:Z4027764956;47:04702:5:Z3852946809;47:04704:1:Z3948836284;
O=S1(=O)NCNc2ccccc21,166,47:04700:6:Z4054644453;47:04701:2:Z1432754349;47:04701:2:Z3625616116;
CN1CCNS(=O)(=O)CC1,24,47:04700:6:Z4216377216;47:04707:4:Z4216378237;47:04712:7:Z4216373425;
Fc1cccc2cnccc12,244,47:04700:6:Z2642134899;47:04701:3:Z2627609382;47:04702:5:Z2632517860;
FC1(F)C2(CCC2)C12CCC2,425,47:04700:6:Z4109777755;47:04700:7:Z4122737888;47:04700:8:Z4110254183;
FC1CCC2CCC12,215,47:04700:6:Z4719829239;47:04700:7:Z4610764055;47:04700:8:Z4611043432;
CC1(C)CC2CCCC21,17,47:04700:6:Z2591007366;47:04702:1:Z2591059808;47:04711:9:Z2591124474;
CC1CNC(C)(C)C(=O)N1,161,47:04700:6:Z4232406521;47:04701:7:Z4232381552;47:04703:6:Z4232395104;
Cc1ccc2ccoc2c1C,151,47:04700:6:Z908366744;47:04702:1:Z2691411695;47:04704:7:Z3522704284;
NC12CCC(CNC1)C2,189,47:04700:6:Z3831837139;47:04701:7:Z3831846590;47:04702:4:Z3832454349;
Cc1ccn2ncc(C)c2n1,63,47:04700:6:Z4456397666;47:04702:5:Z3832690667;47:04702:5:Z3389109608;
Fc1cccc2c1CCCCO2,28,47:04700:6:Z4113149591;47:04704:3:Z4113109613;47:04704:6:Z4113238063;
Clc1ccc2c(c1)C1CC1C2,72,47:04700:6:Z4022847451;47:04701:1:Z4022015924;47:04704:2:Z4003362996;
O=c1[nH]c(=O)c2[nH]cnc2[nH]1,22,47:04700:6:Z3253713401;47:04701:2:Z4236604653;47:04702:5:Z4458790246;
c1ccc2c(c1)NCC21CCNCC1,83,47:04700:6:Z4205392789;47:04702:2:Z3639637824;47:04702:5:Z3699817292;
C1CNCC2(C1)CNC2,378,47:04700:6:Z4028872911;47:04700:6:Z4209169908;47:04700:7:Z4448019715;
Clc1cc2cc[nH]c2cc1Cl,245,47:04700:6:Z4459789697;47:04700:9:Z2017620969;47:04701:3:Z1617165158;
Cc1cccc2ncsc12,62,47:04700:6:Z1957761668;47:04702:2:Z1957485889;47:04703:1:Z4418369994;
FC1(F)CCOc2ccccc2C1,30,47:04700:6:Z4256271810;47:04701:5:Z4252957313;47:04721:2:Z4255182818;
OC1CCC2NC1CCC2O,278,47:04700:6:Z4278672996;47:04700:7:Z4269658376;47:04702:0:Z4269638070;
Clc1ccnc2c1CCCN2,117,47:04700:6:Z4132130152;47:04700:6:Z4132129647;47:04702:1:Z4132131377;
O=S1(=O)CCC2(CCCCN2)CC1,133,47:04700:6:Z4651594894;47:04701:2:Z4644127372;47:04701:3:Z4639774369;
Clc1ccn2cc(Cl)nc2c1,313,47:04700:6:Z2977462722;47:04700:9:Z3091705502;47:04701:2:Z4009084432;
Nc1ccc(Cl)cn1,217,47:04700:6:Z1587504072;47:04700:7:Z1450946042;47:04701:0:Z1513995585;
C1=CNCC1,242,47:04700:6:Z4218812907;47:04700:6:Z4347714740;47:04701:4:Z4232403527;
O=C1Nc2ccccc2C12CCNC2,132,47:04700:6:Z1744185554;47:04701:0:Z1748305102;47:04701:5:Z4400961831;
Oc1ccc(Cl)c(Cl)c1,89,47:04700:6:Z4270677904;47:04701:2:Z4312290632;47:04703:7:Z4311164608;
CC12CNCC1C1CCC2C1,132,47:04700:6:Z2977653234;47:04700:7:Z4414449048;47:04701:0:Z2971451912;
Cc1nccc(O)c1Cl,150,47:04700:6:Z4049301018;47:04701:9:Z1579401802;47:04702:3:Z2232214739;
NC12CCCC(C1)C2,107,47:04700:6:Z2825270065;47:04700:6:Z3520270366;47:04701:8:Z3520267018;
CN1C=NC(=O)C1O,55,47:04700:6:Z4219561330;47:04700:9:Z4219552728;47:04700:9:Z4219557857;
O=C1CC2CCCC2CN1,101,47:04700:6:Z3639909291;47:04702:6:Z3639446856;47:04703:4:Z3639561080;
FC1(F)CCCC2CC21,468,47:04700:6:Z4771629089;47:04700:7:Z3912633441;47:04701:2:Z3840962925;
C1CCC23OCCC2CC3C1,143,47:04700:6:Z3439452793;47:04701:6:Z3568173080;47:04701:9:Z4107372777;
OC1Cc2cc(Cl)cc(Cl)c2C1,72,47:04700:6:Z2303164729;47:04702:3:Z4099577569;47:04705:6:Z2117339903;
Cc1cc2[nH]ncc2c(=O)n1C,41,47:04700:6:Z2911877784;47:04702:4:Z3553450201;47:04705:1:Z2911875638;
Cc1ncn2ccccc12,226,47:04700:6:Z3612092861;47:04700:6:Z3568225680;47:04700:8:Z2642214451;
O=c1[nH]ccc2sccc12,212,47:04700:6:Z2720919369;47:04701:0:Z4294561998;47:04701:3:Z4293945644;
Clc1cnn2c1NCCC2,102,47:04700:6:Z3086531051;47:04700:7:Z4733706320;47:04701:9:Z3086526338;
CC1CNCc2nncn21,399,47:04700:6:Z5048960112;47:04700:7:Z5054016441;47:04701:3:Z5060200047;
O=C1NCCC2CCNC=C12,78,47:04700:6:Z4368813230;47:04702:4:Z4368818526;47:04702:8:Z4368817843;
C1CC2NCC2CN1,378,47:04700:6:Z4862862551;47:04700:9:Z4210541381;47:04701:1:Z4210538667;
O=C1CCCc2oc(=O)ccc21,170,47:04700:6:Z3554965928;47:04700:6:Z3548072714;47:04701:6:Z4044692898;
Cc1cc2[nH]ncc2c(=O)[nH]1,18,47:04700:6:Z4009073786;47:04703:7:Z2881204084;47:04703:8:Z4885683906;
c1cc2c3c(c1)CCNCC3CCC2,85,47:04700:6:Z2207830519;47:04701:1:Z2199798783;47:04703:9:Z2229099273;
C1CCC2(CC1)CCOC2,399,47:04700:6:Z4932884010;47:04700:6:Z4924078498;47:04700:8:Z4923449990;
OC1CCC(O)C1,227,47:04700:6:Z4153716207;47:04700:6:Z4153716225;47:04700:7:Z3714929676;
Cc1nn(C)c2ccccc12,254,47:04700:6:Z2187577223;47:04701:0:Z4486782428;47:04701:9:Z2190442399;
CC1CC(C)n2nccc2N1,138,47:04700:6:Z3187426130;47:04700:8:Z4651445679;47:04701:3:Z4651448784;
O=C1CCC2NCCN12,16,47:04700:6:Z3085745452;47:04701:0:Z4243959439;47:04704:3:Z3085749902;
CN1CC2CCCN2C1=O,89,47:04700:6:Z2595266251;47:04701:4:Z3381977681;47:04701:9:Z4432244967;
FC1(F)CNC1,223,47:04700:6:Z3185923139;47:04700:7:Z4714327103;47:04701:5:Z3176061196;
Cn1c2c(ccc1=O)CCCC2,248,47:04700:6:Z2482089900;47:04701:0:Z2477298940;47:04701:2:Z2482010367;
c1nc2c(o1)CCSC2,218,47:04700:6:Z4907640498;47:04701:0:Z4907635057;47:04701:6:Z4907648997;
Fc1cnc2c(c1)CCN2,207,47:04700:6:Z4335205808;47:04700:7:Z4132696664;47:04701:1:Z4335207291;
Cc1ccn2ccnc2c1C,355,47:04700:6:Z4228978199;47:04701:2:Z4027390741;47:04701:3:Z4013616935;
CC1CCCC2(C1)OCCO2,59,47:04700:6:Z3639295158;47:04701:0:Z3639315876;47:04705:8:Z3639943643;
Oc1ccc2cc[nH]c2c1,147,47:04700:6:Z3670610360;47:04703:0:Z3667472652;47:04703:0:Z4051124991;
O=c1ccc2c([nH]1)CCNC2,511,47:04700:6:Z3346182322;47:04700:6:Z3569220197;47:04700:6:Z4473696953;
C1CCC2(C1)CCCNC2,336,47:04700:6:Z3353115126;47:04700:9:Z1781614913;47:04701:0:Z4166518407;
Cc1n[nH]c2ncncc12,125,47:04700:6:Z3562340990;47:04701:8:Z4456464509;47:04702:2:Z4231572674;
Cc1csc(C)c1C,195,47:04700:6:Z2763211197;47:04701:5:Z2898239980;47:04701:5:Z2442713499;
Cc1ccn2ccnc2n1,144,47:04700:6:Z1952612425;47:04701:6:Z4057873939;47:04702:5:Z1669553824;
Cc1cc(C)c2[nH]ccc2c1,138,47:04700:6:Z3367814461;47:04701:0:Z3611438709;47:04701:5:Z3357776729;
CC12CCCNC1CCOC2,203,47:04700:6:Z3871028315;47:04700:7:Z4090784095;47:04700:8:Z3916652625;
Cc1cc(C)c2c(c1)NCCC2,133,47:04700:6:Z3807028102;47:04701:5:Z1938144112;47:04702:1:Z1881654802;
C1CN2CC3(CC3)CC2CN1,177,47:04700:6:Z3834420118;47:04701:2:Z3833068483;47:04701:6:Z4095608098;
Oc1cccc2c1CCNC2,317,47:04700:6:Z3137531171;47:04700:6:Z2720650101;47:04700:7:Z3603030611;
C1CNC2(CC2)CN1,167,47:04700:6:Z4231896723;47:04701:2:Z4150609797;47:04701:2:Z3625254849;
Cc1nc2c3c(ccc2[nH]1)NCCC3,64,47:04700:6:Z3584773492;47:04700:8:Z3584771309;47:04702:2:Z4285349339;
Cc1cc(Cl)cc2cc[nH]c12,120,47:04700:6:Z1867208982;47:04700:6:Z1690423280;47:04701:3:Z2013344577;
CC1=CCCC1,245,47:04700:6:Z4473696953;47:04700:8:Z1481372689;47:04701:6:Z1482382863;
C1COCC2(CCOCC2)CN1,332,47:04700:6:Z4105368234;47:04700:8:Z1658249205;47:04702:3:Z3558195643;
C1CCC2(CCNCC2)NC1,162,47:04700:6:Z4055328711;47:04700:8:Z3143772311;47:04701:4:Z3143768524;
O=c1cc2c(n[nH]1)CCC2,179,47:04700:6:Z3077417470;47:04701:1:Z3083530433;47:04702:5:Z4157433492;
C1CCC2NCC2C1,368,47:04700:6:Z2707638585;47:04701:6:Z2617405941;47:04701:6:Z4488503666;
CN1CC2CC1C2,81,47:04700:6:Z3620401116;47:04703:2:Z3216015621;47:04706:5:Z3592257542;
Cc1cc(Cl)cc2c1CNCC2,108,47:04700:6:Z3863052187;47:04701:0:Z3567131461;47:04701:9:Z3610789830;
O=c1ccnc2[nH]cnn12,46,47:04700:6:Z2676717876;47:04701:9:Z2676712846;47:04705:0:Z2676709938;
C1CNCC2(C1)CCNCC2,243,47:04700:6:Z2439177858;47:04700:9:Z2361498047;47:04701:4:Z4053761745;
Fc1cc2[nH]ccc2cc1Cl,59,47:04700:6:Z3383343574;47:04703:3:Z3671196353;47:04704:6:Z2722665974;
NC1CC2CNCCN2C1=O,238,47:04700:6:Z3823994077;47:04701:1:Z2596180805;47:04701:5:Z4114961044;
O=S1(=O)CCC2(CCCN2)C1,261,47:04700:6:Z3711506534;47:04700:7:Z3643844069;47:04700:8:Z3711506423;
CN1CCc2ccccc2CC1=O,117,47:04700:6:Z4087968395;47:04700:6:Z4003380875;47:04702:5:Z4026899452;
C1CC23CNCC2(C1)COC3,205,47:04700:6:Z3593177660;47:04700:9:Z3592729526;47:04702:5:Z3593184487;
Cc1cc2ncsc2cc1F,41,47:04700:6:Z2987456499;47:04703:5:Z2987456989;47:04705:3:Z4216760227;
CN1CCNC(C)(C)C1=O,309,47:04700:6:Z4266776403;47:04700:9:Z5005967897;47:04700:9:Z3372937407;
O=C1NCNC12CCCC2,47,47:04700:6:Z1816989473;47:04701:3:Z2351366012;47:04706:0:Z3773688591;
CC1CCCCCN1,240,47:04700:6:Z1841990056;47:04700:6:Z4991817906;47:04700:8:Z4307030815;
CC1CCc2ccsc2C1,168,47:04700:6:Z4262714651;47:04700:8:Z1445443565;47:04701:2:Z3645867542;
FC1CCC2CC12,227,47:04700:6:Z4710940067;47:04700:8:Z4419603574;47:04701:0:Z4396071005;
Cc1cn2cc(Cl)nc2s1,249,47:04700:6:Z3837523283;47:04700:7:Z3845252346;47:04701:0:Z3773846381;
N=S1(=O)CCC(N)C1,79,47:04700:6:Z3521824676;47:04700:9:Z3521827411;47:04702:4:Z3521825015;
