fragment_smiles,occurences,example_ligands
Cc1cc(F)c2c(c1)CCNC2,162,100:10000:3:Z3060361850;100:10001:5:Z4487494264;100:10001:8:Z3619138006;
FC1(F)CNCCNC1,171,100:10000:3:Z3145201823;100:10000:5:Z4055386715;100:10001:2:Z3145188641;
Cc1ccc2c(=O)[nH]n(C)c2n1,163,100:10000:3:Z2200769310;100:10001:5:Z1867238406;100:10001:9:Z1531528417;
CC1CC(=O)C1,147,100:10000:3:Z4536608414;100:10001:1:Z2622215192;100:10001:7:Z2631317469;
NC1CC2CNCCN2C1=O,268,100:10000:3:Z3347416921;100:10000:6:Z2583774588;100:10000:6:Z3510595050;
Cc1cc(=O)ccn1C,214,100:10000:3:Z2805182280;100:10000:7:Z3060382912;100:10001:1:Z2486172453;
O=c1cc(O)cco1,108,100:10000:3:Z2229936110;100:10000:7:Z2718016416;100:10002:6:Z2027424458;
FC1CC2(CCNC2)C1,263,100:10000:3:Z4034702411;100:10000:4:Z4029468348;100:10001:2:Z4044772189;
O=c1cc2n(c(=O)[nH]1)CCOC2,52,100:10000:3:Z5057666080;100:10000:6:Z5058751661;100:10003:6:Z5058752040;
O=C1CC2CNC1C2,172,100:10000:3:Z3789424907;100:10000:4:Z3789216684;100:10001:0:Z3792100068;
NC1C2CCC1NC2,70,100:10000:3:Z4205659594;100:10001:6:Z4157159010;100:10002:1:Z4157201573;
CC1(C)CCC12CCNC2,130,100:10000:3:Z4175436246;100:10001:3:Z4175480591;100:10002:8:Z4169146801;
FC1(F)CC12CCOCC2,577,100:10000:3:Z4175436246;100:10000:4:Z4076956421;100:10000:8:Z3658317282;
c1cc2n(n1)CC1(CC1)C2,203,100:10000:3:Z3667708375;100:10000:5:Z3643593060;100:10001:0:Z3668900641;
Cc1cnc2c(c1)NCC2,214,100:10000:3:Z4448200869;100:10001:1:Z4132461995;100:10001:2:Z4132457850;
Fc1cc(Cl)cc2ccoc12,84,100:10000:3:Z3670756138;100:10000:7:Z3645887168;100:10002:5:Z3667029121;
CC1Cc2cc(F)ccc2CN1,141,100:10000:3:Z3364573545;100:10003:5:Z3592603568;100:10003:9:Z3186253335;
Fc1ccc2c(c1)NCCN2,342,100:10000:3:Z1730266286;100:10001:1:Z4132174632;100:10001:3:Z4652425800;
CN1CC2CCCNC2C1,308,100:10000:3:Z3608084817;100:10000:6:Z2408098265;100:10000:7:Z2408094774;
Cc1ncc(C)c(C)n1,73,100:10000:3:Z2701055320;100:10002:3:Z1425918773;100:10002:3:Z4232717935;
Fc1cccc2c1NCCO2,157,100:10000:3:Z1413224617;100:10001:8:Z1883931840;100:10001:9:Z4113001509;
c1nc2c(s1)CCCCCC2,109,100:10000:3:Z2356002016;100:10001:7:Z1995645479;100:10001:8:Z1995645774;
C1CC2CNCC2CCN1,455,100:10000:3:Z2356002016;100:10000:4:Z2980631802;100:10000:5:Z2444094276;
CC1(C)CCS1(=O)=O,394,100:10000:3:Z2975281572;100:10000:3:Z3393148344;100:10001:7:Z3605557089;
Cc1c[nH]c(=O)c2ccccc12,196,100:10000:3:Z2498018205;100:10000:5:Z4477096611;100:10000:5:Z2497573001;
Cc1cccc(F)c1F,585,100:10000:3:Z3357260679;100:10000:7:Z2361766939;100:10000:7:Z4577646933;
O=C1NC2CCC1CC2,209,100:10000:3:Z4071464064;100:10001:1:Z4073559161;100:10001:4:Z4073530799;
CN1CCCNc2cnccc21,185,100:10000:3:Z4147308320;100:10000:5:Z4346608345;100:10000:5:Z4346619555;
Cc1nc2c([nH]1)C1CCCNC1CC2,149,100:10000:3:Z3441419586;100:10000:4:Z4490449442;100:10001:6:Z3620544633;
Fc1cnc2ccccn12,245,100:10000:3:Z1325003447;100:10000:9:Z1500891201;100:10002:4:Z2387916262;
CC1CC(C)OC(C)C1,249,100:10000:3:Z3670492442;100:10001:0:Z4574556164;100:10001:3:Z3671747362;
Clc1cn2ccccc2n1,669,100:10000:3:Z3620723922;100:10000:4:Z4044452647;100:10000:5:Z983167204;
NC1CC2CCC1O2,162,100:10000:3:Z4079224812;100:10000:5:Z4079176842;100:10000:5:Z4079305360;
C1CC2(CNC2)CO1,275,100:10000:3:Z4022120526;100:10000:5:Z2232863150;100:10000:5:Z3308865155;
Cn1cncc1N,23,100:10000:3:Z4254692426;100:10001:7:Z4254698131;100:10002:8:Z4254699672;
Cc1ccc(F)c2occc12,133,100:10000:3:Z2958964582;100:10000:7:Z2958493748;100:10004:4:Z2953433149;
CN1C(=O)C(C)(C)c2ccccc21,344,100:10000:3:Z3221758140;100:10000:7:Z4640139012;100:10001:3:Z3469015317;
O=c1[nH]c2ccc(Cl)cc2[nH]1,79,100:10000:3:Z4622495344;100:10001:4:Z4612613552;100:10001:4:Z4610039791;
OC1CC2CCCC(C1)C2,329,100:10000:3:Z4405956773;100:10000:4:Z4406738998;100:10000:6:Z4406522813;
Nc1nc(O)c2c(n1)CNC2,26,100:10000:3:Z4230994850;100:10004:7:Z4230989729;100:10005:2:Z4230984338;
CC1CNc2ccc(F)cc2O1,197,100:10000:3:Z2435151423;100:10000:7:Z4113271747;100:10002:0:Z4113275109;
O=S1(=O)CCNC1,138,100:10000:3:Z4770930263;100:10000:5:Z4770626788;100:10000:7:Z4771575431;
O=c1[nH]cc(Cl)c(=O)[nH]1,133,100:10000:3:Z4305857571;100:10000:3:Z4305912709;100:10000:5:Z1381430291;
Cc1cccn2cnnc12,163,100:10000:3:Z4289884558;100:10001:0:Z4295846163;100:10001:7:Z4295100446;
OC1CNCC12CCOCC2,294,100:10000:3:Z3840672701;100:10000:5:Z4095349419;100:10000:6:Z3899495672;
N=S1(=O)CCCNCC1,117,100:10000:3:Z4229993285;100:10000:7:Z4477030684;100:10000:9:Z4404925720;
C1CC2CC1C1CNC21,70,100:10000:3:Z1372784345;100:10004:4:Z1372438597;100:10005:4:Z1372283332;
O=S1(=O)CCC2(CCNCC2)CC1,273,100:10000:3:Z4152609622;100:10000:7:Z3571689901;100:10000:8:Z2880797939;
CC1(O)CCC1,531,100:10000:3:Z3679358064;100:10000:5:Z4285714015;100:10000:5:Z4285714205;
CC1CC(N)C1,207,100:10000:3:Z3522626930;100:10001:2:Z4055815198;100:10001:4:Z3522635752;
Cn1ncc2cn[nH]c21,153,100:10000:3:Z1212628647;100:10001:6:Z2630297830;100:10001:9:Z2356674641;
N=S1(=O)CCCc2ncncc21,96,100:10000:3:Z4886737234;100:10000:7:Z3829171222;100:10001:8:Z3829606104;
O=C1CC2CCC(C1)S2(=O)=O,163,100:10000:3:Z3078172108;100:10001:2:Z3086166359;100:10001:8:Z3083291584;
O=C1CCOC2(CCNCC2)C1,397,100:10000:3:Z4216711632;100:10000:5:Z3598828660;100:10000:7:Z3058532117;
OC1CCCCC1O,390,100:10000:3:Z3205183092;100:10000:4:Z4475204295;100:10000:7:Z4477029872;
C1CCOC2(CC1)CCNC2,306,100:10000:3:Z4998885041;100:10000:7:Z4155520123;100:10000:9:Z4154333681;
CN1C(=O)NCC12CCNCC2,329,100:10000:3:Z4123899410;100:10000:4:Z3696286830;100:10000:4:Z3188736559;
Cc1c(F)ccn2ccnc12,346,100:10000:3:Z4468556672;100:10000:5:Z4484369500;100:10000:6:Z4483622645;
O=C1NC2CCC1C2,474,100:10000:3:Z3136545578;100:10000:6:Z3136540211;100:10000:6:Z3136540529;
Cc1cccc2ccoc12,532,100:10000:3:Z3539806203;100:10000:4:Z2778623413;100:10000:5:Z2648747400;
Cc1cnc(C)nc1,417,100:10000:3:Z2505698981;100:10000:4:Z3561897783;100:10000:6:Z2840423174;
CC1(C)CCNCCS1(=O)=O,374,100:10000:3:Z4269834108;100:10001:2:Z1907186180;100:10002:4:Z3647777356;
Cc1cccn2nccc12,192,100:10000:3:Z3648111797;100:10000:6:Z3360895389;100:10002:7:Z3321999626;
Nc1nnc[nH]1,159,100:10000:3:Z2918279416;100:10002:7:Z4169421120;100:10003:9:Z2600892799;
CC1(C)CNCc2ccccc21,303,100:10000:3:Z4418863792;100:10000:6:Z3194224827;100:10000:8:Z1554962596;
C1COC2CNCC2N1,647,100:10000:3:Z4621133054;100:10000:5:Z3577702013;100:10000:7:Z4954255262;
C1CC2(C1)CC21CC1,195,100:10000:3:Z4424160426;100:10000:4:Z4413238930;100:10000:5:Z4248407152;
Cc1n[nH]cc1O,98,100:10000:3:Z3893225988;100:10000:5:Z3726689588;100:10000:7:Z2334911973;
Oc1ccc2ccsc2n1,86,100:10000:3:Z4352848870;100:10003:6:Z4311904318;100:10004:9:Z4598048412;
O=S1(=O)N=Cc2ccccc21,878,100:10000:3:Z1438506257;100:10000:4:Z1712627128;100:10000:5:Z1730166905;
O=S1(=O)Nc2ncnn2-c2ccccc21,68,100:10000:3:Z1170282770;100:10000:5:Z1170287751;100:10003:4:Z1170285475;
CC1CCOC12CC2(F)F,250,100:10000:3:Z3612930443;100:10002:0:Z3596870944;100:10002:4:Z4467560328;
Clc1c[nH]c2ccccc12,152,100:10000:3:Z960898058;100:10001:4:Z1139348296;100:10003:5:Z2298952195;
Nc1ncnc2sc3c(c12)CCCC3,122,100:10000:3:Z2329977713;100:10000:4:Z2330067003;100:10000:7:Z2189566190;
Cc1ccc2[nH]ncc2c1,407,100:10000:3:Z4239126271;100:10000:4:Z4122441927;100:10000:6:Z2801631014;
c1nnn2c1COC1CNCC12,181,100:10000:3:Z4934853677;100:10001:5:Z4474984307;100:10002:3:Z4474980753;
O=C1CCNc2ccccc2N1,655,100:10000:3:Z4127308655;100:10000:5:Z4127299180;100:10000:5:Z2630322730;
CC1C(C)(C)C1(C)C,91,100:10000:3:Z2999538089;100:10002:4:Z2974880792;100:10004:7:Z2924467730;
CC1(C)CCc2ccccc2CC1,63,100:10000:3:Z1997871664;100:10001:3:Z2600625880;100:10002:3:Z4350077219;
Cc1ccc2c(c1)OCCN2,224,100:10000:4:Z2702695326;100:10000:8:Z1694154688;100:10001:0:Z1262033864;
CC1CS(=O)(=O)CCCN1,303,100:10000:4:Z2950048392;100:10002:7:Z2955149133;100:10003:0:Z2946023885;
c1cc2c(o1)CNC2,413,100:10000:4:Z3589160075;100:10000:6:Z3656283952;100:10000:7:Z3583658505;
c1ccc2c(c1)OCc1cn[nH]c1-2,84,100:10000:4:Z1902512469;100:10001:2:Z1902502673;100:10001:4:Z4135408006;
Cc1cc2c(o1)CC(C)(C)CC2,137,100:10000:4:Z1591031639;100:10000:6:Z2917272039;100:10002:2:Z4056539169;
FC1(F)CCCCCCC1,90,100:10000:4:Z3611568105;100:10001:2:Z3611569277;100:10001:5:Z3603813032;
O=C1COc2ccc(F)cc2N1,185,100:10000:4:Z3697841075;100:10000:4:Z4172726418;100:10000:8:Z3715679109;
Fc1cccc2c1CNC2,178,100:10000:4:Z2305124877;100:10000:4:Z2361017204;100:10000:6:Z2380953844;
c1nc2c([nH]1)CCC2,16,100:10000:4:Z2199280445;100:10004:9:Z2199291461;100:10008:4:Z2199294023;
CC1CNC2CCCCC12,149,100:10000:4:Z1667000908;100:10000:7:Z2800876630;100:10001:0:Z1643392605;
CC1CC1C,819,100:10000:4:Z4148176974;100:10000:5:Z2718845833;100:10000:7:Z3403493521;
OC1CC2(CC2)C1,372,100:10000:4:Z4323639688;100:10000:4:Z2964988186;100:10000:6:Z5008699194;
CC1(C)OC2(CCNCC2)NC1=O,308,100:10000:4:Z3519912701;100:10000:4:Z3633211510;100:10000:6:Z3633201076;
Fc1ccc2c(c1F)CCC2,239,100:10000:4:Z3517197578;100:10000:5:Z2494579760;100:10000:6:Z4413164581;
O=S1(=O)CCNCCCCCCCN1,178,100:10000:4:Z3532163636;100:10000:4:Z3622164735;100:10001:9:Z3626811916;
Cc1cc(C)c(C)c(C)c1C,291,100:10000:4:Z1577823934;100:10000:5:Z3440668133;100:10000:5:Z45526725;
Fc1ccc(F)c2ncccc12,238,100:10000:4:Z2227925178;100:10002:4:Z4054688225;100:10002:5:Z2961969962;
OC12CNCCC1C2,250,100:10000:4:Z3185772431;100:10000:5:Z3175868303;100:10001:3:Z3175567631;
Clc1n[nH]c2ccccc12,70,100:10000:4:Z2589188454;100:10004:0:Z4998793581;100:10004:2:Z4995191244;
CC1CSCCN1,442,100:10000:4:Z3623115725;100:10000:4:Z3631242196;100:10000:4:Z1239639913;
Cc1nc2cccnn2n1,64,100:10000:4:Z2091893680;100:10000:4:Z3395290746;100:10000:9:Z2089659098;
O=C1CCCc2scnc21,155,100:10000:4:Z4234415913;100:10000:7:Z4129565145;100:10001:0:Z3093262615;
Cc1nn(C)c2sccc12,400,100:10000:4:Z2965912462;100:10000:6:Z2932963107;100:10000:6:Z2962197933;
c1ncc2c(n1)OCC2,81,100:10000:4:Z3647614289;100:10002:2:Z3648294456;100:10004:4:Z3648495860;
c1cnc2ncsc2c1,177,100:10000:4:Z4316795283;100:10000:6:Z4316802803;100:10001:1:Z4313331502;
Cn1cc2c(n1)CCS(=O)(=O)C2,162,100:10000:4:Z4097636948;100:10001:2:Z3647519767;100:10001:5:Z4224707693;
CN1CCC2CNCCC21,390,100:10000:4:Z3474513371;100:10001:2:Z4076808904;100:10001:4:Z2802894045;
c1cc2c(s1)CNC2,190,100:10000:4:Z2617834561;100:10000:8:Z4065306005;100:10001:9:Z2605562852;
O=S1(=O)CCOc2ccccc21,381,100:10000:4:Z3472046872;100:10000:8:Z3167006180;100:10000:8:Z2443252923;
C1COCCC2(COC2)N1,155,100:10000:4:Z4094577050;100:10001:0:Z4094581542;100:10001:6:Z3808681599;
CC1(O)CCCNC1,284,100:10000:4:Z4058155997;100:10000:7:Z1557641423;100:10000:7:Z1765986452;
O=c1ccc2ccc(Cl)c(Cl)c2[nH]1,102,100:10000:4:Z3049648074;100:10000:4:Z3052441724;100:10001:9:Z4013742411;
C1CC2CC(CN2)N1,162,100:10000:4:Z4029294593;100:10000:4:Z4056333664;100:10000:8:Z4113569962;
CN1CCC2(CCCCC2)CC1,116,100:10000:4:Z4062688505;100:10000:4:Z2909252391;100:10001:4:Z5037908838;
c1ccc2c(c1)ccc1[nH]ccc12,88,100:10000:4:Z4475204295;100:10000:5:Z3702771600;100:10000:6:Z963943302;
C1CNCC2(C1)COC2,395,100:10000:4:Z3173752020;100:10000:6:Z4117158076;100:10000:9:Z3318942848;
OC1CNc2ncccc21,85,100:10000:4:Z4066110817;100:10001:4:Z4066110427;100:10006:7:Z4848784169;
O=C1NCCCc2sccc21,301,100:10000:4:Z3436542906;100:10000:7:Z3915456602;100:10001:1:Z4665621546;
O=C1CNC=NN1,98,100:10000:4:Z1500976489;100:10001:1:Z2299066338;100:10002:5:Z1694597051;
NC1CC(O)C1,415,100:10000:4:Z4145002883;100:10000:4:Z4214662965;100:10002:3:Z4144856671;
O=c1[nH]c2ccncc2[nH]1,18,100:10000:4:Z4155989061;100:10001:0:Z4155992584;100:10020:2:Z4153108857;
Clc1ccc2c(c1)OCC2,30,100:10000:4:Z1896420820;100:10004:3:Z4762712913;100:10008:8:Z1896420147;
Cc1ccc2occc2c1,733,100:10000:4:Z4228803883;100:10000:7:Z5052470738;100:10000:8:Z3607215509;
C1CC2NCCC2CN1,676,100:10000:4:Z4414534342;100:10000:4:Z3521663941;100:10000:5:Z4031328435;
CN1CCCCc2ccccc21,206,100:10000:4:Z3870513130;100:10001:0:Z3360491363;100:10001:1:Z2298422354;
CC1CCCC1(F)F,587,100:10000:4:Z3898493167;100:10000:4:Z4264047602;100:10000:5:Z3898495381;
Cc1cc2ccccc2s1,196,100:10000:4:Z4154132546;100:10000:5:Z4188249829;100:10002:1:Z4000383734;
Cc1cccc2nccc(=O)n12,214,100:10000:4:Z1591294403;100:10001:1:Z848714550;100:10001:9:Z2448168102;
CC1Cc2ccc(F)cc2C1,244,100:10000:4:Z3549999167;100:10000:7:Z2348447972;100:10000:9:Z2291869599;
CC1=CCn2ncnc2N1C,113,100:10000:4:Z4395252091;100:10003:1:Z4339390384;100:10004:1:Z1715218654;
CC1(C)NCCCC1O,9,100:10000:4:Z4451685929;100:10010:4:Z4451688235;100:10032:5:Z4451688490;
Cc1ccc2c(c1)CNC2,253,100:10000:4:Z2957295673;100:10000:6:Z3308315726;100:10000:8:Z1961344348;
C1=Nc2cncnc2SC1,62,100:10000:4:Z4264591759;100:10001:2:Z4264562399;100:10005:4:Z4264585735;
O=C1CCNc2cnccc2N1,299,100:10000:4:Z3040121721;100:10000:5:Z4132441902;100:10000:9:Z2654669721;
CC1CN(C)C(C)CN1,104,100:10000:4:Z4667553771;100:10003:4:Z4664513414;100:10004:0:Z4655891726;
NC1CCC2(CC1)CNCCO2,354,100:10000:4:Z4208992859;100:10000:4:Z4208055770;100:10001:7:Z3364642027;
CC1CC(C)C1,337,100:10000:4:Z3406366504;100:10001:0:Z4210928426;100:10001:1:Z4580785082;
Fc1cc(Cl)c2cc[nH]c2c1,96,100:10000:4:Z3667113554;100:10000:7:Z3629267113;100:10001:8:Z3672126134;
CC1(C)CNCC2(CNC2)O1,137,100:10000:4:Z3133272726;100:10001:0:Z3133293668;100:10001:4:Z3793633263;
OC1C2CNCC1OC2,218,100:10000:4:Z4154922913;100:10001:6:Z4155934680;100:10001:6:Z4158222336;
OC1CCNC2(CC2)C1,284,100:10000:4:Z3441042003;100:10000:9:Z4508790495;100:10001:5:Z3608754686;
CC1CC(=O)N(C)c2ccccc21,222,100:10000:4:Z3363833837;100:10001:3:Z2722393712;100:10001:4:Z2722392405;
OC1CCC(O)C2CCC1N2,88,100:10000:4:Z3653717436;100:10000:7:Z3878738262;100:10001:7:Z3653714305;
CC1Cc2cnccc2N1,151,100:10000:4:Z2691323841;100:10000:5:Z4126783852;100:10001:3:Z2691324094;
O=c1[nH]c2ccc(Cl)cc2o1,219,100:10000:4:Z99015337;100:10000:7:Z4880310545;100:10001:3:Z1022633266;
Cn1ccc2c(c1=O)CCCC2,320,100:10000:4:Z2962323493;100:10001:2:Z3703722548;100:10001:2:Z4096475337;
CC1CNCCS1,542,100:10000:4:Z3009149525;100:10000:4:Z3008500667;100:10000:4:Z3180977912;
Cc1ccncc1Cl,514,100:10000:4:Z2295395490;100:10000:6:Z2295392310;100:10000:8:Z2850570344;
c1cc2c(cn1)CCCCC2,168,100:10000:4:Z4141470267;100:10000:4:Z4124456665;100:10001:4:Z2957919917;
Clc1ccc2c(c1)CC2,116,100:10000:4:Z2912585669;100:10001:8:Z2809648198;100:10002:1:Z2884423422;
Cc1ccnc2cccnc12,45,100:10000:4:Z3076070238;100:10000:4:Z3395184636;100:10002:5:Z3076295801;
Cc1nc(C)c2c(C)csc2n1,239,100:10000:4:Z4478081260;100:10000:7:Z4078076449;100:10000:7:Z4478065064;
c1ccc2nc3c(cc2c1)CCC3,113,100:10000:4:Z3208928751;100:10000:5:Z2233835181;100:10001:5:Z1796451883;
Clc1cc2ccccc2o1,216,100:10000:4:Z2718596841;100:10000:4:Z2718596421;100:10000:8:Z1661972591;
c1nnn2c1CCCC2,370,100:10000:4:Z4123777691;100:10000:4:Z3833532107;100:10000:5:Z3840337204;
CC1CN=CS1,237,100:10000:4:Z2699194876;100:10000:4:Z2771572957;100:10001:8:Z1533884457;
O=C1CC2(CCNCC2)C(O)CN1,227,100:10000:4:Z3715699505;100:10001:0:Z3653797260;100:10001:3:Z5001431673;
Cc1ccc2nncn2c1,348,100:10000:4:Z3553544014;100:10000:4:Z3816615014;100:10000:6:Z4324175760;
Oc1ccc2cn[nH]c2c1,53,100:10000:4:Z4979170324;100:10003:1:Z2233665176;100:10005:3:Z2233665065;
FC1(F)C2(CCC2)C12CCC2,388,100:10000:4:Z4643329367;100:10001:6:Z4186508345;100:10001:7:Z4109900626;
O=C1Nc2ccccc2C12CCNCC2,184,100:10000:4:Z3633198537;100:10000:4:Z4204158301;100:10002:9:Z3521213740;
Cc1csc(C)c1,564,100:10000:4:Z3725565563;100:10000:4:Z3725565564;100:10000:4:Z3725565566;
O=C1CCCCc2ccccc2N1,48,100:10000:4:Z4257306383;100:10003:9:Z4253440062;100:10004:4:Z4255511996;
O=S1(=O)CCC2CNCCN21,401,100:10000:4:Z4313784688;100:10000:7:Z4313928327;100:10000:7:Z4315719213;
CC12CCC(CC1)N2,156,100:10000:4:Z4325676488;100:10000:9:Z3569679925;100:10003:3:Z3565978398;
CC1CNC2(CCC2)CO1,159,100:10000:4:Z2485128302;100:10000:5:Z3472199833;100:10000:6:Z2476663062;
FC=C1CCCNC1,189,100:10000:4:Z4274066763;100:10000:5:Z4228533677;100:10001:8:Z4228511367;
Cc1ccc2c(c1)CNCCO2,281,100:10000:4:Z2137517300;100:10000:8:Z2908201462;100:10000:8:Z2091492884;
CC1(C)CCO1,141,100:10000:4:Z4325479873;100:10000:5:Z4316976970;100:10000:8:Z4317467659;
N=S1(=O)CCC2(CCCN2)C1,125,100:10000:4:Z3551589986;100:10001:0:Z3551590465;100:10002:5:Z3551590353;
c1ncc2[nH]cnc2n1,724,100:10000:4:Z3558477111;100:10000:5:Z1177839491;100:10000:5:Z978862832;
Oc1ccc2c(c1)CNCC2,318,100:10000:4:Z4447426402;100:10000:9:Z1227225446;100:10001:2:Z1247291879;
O=c1cccco1,356,100:10000:4:Z4290044871;100:10000:4:Z4287315621;100:10000:7:Z4294949955;
FC=C1CCCC1,142,100:10000:4:Z4876694779;100:10001:3:Z4879197018;100:10001:3:Z4879241131;
Oc1nscc1Cl,84,100:10000:4:Z2027542700;100:10001:4:Z2027467672;100:10001:6:Z2917999297;
Cc1ccc2nonc2c1,125,100:10000:4:Z4003039785;100:10000:5:Z4274660701;100:10001:9:Z4003392604;
c1cn2cncc2s1,248,100:10000:4:Z1953122248;100:10001:2:Z2716381547;100:10001:2:Z1745289377;
Cc1noc2ncncc12,129,100:10000:4:Z1999944656;100:10000:9:Z1999983625;100:10001:3:Z1999914724;
Fc1ccc2[nH]ccc2c1Cl,102,100:10000:4:Z2707885846;100:10004:9:Z2712053726;100:10005:1:Z2755413716;
O=S1(=O)CCCCCC1,401,100:10000:4:Z4471840618;100:10001:0:Z3579476957;100:10001:1:Z3537717435;
C1CCC2(CCCOC2)NC1,184,100:10000:4:Z4304703613;100:10001:6:Z3092940657;100:10001:6:Z4304703618;
Cc1c(Cl)cn2c(=O)ccnc2c1Cl,84,100:10000:4:Z4270903120;100:10000:8:Z1837894367;100:10003:9:Z2918850986;
Cc1ccc2c(c1)NCNS2(=O)=O,61,100:10000:4:Z4307653946;100:10002:1:Z4307861343;100:10005:4:Z3240715470;
c1cn2c(n1)CCNCCCCCC2,187,100:10000:4:Z4353516621;100:10000:6:Z4347848068;100:10000:8:Z4353518352;
CC1CNc2ccccc2NC1=O,190,100:10000:4:Z1879273340;100:10001:5:Z4663710201;100:10002:9:Z1879265848;
Clc1cnc2ccccc2c1,231,100:10000:4:Z2173661668;100:10000:4:Z2971137375;100:10001:2:Z3623777822;
Cc1ccc2c(c1C)OCCCC2,37,100:10000:4:Z3640116833;100:10000:4:Z3640106329;100:10002:2:Z4391746338;
O=S1C=CCCC1,169,100:10000:4:Z3295969370;100:10002:8:Z3296609257;100:10004:3:Z3650731500;
CC1(N)CCC1,36,100:10000:4:Z4055500544;100:10000:4:Z3385413567;100:10003:8:Z3385408950;
O=C1CC2CCC2N1,82,100:10000:4:Z3384804486;100:10001:6:Z3384806017;100:10002:8:Z3538645920;
CC1(C)CC2CCC1C2,190,100:10000:4:Z3051449747;100:10001:5:Z3055884318;100:10001:7:Z3180014484;
O=C1C2CCCC1CSC2,270,100:10000:4:Z2911803427;100:10000:5:Z2891096559;100:10000:6:Z2891203298;
c1ccc2c(c1)COC21CCCNC1,218,100:10000:4:Z1727264328;100:10000:7:Z1732779725;100:10000:7:Z2413079599;
FC1(F)C2CCCC1CCC2,152,100:10000:4:Z4577425379;100:10002:6:Z4492311399;100:10002:9:Z4486702471;
CC1(C)CNCC2(CCCC2)O1,212,100:10000:4:Z1796394318;100:10001:5:Z2444265986;100:10002:9:Z1798361245;
CC1(C)Oc2ccsc2CC1O,209,100:10000:4:Z2923763146;100:10000:5:Z2306928778;100:10000:8:Z3471578373;
CC1(C)COCCCN1,127,100:10000:4:Z3711368874;100:10000:6:Z4308834560;100:10001:7:Z3711375038;
c1cc2c(cn1)NCCCC2,149,100:10000:4:Z4132754109;100:10000:5:Z4132759960;100:10000:7:Z4870903307;
Nc1ccon1,27,100:10000:4:Z4207755392;100:10011:8:Z4205398046;100:10016:3:Z4207039296;
O=C1CCNc2ncccc2N1,89,100:10000:4:Z4125665234;100:10002:9:Z4125691291;100:10004:3:Z4125670381;
Cc1ccc(Cl)c2scnc12,25,100:10000:4:Z2095685174;100:10004:4:Z2095694574;100:10006:9:Z2095682477;
CN1CCc2ncsc2C1,473,100:10000:4:Z5045325218;100:10000:4:Z4949936748;100:10000:7:Z5044325369;
FC1(F)CC2CNCC2C1,294,100:10000:4:Z4614511480;100:10000:4:Z4157294934;100:10000:5:Z4503917393;
Cc1ccc2c(c1)OCO2,482,100:10000:4:Z2001255522;100:10000:5:Z1635497240;100:10000:6:Z2206782946;
O=C1CCCc2occc21,274,100:10000:4:Z2270475260;100:10000:4:Z4240331315;100:10000:6:Z3389243376;
O=C1CCc2ccccc2CN1,366,100:10000:4:Z3506840420;100:10000:7:Z4317574383;100:10000:7:Z4317044143;
OC1CCCCC12CCCNC2,228,100:10000:4:Z3640917695;100:10001:0:Z4887888270;100:10001:1:Z3640919823;
Cc1cnn2ccc(Cl)nc12,63,100:10000:4:Z3561181292;100:10000:4:Z3556408860;100:10001:1:Z3558127610;
OC1CCCC2CNCC12,268,100:10000:4:Z4142177560;100:10000:5:Z4027384185;100:10001:0:Z4051829219;
Cc1cccc2ocnc12,214,100:10000:4:Z4198601859;100:10000:7:Z4455188613;100:10000:8:Z1441935871;
CC1CCNCC1C,605,100:10000:4:Z4600899309;100:10000:5:Z4600897166;100:10000:6:Z3609880428;
CC1CCc2ncnn21,462,100:10000:4:Z4022388536;100:10000:4:Z2611551347;100:10000:5:Z2603192147;
CN1CC2CCCN2C1=O,117,100:10000:4:Z2595261644;100:10002:3:Z2595262303;100:10005:3:Z3646165694;
O=c1cc[nH]c2cc(Cl)c(Cl)cc12,112,100:10000:4:Z3358738971;100:10000:7:Z3383536370;100:10002:2:Z3854284813;
O=c1[nH]ncc(Cl)c1Cl,299,100:10000:4:Z4876214295;100:10000:7:Z4235786100;100:10000:8:Z4870939209;
CC1(C)CSCCN1,62,100:10000:4:Z4383782903;100:10004:1:Z4503555726;100:10005:9:Z1786363679;
Cc1cc(C)c(F)c(C)c1,52,100:10000:4:Z3009065066;100:10004:4:Z2996166457;100:10004:5:Z3621753991;
O=c1ccoc2ccc(F)cc12,154,100:10000:4:Z1096299391;100:10000:6:Z4337830863;100:10000:6:Z26743421;
OC1CNCCC12CCC2,11,100:10000:4:Z4233545772;100:10005:3:Z3861774794;100:10009:1:Z4233545924;
c1ncc2ccoc2n1,12,100:10000:4:Z1502699674;100:10014:5:Z2351374158;100:10021:2:Z1502728052;
CC1(C)CC2(CC2)c2ccccc2O1,96,100:10000:4:Z4769394200;100:10001:0:Z4768264437;100:10002:2:Z4775354986;
Clc1ccc2cncn2c1,124,100:10000:4:Z4449088263;100:10001:4:Z2479805486;100:10001:9:Z5054375767;
CC1CCOCN1,73,100:10000:4:Z3055061401;100:10000:6:Z3055067387;100:10002:1:Z3055062075;
CC1(C)CC(C)(C)O1,107,100:10000:4:Z4516964722;100:10001:8:Z4517631668;100:10002:1:Z4515375309;
Clc1cccc2c1OCCO2,1778,100:10000:4:Z1441346627;100:10000:6:Z3408875010;100:10000:6:Z1284053510;
Cc1n[nH]c2ccncc12,258,100:10000:4:Z4033805463;100:10000:4:Z4122987229;100:10001:2:Z4123121038;
