fragment_smiles,occurences,example_ligands
CC1(C)CCC2(CCN2)CC1,81,94:09400:3:Z3645848438;94:09400:8:Z3645841395;94:09401:9:Z3549474355;
FC1(F)CCNCC12CCOC2,348,94:09400:3:Z3186469300;94:09400:4:Z3060577693;94:09400:8:Z3316871920;
Nc1nnc[nH]1,159,94:09400:3:Z1273074334;94:09401:0:Z4169420214;94:09401:0:Z2639655183;
CN1CCCCC12CCNCC2,263,94:09400:3:Z4492974919;94:09400:4:Z5060215149;94:09400:7:Z4241421081;
CN1CCC(N)C1,103,94:09400:3:Z4059101305;94:09402:4:Z2381756260;94:09402:8:Z3135427434;
C1CCC2(CC1)CCOCC2,365,94:09400:3:Z1663381196;94:09400:6:Z1927350575;94:09400:8:Z3806958204;
Clc1ccc2c(c1)CCNC2,200,94:09400:3:Z2929887142;94:09400:7:Z2272813730;94:09400:8:Z3788370442;
CC(C)=CF,189,94:09400:3:Z4226453742;94:09401:5:Z4386532786;94:09401:5:Z4226452167;
O=S1CC2CNC(C2)C1,235,94:09400:3:Z5049560458;94:09400:3:Z5056054287;94:09400:9:Z5048599162;
O=C1CNc2ncncc2N1,68,94:09400:3:Z2691365140;94:09402:7:Z4229214118;94:09403:1:Z2691361701;
O=C1CNCC2CCCCN12,365,94:09400:3:Z3660493914;94:09400:6:Z3694057319;94:09401:4:Z3694856711;
CC1CCC2(CC1)CC2,87,94:09400:3:Z3917983529;94:09402:5:Z4869883776;94:09402:6:Z3871125453;
c1ccc2c(c1)NCCCO2,195,94:09400:3:Z1862217674;94:09400:6:Z2319652926;94:09400:9:Z3083543267;
O=S1(=O)NCC2CNCCN21,293,94:09400:3:Z2954808494;94:09400:3:Z2920398266;94:09400:5:Z3784866817;
Fc1cc(F)c2cccnc2c1,240,94:09400:3:Z4579470461;94:09400:4:Z4858620769;94:09400:7:Z4829388462;
Clc1cc2c(s1)CCC2,158,94:09400:3:Z1782543012;94:09400:6:Z2166927705;94:09401:6:Z2181228718;
Cc1ccc2c(c1)CNC2,238,94:09400:3:Z2841018267;94:09401:0:Z1968803232;94:09401:3:Z2619642280;
O=S1(=O)CCNCCCCCN1,213,94:09400:3:Z3605418996;94:09401:4:Z3402975666;94:09401:7:Z3605446841;
O=C1CC2CCNCC2N1,396,94:09400:3:Z2995537950;94:09400:5:Z2995291774;94:09400:8:Z3009993571;
CC1CCc2oncc2C1,848,94:09400:3:Z3358721429;94:09400:4:Z4430223266;94:09400:5:Z4431211704;
C1CCC23CNCC2(C1)COC3,198,94:09400:3:Z2648722407;94:09401:2:Z4116334582;94:09401:4:Z2630067223;
CC1CNCCS(=O)(=O)C1,374,94:09400:3:Z2959037981;94:09400:3:Z4131951915;94:09400:7:Z2092954010;
c1cnc2c(c1)CCCCN2,139,94:09400:3:Z2791566093;94:09401:0:Z2791533584;94:09401:1:Z4126753496;
OC1CC(O)C12CCCNC2,248,94:09400:3:Z4012426588;94:09400:4:Z4027208206;94:09400:5:Z4010939436;
O=S1(=O)CCNC2CCCCC21,236,94:09400:3:Z1421115150;94:09402:8:Z2956923709;94:09402:9:Z2455891596;
Oc1cnsn1,31,94:09400:3:Z2800578831;94:09402:5:Z2796138502;94:09403:6:Z2795995495;
CC1CNc2ccccc2O1,475,94:09400:3:Z3791072905;94:09400:5:Z1883939991;94:09400:7:Z1608049974;
OC1CCOCC1O,158,94:09400:3:Z4325998399;94:09400:9:Z4324393320;94:09401:3:Z4320678672;
Cc1n[nH]c(=O)o1,227,94:09400:3:Z2841233630;94:09401:1:Z4457583798;94:09401:2:Z2914482419;
c1[nH]nc2c1NCCC2,246,94:09400:3:Z5000887328;94:09400:6:Z4419133828;94:09401:5:Z4307516293;
Cc1ccnc2c1CCN2,167,94:09400:3:Z4126686296;94:09400:5:Z4126695447;94:09400:8:Z4126689876;
C1CCC2CCC2C1,569,94:09400:3:Z4577792800;94:09400:4:Z2870915293;94:09400:5:Z3909271124;
C1=NOC2(C1)CNC2,492,94:09400:3:Z4277985974;94:09400:4:Z3647602012;94:09400:5:Z3554558052;
Cc1ccnc2[nH]ccc12,118,94:09400:3:Z3368156322;94:09402:1:Z3368163631;94:09402:3:Z3392730555;
C1NCC23COCC12COC3,203,94:09400:3:Z4487617453;94:09401:2:Z3208038012;94:09401:3:Z3697083959;
CN1CC23CCCC2(CNC3)C1,182,94:09400:3:Z3613905767;94:09400:4:Z3613922186;94:09401:6:Z3613909655;
Nc1cccnn1,120,94:09400:3:Z3798386401;94:09400:3:Z3798385943;94:09400:3:Z3346838420;
Fc1cccc2c1OCCNC2,321,94:09400:3:Z1921617148;94:09400:5:Z1921621463;94:09400:7:Z1929795971;
CC1CCC(=O)N(C)C1,436,94:09400:3:Z4254064730;94:09400:6:Z4254038455;94:09401:1:Z4254044731;
Nc1ncnc2[nH]ncc12,90,94:09400:3:Z2611600895;94:09400:9:Z4028561069;94:09402:1:Z4147791712;
Cc1nn(C)cc1Cl,547,94:09400:3:Z2967627474;94:09400:5:Z4170983583;94:09400:5:Z4171002489;
O=C1CS(=O)(=O)c2ccccc2N1,48,94:09400:3:Z4377701223;94:09405:0:Z2844977292;94:09408:1:Z3814934141;
c1ncc2c(n1)NCC2,37,94:09400:3:Z4330692569;94:09401:7:Z4330707806;94:09404:3:Z4330696810;
Oc1ncnc2c1CNC2,116,94:09400:3:Z3313838365;94:09402:0:Z4667408565;94:09402:3:Z4293776288;
Cc1cc2cc[nH]c2cc1Cl,76,94:09400:3:Z4907644727;94:09400:6:Z3713332192;94:09400:6:Z4995684016;
Clc1ncc2ccccc2n1,142,94:09400:3:Z4137928303;94:09401:0:Z3891851287;94:09401:2:Z3828997461;
Fc1ccc2nn[nH]c2c1,230,94:09400:3:Z2960401301;94:09400:5:Z2002704620;94:09400:7:Z2002651484;
Cc1cc(C)c(C)c(C)c1,33,94:09400:3:Z3821004368;94:09400:3:Z3821207920;94:09401:3:Z1305727411;
CC1(C)CNCC2(CCOC2)O1,362,94:09400:3:Z4471079077;94:09401:3:Z4030440673;94:09401:5:Z1954690897;
C1COC2(CCOC2)CN1,827,94:09400:3:Z1961811614;94:09400:4:Z4508996532;94:09400:5:Z3095576198;
O=S1(=O)CCNC2CCCC21,250,94:09400:3:Z4063400901;94:09401:5:Z2506061702;94:09401:9:Z2298753803;
C1=Cc2ccccc2CCC1,124,94:09400:3:Z3596567277;94:09400:8:Z4153002414;94:09401:0:Z2646021107;
FC1(F)CCCCCC1,786,94:09400:3:Z3596170497;94:09400:3:Z3788459741;94:09400:5:Z3598060107;
CC1CNCC(=O)N1,250,94:09400:3:Z2801573364;94:09400:5:Z2292102951;94:09400:9:Z2285255716;
Cc1ccc2ccc(Cl)cc2n1,152,94:09400:3:Z1560894660;94:09401:1:Z3713348847;94:09401:2:Z1481735725;
Clc1ccc2c(c1)CCN2,234,94:09400:3:Z2505970954;94:09401:3:Z4916862161;94:09401:3:Z2435698600;
Cc1csc2ncccc12,507,94:09400:3:Z4608404483;94:09400:6:Z1617054834;94:09400:7:Z4211046801;
Fc1cccc2c1CNCCO2,251,94:09400:3:Z4291438285;94:09401:1:Z2013126185;94:09401:2:Z2024156125;
O=C1CC2COCC(C1)N2,158,94:09400:3:Z4465596355;94:09403:1:Z4465624237;94:09403:4:Z4465614850;
O=c1[nH]cc[nH]1,746,94:09400:3:Z2477561222;94:09400:5:Z2723348010;94:09400:5:Z2488679172;
NC1CC2COCC(C1)C2,111,94:09400:3:Z2488765335;94:09400:5:Z3517019920;94:09401:0:Z2452924439;
C1CC2(CO1)CC1(C2)OCCO1,135,94:09400:3:Z2991448739;94:09400:5:Z3010178484;94:09401:7:Z3010596511;
c1cc2sccn2n1,109,94:09400:3:Z3354748772;94:09400:9:Z3353289224;94:09404:2:Z3614752563;
c1cnon1,249,94:09400:3:Z3550166040;94:09400:5:Z3874404691;94:09401:1:Z3583252338;
C1=NOC2C3CCC(C3)C12,189,94:09400:3:Z4143543331;94:09400:3:Z4143533655;94:09400:7:Z4137919625;
Nc1ncc2[nH]cnc2n1,78,94:09400:3:Z1675241027;94:09405:0:Z1675334800;94:09405:8:Z1675274365;
O=S1(=O)CCc2[nH]ncc2C1,93,94:09400:3:Z5047362380;94:09401:6:Z5043607711;94:09402:0:Z5043667127;
C1CCC2(CCNC2)CNC1,238,94:09400:3:Z2872940372;94:09400:9:Z2873191751;94:09401:5:Z2904700791;
O=S1(=O)CCC2CCC1C2,314,94:09400:3:Z3562958024;94:09400:7:Z4476900901;94:09400:8:Z4640500622;
CC1CCC(O)CN1,1134,94:09400:3:Z3365185660;94:09400:3:Z3353785775;94:09400:3:Z3356834126;
Cn1c(=O)[nH]c2ccccc2c1=O,99,94:09400:3:Z3365185660;94:09400:3:Z3353785775;94:09400:3:Z3356834126;
CC12CCC(=O)N1CCN2,153,94:09400:3:Z4264905147;94:09401:2:Z4265322308;94:09401:3:Z3626913782;
O=S1(=O)CCc2ccccc2C1,278,94:09400:3:Z4112744444;94:09400:4:Z3529283874;94:09400:7:Z2815896161;
CC1Cc2cnccc2N1,199,94:09400:3:Z2691307011;94:09400:5:Z3203736632;94:09400:8:Z4994492085;
C1CC2COCC12,698,94:09400:3:Z4006561656;94:09400:3:Z3195708987;94:09400:6:Z3058889005;
CC1OC2CCC1C2,397,94:09400:3:Z4537804067;94:09400:4:Z4556541523;94:09400:5:Z4536955662;
O=c1cc[nH]nc1,409,94:09400:3:Z2394752531;94:09400:3:Z2392623771;94:09400:8:Z2876573770;
Clc1ccnc2c1CNC2,201,94:09400:3:Z4155393964;94:09401:8:Z4152670011;94:09401:9:Z4155279254;
C1CC2(CCOCC2)N1,421,94:09400:3:Z4908759455;94:09400:4:Z1885145495;94:09400:5:Z1887801263;
NC1CCCc2ccccc2C1,159,94:09400:3:Z4065735955;94:09401:2:Z3522838488;94:09402:2:Z3517283802;
FC12CCOCC1CNC2,414,94:09400:3:Z4279109528;94:09400:4:Z4027037168;94:09400:9:Z4009935775;
c1cnc2c(c1)NCCCC2,131,94:09400:3:Z3086559442;94:09400:7:Z4126714954;94:09400:8:Z4126709660;
CC1(F)CCC1,839,94:09400:3:Z4601750224;94:09400:3:Z3916134667;94:09400:4:Z4171580815;
O=C1CCCCn2nccc21,332,94:09400:3:Z2961297072;94:09400:5:Z4577256271;94:09400:5:Z2959743525;
Cc1cc(C)c2cc[nH]c2c1C,150,94:09400:3:Z4228005528;94:09401:7:Z766830344;94:09402:7:Z1920078822;
CC1CNCC2(CCNC2)O1,164,94:09400:3:Z3877997505;94:09400:7:Z4054872110;94:09401:8:Z4054872842;
c1cc2c(nn1)CCN2,117,94:09400:3:Z5058913057;94:09400:8:Z3374351996;94:09401:8:Z3374353669;
O=c1[nH]ccc2ccncc12,127,94:09400:3:Z4304137416;94:09402:2:Z2169457434;94:09402:8:Z4302648485;
Fc1cc2c(s1)CCOC2,340,94:09400:3:Z2199369826;94:09400:4:Z2477883532;94:09400:8:Z4476275308;
CC1CNCC(C)C1N,121,94:09400:3:Z3522697670;94:09400:3:Z4205325802;94:09400:6:Z3522698780;
Clc1cccc2c1CCC2,751,94:09400:3:Z4490245734;94:09400:3:Z4482440648;94:09400:3:Z4490245368;
CC1CCc2ccsc2C1,165,94:09400:3:Z2297600059;94:09400:5:Z1937227903;94:09402:2:Z2780420619;
O=c1ncnc2[nH][nH]cc1-2,219,94:09400:3:Z2640113511;94:09401:5:Z1849048149;94:09401:6:Z1148212919;
O=C1NCC2CNCCN12,637,94:09400:3:Z4668064953;94:09400:3:Z4668064955;94:09400:4:Z1901496301;
Oc1cc(O)ncn1,76,94:09400:3:Z3638050584;94:09401:2:Z3060886483;94:09401:2:Z3209124039;
CC1(O)CCNCC1(C)O,299,94:09400:3:Z4478393021;94:09400:6:Z4465944032;94:09400:8:Z4600939914;
Cc1ncnn1C,353,94:09400:3:Z2294683273;94:09400:5:Z4483733190;94:09400:8:Z4164912327;
Fc1ccc(Cl)c2c1CCCN2,40,94:09400:3:Z4131951915;94:09400:8:Z2326380448;94:09402:1:Z4131952977;
C1CSC2COCCC2N1,212,94:09400:3:Z3082802817;94:09400:4:Z1447382807;94:09401:0:Z1522281611;
C1CCC2(CCC2)SC1,792,94:09400:3:Z3019930894;94:09400:4:Z2962324956;94:09400:4:Z2977237582;
C1NCC2COCC1O2,337,94:09400:3:Z2016640253;94:09400:5:Z2011915692;94:09400:7:Z2979903428;
c1[nH]nc2c1COCC2,185,94:09400:3:Z4410369112;94:09400:5:Z2868658468;94:09400:7:Z2883894483;
Fc1ccc2c(c1)OCCCC2,261,94:09400:3:Z1607920822;94:09400:4:Z1613619482;94:09400:9:Z3543094136;
O=c1[nH]cco1,80,94:09400:3:Z4281401664;94:09402:0:Z4284894012;94:09403:3:Z4878703250;
CC1CNC2(COC2)CO1,157,94:09400:3:Z4887188875;94:09400:6:Z4883818467;94:09402:5:Z4883817428;
Cc1ccc(O)c(C)c1,325,94:09400:3:Z1194326381;94:09400:6:Z1687190965;94:09400:7:Z1147347768;
FC1(F)C2CCCC1CCC2,178,94:09400:3:Z4654371859;94:09400:9:Z4485624302;94:09401:4:Z4490564896;
CC1CNCC2(CCCOC2)O1,364,94:09400:3:Z2776423073;94:09401:7:Z2711520066;94:09401:8:Z2176921960;
Cc1ccc(Cl)c(C)c1,70,94:09400:3:Z4027636307;94:09407:3:Z4013737584;94:09407:5:Z4013735246;
Cc1ccc(O)cn1,401,94:09400:3:Z4291658267;94:09400:3:Z4291338837;94:09400:4:Z3641583211;
O=S1(=O)CCc2cc(Cl)ccc21,184,94:09400:3:Z4251315713;94:09400:6:Z3047255172;94:09400:8:Z2505064212;
OC1COC2(CCNCC2)C1O,232,94:09400:3:Z4560047401;94:09400:5:Z4600844188;94:09400:9:Z4560047571;
Fc1ccc2[nH]nnc2c1,301,94:09400:3:Z4263693718;94:09400:9:Z4263695604;94:09401:1:Z4271671272;
Cn1cccnc1=O,117,94:09400:3:Z4991605356;94:09400:8:Z4991774295;94:09401:7:Z2873757233;
c1[nH]cc2c1CCCC2,158,94:09400:3:Z3467844036;94:09401:2:Z3576314312;94:09401:8:Z3583855299;
FC1CCC2CC12,123,94:09400:3:Z4404256187;94:09402:8:Z4387521389;94:09403:0:Z4396065886;
N=S1(=O)CCCc2cc(F)ccc21,83,94:09400:3:Z4264046265;94:09400:4:Z4264037956;94:09404:2:Z4828590761;
O=S1(=O)CCC2(CCCN2)CC1,375,94:09400:3:Z3093853399;94:09400:4:Z3587176864;94:09400:5:Z4116336987;
OC1COC2(CCNCC2)CC1O,218,94:09400:3:Z4457480764;94:09400:8:Z4478368959;94:09401:1:Z4456150658;
c1cnn2cccc2c1,440,94:09400:3:Z2643612944;94:09400:6:Z4772154132;94:09401:0:Z4240120172;
Cc1ccc2c(c1)NCCCO2,144,94:09400:3:Z1883818314;94:09401:8:Z1623130273;94:09401:8:Z4382817820;
c1nnn2c1CCCC2,388,94:09400:3:Z3836354487;94:09400:4:Z3836466437;94:09400:8:Z3941729991;
C1CNCC2(C1)CCOC2,362,94:09400:3:Z3202189008;94:09400:3:Z2298567139;94:09400:6:Z2266165456;
Cc1cc(C)c2c(c1)CCCO2,547,94:09400:3:Z3202015086;94:09400:3:Z3202037543;94:09400:5:Z3254842634;
c1ncc2c(n1)CNCC2,610,94:09400:3:Z3473374383;94:09400:5:Z1282522775;94:09400:8:Z3308966549;
O=c1ccnc2nc[nH]n12,83,94:09400:3:Z4385690549;94:09405:9:Z3339995595;94:09408:5:Z4426815349;
O=C1NCCCc2cc[nH]c21,330,94:09400:3:Z3627805606;94:09400:6:Z3627803108;94:09400:6:Z3577563641;
NC1CCCCCNC1,140,94:09400:3:Z3133325730;94:09401:9:Z2776854798;94:09403:1:Z4054715797;
Cc1cnn2c1OCCC2,374,94:09400:3:Z2288143346;94:09400:6:Z2304163718;94:09400:8:Z2326380448;
CC1NCCc2ccc(O)cc21,206,94:09400:3:Z3788459741;94:09400:6:Z4509633994;94:09401:5:Z2617225822;
Fc1cc(F)c2c(c1)CCC2,346,94:09400:3:Z3138768348;94:09401:3:Z5036752159;94:09402:0:Z3105146254;
O=C1CCNC2CCCCN12,260,94:09400:3:Z3402677716;94:09401:6:Z4638736963;94:09401:9:Z3619568753;
Cc1ccc2ccncc2c1,90,94:09400:3:Z2433897043;94:09401:9:Z3830095579;94:09404:7:Z2642633506;
CC12CCC(C1)NC2,205,94:09400:3:Z4591038468;94:09400:4:Z4591356731;94:09400:8:Z4590976115;
Clc1ccn2nccc2c1,245,94:09400:3:Z2026856820;94:09400:4:Z4239098624;94:09400:7:Z2477149348;
Clc1cc(Cl)cc(Cl)c1,261,94:09400:3:Z1276675467;94:09400:5:Z2589028509;94:09400:5:Z1960372774;
CC1(C)CC(C)(C)C1,128,94:09400:3:Z4305536353;94:09400:4:Z2800466692;94:09400:4:Z1382154490;
Cc1cc(C)c(C)cc1C,357,94:09400:3:Z2920398266;94:09400:5:Z4187111066;94:09400:7:Z1897237060;
CC1CC2(CCNCC2)CN1,181,94:09400:3:Z2386300412;94:09400:5:Z2386305464;94:09401:2:Z2465566831;
O=C1CCOCC1,379,94:09400:3:Z3924970442;94:09400:5:Z4098978300;94:09400:9:Z3861831878;
CC1(C)CCCC1=O,86,94:09400:3:Z2589242772;94:09401:6:Z4240946139;94:09401:7:Z2347968289;
O=c1[nH]cnc2[nH]cnc12,7,94:09400:3:Z2589242772;94:09412:6:Z2234690286;94:09418:8:Z2234593086;
Cc1ncn(C)n1,79,94:09400:3:Z1667569238;94:09404:0:Z1667568485;94:09404:5:Z2839699697;
c1cc2cc[nH]c2cn1,998,94:09400:3:Z4377170019;94:09400:6:Z5053012270;94:09400:7:Z4240352374;
CC1CCC2NCCCC2C1,91,94:09400:3:Z828551820;94:09400:7:Z2624206698;94:09401:7:Z2598783411;
O=c1[nH]cnc2c(Cl)cccc12,29,94:09400:3:Z1900008942;94:09400:7:Z4959473825;94:09404:4:Z1931635216;
CN1CC2CNCC2C1,452,94:09400:3:Z2973259568;94:09400:6:Z2725975043;94:09400:7:Z1265340075;
Clc1cc[nH]n1,158,94:09400:3:Z3415057257;94:09401:8:Z2585531086;94:09403:4:Z2275868565;
OC1CC2COC(C2)C1O,112,94:09400:3:Z4271116816;94:09400:7:Z4271072521;94:09401:5:Z4271073845;
Oc1ccc2c(c1)CCC2,305,94:09400:3:Z2646208071;94:09401:0:Z2975068632;94:09401:6:Z5004208248;
Cn1ncc2c1NCCC2,73,94:09400:3:Z4335234719;94:09403:8:Z4335235750;94:09404:3:Z4335233187;
OC1CCC2(CCCN2)CC1,333,94:09400:3:Z4832033393;94:09400:6:Z4867313707;94:09401:3:Z4832117393;
Cc1nnc2cnccn12,202,94:09400:3:Z1840427490;94:09400:4:Z3311395227;94:09401:0:Z2371118780;
NC1CC2CCC1C2,677,94:09400:3:Z3697276898;94:09400:6:Z3776410730;94:09400:9:Z4116300066;
Nc1ncc2c(n1)CNC2,84,94:09400:3:Z4275408508;94:09400:4:Z4279124931;94:09404:6:Z4230033548;
Clc1cncc2sccc12,89,94:09400:3:Z4045738768;94:09400:8:Z2878899454;94:09401:2:Z2881653043;
CN1CCc2sccc2C1=O,4,94:09400:3:Z4000622315;94:09402:4:Z4000626224;94:09420:9:Z4223819582;
Cc1ccoc1C,528,94:09400:3:Z4419425559;94:09400:5:Z4013188831;94:09401:0:Z4959662597;
CC1NCCCC12CCC2,115,94:09400:4:Z4095829293;94:09401:0:Z3886956345;94:09405:2:Z3869300934;
Fc1ccc2ncoc2c1,309,94:09400:4:Z3652476726;94:09400:7:Z1409026077;94:09400:8:Z2706477117;
Cc1ccc2c(c1)CCCC2,641,94:09400:4:Z4479082964;94:09400:4:Z5004931947;94:09400:9:Z2131926152;
O=c1cnc(Cl)c[nH]1,5,94:09400:4:Z4000482702;94:09455:3:Z4000479495;94:09471:3:Z4000484399;
Cc1nnc2ccccn12,666,94:09400:4:Z2090934822;94:09400:4:Z1014029792;94:09400:6:Z1683308581;
c1cc2cnccn2c1,85,94:09400:4:Z4230702643;94:09400:6:Z4224207354;94:09401:3:Z4224783344;
O=C1CC2NCCCC2N1,341,94:09400:4:Z3345414386;94:09400:6:Z4270867223;94:09400:6:Z4118128189;
Cc1ccc2sccc2c1,378,94:09400:4:Z2297951791;94:09400:8:Z5001183701;94:09401:9:Z5052793279;
O=S1(=O)CC2CC1C2,131,94:09400:4:Z4138056526;94:09401:3:Z4175407569;94:09402:1:Z4323544423;
OC1CC2CNCC2CC1O,253,94:09400:4:Z3841549705;94:09400:5:Z3867155269;94:09401:7:Z4175569225;
CC1CCc2[nH]c(=O)ccc2C1,20,94:09400:4:Z2879718427;94:09401:1:Z4563742426;94:09403:9:Z4906809456;
Cc1cccc2nc[nH]c12,177,94:09400:4:Z3858925608;94:09400:4:Z4005215182;94:09400:4:Z4240008395;
C1CC2CCCN(C1)C2,442,94:09400:4:Z3203582853;94:09400:4:Z3203574373;94:09400:7:Z2796346972;
CC1(C)CCCc2scnc21,125,94:09400:4:Z2184393458;94:09400:5:Z2294557557;94:09401:4:Z2294557488;
CC1CCC2(CC1)OCCO2,692,94:09400:4:Z3191555014;94:09401:1:Z3374042216;94:09401:1:Z2964591041;
CC1CCc2ccccc2O1,293,94:09400:4:Z2291306519;94:09402:3:Z4255105457;94:09402:5:Z2283319941;
Fc1ccc2[nH]ncc2c1,198,94:09400:4:Z3353394310;94:09400:6:Z4539362986;94:09400:6:Z3367088264;
Cn1c(=O)c2ccccc2n2cnnc12,100,94:09400:4:Z151742158;94:09401:7:Z3339414087;94:09401:8:Z4235993524;
c1ccc2c(c1)Cc1ccccc1O2,120,94:09400:4:Z1345410130;94:09400:9:Z4205401874;94:09402:5:Z1128781244;
Cc1ccc2ccccc2c1,401,94:09400:4:Z4081608336;94:09400:4:Z2790371242;94:09400:8:Z4412949113;
O=S1(=O)CCCCC12CCOCC2,50,94:09400:4:Z3598101691;94:09405:9:Z3598100342;94:09407:1:Z3598079983;
Fc1cc2[nH]ccc2cc1Cl,99,94:09400:4:Z2722665063;94:09401:9:Z2712825456;94:09402:0:Z2827312356;
O=c1ccoc2cc(F)ccc12,171,94:09400:4:Z2145199059;94:09400:4:Z2067225853;94:09400:6:Z2081179123;
CC1(C)NC(=O)C2(CCNCC2)O1,284,94:09400:4:Z4639515699;94:09401:9:Z3624739188;94:09402:4:Z3648583973;
CC1(C)CNc2cccnc21,208,94:09400:4:Z4051707038;94:09401:1:Z4051700212;94:09401:2:Z4029736381;
O=C1CCNC2CCCN12,198,94:09400:4:Z2964509513;94:09400:8:Z4350559980;94:09400:9:Z3054206214;
Cc1csc(Cl)c1,166,94:09400:4:Z1766661563;94:09400:5:Z2674496511;94:09400:7:Z1767899081;
N=S1(=O)CCC2(CCNC2)CC1,129,94:09400:4:Z4005105399;94:09401:2:Z4005080752;94:09401:4:Z4005088399;
CN1CCNc2cccc(F)c21,114,94:09400:4:Z4344124711;94:09400:4:Z4132426604;94:09400:6:Z4132426788;
O=C1CCc2cccc3c2N1CCC3,168,94:09400:4:Z3093763569;94:09402:5:Z4614264740;94:09402:9:Z3093762189;
CN1CCCCc2ccccc21,236,94:09400:4:Z2624771046;94:09400:7:Z2298425618;94:09401:1:Z2444087622;
O=c1[nH]cnc2c1CNC2,207,94:09400:4:Z4560096974;94:09400:6:Z4556661116;94:09401:3:Z4594999517;
Oc1ccc2ncccc2c1,29,94:09400:4:Z4228626072;94:09409:1:Z4227736808;94:09409:3:Z4226158591;
Cc1ccc2c(c1)CC2,194,94:09400:4:Z2874595867;94:09400:4:Z2782903566;94:09400:6:Z2774500287;
CC1CCCC(C)NC1,146,94:09400:4:Z1408574606;94:09402:6:Z1471345706;94:09402:6:Z2780027720;
NC12CCC1CNC2,134,94:09400:4:Z3044101308;94:09400:9:Z3044742385;94:09401:2:Z4055217597;
O=C1CC2(CCN1)CCOC2,251,94:09400:4:Z3538756611;94:09400:8:Z3437699291;94:09401:4:Z4341018676;
OC1CCC2CNCCC2C1,296,94:09400:4:Z4128379224;94:09400:7:Z2297707263;94:09400:9:Z3194645581;
Cc1cc2c(cc1O)CCNC2,232,94:09400:4:Z3585661444;94:09400:4:Z3518978374;94:09400:6:Z3895997409;
Clc1ccn2ncnc2c1,228,94:09400:4:Z3175730645;94:09401:1:Z2192766804;94:09401:1:Z2673491494;
O=c1[nH]cnc2ccc(Cl)cc12,120,94:09400:4:Z242428698;94:09401:3:Z1480686806;94:09402:4:Z335826098;
OC1CNCC2(CCOCC2)C1,342,94:09400:4:Z3474951074;94:09400:8:Z2843462533;94:09401:5:Z4139516438;
Nc1csc2ncccc12,297,94:09400:4:Z2800030909;94:09400:4:Z3555109114;94:09401:1:Z3550480290;
Cc1cc2ccccc2nc1C,145,94:09400:4:Z1652222160;94:09400:5:Z4048350048;94:09400:6:Z1901826612;
FC1(F)CCCCNC1,132,94:09400:4:Z3806974731;94:09401:0:Z3807146286;94:09401:1:Z4059176669;
O=C1NC2CCC1C2,454,94:09400:4:Z4261213474;94:09400:7:Z3618384077;94:09401:1:Z4128903574;
Cc1cccc(O)c1C,426,94:09400:4:Z4959380012;94:09400:7:Z4055972040;94:09401:3:Z2506384699;
Cc1nn(C)c2c1C(=O)CCN2,126,94:09400:4:Z4366616910;94:09400:9:Z4366618791;94:09401:4:Z4366609100;
Cc1ccc2c(n1)OCCN2,231,94:09400:4:Z1885157681;94:09400:8:Z2703170268;94:09400:9:Z4113780726;
CC1(C)NCCC1N,85,94:09400:4:Z5005147180;94:09404:0:Z4996532782;94:09404:4:Z5005111539;
O=S1(=O)CC2(CCC2)C1,503,94:09400:4:Z2972869398;94:09400:4:Z4110188129;94:09400:4:Z4172967845;
O=S1(=O)CCC2(CCCO2)CC1,265,94:09400:4:Z3509558400;94:09401:1:Z3315862406;94:09401:2:Z3174746418;
CN1CCNC2CC21,247,94:09400:4:Z3787846698;94:09400:5:Z4510892396;94:09401:4:Z3899305171;
CC1(C)CNCC(C)(C)N1,183,94:09400:4:Z3641917359;94:09400:4:Z2974884453;94:09401:0:Z3312125672;
Cc1ccc(Cl)c2cccnc12,76,94:09400:4:Z1994498272;94:09401:9:Z2838219510;94:09402:4:Z4041491379;
C1CNCSC1,249,94:09400:4:Z4947634342;94:09401:2:Z4947643838;94:09401:2:Z4947642575;
N=S1(=O)CC2CC1C2,68,94:09400:4:Z4096017282;94:09400:7:Z4096018938;94:09401:4:Z4096014674;
Nc1cncc(F)c1,123,94:09400:4:Z4487994669;94:09401:2:Z4486322804;94:09401:3:Z4483429533;
C1COC2(CCN1)CCOCC2,363,94:09400:4:Z3602489847;94:09400:7:Z4132804311;94:09400:9:Z3300107310;
CC1(C)CC(O)CN1,197,94:09400:4:Z4914718540;94:09400:4:Z4914718539;94:09400:4:Z4772184370;
O=C1CCc2cc3c(cc21)CCC3,112,94:09400:4:Z2192937748;94:09400:5:Z4270998122;94:09400:7:Z2192935309;
c1ncc2c(n1)OCCO2,61,94:09400:4:Z5047766713;94:09403:3:Z5047751969;94:09409:6:Z5047754900;
Cc1nc2ccccc2nc1C,319,94:09400:4:Z3598234081;94:09400:5:Z1255532645;94:09401:6:Z4210167649;
CC1(C)C(=O)Nc2ccccc21,886,94:09400:4:Z2218565232;94:09400:4:Z2861700917;94:09400:4:Z2781590139;
Fc1cc(F)c2c(c1)CCN2,202,94:09400:4:Z1625568176;94:09400:9:Z1460970288;94:09401:7:Z1608222360;
FC1CC2CNC1C2,399,94:09400:4:Z3834549595;94:09400:4:Z4009211233;94:09400:5:Z3833267466;
NC1CC2CNCC12,71,94:09400:4:Z3776361737;94:09403:9:Z3774308879;94:09404:0:Z4056113973;
O=C1NCCCNC12CC2,162,94:09400:4:Z2957621990;94:09400:4:Z2966939672;94:09401:0:Z4276147364;
