fragment_smiles,occurences,example_ligands
Fc1cnc2c(c1)NCCC2,84,407:40704:0:Z4648986513;407:40704:4:Z4622885709;407:40706:0:Z4622896601;
NC1CCCC2(CCC2)C1,30,407:40704:0:Z3790698044;407:40707:0:Z3793055616;407:40710:1:Z3793331485;
Fc1ccc2cncnc2c1F,30,407:40704:0:Z3648523436;407:40717:9:Z4232205980;407:40720:1:Z4436038660;
CC1CNCC(N)C1,5,407:40704:0:Z4204450453;407:40746:9:Z4215562520;407:40778:0:Z4215549574;
Cc1[nH]ncc1F,52,407:40704:1:Z2995623411;407:40705:1:Z2229813772;407:40706:0:Z2996420851;
Cc1cc2c(=O)[nH]cnc2cc1F,28,407:40704:1:Z1651282943;407:40705:4:Z1651288183;407:40707:1:Z2042180269;
O=C1CCCCCCNCC1,6,407:40704:1:Z4886918054;407:40707:1:Z4886917577;407:40714:3:Z4886918017;
Cc1ccc2cccc(C)c2n1,5,407:40704:1:Z1679826356;407:40711:8:Z1679827529;407:40730:4:Z1679827471;
Clc1ccc2cccnc2c1Cl,14,407:40704:1:Z2073699819;407:40705:5:Z1592948070;407:40713:9:Z1596773730;
OC1CCNC12CC2,55,407:40704:1:Z3714562823;407:40705:6:Z3658220458;407:40707:3:Z3714564129;
Cc1cc(=O)cc2n1CCC2,60,407:40704:1:Z2193910436;407:40704:5:Z2193913972;407:40704:6:Z2193913677;
O=C1CC2(CNC2)NCCN1,95,407:40704:1:Z2915784244;407:40704:2:Z2951598638;407:40706:9:Z3877873880;
c1ncc2c(n1)OCC2,13,407:40704:1:Z3648565991;407:40705:7:Z4390660592;407:40713:1:Z3647786889;
Clc1ccc2[nH]cc(Cl)c2c1,51,407:40704:1:Z1500012657;407:40704:2:Z417767152;407:40709:1:Z1393002966;
FC12CCC(CC1)CC2,36,407:40704:1:Z2176414409;407:40707:7:Z2232385572;407:40710:1:Z2176412095;
Cc1cc2nncn2c2ccccc12,33,407:40704:1:Z1031213650;407:40713:3:Z2609890652;407:40717:7:Z220174756;
O=c1[nH][nH]c2ncccc12,25,407:40704:1:Z4488690323;407:40707:5:Z4481120386;407:40710:7:Z4485072024;
Fc1cc(Cl)c2c(c1)CNCC2,15,407:40704:1:Z2290247281;407:40722:9:Z3289047606;407:40736:3:Z2282851044;
Fc1cnccc1Cl,24,407:40704:1:Z2100400381;407:40708:8:Z1752436380;407:40717:9:Z2202207404;
O=S1(=O)CCNOCC1,3,407:40704:1:Z4142182394;407:40731:4:Z4142189504;407:40756:5:Z4142191416;
Cc1cccc2scc(Cl)c12,42,407:40704:1:Z297267408;407:40707:0:Z281041882;407:40707:5:Z1471534312;
Cc1ccc2c(Cl)csc2c1,35,407:40704:1:Z1799892414;407:40711:2:Z1746787155;407:40712:2:Z2209251738;
FC1(F)CC12CCCNCC2,91,407:40704:1:Z3378951748;407:40705:2:Z3435123269;407:40705:7:Z3443582538;
Cc1cccc2c1N(C)C(=O)C2(C)C,17,407:40704:2:Z4217174664;407:40709:2:Z3402903071;407:40713:6:Z3339868026;
Cn1ncc(=O)n(C)c1=O,16,407:40704:2:Z114209400;407:40707:1:Z114209656;407:40713:2:Z114208988;
C1CN2CCC(CC2)N1,20,407:40704:2:Z4158194966;407:40705:1:Z2294174455;407:40711:3:Z4076529327;
Cc1nn2c(ncc3ccccc32)c1Cl,32,407:40704:2:Z1765572801;407:40704:7:Z1465245130;407:40711:0:Z909645254;
CC1CCC(C)(C)N1,40,407:40704:2:Z4308082475;407:40704:8:Z2960252914;407:40705:4:Z3052503558;
O=S1(=O)CCc2ncccc2C1,70,407:40704:2:Z4308082475;407:40705:9:Z4178128544;407:40707:6:Z4306110907;
Cc1ccc2nc[nH]c(=O)c2c1,28,407:40704:2:Z2589101853;407:40714:0:Z430327160;407:40715:5:Z441286396;
CC12CC(C1)C1(CNC1)O2,16,407:40704:2:Z4155953291;407:40707:0:Z3679692650;407:40717:6:Z4163431860;
Clc1cncs1,48,407:40704:2:Z2654322597;407:40705:8:Z1269375550;407:40706:7:Z1959979267;
O=c1[nH]cnc2sc3c(c12)CCNC3,13,407:40704:2:Z3497272382;407:40705:0:Z1638542217;407:40716:0:Z1638543233;
Clc1c[nH]c(Cl)n1,21,407:40704:2:Z729465924;407:40712:1:Z851967346;407:40726:9:Z1144135344;
CC1CCS(=O)(=O)N1C,2,407:40704:2:Z3633162483;407:40786:6:Z3633165340;
CC1CCSCCN1,66,407:40704:2:Z1843705761;407:40704:2:Z1847584515;407:40704:6:Z1843718744;
CC1(C)CC(C)(C)c2ccccc21,45,407:40704:2:Z1787187060;407:40714:3:Z2622169066;407:40719:2:Z2401798557;
CN1CCCC(F)(F)C1,4,407:40704:2:Z3874822358;407:40715:5:Z3874820922;407:40774:8:Z3874820385;
CC1NCCC1=O,13,407:40704:2:Z4032108369;407:40712:3:Z4326571698;407:40723:0:Z4032108229;
Cc1ncc2c(ncn2C)n1,19,407:40704:2:Z4342616474;407:40717:3:Z4342620897;407:40718:8:Z4342618343;
Cn1cnc2cn[nH]c2c1=O,63,407:40704:2:Z3686762849;407:40708:3:Z3687204679;407:40709:7:Z3687265910;
CN1C=NCCC1,48,407:40704:3:Z4260324632;407:40706:2:Z4260352165;407:40706:8:Z4408253962;
c1nc2c([nH]1)COCC2,42,407:40704:3:Z4314018976;407:40708:7:Z3360031908;407:40714:7:Z5020626278;
O=C1NCNc2cc(Cl)ccc21,6,407:40704:3:Z730878328;407:40724:1:Z839922216;407:40752:0:Z2830884622;
Clc1ccc(Cl)c2ccccc12,21,407:40704:3:Z1900289679;407:40704:5:Z1359730950;407:40708:2:Z1766389647;
O=c1[nH]nc2cnccn12,13,407:40704:3:Z1679738233;407:40706:6:Z1532606086;407:40714:2:Z1679740743;
c1scc2c1OCCO2,18,407:40704:3:Z1687348701;407:40711:0:Z2505180199;407:40713:3:Z1687348441;
Cc1cc2c(=O)[nH]ccn2n1,4,407:40704:3:Z3340249916;407:40711:2:Z4216265458;407:40716:3:Z3340249935;
NC1CCC2CCNC12,7,407:40704:3:Z4003681098;407:40724:5:Z3889431227;407:40731:8:Z3870787245;
CC1C(=O)N(C)c2ccccc21,9,407:40704:3:Z3493554658;407:40732:3:Z3292398096;407:40738:1:Z4209706326;
CC1=CCCC(C)(C)C1,26,407:40704:3:Z2254690098;407:40704:4:Z2254921715;407:40704:6:Z4009224426;
Fc1cccnn1,7,407:40704:3:Z2676796509;407:40721:4:Z2676797954;407:40725:9:Z2676796409;
OC1C2CNCC1OC2,39,407:40704:4:Z4154928296;407:40708:3:Z4156756401;407:40708:7:Z4156938728;
O=S1(=O)Cc2ccoc2C1,4,407:40704:4:Z3312948149;407:40733:0:Z3352679912;407:40745:3:Z3352253144;
CN1CC(=O)Nc2cncnc21,18,407:40704:4:Z3558335214;407:40720:2:Z3556314545;407:40725:9:Z3556147816;
c1ccc2c(c1)CC1(CC1)C2,36,407:40704:4:Z4109797294;407:40707:1:Z4110926451;407:40714:1:Z4114088440;
Cn1ccc2cc(Cl)ccc21,34,407:40704:4:Z3669678035;407:40706:3:Z4096939810;407:40707:3:Z4021131606;
O=c1[nH]cnc2c1CCNCC2,67,407:40704:4:Z2217506545;407:40705:7:Z2274635607;407:40705:8:Z2274635613;
NC1CCC(F)(F)CC1,33,407:40704:4:Z4878844922;407:40706:4:Z4875410062;407:40710:3:Z4878856754;
CC1(C)CC(C)(C)C12OCCO2,16,407:40704:4:Z4258368645;407:40708:1:Z4256813070;407:40711:7:Z4251874272;
NC1CCc2ncsc2C1,20,407:40704:4:Z2439270961;407:40704:4:Z4971369428;407:40715:4:Z2452035305;
NC1CC2CNCC12,9,407:40704:4:Z3776363248;407:40731:6:Z3797522702;407:40742:4:Z3797519173;
C1CCC2(CCOC2)NC1,47,407:40704:4:Z3091933001;407:40705:5:Z3206884239;407:40708:2:Z4269121486;
Cc1c(Cl)ccc2c1CNCC2,19,407:40704:4:Z3289950383;407:40708:9:Z4410144586;407:40715:1:Z4000614914;
Clc1cccc2c1CCN2,57,407:40704:4:Z1401993529;407:40707:9:Z1402110863;407:40708:0:Z1402096433;
Nc1cnon1,2,407:40704:4:Z851088104;407:40710:0:Z851077710;
Cc1nc2cc[nH]c2s1,12,407:40704:4:Z3299171014;407:40710:7:Z3294594079;407:40714:4:Z3294818927;
Fc1ccc2cncnc2c1,131,407:40704:5:Z1695666438;407:40706:3:Z1731238480;407:40706:4:Z1874290917;
O=C1NC(=O)C2CCNCCC2N1,42,407:40704:5:Z3463215464;407:40707:8:Z3433372010;407:40709:7:Z3463265632;
Cc1nn2c(c1N)NCCC2,30,407:40704:5:Z4448470552;407:40711:8:Z4448468513;407:40712:4:Z4448467110;
Cc1nn(C)c2c1CCCN2,34,407:40704:5:Z4256775918;407:40706:5:Z4536983360;407:40706:5:Z4252633064;
O=S1(=O)CCC2(CCNC2)C1,20,407:40704:5:Z3173406315;407:40713:2:Z3174163794;407:40715:1:Z3187350739;
N=c1nc[nH]cn1,17,407:40704:5:Z2861456962;407:40713:8:Z2861123477;407:40720:2:Z2861216032;
Cc1nc2c(s1)CNCC2,8,407:40704:5:Z4224645767;407:40714:2:Z4224673657;407:40725:5:Z4224642897;
Cc1cc(Cl)ccc1Cl,21,407:40704:5:Z1499930804;407:40708:8:Z1505039139;407:40713:3:Z1505037738;
NC1CNCc2ccccc21,32,407:40704:5:Z3522665051;407:40707:5:Z3522669982;407:40712:7:Z3522668232;
Cc1cc(O)n2nccc2n1,21,407:40704:5:Z3254889249;407:40704:6:Z3254888214;407:40708:5:Z3254884710;
Nc1ccnc2ncnn12,16,407:40704:5:Z4287344287;407:40713:4:Z4288181752;407:40713:9:Z4291445208;
c1cnc2[nH]cnc2n1,4,407:40704:5:Z2918711164;407:40711:3:Z2918704006;407:40716:1:Z2918709764;
O=C1NCCc2ncsc21,19,407:40704:5:Z3603967871;407:40706:2:Z3602871839;407:40709:0:Z4224788012;
CC1(C)Cc2ccsc2C1,7,407:40704:5:Z4474604458;407:40714:0:Z4577353645;407:40715:5:Z3836123202;
Clc1ccc2c(c1)CCCN2,90,407:40704:5:Z3671285130;407:40704:6:Z4422499736;407:40705:2:Z4422503853;
C1NCC2CC1N2,48,407:40704:5:Z3614336423;407:40705:8:Z4169780030;407:40706:7:Z4325959158;
CC1NCCc2ccsc21,21,407:40704:5:Z4994545827;407:40707:5:Z3139411378;407:40707:8:Z3136650384;
C=C1Cn2cnnc2S1,28,407:40704:5:Z3836218804;407:40709:3:Z3820496622;407:40712:0:Z3843635266;
CC1CSC1,4,407:40704:5:Z3436846635;407:40708:7:Z3680177717;407:40755:9:Z4053442205;
FC1(F)CC2CCC(C1)N2,67,407:40704:5:Z2717467594;407:40714:1:Z4770738218;407:40714:2:Z2717453040;
CC1Cc2ccccc2NC1C,16,407:40704:5:Z3092948796;407:40708:8:Z4455799588;407:40714:6:Z3092948020;
C1CNCSC1,10,407:40704:6:Z4378818095;407:40706:1:Z4947635004;407:40722:3:Z4947641914;
Cn1cc2c(n1)COCC2,13,407:40704:6:Z4984071519;407:40715:1:Z4984068703;407:40716:1:Z4984073272;
CC1CS(=O)(=O)CCCN1,12,407:40704:6:Z2947374168;407:40708:0:Z2963592698;407:40715:5:Z3002368429;
ClC1=CCCCC1,19,407:40704:6:Z226665620;407:40705:1:Z770481088;407:40722:2:Z1233437287;
CC1NCCc2cc(Cl)cc(Cl)c21,37,407:40704:6:Z2183087864;407:40705:2:Z1365794024;407:40707:2:Z1368517872;
CC1(C)CNc2ncccc2O1,36,407:40704:6:Z4127256030;407:40705:3:Z4127261724;407:40708:4:Z4127258388;
C1CNCCC2(C1)CC2,66,407:40704:6:Z3093988127;407:40705:3:Z2708754372;407:40705:4:Z3138485919;
Cn1cnc2ncncc21,36,407:40704:6:Z4338920827;407:40707:7:Z5023302690;407:40709:7:Z3828610168;
CC1CNCc2c(Cl)cccc21,13,407:40704:6:Z3591909730;407:40718:1:Z3302766109;407:40722:6:Z3438428351;
O=C1CNCC2(CC2)N1,100,407:40704:6:Z3406947521;407:40708:6:Z3591324264;407:40708:8:Z3441431207;
CC1(C)CCNCCS1=O,24,407:40704:6:Z2297936005;407:40709:9:Z2297936572;407:40715:0:Z2297933575;
C1CC2(CN1)OCC1CC12,21,407:40704:6:Z3782570391;407:40709:1:Z4093315623;407:40713:7:Z3907966600;
c1ccc2c(c1)CC1(CCCCC1)C2,6,407:40704:7:Z4876895558;407:40760:4:Z4876896518;407:40768:4:Z4876896714;
O=c1[nH]c2ccccc2c2ncnn12,27,407:40704:7:Z1801826765;407:40704:8:Z1896823308;407:40708:7:Z4914655357;
C1=NOC2(C1)CCCNC2,9,407:40704:7:Z2617086892;407:40706:4:Z2616810742;407:40726:2:Z2569652754;
CN1CC2CCC(C1)N2,29,407:40704:7:Z2916158614;407:40706:9:Z4765030488;407:40712:0:Z2916151567;
O=c1[nH]ncc2cccnc12,8,407:40704:7:Z1381492299;407:40715:1:Z1446883022;407:40735:5:Z1241091047;
O=C1N=CN2CCCC12,21,407:40704:7:Z4336753539;407:40714:8:Z4336757915;407:40715:9:Z4336752561;
CC1CC(C)(C)N1,25,407:40704:7:Z941867728;407:40709:6:Z3316800092;407:40710:0:Z827279920;
O=C1NCC2CC1C2,29,407:40704:7:Z3586177987;407:40712:9:Z3558016422;407:40715:8:Z4645237721;
CC1Cc2cc(F)ccc2C(C)N1,52,407:40704:7:Z1571888204;407:40705:2:Z2800795839;407:40707:4:Z3542730966;
O=C1NS(=O)(=O)c2ccc(F)cc21,26,407:40704:7:Z1999772906;407:40709:3:Z1999785524;407:40711:0:Z1999780423;
Clc1cccc2c1CCCCN2,29,407:40704:8:Z1668789901;407:40707:1:Z2044252454;407:40707:2:Z1667516657;
Fc1cc(F)c2ncccc2c1,13,407:40704:8:Z1737961517;407:40705:1:Z3341305032;407:40711:5:Z1737961440;
c1cc2c(s1)SCCC2,12,407:40704:8:Z1504009642;407:40720:0:Z1504009648;407:40721:8:Z1504009772;
CC1CNc2ccccc2SC1,23,407:40704:8:Z1511582847;407:40710:8:Z1555334673;407:40715:4:Z1511584960;
CN1C2CCCC1CNCC2,74,407:40704:8:Z4271089776;407:40707:8:Z4224449346;407:40709:6:Z4224459414;
O=c1cc2c(n[nH]1)COCC2,29,407:40704:8:Z3340148156;407:40705:5:Z3340150784;407:40706:7:Z3255014167;
OC1CC2CC12,34,407:40704:8:Z4326702541;407:40706:2:Z4166912671;407:40706:2:Z4326047228;
Cc1ccc(Cl)cn1,16,407:40704:8:Z4139668380;407:40710:5:Z4139733009;407:40711:9:Z4425531469;
O=S1(=O)CCC2(CCNC2)CC1,26,407:40704:8:Z3105283417;407:40705:2:Z3385370962;407:40705:5:Z3845667058;
Cc1cnccc1O,74,407:40704:8:Z1724807741;407:40706:9:Z1614023212;407:40707:3:Z1636896860;
CC1(C)CC(N)CCN1,12,407:40704:8:Z4643295623;407:40710:5:Z4635414424;407:40713:6:Z4643293745;
Cc1n[nH]c2c1CNCC2,112,407:40704:8:Z4112115148;407:40705:0:Z4112097630;407:40705:6:Z4112105444;
CC1CNc2c(F)cccc2C1,20,407:40704:8:Z4132659727;407:40708:9:Z2874977635;407:40716:8:Z2823515244;
Nc1cnc2ccccc2n1,10,407:40704:8:Z4402579111;407:40725:5:Z994867138;407:40730:3:Z994868958;
Clc1ncncn1,22,407:40704:9:Z4259842579;407:40709:5:Z4259808605;407:40710:9:Z4259831752;
Fc1cc2nccnc2cc1F,68,407:40704:9:Z1449927027;407:40705:4:Z1232630380;407:40706:8:Z1798474897;
CC1CCC(C)(C)CC1,42,407:40704:9:Z4599775029;407:40711:3:Z2335104407;407:40713:2:Z2348884547;
CC1CCCCS1,14,407:40704:9:Z4987651734;407:40711:3:Z4410467359;407:40731:5:Z4612152830;
Clc1ccc2ncoc2c1,16,407:40704:9:Z3638787074;407:40710:0:Z18080203;407:40710:2:Z1429727874;
c1ccc2c(c1)[nH]c1nncn12,26,407:40704:9:Z1329184814;407:40707:3:Z24950697;407:40712:8:Z24950211;
NC1CC2CCC1C2,115,407:40704:9:Z3380492922;407:40706:6:Z3384358322;407:40708:3:Z3697142815;
CC1COCC(C)(C)N1,7,407:40704:9:Z4274248085;407:40720:2:Z4274246454;407:40725:6:Z4274249919;
Cc1cn2ncsc2n1,10,407:40704:9:Z646331788;407:40722:4:Z1002268636;407:40726:3:Z354266830;
Cn1cnc2cnc(N)nc21,10,407:40704:9:Z4223999673;407:40712:7:Z4234282072;407:40713:9:Z4234117544;
CC12CCC(CC1)N2,24,407:40704:9:Z3262401880;407:40708:9:Z3598554141;407:40710:4:Z3598553953;
Fc1ccoc1,13,407:40704:9:Z4022813710;407:40708:1:Z4022078567;407:40733:6:Z4020469815;
NC1CC2COCC(C1)C2,55,407:40704:9:Z2386168988;407:40705:1:Z2386156382;407:40711:2:Z2386169314;
O=c1[nH]cc(Cl)c(=O)[nH]1,35,407:40704:9:Z1381433282;407:40705:8:Z1313286001;407:40706:6:Z1313286148;
Nc1cnsc1,64,407:40704:9:Z1328702265;407:40705:1:Z4087572852;407:40705:7:Z1492957947;
Cc1cc(=O)n(C)c2ccccc12,2,407:40704:9:Z3633924375;407:40757:7:Z3633923875;
C1=C2OCCC2CCCC1,31,407:40704:9:Z3139043418;407:40706:7:Z3139044259;407:40709:7:Z3139042341;
Cc1cnc(C)c(N)c1,5,407:40705:0:Z3575956110;407:40708:2:Z3575956575;407:40759:3:Z3575959166;
Fc1cccc2c1CCCN2,94,407:40705:0:Z1883397123;407:40706:8:Z2200465752;407:40707:3:Z1883407721;
CC1(N)CCNCC1,41,407:40705:0:Z2447945226;407:40709:1:Z4053758758;407:40712:7:Z2997936537;
CC1NC(C)C2CCCCC12,4,407:40705:0:Z4600880179;407:40706:5:Z4478950647;407:40719:8:Z4465462573;
N=S1(=O)CCCC2(CCCN2)C1,18,407:40705:0:Z3416650334;407:40711:5:Z3414361523;407:40712:3:Z3414361153;
c1cc2[nH]nnc2cn1,14,407:40705:1:Z4088570120;407:40722:3:Z3842241198;407:40735:1:Z3837609867;
O=C1NS(=O)(=O)c2c(Cl)cccc21,20,407:40705:1:Z1994037733;407:40716:0:Z1994045251;407:40718:5:Z1994045848;
Cc1ncnc(N)n1,3,407:40705:1:Z2977627922;407:40716:5:Z4025689457;407:40792:4:Z2769450714;
C1=CNc2ccccc2N=C1,19,407:40705:1:Z1504175089;407:40711:7:Z1650826032;407:40716:6:Z1414348769;
Cc1cc(Cl)c(C)cc1Cl,28,407:40705:1:Z1346490457;407:40715:3:Z738349970;407:40718:6:Z1918602512;
FC1(F)CCOC1,85,407:40705:1:Z3514600817;407:40705:8:Z4413702589;407:40708:3:Z4412837424;
Fc1ccc2ccsc2c1,66,407:40705:1:Z89382463;407:40705:4:Z792670914;407:40705:5:Z421254604;
C1CC2NCC1C1CNCC21,14,407:40705:1:Z2707677729;407:40708:6:Z2707677733;407:40715:5:Z2722274159;
CN1CNc2ccccc2C1=O,34,407:40705:1:Z1160821730;407:40708:4:Z355472004;407:40710:6:Z2010090114;
Cc1cc(=O)c2sccc2[nH]1,3,407:40705:1:Z1955598014;407:40715:9:Z1863639461;407:40787:7:Z1955594070;
C1CNCC2(C1)CCSC2,16,407:40705:1:Z2307127627;407:40712:1:Z2290622099;407:40712:2:Z3152442889;
CC1CCCC(C)(C)N1,4,407:40705:1:Z4330775393;407:40739:7:Z4330768782;407:40771:3:Z4330770280;
C1CC2(CCSCC2)CN1,57,407:40705:1:Z3775791697;407:40705:5:Z4056497277;407:40707:7:Z3899130152;
Clc1cc(Cl)c2nc[nH]c2c1,34,407:40705:1:Z2219618308;407:40708:8:Z2219653650;407:40709:4:Z2219745332;
Cc1cnc(O)s1,2,407:40705:2:Z2767429704;407:40742:4:Z2765612466;
CC1CCC1C,134,407:40705:2:Z4775606758;407:40705:5:Z4775440977;407:40705:5:Z4124452348;
C1CCNNC1,15,407:40705:2:Z3634175142;407:40706:5:Z2488781558;407:40719:5:Z4026051170;
O=C1NC2CC(N1)c1cccc(F)c1O2,12,407:40705:2:Z4414624677;407:40710:1:Z4414624686;407:40739:1:Z4414624053;
Oc1ccnc2c(F)c(Cl)ccc12,78,407:40705:2:Z1285308000;407:40709:8:Z1283700940;407:40710:9:Z1490340929;
Cn1cnc(N)c1,19,407:40705:2:Z4295755936;407:40708:1:Z4290162463;407:40711:0:Z4292618319;
C1NCC2CSCC12,10,407:40705:2:Z4410467244;407:40707:3:Z3691124025;407:40712:8:Z2876578906;
c1ncc2c(n1)NCCCC2,7,407:40705:2:Z3559849958;407:40721:3:Z3556262535;407:40722:5:Z4387281397;
Nc1ccnc(O)c1,8,407:40705:2:Z4288111347;407:40709:5:Z4927262938;407:40724:9:Z4288909091;
Cc1ccc(Cl)c2scnc12,14,407:40705:2:Z2095681156;407:40705:5:Z2095687459;407:40707:9:Z2095679878;
Clc1cccc2c1NCC2,15,407:40705:3:Z1361456756;407:40711:2:Z1361472156;407:40725:4:Z510145710;
NC12CCC(CC1)OC2,4,407:40705:3:Z3521918248;407:40721:8:Z4055766242;407:40754:0:Z3521921667;
CC1CNc2c(O)cccc2C1,28,407:40705:3:Z3055273321;407:40709:8:Z4917594566;407:40714:6:Z3055273832;
c1ccc2c(c1)SCc1cncnc1-2,6,407:40705:3:Z2179707718;407:40712:3:Z2068325475;407:40714:2:Z2068325347;
c1cnc2ncsc2c1,23,407:40705:3:Z4313029176;407:40707:2:Z4316811703;407:40709:8:Z4316777975;
c1ccc2c(c1)CSCCN2,39,407:40705:3:Z4960754782;407:40707:2:Z4329291185;407:40709:4:Z4314856819;
c1[nH]nc2c1COC2,36,407:40705:3:Z5000117395;407:40705:3:Z5007278065;407:40705:9:Z5001360862;
Cn1c(=N)sc2ccccc21,19,407:40705:3:Z806044790;407:40706:6:Z406772100;407:40709:8:Z1005238616;
Cc1cc2cncnc2cc1C,40,407:40705:3:Z1739444679;407:40706:5:Z1739480807;407:40712:9:Z1702866200;
O=C1NCN2CCc3ccccc3C12,2,407:40705:3:Z2351374393;407:40773:8:Z2351374980;
CC1NCCCC12CCC2,18,407:40705:3:Z3869074019;407:40715:8:Z3869308766;407:40729:3:Z3916544219;
FC1(F)CNCCO1,36,407:40705:3:Z4768191503;407:40706:0:Z2227892164;407:40709:2:Z4768190809;
N=c1[nH]ncs1,1,407:40705:4:Z1272930766;
C1C2CC1C1(CNC1)O2,26,407:40705:4:Z3584327333;407:40706:5:Z3580648661;407:40716:9:Z3545923008;
Fc1cc(F)c2ncsc2c1,33,407:40705:4:Z363177538;407:40705:6:Z1324294628;407:40707:0:Z1172507623;
CC1OCCC1F,32,407:40705:4:Z3084368860;407:40708:2:Z3571687930;407:40708:9:Z3571693264;
CN=S1(=O)CCC2(CC1)CNCCO2,8,407:40705:4:Z3416614370;407:40706:5:Z4934701613;407:40707:8:Z3416614028;
Cc1c(Cl)ccc2c1NCCC2,43,407:40705:4:Z1880193628;407:40708:9:Z1231586561;407:40711:6:Z1361957348;
NC1CC(F)(F)C1,15,407:40705:4:Z3700681872;407:40709:4:Z3515394200;407:40711:2:Z3512530973;
O=c1cnnc2scnn12,21,407:40705:4:Z24593986;407:40714:9:Z1139820683;407:40715:3:Z24594699;
CC1CCN(C)C1=O,34,407:40705:4:Z2783205820;407:40706:9:Z3873538361;407:40707:4:Z3171081815;
CC1CC2(C1)OCCO2,23,407:40705:4:Z4481067953;407:40716:8:Z4480947234;407:40719:7:Z4482501503;
Cc1ccc2cnccc2n1,13,407:40705:4:Z1870341999;407:40714:5:Z1896924471;407:40733:5:Z3869675885;
NC1CNCCOC1,19,407:40705:4:Z2784298236;407:40712:6:Z2873324516;407:40713:5:Z2776750254;
c1nc2cc3c(cc2[nH]1)OCO3,16,407:40705:5:Z2714388460;407:40719:9:Z2351673564;407:40720:1:Z2304861134;
CC1CCCCCCN1,8,407:40705:5:Z4011613380;407:40707:4:Z4025887740;407:40733:0:Z4019270975;
CC1CCOC12CC2(F)F,110,407:40705:5:Z3612925894;407:40706:3:Z4083228907;407:40706:8:Z3612930280;
O=C1CC2(CCOCC2)NCCN1,29,407:40705:5:Z2791535052;407:40709:8:Z2791536830;407:40711:4:Z2791537557;
Cc1ccc(F)c(O)c1,26,407:40705:5:Z4884117849;407:40719:5:Z4287363331;407:40725:0:Z4289160172;
CC12CNCC1CS(=O)(=O)C2,19,407:40705:5:Z3277764155;407:40710:1:Z3389554802;407:40719:0:Z3055561128;
c1cc2scnc2[nH]1,14,407:40705:5:Z4483098142;407:40720:6:Z4484631268;407:40721:9:Z4482786673;
CC1CN(C)C(C)CN1,48,407:40705:5:Z4666546033;407:40705:8:Z4655893525;407:40710:3:Z4655891378;
Cc1ccc2c(c1F)NCCC2,28,407:40705:5:Z2326381492;407:40705:8:Z4132423202;407:40708:4:Z2326382215;
CC1(C)CCc2scnc21,21,407:40705:5:Z2371441757;407:40713:0:Z4403413573;407:40719:7:Z2371439588;
CC1(C)CCCC(F)(F)C1,44,407:40705:5:Z3843225847;407:40713:4:Z5048348612;407:40714:1:Z3788826610;
c1cnc2c(c1)ccc1cc[nH]c12,30,407:40705:6:Z4273808610;407:40706:5:Z3844441212;407:40708:6:Z3844431875;
O=c1ccc2cn[nH]c2[nH]1,23,407:40705:6:Z2222199916;407:40709:1:Z1170227972;407:40709:1:Z4602446209;
c1nc2c([nH]1)C1(CCC1)NCC2,57,407:40705:6:Z2961491998;407:40706:5:Z2961492979;407:40706:7:Z2961493456;
CC1CCNS1(=O)=O,4,407:40705:6:Z3357969063;407:40728:9:Z3357967004;407:40756:5:Z3357959108;
O=c1cnc2c([nH]1)CCCC2,35,407:40705:6:Z4226842184;407:40712:3:Z4229763807;407:40715:7:Z4227090107;
c1c2c(cc3c1OCCO3)CCC2,17,407:40705:6:Z1782565164;407:40708:2:Z2171544497;407:40712:3:Z1438723213;
CC1(C)COC2(CC3CCCC3C2)OC1,19,407:40705:6:Z4207386258;407:40706:9:Z4216118927;407:40707:2:Z4214964608;
Clc1cccc2ncoc12,77,407:40705:6:Z1844564147;407:40707:3:Z2069773091;407:40711:0:Z1844449974;
Oc1ccnc2c(F)ccc(F)c12,55,407:40705:6:Z2782060632;407:40706:6:Z2644109165;407:40708:7:Z2455331362;
O=c1[nH]c(=O)c2ccc(Cl)cc2[nH]1,9,407:40705:6:Z1503911961;407:40709:0:Z1503939805;407:40743:8:Z1503731356;
NC1CC12CCC2,28,407:40705:6:Z3047451353;407:40709:8:Z3045343719;407:40718:3:Z3045643292;
NC1CCCC12CNC2,12,407:40705:6:Z4210684956;407:40711:1:Z4210645548;407:40713:2:Z4210649578;
c1ccc2c(c1)[nH]c1ncnnc12,11,407:40705:6:Z2918275482;407:40716:7:Z4386433926;407:40720:5:Z1863831678;
OC1CC2COC(C2)C1O,20,407:40705:6:Z4271070645;407:40707:0:Z4271075667;407:40707:1:Z4271075614;
c1ccc2c(c1)NCC21CCC1,56,407:40705:7:Z1845397469;407:40708:1:Z1845398872;407:40709:1:Z1887221187;
Cn1[nH]c2ccccc2c1=O,8,407:40705:7:Z2951464713;407:40720:8:Z2951456725;407:40724:6:Z2951460180;
C1COC2(CCC2)OC1,34,407:40705:7:Z4876652763;407:40706:0:Z4876691564;407:40708:0:Z4876684843;
CC1(C)CCC2(CCN2)CC1,26,407:40705:7:Z3589128564;407:40706:9:Z3645847267;407:40709:4:Z5024595931;
c1ccc2c(c1)CNC1CC2C1,4,407:40705:7:Z4137127969;407:40786:0:Z4503853571;407:40786:0:Z3712306962;
CC1C(C)(C)C1(C)C,12,407:40705:7:Z2961014997;407:40708:8:Z3258081037;407:40727:7:Z3255615323;
Cc1cccc2c1NCC(O)C2,36,407:40705:7:Z5018024674;407:40707:2:Z5018852931;407:40710:4:Z5018858356;
