fragment_smiles,occurences,example_ligands
CN1CC2NCCCC2C1=O,347,53:05300:1:Z4776003078;53:05300:2:Z4776005753;53:05300:3:Z4772939039;
c1onc2c1CCCC2,371,53:05300:1:Z2641374506;53:05300:1:Z2641129277;53:05301:2:Z3055897214;
O=c1[nH]cccc1Cl,462,53:05300:1:Z4475307202;53:05300:3:Z4215963590;53:05300:4:Z1716440552;
NC1CNC2(CCCCC2)C1,120,53:05300:1:Z3510831774;53:05301:9:Z3520177920;53:05302:0:Z4055656056;
CC1(C)C(=O)NC2CCCCC21,98,53:05300:1:Z3569625676;53:05300:3:Z4013906873;53:05300:5:Z3552304365;
O=C1CCc2ccc(F)cc2N1,622,53:05300:1:Z2477280168;53:05300:2:Z1447919400;53:05300:4:Z1286302426;
C1CC2CNCC2CO1,1538,53:05300:1:Z2477280168;53:05300:3:Z2477288071;53:05300:3:Z4060886034;
NC1CCS(=O)(=O)C1,177,53:05300:1:Z3799429587;53:05300:6:Z3138489422;53:05301:2:Z3100879715;
Cc1n[nH]c(=O)n1C,422,53:05300:1:Z2497594872;53:05300:3:Z2493552345;53:05300:4:Z2493947359;
Cc1ccc2c(c1F)CCCN2,80,53:05300:1:Z4363434467;53:05300:4:Z4132545204;53:05301:2:Z3881662775;
C1CCC2(CCOC2)NC1,198,53:05300:1:Z3091933435;53:05301:1:Z3619555845;53:05301:2:Z3091931521;
c1[nH]nc2c1CCC2,378,53:05300:1:Z4345874311;53:05300:3:Z1933303209;53:05300:9:Z4593736899;
CC1(C)CCC(O)CN1,268,53:05300:1:Z4094641468;53:05300:4:Z4094635996;53:05301:3:Z3822120430;
Cc1ccc(Cl)cc1,3883,53:05300:1:Z3620572889;53:05300:1:Z1679045498;53:05300:3:Z1578879418;
c1cc2ccncc2cn1,702,53:05300:1:Z4349864521;53:05300:3:Z4387954394;53:05300:7:Z4380639401;
CC1CNCC(C)C1,2023,53:05300:1:Z1652830815;53:05300:1:Z1616434229;53:05300:2:Z739498824;
Clc1ncsc1Cl,79,53:05300:1:Z3797667478;53:05301:0:Z4960007202;53:05301:7:Z3797640973;
C1CC2CNCC1N2,766,53:05300:1:Z3134675524;53:05300:3:Z2607439962;53:05300:5:Z2827737945;
CC1(C)CNCCS1,862,53:05300:1:Z1360932992;53:05300:1:Z2096873266;53:05300:2:Z4184875481;
C1CC2CC2CN1,1794,53:05300:1:Z3580754305;53:05300:2:Z3121007246;53:05300:2:Z3100788689;
Cn1ccn2cnnc2c1=O,467,53:05300:1:Z2863381652;53:05300:2:Z3878024343;53:05300:3:Z2853826695;
CC1CCC2(CCNC2)C1,296,53:05300:1:Z1898523817;53:05300:5:Z1639329201;53:05300:9:Z1639938935;
Fc1ccc2cnccc2c1,820,53:05300:1:Z3613398298;53:05300:2:Z2932847865;53:05300:3:Z4018477541;
CC1NCCC1(F)F,267,53:05300:1:Z3518451832;53:05300:1:Z3625613634;53:05300:5:Z4773473482;
Cc1cc(=O)cc[nH]1,1045,53:05300:1:Z2111044921;53:05300:2:Z4077362502;53:05300:3:Z4477074510;
Cc1[nH]ncc1F,220,53:05300:1:Z2997172860;53:05301:0:Z1836039632;53:05301:3:Z2997392940;
C1COCCOC1,1253,53:05300:1:Z2909028583;53:05300:2:Z4485577687;53:05300:2:Z4388157784;
CC1CNc2cccnc2O1,206,53:05300:1:Z4114518104;53:05300:9:Z1505284794;53:05300:9:Z4314800900;
O=C1CCCCc2ccccc21,365,53:05300:1:Z1166502699;53:05300:3:Z2284272621;53:05300:4:Z3670377973;
C1C2CC2C2CC12,254,53:05300:1:Z4121997946;53:05301:2:Z4114871140;53:05302:0:Z4093842664;
Cn1ccn2nccc2c1=O,169,53:05300:1:Z3781328993;53:05300:3:Z3907191665;53:05300:6:Z3907189901;
CC1CC2(CCC2)C1,284,53:05300:1:Z2277715121;53:05300:2:Z2958315199;53:05300:3:Z4105317446;
Cc1ccc2occ(C)c2c1,301,53:05300:1:Z2181566819;53:05300:5:Z88434282;53:05300:6:Z2874654728;
Cc1cc(C)n2ccncc12,185,53:05300:1:Z4389148002;53:05300:9:Z4389807559;53:05301:7:Z4324532505;
O=C1CC2(CCCNC2)CN1,362,53:05300:1:Z4389148002;53:05300:7:Z1301041800;53:05300:8:Z1272648826;
OC1CNCC1O,514,53:05300:1:Z2710234164;53:05300:1:Z1831602050;53:05300:3:Z5034079160;
C1CCC2(CCC2)SC1,665,53:05300:1:Z3682281985;53:05300:1:Z3192742925;53:05300:6:Z5034760306;
Cc1cc(=O)cco1,318,53:05300:1:Z2960672003;53:05300:4:Z2997302447;53:05301:3:Z2960634328;
Fc1ccc2scnc2c1,584,53:05300:1:Z1829674637;53:05300:1:Z1829650766;53:05300:3:Z3841188584;
CC1CNCCSC1,345,53:05300:1:Z4503563965;53:05301:4:Z4135444764;53:05301:7:Z4507915294;
C1COC2CNCC2C1,706,53:05300:1:Z5058431385;53:05300:1:Z4932201020;53:05300:1:Z4932216800;
Clc1cccc2ccsc12,123,53:05300:1:Z5058431385;53:05300:7:Z4224978685;53:05301:0:Z3867390984;
c1cc2nc[nH]c2cn1,367,53:05300:1:Z3388454470;53:05300:4:Z2832198944;53:05300:5:Z2255417106;
C1CNC2(CCC2)COC1,224,53:05300:1:Z4347171228;53:05300:2:Z4353146803;53:05300:5:Z4353152174;
c1cnc2cnccc2c1,1249,53:05300:1:Z3831733305;53:05300:2:Z2458320668;53:05300:2:Z2960941646;
c1[nH]nc2c1CSC2,3,53:05300:1:Z4363648330;53:05334:2:Z4363440562;53:05368:6:Z4363647533;
CN1CCCC2(CCNCC2)C1,352,53:05300:1:Z4393786984;53:05300:2:Z4431731892;53:05300:3:Z4391594815;
CC1Oc2ccccc2NC1=O,702,53:05300:1:Z4615085628;53:05300:2:Z4614826739;53:05300:3:Z4465010840;
CC1(C)C2CCC1C(=O)C2,360,53:05300:1:Z4265052127;53:05300:1:Z1225716848;53:05300:7:Z1168409300;
Cc1[nH]nc2ncccc12,238,53:05300:1:Z1368569634;53:05300:4:Z4229746083;53:05300:7:Z1303241371;
Cc1ncsc1F,118,53:05300:1:Z4503516647;53:05302:5:Z1568029576;53:05303:5:Z5034338894;
O=S1(=O)CC2NCCNC2C1,185,53:05300:1:Z4054993253;53:05300:9:Z3136100316;53:05301:5:Z3136097247;
O=c1ccc2cc(Cl)ccc2[nH]1,143,53:05300:1:Z2044618845;53:05300:8:Z1540495687;53:05300:9:Z3055147909;
Fc1cccc2cnccc12,232,53:05300:1:Z4174440345;53:05300:9:Z3699586843;53:05302:2:Z2619883882;
CN1CCCC2CCCCC21,152,53:05300:1:Z4502411560;53:05300:2:Z4493661656;53:05300:7:Z4505730184;
Cc1ccc2ccc(F)cc2n1,328,53:05300:1:Z3138880596;53:05300:2:Z1171293305;53:05300:6:Z2282503271;
CN1CCCNCCC1,213,53:05300:1:Z4218383029;53:05300:2:Z4270125328;53:05300:4:Z4218322886;
Cc1nc2ncccc2[nH]1,73,53:05300:1:Z4232407112;53:05305:0:Z4453180880;53:05306:0:Z4391358810;
Cc1ccc2scnc2n1,170,53:05300:1:Z4620929596;53:05300:5:Z4620934182;53:05302:3:Z4612011510;
OC1CSC1,36,53:05300:1:Z3497420623;53:05302:9:Z4151716568;53:05304:7:Z3497327990;
C1COC2(CCOC2)CN1,731,53:05300:1:Z1958975376;53:05300:2:Z2854841980;53:05300:2:Z2854825550;
CC1(C)OC2CC1C2,606,53:05300:1:Z3385855976;53:05300:2:Z3385856709;53:05300:2:Z3606887042;
c1nnc2n1CCC2,2678,53:05300:1:Z1219189326;53:05300:1:Z1437481965;53:05300:1:Z2371267969;
Cc1cc2nncn2c(C)n1,38,53:05300:1:Z391818804;53:05302:0:Z4427247484;53:05302:9:Z3340843308;
Oc1cnn2c1CNCC2,206,53:05300:1:Z4265291976;53:05300:3:Z4232779974;53:05301:6:Z5034971830;
Nc1nc[nH]c(=O)n1,31,53:05300:1:Z4259929230;53:05301:6:Z4259623660;53:05302:9:Z4266470652;
Cn1ncc2c1CCC(F)(F)C2,349,53:05300:1:Z4964008606;53:05300:5:Z4621519133;53:05302:0:Z4613755111;
FC1(F)CC2CNCC21,376,53:05300:1:Z4964008606;53:05300:4:Z4305077614;53:05300:5:Z4275547025;
NC1CNCC12CC2,279,53:05300:1:Z3125223664;53:05300:3:Z3125263610;53:05300:6:Z4054430696;
O=c1[nH]c2cccnc2[nH]1,378,53:05300:1:Z3343989081;53:05300:3:Z2148518008;53:05300:8:Z2963414199;
Cc1ccc2c(n1)CCCC2,456,53:05300:1:Z2956440241;53:05300:1:Z2952885951;53:05300:4:Z3058980076;
CN1CCCNCC1=O,484,53:05300:1:Z1817849489;53:05300:2:Z1801950663;53:05300:5:Z1801957718;
CC1CC(=O)NCCN1,412,53:05300:1:Z3701752488;53:05300:9:Z1535756870;53:05301:2:Z3201950737;
Cc1ncc2c(n1)CCNC2,396,53:05300:1:Z2218402099;53:05300:4:Z2110392476;53:05300:4:Z644263484;
Clc1csc2ccccc12,474,53:05300:1:Z4173064067;53:05300:4:Z2290990618;53:05300:5:Z2928203883;
CC1(C)CCS1,301,53:05300:1:Z2973585990;53:05300:2:Z2776791228;53:05300:5:Z2017259199;
O=C1NCCCNC12CC2,248,53:05300:1:Z2966935258;53:05300:2:Z3878155251;53:05300:4:Z3369746655;
Clc1cnn2c1CNCC2,362,53:05300:1:Z3607282623;53:05300:6:Z4076945201;53:05300:7:Z3607286308;
Cn1c(=O)c2ccn(C)c2n(C)c1=O,47,53:05300:1:Z3876331410;53:05300:4:Z1522698424;53:05300:4:Z1515885283;
NC12CNCC1C2,109,53:05300:1:Z3384632916;53:05300:6:Z3384644380;53:05301:3:Z3519056615;
O=c1ccoc2cccc(O)c12,72,53:05300:1:Z4311119716;53:05302:0:Z4310674572;53:05302:0:Z4310162642;
Nc1ncnc(Cl)n1,69,53:05300:1:Z4274677886;53:05303:1:Z2271597401;53:05303:3:Z2273943651;
C1COCC2(C1)CC2,619,53:05300:1:Z4210904465;53:05300:2:Z4215861214;53:05300:3:Z4540030732;
Cc1cc(C)c2c(c1)NCCO2,147,53:05300:1:Z3414510957;53:05301:9:Z4132578274;53:05302:4:Z2474147445;
Cn1ncc2c1CCOC2,1094,53:05300:1:Z3805473817;53:05300:1:Z4887894072;53:05300:2:Z3542837444;
Fc1ccc2[nH]ccc2c1,1642,53:05300:1:Z3579425112;53:05300:2:Z3092078149;53:05300:2:Z3339101533;
CC1CCC(C)NC1,812,53:05300:1:Z4352839267;53:05300:3:Z3101748370;53:05300:3:Z1283957555;
O=S1(=O)NCCN1,377,53:05300:1:Z3054889912;53:05301:1:Z3314888055;53:05301:1:Z2614236792;
CC1CCNC2CCCCC12,194,53:05300:1:Z2366522987;53:05300:2:Z2765825554;53:05301:6:Z2824888086;
FC1(F)CC12CCCNC2,398,53:05300:1:Z2485446542;53:05300:1:Z2485445801;53:05300:9:Z5007589456;
C1CC2(C1)CNC1COCC12,213,53:05300:1:Z4111187215;53:05300:5:Z4195047692;53:05300:7:Z3079030228;
c1cn2c(n1)CCCN2,429,53:05300:1:Z4278721901;53:05300:2:Z4477628966;53:05300:2:Z4477579281;
c1cnc2c(c1)CCC1(CCOCC1)O2,35,53:05300:1:Z4256080308;53:05302:4:Z4258193068;53:05306:3:Z4252756381;
CC1(C)CC(N)CCO1,412,53:05300:1:Z4210330972;53:05300:3:Z4145322238;53:05300:7:Z4214733239;
NC1CCc2ccccc2C1,193,53:05300:1:Z4429354070;53:05300:1:Z4429617035;53:05300:5:Z4429660756;
CC1(C)CCNCC2CCOC21,243,53:05300:1:Z3323095178;53:05300:3:Z3611167073;53:05300:6:Z3621381726;
Oc1cccc2ccsc12,131,53:05300:1:Z3595599400;53:05300:2:Z1887306669;53:05301:0:Z2644458030;
C1CNCC2(C1)CNCCO2,391,53:05300:1:Z3384465750;53:05300:2:Z3145024644;53:05300:2:Z4169492628;
c1cc2cncnc2cn1,111,53:05300:1:Z3891558621;53:05302:8:Z2615125783;53:05303:1:Z2347412360;
O=C1CCC2CCCCN12,793,53:05300:1:Z2370534532;53:05300:3:Z2012498140;53:05300:5:Z2012487611;
Cn1ncc2c1CCNC2,1131,53:05300:1:Z4055375422;53:05300:2:Z4110634160;53:05300:3:Z3515435159;
CC1CNc2ccc(F)cc2O1,148,53:05300:1:Z1265132420;53:05300:4:Z5063177294;53:05300:4:Z1884352537;
CC1(C)Oc2ccccc2NC1=O,116,53:05300:1:Z3246194435;53:05300:1:Z3671536713;53:05300:1:Z3433817532;
NC1CC2CCC1CC2,220,53:05300:1:Z4448412343;53:05301:0:Z5060405500;53:05301:3:Z3520526701;
Cc1nccc(O)c1Cl,174,53:05300:1:Z2184278031;53:05300:2:Z1461821929;53:05300:2:Z2783393555;
C1COCC2(COC2)N1,198,53:05300:1:Z4537868950;53:05300:6:Z4594837956;53:05300:9:Z4559959336;
C1CNCCC2(C1)CCC2,190,53:05300:1:Z3308640938;53:05301:0:Z3309685182;53:05301:2:Z3570288082;
Nc1nncs1,776,53:05300:1:Z3190164612;53:05300:3:Z2067883418;53:05300:3:Z4351162837;
c1noc2c1CCCCC2,1107,53:05300:1:Z3747258866;53:05300:3:Z3575497311;53:05300:4:Z3747264896;
Nc1nnco1,600,53:05300:1:Z4311631763;53:05300:4:Z4416226787;53:05300:5:Z4436879243;
FC(F)=C1CCCCC1,629,53:05300:1:Z4311631763;53:05300:3:Z3655074375;53:05300:3:Z5008206909;
c1noc2c1COCC2,1630,53:05300:1:Z3835683284;53:05300:1:Z3601567418;53:05300:2:Z2691062590;
CN1C(=O)NCC12CCNCC2,281,53:05300:1:Z2414069153;53:05300:7:Z4258631223;53:05300:9:Z4292287995;
C1=CNCCC1,203,53:05300:1:Z3383395641;53:05300:2:Z4829573843;53:05300:7:Z3613466839;
CC1(C)CCNCCS1=O,396,53:05300:1:Z2278669740;53:05300:1:Z2297935381;53:05300:3:Z4063245827;
C1CCc2[nH]nnc2C1,1767,53:05300:1:Z3627134228;53:05300:1:Z3781298376;53:05300:2:Z3627127895;
O=c1[nH]c2cccc(Cl)c2[nH]1,128,53:05300:1:Z4108870961;53:05301:6:Z4110799487;53:05303:5:Z4305096330;
Cc1ccc(Cl)cc1F,595,53:05300:1:Z1496964648;53:05300:4:Z1417341579;53:05300:5:Z4240571252;
C1CC2(C1)COCCO2,715,53:05300:1:Z5014863187;53:05300:2:Z5013288952;53:05300:2:Z5063131187;
Cn1ncc2c1CNCCC2,241,53:05300:1:Z4263803771;53:05300:8:Z4263804694;53:05302:3:Z4263801882;
Cc1cnc2cnccc2n1,77,53:05300:1:Z2975051755;53:05301:5:Z2968591562;53:05303:9:Z2970860995;
O=C1CC2CCCC2C1,286,53:05300:1:Z3205382120;53:05300:4:Z3899357906;53:05300:5:Z3197807003;
Cc1cc2nc(Cl)ncc2s1,36,53:05300:1:Z2612725396;53:05305:2:Z2611994006;53:05305:7:Z2612859914;
c1ncc2c(n1)CCNCC2,348,53:05300:1:Z2612725396;53:05300:4:Z1786418106;53:05300:5:Z4963152493;
CC1(C)CC2CNCC21,238,53:05300:1:Z4025119163;53:05301:2:Z4012809602;53:05301:8:Z4025150983;
CN1CNC(=O)C12CNC2,302,53:05300:1:Z3395455390;53:05300:1:Z4879247839;53:05300:3:Z4129869538;
OC1CCC2CNCCC2C1,295,53:05300:1:Z2304129937;53:05300:5:Z2297710151;53:05301:3:Z2973668972;
CC1(C)CCC(F)(F)CC1,512,53:05300:1:Z4295042813;53:05300:6:Z4006651026;53:05300:7:Z3613069556;
O=c1ccc2ccoc2[nH]1,26,53:05300:1:Z2284894175;53:05301:4:Z4090797873;53:05301:4:Z776382676;
CN1CCNCCC1(C)C,322,53:05300:1:Z2784777311;53:05300:3:Z2814708241;53:05300:3:Z2810292497;
Cc1cc(Cl)cc2cc[nH]c12,95,53:05300:1:Z1690607892;53:05301:3:Z1690521550;53:05301:8:Z3586059085;
Clc1cccc2[nH]cnc12,114,53:05300:1:Z1927367351;53:05301:3:Z2633007269;53:05301:8:Z1391159191;
Clc1ccc2c(c1)CCCS2,173,53:05300:1:Z4634114637;53:05300:3:Z2868682404;53:05301:3:Z3509056148;
CC1CCC(N)C1,342,53:05300:1:Z3512498658;53:05300:2:Z3513405597;53:05300:4:Z3701383124;
Cc1cn2ccnc2s1,756,53:05300:1:Z3539238550;53:05300:3:Z3818047544;53:05300:4:Z3599725620;
Oc1ccc2c(c1)CNCC2,321,53:05300:1:Z3608146863;53:05300:2:Z2634172041;53:05300:3:Z2634172399;
O=S1(=O)CC2CNCC21,640,53:05300:1:Z4478791390;53:05300:2:Z5047587457;53:05300:5:Z5050391120;
C1CCC2(CC1)CNC2,796,53:05300:1:Z1681073697;53:05300:2:Z4292137653;53:05300:2:Z2407408543;
Cc1ccc2c(=O)[nH]n(C)c2n1,123,53:05300:1:Z2783189421;53:05300:4:Z4352910451;53:05301:2:Z2718447080;
c1cnc2c(c1)CNCC2,1316,53:05300:1:Z4447360013;53:05300:3:Z4233097094;53:05300:3:Z4021463253;
Nc1ccc2c(n1)CCC2,159,53:05300:1:Z4124843274;53:05302:3:Z4123003613;53:05302:4:Z4123478332;
C1COCCNN1,292,53:05300:1:Z4118723082;53:05300:4:Z4147068464;53:05300:5:Z2840094417;
NC1CCCCCNC1,207,53:05300:1:Z3336522471;53:05300:5:Z2873022019;53:05300:6:Z2763699039;
Cn1cc(Cl)ncc1=O,108,53:05300:1:Z3558786703;53:05300:4:Z3558094375;53:05304:3:Z3558107841;
Cc1ncnc(O)c1C,31,53:05300:1:Z1607501207;53:05307:1:Z1607495430;53:05314:1:Z2769182962;
CC12CNCC1C2,1104,53:05300:1:Z4776512554;53:05300:2:Z3697966790;53:05300:3:Z3907355566;
Cc1ccc2c(c1)NCCCC2,111,53:05300:1:Z4127365336;53:05302:1:Z4127361574;53:05302:7:Z4127366270;
CN1C2CCCC1CNCC2,185,53:05300:1:Z4224437464;53:05300:5:Z4271091851;53:05300:6:Z4224432498;
Cc1ccnnc1,1689,53:05300:1:Z2967503408;53:05300:1:Z4489254614;53:05300:2:Z4410550769;
C1CNCC2(C1)OCCO2,410,53:05300:1:Z4111919586;53:05300:7:Z4450293231;53:05300:7:Z3298914007;
CC1(C)CCN1,190,53:05300:1:Z1328180562;53:05300:2:Z3696473239;53:05300:3:Z1570870484;
Fc1cncnc1Cl,165,53:05300:1:Z4192080840;53:05300:5:Z3391576991;53:05300:7:Z3389205870;
C1CCC2(CC1)CCCN2,672,53:05300:1:Z3789654893;53:05300:2:Z3791836802;53:05300:2:Z1773539269;
CC1NCCS(=O)C1C,213,53:05300:1:Z1233509823;53:05300:6:Z1233504974;53:05301:9:Z2925128982;
c1cnc2c(c1)CCOC2,745,53:05300:1:Z5065094400;53:05300:6:Z5064407969;53:05300:7:Z5063997917;
CC1CN2CCCC2CN1,420,53:05300:1:Z1418806803;53:05300:1:Z2625810746;53:05300:2:Z3177485354;
C1COC2(CCOCC2)N1,193,53:05300:1:Z3583420033;53:05300:2:Z4255213505;53:05302:0:Z4124495739;
CN1CCCCCCNCCC1,180,53:05300:1:Z3007835424;53:05301:5:Z3794245474;53:05301:7:Z3007833026;
CC1NCC1O,113,53:05300:1:Z4142492994;53:05300:5:Z4142490533;53:05300:6:Z4313917071;
C1CCC2(CC1)CNCCN2,294,53:05300:1:Z4205837976;53:05300:3:Z1552846514;53:05301:0:Z4056039015;
FC1CCC2CCC12,228,53:05300:1:Z4610682615;53:05300:5:Z4610607041;53:05300:6:Z4571023046;
FC=C1CCCCC1,154,53:05300:1:Z4879247839;53:05300:6:Z4877116458;53:05302:2:Z4879141779;
CC1(C)C2CCC1CC2,847,53:05300:1:Z3356685613;53:05300:4:Z3588421813;53:05300:5:Z3299343460;
CN1CCNc2cccnc21,342,53:05300:1:Z1344540248;53:05300:6:Z4126285574;53:05300:6:Z3192025291;
CC1CN2CCC1CC2,76,53:05300:1:Z2874288947;53:05300:9:Z2874290113;53:05306:1:Z2874290409;
NC12CCNCC1C2,156,53:05300:1:Z4448602485;53:05302:6:Z4448604538;53:05302:7:Z4448605831;
O=C1COc2cc(F)ccc2N1,139,53:05300:1:Z4448602485;53:05301:1:Z3538510130;53:05302:9:Z3575341667;
Clc1ccc2c(c1)NCCCS2,42,53:05300:1:Z2147773547;53:05308:5:Z1354840298;53:05308:6:Z4128310847;
CC1CCCC(C)C1,1396,53:05300:1:Z2619188857;53:05300:2:Z2358537962;53:05300:2:Z1632705845;
O=C1CNCC2CCCN12,398,53:05300:1:Z3555558429;53:05300:4:Z3521092818;53:05300:5:Z3522393115;
CC1CNCCC1(F)F,352,53:05300:1:Z4271462188;53:05300:1:Z4271462176;53:05300:2:Z2169780015;
CC1CC2(CCCO2)CO1,263,53:05300:1:Z2863793189;53:05300:1:Z4074344262;53:05300:2:Z2863038434;
c1nc2c(s1)CCCCC2,1043,53:05300:1:Z1241723647;53:05300:2:Z3385393159;53:05300:2:Z3385392813;
CC1(C)CC(O)CO1,266,53:05300:1:Z4309553816;53:05300:6:Z4312465247;53:05301:0:Z4241343580;
CC1(O)CNOC1,178,53:05300:1:Z3587239428;53:05300:2:Z3186929113;53:05300:5:Z3587224716;
CC1(C)CCC1N,623,53:05300:1:Z4448822927;53:05300:4:Z3138400992;53:05300:6:Z3510676222;
CN1CCC2(CC1)CNCCO2,261,53:05300:1:Z2881483148;53:05300:5:Z2435051395;53:05300:6:Z2458131584;
Cc1n[nH]c(C)c1Cl,493,53:05300:1:Z2231852642;53:05301:4:Z1039966962;53:05301:6:Z1286663538;
CN1CCCC12CCOCC2,383,53:05300:1:Z3638742487;53:05300:7:Z3638742450;53:05301:0:Z3509329781;
NC1Cc2ccccc2C1,460,53:05300:1:Z4217172908;53:05300:5:Z4999808375;53:05300:6:Z2825537273;
O=C1CCC2SCCN12,309,53:05300:1:Z3588481529;53:05300:8:Z4095690072;53:05301:3:Z1644576513;
C1CCC2CCCC2C1,411,53:05300:1:Z1305388209;53:05300:1:Z3601567418;53:05300:4:Z3081821300;
Cn1c(=O)[nH]c(=O)c2cccnc21,199,53:05300:1:Z1728725361;53:05300:7:Z1025817714;53:05300:9:Z4783445713;
Cc1nscc1N,187,53:05300:1:Z3384600620;53:05300:8:Z4422522969;53:05301:1:Z3100676003;
O=S1(=O)CC2(CCN2)C1,335,53:05300:1:Z4003657629;53:05300:2:Z4270893794;53:05300:6:Z3593089686;
Clc1ccc2ncccc2c1,634,53:05300:1:Z4003657629;53:05300:1:Z3319644925;53:05300:3:Z1989874261;
FC1CC2CCC(C1)N2,297,53:05300:1:Z4466114414;53:05300:5:Z4523903335;53:05300:6:Z4393702831;
C1CNCC2(C1)CCNC2,600,53:05300:1:Z2439278693;53:05300:2:Z2439274735;53:05300:3:Z2466154605;
C1COC2(CN1)CNC2,399,53:05300:1:Z2226887880;53:05300:1:Z2611165147;53:05300:3:Z4448073443;
c1[nH]nc2c1CNC2,382,53:05300:1:Z3382587372;53:05300:1:Z4278798765;53:05300:4:Z4106906169;
CC1CCc2ccsc2S1,29,53:05300:1:Z2772397506;53:05303:4:Z4636046357;53:05304:8:Z1612950305;
Clc1ccc2cc[nH]c2c1,1374,53:05300:1:Z3875011745;53:05300:2:Z4634520815;53:05300:2:Z4643684763;
Cc1[nH]nc2c1CCCC2,401,53:05300:1:Z3799816342;53:05300:2:Z3806939194;53:05300:4:Z3867486836;
CN1Cc2ccccc2NC1=O,287,53:05300:1:Z2168980066;53:05300:7:Z1729366508;53:05300:9:Z2273702252;
Clc1nc[nH]c1Cl,10,53:05300:1:Z2168980066;53:05305:6:Z1654706176;53:05309:5:Z2168974501;
CN1CCC2CCNC2C1,350,53:05300:1:Z2953012946;53:05300:4:Z2974026568;53:05301:0:Z3200252658;
O=S1(=O)CCC2(CC2)CC1,610,53:05300:1:Z4014737971;53:05300:2:Z4175643482;53:05300:5:Z4329402050;
C1COCCC2(C1)CCN2,436,53:05300:1:Z4636254619;53:05300:5:Z4634099309;53:05301:0:Z4638017026;
Cc1cccc2scnc12,253,53:05300:1:Z1554214790;53:05300:3:Z1189160244;53:05301:1:Z2973161329;
Cc1cnc2ccccn12,1130,53:05300:1:Z4267509683;53:05300:1:Z4266656991;53:05300:1:Z4267624092;
CN1CCCC(C)(C)C1,750,53:05300:1:Z2348186241;53:05300:1:Z3658095360;53:05300:4:Z2791595017;
Cc1nc2cc(Cl)ccc2[nH]1,89,53:05300:1:Z4455477996;53:05302:9:Z4479137882;53:05303:3:Z4479139364;
FC1COc2ccccc2C1,259,53:05300:1:Z4311951432;53:05300:5:Z2926123867;53:05300:9:Z2976108889;
Oc1ccnc2c(F)cc(F)cc12,50,53:05300:1:Z1737177875;53:05301:4:Z1737127370;53:05305:6:Z4897144161;
Oc1ncnc2nccnc12,61,53:05300:1:Z4414840425;53:05301:7:Z4961623122;53:05304:0:Z4228086394;
OC1C2CCC1CNC2,364,53:05300:1:Z3707163049;53:05301:0:Z3643402782;53:05301:1:Z3659964890;
c1cc2c(cn1)CCCN2,450,53:05300:1:Z4245220245;53:05300:5:Z3583985561;53:05301:0:Z4420597317;
Fc1cccc2cccnc12,1202,53:05300:1:Z3079455136;53:05300:4:Z3829092424;53:05300:4:Z4203396035;
Cc1n[nH]cc1Cl,488,53:05300:1:Z3808031371;53:05300:2:Z3668979742;53:05301:1:Z3670332013;
c1ccc2c(c1)NCCCS2,199,53:05300:1:Z3587225744;53:05300:2:Z2764527796;53:05300:3:Z3834861719;
CC12CNCC1(C)CSC2,291,53:05300:1:Z3639772864;53:05300:3:Z3639755899;53:05300:8:Z3639774628;
Clc1ccn2cncc2c1,191,53:05300:1:Z3639772864;53:05300:2:Z2500040128;53:05300:8:Z2496972024;
O=S1(=O)CCC(O)CC1,432,53:05300:1:Z2413937278;53:05300:2:Z4313554805;53:05300:2:Z2112443019;
CC1Cn2cccc2C(=O)N1,24,53:05300:1:Z3790717998;53:05300:1:Z3790717988;53:05300:7:Z4169261754;
C1CC2(C1)CNCCN2,182,53:05300:1:Z4175398314;53:05300:5:Z4392150247;53:05301:0:Z3364735771;
Oc1cncc2ccccc12,125,53:05300:1:Z2639339178;53:05301:2:Z2634394212;53:05301:9:Z4188331276;
OC1CNCC2(CCOCC2)C1,232,53:05300:1:Z3365253267;53:05300:2:Z2922184693;53:05301:0:Z3053897022;
Cc1cc2nc[nH]c2cc1C,295,53:05300:1:Z3818569155;53:05300:8:Z3851594983;53:05301:0:Z3801357264;
CC1(C)CNCC(O)C1,289,53:05300:1:Z4267191630;53:05300:5:Z2842117151;53:05300:5:Z3053718475;
O=C1CCc2cc(Cl)ccc21,201,53:05300:1:Z4137716609;53:05300:1:Z2011096108;53:05301:2:Z3009413609;
CC1CNC(C)(C)C(=O)N1,185,53:05300:1:Z4249243992;53:05301:0:Z4196296384;53:05302:2:Z4276651894;
c1cc2ccsc2s1,516,53:05300:1:Z4249243992;53:05300:6:Z4577690532;53:05301:2:Z3507926532;
C1CCC2(C1)CC1CCOC12,305,53:05300:1:Z1552928753;53:05300:7:Z2307088592;53:05300:9:Z1507063383;
Cc1cscc1Cl,541,53:05300:1:Z2306023353;53:05300:9:Z4621670829;53:05300:9:Z2581415484;
Clc1cc[nH]c1,608,53:05300:1:Z3167936609;53:05300:6:Z2441154898;53:05300:7:Z2905925806;
CC1CCOC(C)C1,542,53:05300:1:Z4148613307;53:05300:1:Z4207626056;53:05301:2:Z4148709953;
CC12CCC(C)(CC1)O2,265,53:05300:1:Z4832363687;53:05300:6:Z4775469363;53:05300:7:Z4398763408;
Fc1ccc2c(c1)CCO2,935,53:05300:1:Z4140194895;53:05300:3:Z3653687619;53:05300:4:Z4335238208;
