fragment_smiles,occurences,example_ligands
C1=NOC2CCCC12,104,90:09002:7:PV-006624692129;90:09003:7:PV-003032247782;90:09003:9:PV-003032279225;
Clc1cc2c(cc1Cl)OCCN2,52,90:09002:7:PV-006624708981;90:09006:0:PV-002600654048;90:09011:3:PV-004135951775;
CC1(C)CCCC(=O)C1,81,90:09002:7:PV-006624712356;90:09003:9:PV-006625924095;90:09009:0:PV-006631117844;
c1cc2c(cn1)NCCCC2,58,90:09002:7:PV-006624716663;90:09005:7:PV-003879284469;90:09007:1:PV-003032694660;
C1CCC2(C1)CNCCO2,123,90:09002:7:PV-006624725031;90:09003:6:PV-003032232654;90:09004:4:PV-006626503826;
C1CC2(C1)CCNCCO2,82,90:09002:7:PV-006624735381;90:09005:3:PV-003032466839;90:09005:4:PV-003032477469;
Clc1ncc2sccc2n1,26,90:09002:7:PV-006624745377;90:09002:7:PV-006624757421;90:09007:6:PV-006629713470;
C1CC2CNCC(CN1)C2,33,90:09002:7:PV-006624766207;90:09005:0:PV-006627059998;90:09005:5:PV-006627603388;
c1onc2c1CNC2,54,90:09002:7:PV-006624774733;90:09003:4:PV-002393607389;90:09005:2:PV-006627237743;
Cn1ncc2ccc(F)cc21,176,90:09002:7:PV-006624782196;90:09003:3:PV-006625317687;90:09003:5:PV-006625514301;
OC1CCNCC12CCOCC2,55,90:09002:7:PV-006624794436;90:09003:2:PV-003032188048;90:09003:3:PV-003032198938;
CC1(C)CSCCN1,47,90:09002:7:PV-003032117669;90:09004:0:PV-002548861020;90:09005:9:PV-003879332017;
O=S1(=O)CCC2(CNCCO2)C1,69,90:09002:7:PV-003032118138;90:09003:4:PV-002497106614;90:09005:1:PV-003879056007;
O=C1NCCCC12CNC2,53,90:09002:7:PV-003032118538;90:09005:9:PV-003032543981;90:09007:2:PV-006629264688;
Cc1ccc2ncncc2c1,116,90:09002:7:PV-003878245153;90:09002:8:PV-002548836757;90:09003:3:PV-003878456967;
CN1CCOCC12CCC2,39,90:09002:7:PV-002186587773;90:09014:4:PV-002393831120;90:09034:3:PV-002497739162;
Nc1ccc2cccnc2n1,20,90:09002:7:PV-003878247456;90:09010:5:PV-003880929362;90:09035:1:PV-003036422876;
O=c1[nH]c2nccn2c2ccccc12,15,90:09002:7:PV-003878247731;90:09003:3:PV-003032200271;90:09019:0:PV-006641276890;
NC1CCCNCC1,15,90:09002:7:PV-003878250462;90:09010:0:PV-003033094980;90:09018:5:PV-003034209909;
CC1(C)CC(=O)c2scnc2C1,20,90:09002:7:PV-002497092187;90:09031:7:PV-003888175175;90:09085:3:PV-003043102994;
CC1(C)CNC2CCCC21,174,90:09002:7:PV-003878251115;90:09003:0:PV-003878336161;90:09003:8:PV-003878628523;
Cc1cc(C)nc(O)n1,50,90:09002:7:PV-003878251881;90:09006:7:PV-003879616297;90:09006:7:PV-003879616298;
O=C1NS(=O)(=O)CC2CCCCN12,6,90:09002:7:PV-002600587689;90:09011:0:PV-003033226254;90:09023:0:PV-004137036378;
OC1COc2ccccc21,12,90:09002:7:PV-003032122810;90:09005:2:PV-003879083234;90:09021:7:PV-006643964033;
c1ccc2c(c1)[nH]c1ncncc12,24,90:09002:8:PV-003878256453;90:09004:2:PV-003878746670;90:09004:2:PV-003878746671;
CC1CCCc2[nH]nnc21,22,90:09002:8:PV-003878257415;90:09006:8:PV-003879655464;90:09010:7:PV-006632912615;
Cn1c(=N)sc2ccccc21,110,90:09002:8:PV-003878257909;90:09002:8:PV-003878257910;90:09005:1:PV-002393641493;
CC1(C)CNCCCO1,77,90:09002:8:PV-003878259769;90:09003:2:PV-003878411294;90:09005:3:PV-002600640130;
Cn1cccnc1=O,86,90:09002:8:PV-002238339474;90:09002:9:PV-002134844972;90:09003:6:PV-003878549424;
O=C1CCC2CCCC2C1,29,90:09002:8:PV-003032125238;90:09006:4:PV-006628524169;90:09012:9:PV-003881739512;
O=C1CCCn2nccc21,98,90:09002:8:PV-002497092946;90:09004:6:PV-003032370544;90:09005:2:PV-003032444192;
CC1(C)CCC2CCNc3cccc1c32,11,90:09002:8:PV-003032126259;90:09002:8:PV-003032126260;90:09002:8:PV-003032126261;
Clc1ccc2c(c1)NCCCS2,28,90:09002:8:PV-003032126267;90:09003:9:PV-003032281807;90:09004:0:PV-003032286386;
Cc1ccc2nncn2n1,60,90:09002:8:PV-002600588282;90:09003:7:PV-003878582708;90:09005:4:PV-003879143155;
Cc1ncc(F)c(C)n1,35,90:09002:8:PV-002445340126;90:09004:6:PV-006626613408;90:09016:7:PV-002549121866;
Cc1cc(C)c2ccncc2c1C,17,90:09002:8:PV-003878266376;90:09004:4:PV-003878817645;90:09012:0:PV-003881416276;
CC1(C)C=Cc2ccccc2O1,100,90:09002:8:PV-003032127481;90:09002:9:PV-003032149981;90:09003:0:PV-003032151407;
O=c1ccc(Cl)c[nH]1,61,90:09002:8:PV-003032128171;90:09003:1:PV-003032165844;90:09003:7:PV-003878589737;
C1CNC2(CCOC2)CN1,52,90:09002:8:PV-003878269782;90:09003:9:PV-003878641944;90:09019:4:PV-006641652385;
N=S1(=O)CCC(N)CC1,25,90:09002:8:PV-003032129030;90:09011:8:PV-003033330861;90:09014:8:PV-003033718811;
NC1C2CCCC1CC2,39,90:09002:8:PV-003878273232;90:09008:4:PV-003880201413;90:09011:2:PV-003881141929;
Oc1cccc2cnccc12,45,90:09002:8:PV-003878275886;90:09004:2:PV-003032322979;90:09006:0:PV-003032549767;
O=c1[nH]c2ccccc2cc1Cl,8,90:09002:8:PV-003032130771;90:09006:7:PV-003032652225;90:09052:9:PV-003038795526;
Clc1cccc2c1NCC2,72,90:09002:8:PV-003878276316;90:09006:4:PV-003032613542;90:09006:8:PV-003032655552;
CC1(C)CCC(C)(C)c2ccccc21,41,90:09002:8:PV-003032130977;90:09002:8:PV-003878276556;90:09002:8:PV-003032130978;
O=C1CCNCC12CCC2,83,90:09002:8:PV-002445340900;90:09002:8:PV-006624835134;90:09003:3:PV-004135208628;
c1cc2c(s1)CCCNC2,180,90:09002:8:PV-003032131937;90:09003:5:PV-003032225029;90:09003:7:PV-003032249731;
O=S1(=O)CCCc2cc(Cl)ccc21,20,90:09002:8:PV-003878279964;90:09006:7:PV-002186668870;90:09018:2:PV-003883540035;
O=C1CCc2cc(F)ccc2N1,68,90:09002:8:PV-003878280693;90:09002:8:PV-003878286512;90:09002:8:PV-003878286513;
Cc1ccc(F)c2c1CCNC2,126,90:09002:8:PV-003032133295;90:09004:6:PV-003032364508;90:09005:7:PV-003032510213;
CN1C(=O)CNc2ccccc21,57,90:09002:8:PV-002548837599;90:09003:1:PV-002445345955;90:09004:6:PV-003032365107;
Oc1nccc2ccncc12,126,90:09002:8:PV-003032134569;90:09002:8:PV-003032134570;90:09002:8:PV-003878286030;
CC1CNCc2c(Cl)cccc21,61,90:09002:8:PV-002341843277;90:09004:0:PV-002445365828;90:09004:7:PV-006626768176;
CC1CNCC1O,95,90:09002:8:PV-003878291603;90:09002:8:PV-003878291604;90:09002:8:PV-003878291605;
CC1Cc2ccc(F)cc2C1,67,90:09002:8:PV-003878293227;90:09005:4:PV-003879154416;90:09006:9:PV-003879688899;
CC1CNCC(C)C1(F)F,61,90:09002:8:PV-003032137517;90:09005:2:PV-002445390350;90:09007:0:PV-006629184180;
Cc1noc2ccncc12,64,90:09002:8:PV-006624820069;90:09004:1:PV-003878723187;90:09004:2:PV-003032308428;
NC1CCOC2(CCC2)C1,36,90:09002:8:PV-006624842173;90:09004:4:PV-003878808522;90:09008:9:PV-003880375247;
O=C1NCC2(CCNCC2)C1O,73,90:09002:8:PV-006624849654;90:09002:9:PV-003032147354;90:09003:1:PV-003878360024;
Cc1nc2c(o1)CCCC2,80,90:09002:9:PV-006624858310;90:09018:2:PV-003034172819;90:09018:4:PV-003883595542;
Cc1cc(F)cc2c(=O)cc[nH]c12,26,90:09002:9:PV-006624888742;90:09012:5:PV-003881581712;90:09015:1:PV-003882504397;
O=C1CC2NCCCC2N1,75,90:09002:9:PV-006624957060;90:09003:2:PV-006625272336;90:09007:2:PV-003879785157;
c1cc2n(n1)CC1(CC1)C2,106,90:09002:9:PV-003878294955;90:09003:0:PV-006624964358;90:09005:3:PV-003879128720;
Cc1cncnc1N,19,90:09002:9:PV-003878295475;90:09007:7:PV-003879961810;90:09008:7:PV-003880307071;
Cc1cc(F)c2nc(O)ccc2c1,41,90:09002:9:PV-003878296256;90:09003:0:PV-002600593146;90:09003:4:PV-003878472658;
O=c1ccc2cc(F)ccc2[nH]1,55,90:09002:9:PV-003878297059;90:09004:4:PV-002393626246;90:09005:6:PV-003032499253;
CN1CNc2ccccc2C1=O,5,90:09002:9:PV-003032139478;90:09013:1:PV-003033500174;90:09086:6:PV-003043269730;
Cc1cc(C)nc(N)c1,54,90:09002:9:PV-003032139760;90:09003:9:PV-003032269398;90:09004:7:PV-003032379653;
Cn1ccc2c1CCOC2,142,90:09002:9:PV-003878299295;90:09004:0:PV-003878678867;90:09004:8:PV-003032388649;
CC1NCc2ccccc21,213,90:09002:9:PV-002445342389;90:09004:3:PV-003032334567;90:09004:3:PV-003032334568;
Cc1cc2c(cc1Cl)NCC2,114,90:09002:9:PV-003878305340;90:09002:9:PV-003878321657;90:09003:1:PV-003878396338;
C1=NCC2(CCOCC2)N1,78,90:09002:9:PV-003032142354;90:09004:8:PV-003032402450;90:09009:5:PV-003033025577;
FC12CC3CC(CC(C3)C1)C2,30,90:09002:9:PV-003878306594;90:09009:6:PV-003880603914;90:09013:2:PV-003881836021;
O=c1ccc2c([nH]1)CCCCC2,54,90:09002:9:PV-003878307474;90:09004:8:PV-003032391132;90:09006:5:PV-003032621669;
O=c1[nH]c(=O)c2cc(F)c(F)cc2[nH]1,14,90:09002:9:PV-003878308719;90:09008:3:PV-003032866797;90:09033:7:PV-003036236017;
CC1CNc2ccccc2SC1,36,90:09002:9:PV-003878309467;90:09002:9:PV-003878309468;90:09018:9:PV-002186919677;
CC1(C)CNCC1N,52,90:09002:9:PV-003878309945;90:09007:2:PV-003032721547;90:09007:7:PV-004135614985;
C1CCC2CNC2CC1,70,90:09002:9:PV-002445342831;90:09003:3:PV-003878430332;90:09008:0:PV-003880068960;
CC1(C)CCNC1=O,34,90:09002:9:PV-003878312469;90:09008:6:PV-003032904904;90:09013:0:PV-006635272987;
C1=CC2CCC(C1)N2,44,90:09002:9:PV-003032145166;90:09003:0:PV-002393599111;90:09026:7:PV-002342331963;
NC12CCC(CNC1)C2,35,90:09002:9:PV-003032145445;90:09010:8:PV-003033188882;90:09012:9:PV-006635112672;
Cc1coc2c1C(=O)CC(C)(C)C2,34,90:09002:9:PV-003878315463;90:09017:6:PV-003883346070;90:09022:0:PV-003884834045;
CC1Cc2ccc(F)cc2O1,54,90:09002:9:PV-002134845475;90:09003:2:PV-003878401376;90:09006:2:PV-003879453144;
O=S1(=O)CC2(CCCCC2)C1,78,90:09002:9:PV-002341844892;90:09004:5:PV-003878863984;90:09005:4:PV-003879176300;
C1=NCC2CSCCN12,52,90:09002:9:PV-003032148964;90:09003:0:PV-003032160064;90:09008:6:PV-003032901702;
Fc1ccc2[nH]ccc2c1Cl,84,90:09002:9:PV-003032149454;90:09005:4:PV-003032471842;90:09005:5:PV-003032487789;
CC1(C)CNCc2cn[nH]c2C1,64,90:09002:9:PV-003878325466;90:09004:7:PV-002445379187;90:09005:0:PV-003879006485;
Cc1cncc(=O)[nH]1,11,90:09002:9:PV-003878325686;90:09007:0:PV-006629190448;90:09082:4:PV-003905543253;
O=C1CNc2ncncc2N1,42,90:09002:9:PV-004135179588;90:09006:2:PV-003032582172;90:09009:4:PV-003033014271;
C1CC2CCC(C2)N1,58,90:09002:9:PV-003878327721;90:09003:7:PV-003032255618;90:09005:5:PV-003879205021;
Clc1cc2nccnc2cc1Cl,45,90:09002:9:PV-003878327754;90:09006:6:PV-002497171388;90:09006:8:PV-002341923952;
C1CCC2(C1)CCCNCC2,93,90:09002:9:PV-003032151161;90:09003:1:PV-003032177010;90:09004:4:PV-002134875988;
CC1NCc2ccccc2NC1=O,46,90:09003:0:PV-002186592788;90:09005:5:PV-003032487996;90:09009:7:PV-002238480681;
Cc1cn2cccc2cn1,23,90:09003:0:PV-003878330918;90:09004:2:PV-003878760326;90:09008:3:PV-006630430340;
Oc1cnnc2ccccc12,9,90:09003:0:PV-003878330918;90:09006:4:PV-006628502043;90:09006:7:PV-003032645692;
O=S1CC2CNCC(C2)C1,48,90:09003:0:PV-003878332693;90:09007:6:PV-003879923013;90:09021:8:PV-006644172785;
Oc1ccnc2c(F)ccc(F)c12,32,90:09003:0:PV-003878333250;90:09003:1:PV-002186595614;90:09005:9:PV-002600651917;
NC1CCc2ccccc2C1,39,90:09003:0:PV-003878334476;90:09004:0:PV-006626033058;90:09004:2:PV-003032311075;
CC12CC1C2,101,90:09003:0:PV-002341845961;90:09003:4:PV-002393606772;90:09004:1:PV-003878729286;
Clc1cncc2sccc12,163,90:09003:0:PV-003878336847;90:09003:0:PV-003878336848;90:09003:5:PV-003878501449;
O=C1CCS(=O)(=O)c2ccccc21,59,90:09003:0:PV-003032154386;90:09003:0:PV-003032154387;90:09003:0:PV-003032154388;
O=S1(=O)CC(F)C2(CCC2)C1,16,90:09003:0:PV-003878338624;90:09003:0:PV-003878338625;90:09003:0:PV-003878338626;
Fc1cnc2ccccc2c1,28,90:09003:0:PV-003878339605;90:09003:6:PV-003878557121;90:09006:8:PV-003879655432;
C1CC2(CCN1)OCC1CC12,33,90:09003:0:PV-003032155517;90:09005:0:PV-003032418487;90:09011:1:PV-003881097775;
c1ccc2c(c1)COC21CCNC1,23,90:09003:0:PV-003032156279;90:09015:3:PV-003033794632;90:09047:3:PV-003038053387;
Cc1nc(C)c2c(N)csc2n1,28,90:09003:0:PV-003032156478;90:09005:6:PV-003032500667;90:09016:9:PV-003883091777;
O=c1ccnc2[nH]cnn12,26,90:09003:0:PV-003878342799;90:09009:7:PV-002238481968;90:09020:4:PV-002238700896;
O=c1[nH]ccc2c1CCNC2,112,90:09003:0:PV-002134847103;90:09004:0:PV-002445363994;90:09004:6:PV-006626654924;
Fc1ccc2c(Cl)ccnc2c1F,3,90:09003:0:PV-002290095505;90:09052:5:PV-002187607743;90:09055:8:PV-003896440847;
O=C1CCCCC2CCCN12,38,90:09003:0:PV-003032157394;90:09018:4:PV-006640746302;90:09019:0:PV-003034280880;
CC1=NCC(=O)Nc2ccccc21,2,90:09003:0:PV-003878344828;90:09006:0:PV-003879361335;
C1CC2CN(C1)CCN2,3,90:09003:0:PV-003878345258;90:09052:6:PV-003895353717;90:09069:5:PV-003901140864;
NC1=CCNN1,38,90:09003:0:PV-002134847343;90:09012:2:PV-002497286388;90:09015:7:PV-002445604292;
CC12CCC(C)(CC1)O2,46,90:09003:0:PV-003878346891;90:09005:7:PV-003879249708;90:09008:4:PV-003880201001;
CC12CCC(CC1)N2,86,90:09003:0:PV-006624965458;90:09008:1:PV-006630152723;90:09009:2:PV-003032984857;
CC1NCCc2ccsc21,59,90:09003:0:PV-006624968221;90:09004:7:PV-003032378168;90:09004:7:PV-002290130534;
c1cc2c(cn1)CNC2,109,90:09003:0:PV-006624980056;90:09004:6:PV-003032371392;90:09004:9:PV-003878987577;
CC1(C)CC2(CCNC2)CO1,70,90:09003:0:PV-006624996660;90:09003:5:PV-006625540095;90:09005:4:PV-003879144737;
NC1CCSCC1,36,90:09003:0:PV-006624997587;90:09005:3:PV-006627418216;90:09005:6:PV-003879222481;
Nc1ncc2c(n1)CNCC2,36,90:09003:0:PV-006625000568;90:09003:4:PV-002186601309;90:09004:9:PV-002393636321;
Cc1ncnc2c1NC(=O)C(C)N2C,204,90:09003:0:PV-006625051163;90:09003:0:PV-006625051164;90:09003:6:PV-006625629199;
CC1NCCc2c(Cl)cc(Cl)cc21,28,90:09003:0:PV-006625074474;90:09003:5:PV-003032219928;90:09004:1:PV-002445367614;
O=S1(=O)CCCNCC1,173,90:09003:0:PV-006625079659;90:09003:6:PV-006625653240;90:09003:6:PV-006625679868;
NC12CCCC1CNC2,30,90:09003:0:PV-006625107088;90:09007:4:PV-003032750023;90:09009:1:PV-003880408084;
OC1CC2CCC(N2)C1O,51,90:09003:0:PV-006625111785;90:09005:8:PV-003879311535;90:09010:0:PV-006632143302;
Cc1nn(C)c2cnc(Cl)nc12,27,90:09003:0:PV-006625112810;90:09013:6:PV-006635854233;90:09016:4:PV-006638759513;
CC1=CCN(C)C(=O)N1C,9,90:09003:0:PV-006625115137;90:09021:7:PV-003034641739;90:09031:8:PV-006654307981;
Fc1ccc(Cl)c2ncccc12,52,90:09003:0:PV-002393598534;90:09004:6:PV-003032368072;90:09009:4:PV-003880514961;
O=c1ccoc2cnccc12,17,90:09003:0:PV-003878349775;90:09004:9:PV-003878985192;90:09009:6:PV-003880597210;
C1CC12CCC1(CC1)CC2,56,90:09003:0:PV-003878354545;90:09003:0:PV-003878354548;90:09003:5:PV-003878515050;
N=S1(=O)CCC2(CCCN2)CC1,24,90:09003:0:PV-003032161325;90:09004:5:PV-003878862782;90:09006:0:PV-003032559344;
O=c1ccc2cccc(F)c2[nH]1,91,90:09003:0:PV-003032161419;90:09005:0:PV-003032417329;90:09005:0:PV-003879027934;
Cc1noc2nc[nH]c(=O)c12,9,90:09003:0:PV-002393599045;90:09004:7:PV-002497131919;90:09010:6:PV-002548996318;
Cc1c(F)ccc2c1NCCC2,63,90:09003:0:PV-003032162299;90:09004:0:PV-003032291209;90:09004:1:PV-002341867984;
C1CC2(C1)CC1(CNC1)C2,39,90:09003:1:PV-003032163124;90:09003:5:PV-003032218627;90:09009:9:PV-003033080319;
O=S1(=O)CCC2(CCCCO2)C1,42,90:09003:1:PV-003032163189;90:09006:0:PV-003032551110;90:09008:4:PV-002497209306;
Cc1ccc2c(c1)SCCCN2,27,90:09003:1:PV-003032163216;90:09005:5:PV-003032488757;90:09006:1:PV-003879405228;
C1CC12CNOC2,30,90:09003:1:PV-002393599215;90:09007:5:PV-002497190305;90:09012:8:PV-002186793511;
Cc1ccc(C)c2c1CCCO2,112,90:09003:1:PV-002445345897;90:09003:1:PV-002497098927;90:09004:7:PV-002134881610;
O=C1Cc2cc(Cl)ccc2N1,44,90:09003:1:PV-003032164298;90:09011:1:PV-003881131954;90:09012:2:PV-003033380752;
C1COCC2(C1)CCN2,63,90:09003:1:PV-003878363655;90:09003:3:PV-002186599636;90:09005:7:PV-002600647217;
O=C1NC(=O)C2CCCC2N1,44,90:09003:1:PV-003878364392;90:09003:8:PV-003878605218;90:09004:6:PV-003878893956;
CC12CCCCC1NCCC2,32,90:09003:1:PV-003032165485;90:09003:2:PV-002600596472;90:09003:3:PV-006625355971;
OC1CNCCC12CCC2,15,90:09003:1:PV-003032165993;90:09004:8:PV-003878940034;90:09011:9:PV-003881384697;
Cc1nc2c3c(ccc2[nH]1)NCCC3,22,90:09003:1:PV-003878366606;90:09011:8:PV-003033328169;90:09013:9:PV-003882068160;
c1ccc2c(c1)CCC1(CCNC1)O2,39,90:09003:1:PV-002600594314;90:09006:2:PV-003032580836;90:09007:2:PV-003032715441;
Cc1cc(C)c2c(c1C)OC(C)C2,5,90:09003:1:PV-003878367203;90:09039:7:PV-003890913111;90:09056:5:PV-003896690294;
CC1CC(=O)CCN1,30,90:09003:1:PV-002186595003;90:09004:9:PV-002341884317;90:09015:8:PV-002342108624;
c1ncc2nn[nH]c2n1,156,90:09003:1:PV-002497099275;90:09003:4:PV-002445353211;90:09005:1:PV-003879039586;
FC1Cc2ccccc2C1,148,90:09003:1:PV-003878368147;90:09003:9:PV-003878643793;90:09003:9:PV-003878646060;
CC1(C)CCCC1N,78,90:09003:1:PV-003878368963;90:09003:9:PV-003878640525;90:09006:9:PV-003032675301;
O=S1(=O)CCC2CCC1C2,81,90:09003:1:PV-003032167227;90:09004:2:PV-003878753381;90:09004:3:PV-003032335704;
CC1CNc2ccccc2N(C)C1,45,90:09003:1:PV-002186595173;90:09011:4:PV-002497268889;90:09012:7:PV-003033442488;
CN1CCn2nccc2S1(=O)=O,96,90:09003:1:PV-002600594529;90:09003:5:PV-003032222605;90:09003:7:PV-002238359055;
Cn1ncc2c(O)cccc21,73,90:09003:1:PV-002497099587;90:09009:7:PV-003880632681;90:09016:2:PV-003882856345;
c1cn2ncsc2n1,88,90:09003:1:PV-003878372747;90:09017:7:PV-003883384063;90:09018:7:PV-003034241301;
O=C1CC2CNC(C1)C2,17,90:09003:1:PV-003032168812;90:09045:0:PV-003037736363;90:09045:9:PV-003893058184;
CC1CNCCc2ccccc21,114,90:09003:1:PV-003032169911;90:09009:0:PV-006631229108;90:09010:8:PV-002497258110;
Cc1cccc2scc(Cl)c12,48,90:09003:1:PV-003878378259;90:09008:6:PV-003032906960;90:09009:7:PV-003033043366;
CC1(C)Cc2cccc(O)c2O1,48,90:09003:1:PV-003878378569;90:09004:9:PV-003878991779;90:09005:7:PV-003879266867;
CN1CCOCc2ccccc21,21,90:09003:1:PV-003032170651;90:09004:9:PV-003032407920;90:09006:6:PV-003032635269;
CC1CC2NCCC2O1,95,90:09003:1:PV-003878379187;90:09006:0:PV-003879365161;90:09006:5:PV-003879537632;
c1ncc2sncc2n1,24,90:09003:1:PV-003032170991;90:09003:1:PV-003032170992;90:09015:1:PV-003033770748;
C1=NCC2(CC2)N1,28,90:09003:1:PV-003032171505;90:09004:9:PV-006626955460;90:09006:1:PV-003032569094;
O=S1(=O)CC2CCN1CC2,73,90:09003:1:PV-003878380884;90:09005:6:PV-003879220938;90:09006:7:PV-003879598746;
N=c1[nH]c2ccccc2[nH]1,23,90:09003:1:PV-003878381123;90:09005:9:PV-003879317198;90:09009:5:PV-003033027515;
c1cc2nccn2cn1,69,90:09003:1:PV-002238346792;90:09004:8:PV-002393636218;90:09005:2:PV-002186639195;
FC1(F)CCCCCCCC1,11,90:09003:1:PV-003032172917;90:09004:0:PV-003032295999;90:09020:9:PV-006643198401;
CC1(C)CC(=O)c2ccccc2O1,51,90:09003:1:PV-002134849653;90:09003:2:PV-002186597286;90:09005:3:PV-006627361029;
O=c1[nH]cnc2[nH]cnc12,45,90:09003:1:PV-003032173739;90:09004:7:PV-003878915482;90:09005:4:PV-003879140398;
Fc1cc(Cl)cc2c1NCCC2,42,90:09003:1:PV-003032173753;90:09004:3:PV-003032328389;90:09005:4:PV-003032469873;
Cc1cccc2cc3c(nc12)CCCC3,7,90:09003:1:PV-003878390610;90:09046:9:PV-003893377582;90:09067:8:PV-003900567902;
O=C1CNC1,66,90:09003:1:PV-003032175291;90:09006:6:PV-003032634046;90:09010:0:PV-003033090993;
Cc1c(Cl)cc2c(c1Cl)CCCN2,18,90:09003:1:PV-003032176273;90:09008:2:PV-003032844108;90:09014:0:PV-006636243092;
Cc1cn2ncsc2n1,24,90:09003:1:PV-003032176589;90:09010:5:PV-002290249921;90:09015:1:PV-002497345905;
CN1CC2CCCNC2C1,63,90:09003:1:PV-002548844216;90:09003:3:PV-002186599640;90:09004:0:PV-002497117902;
Cn1ncc2c1CNCCC2,30,90:09003:1:PV-004135197599;90:09011:1:PV-003881124137;90:09027:6:PV-003035431224;
Nc1nc2ncccc2s1,39,90:09003:1:PV-003878399600;90:09004:9:PV-003878988766;90:09008:8:PV-003880317764;
Cc1cn2cc(Cl)ccc2n1,44,90:09003:2:PV-006625122476;90:09005:0:PV-002497138553;90:09008:2:PV-003032842988;
c1ccc2c(c1)NCCC21CC1,41,90:09003:2:PV-006625141418;90:09003:6:PV-006625701924;90:09005:6:PV-006627725078;
OC12CCNCC1C2,62,90:09003:2:PV-006625143949;90:09003:5:PV-003878508262;90:09005:7:PV-003879275121;
CC1Cc2ccccc2S1(=O)=O,8,90:09003:2:PV-006625167923;90:09074:6:PV-006697886442;90:09083:8:PV-003042896490;
C1COCC2(C1)CNCCO2,91,90:09003:2:PV-006625171876;90:09015:0:PV-006637217697;90:09020:2:PV-002342198313;
O=C1CCC2(CCCNC2)CN1,73,90:09003:2:PV-006625172737;90:09004:5:PV-003878855428;90:09006:0:PV-003879350111;
Clc1ncc2ncsc2n1,35,90:09003:2:PV-006625172737;90:09004:2:PV-006626221798;90:09005:2:PV-006627288620;
Cc1ccnnc1Cl,35,90:09003:2:PV-006625183708;90:09006:7:PV-006628768503;90:09016:0:PV-006638208927;
Fc1cnc2c(c1)OCCN2,127,90:09003:2:PV-006625253446;90:09004:4:PV-006626377320;90:09004:4:PV-006626389144;
CN1CNC(=O)C12CNC2,32,90:09003:2:PV-006625260001;90:09004:1:PV-003032306273;90:09008:4:PV-006630476818;
C1CC2CCOCC2CN1,79,90:09003:2:PV-003032180243;90:09003:8:PV-003032266540;90:09005:1:PV-003879050583;
CC1CNc2ccnn2C1,138,90:09003:2:PV-003032180664;90:09004:4:PV-003032341635;90:09005:2:PV-002600638576;
c1cn2nccc2nn1,8,90:09003:2:PV-003032181394;90:09004:9:PV-006626971100;90:09025:9:PV-003886193310;
Cc1cccc2c(O)ccnc12,90,90:09003:2:PV-002600596647;90:09003:2:PV-002393602347;90:09006:5:PV-003879519563;
O=C1CCNc2ccccc2N1,140,90:09003:2:PV-003032181981;90:09003:4:PV-002497105823;90:09004:3:PV-003032324550;
c1ccc2c(c1)CNCC1(CCC1)O2,46,90:09003:2:PV-002134850974;90:09004:5:PV-003032361109;90:09007:6:PV-006629705105;
Cc1cc(=O)c2ccccc2o1,11,90:09003:2:PV-003032182737;90:09005:6:PV-003032506032;90:09007:4:PV-003032740943;
Cc1nncc2ccccc12,32,90:09003:2:PV-003878409910;90:09009:2:PV-006631245646;90:09010:3:PV-003880852640;
CC1(C)CCCCC12OCCO2,14,90:09003:2:PV-003032184389;90:09025:5:PV-003035144597;90:09026:7:PV-006649110135;
CC1(C)Cc2ccc(F)cc2C1,17,90:09003:2:PV-003878414952;90:09005:9:PV-003032537521;90:09009:1:PV-003032971948;
CC12CCC(CC1)CC2,101,90:09003:2:PV-003878415380;90:09006:6:PV-003879575050;90:09009:4:PV-003880529026;
CC1CCCC(=O)C1,54,90:09003:2:PV-002134851545;90:09003:2:PV-002290099906;90:09004:5:PV-002497127182;
Cc1nc(C)c2c(C)csc2n1,38,90:09003:2:PV-002134851682;90:09012:5:PV-003881610046;90:09017:5:PV-002290392446;
O=C1NCCc2c(F)cccc21,37,90:09003:2:PV-003032186924;90:09003:5:PV-003878512665;90:09004:8:PV-003878938538;
CC1CNc2ccccc2C1=O,28,90:09003:2:PV-003032187213;90:09017:6:PV-003034101531;90:09017:7:PV-003034108242;
Cn1ccc2ccc(Cl)cc21,69,90:09003:2:PV-002186598347;90:09007:9:PV-002600692330;90:09008:0:PV-002186695063;
Clc1ccc2c(c1)NCCCC2,33,90:09003:2:PV-003878425990;90:09003:4:PV-003878474836;90:09009:2:PV-003880463656;
C=C1CCCCN1,23,90:09003:3:PV-003878428578;90:09018:3:PV-003034194896;90:09020:3:PV-003034450832;
Cc1nccc2c1OC(C)(C)OC2,52,90:09003:3:PV-003032190560;90:09020:8:PV-003034514582;90:09023:6:PV-002497518669;
Cc1cn2c(n1)CNCC2,47,90:09003:3:PV-003032191100;90:09006:9:PV-003032678229;90:09010:4:PV-006632605013;
c1nc2c(o1)CCNC2,95,90:09003:3:PV-003032192355;90:09003:5:PV-006625466348;90:09003:7:PV-003032241859;
c1cn2c(n1)CCC21CNC1,61,90:09003:3:PV-000363148354;90:09007:7:PV-003032781536;90:09007:7:PV-003032782109;
C1CCC2(C1)COCCN2,51,90:09003:3:PV-003032193163;90:09008:4:PV-006630562926;90:09008:6:PV-006630701500;
Cc1c[nH]c(=O)c(C)c1,3,90:09003:3:PV-003032194220;90:09009:4:PV-003033006974;90:09059:9:PV-003039725446;
